Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss, Titans to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Pat McAfee kicks off 59 yards, returned by Marc Mariani for 15 yards (tackle by Antonio Morrison)",0.000,-0.340
1,14:55,1,10,TEN 21,0,0,DeMarco Murray middle for 4 yards (tackle by Arthur Jones and D'Qwell Jackson),0.340,0.340
1,14:20,2,6,TEN 25,0,0,Marcus Mariota pass complete short left to DeMarco Murray for 4 yards (tackle by Edwin Jackson),0.340,0.170
1,13:49,3,2,TEN 29,0,0,Marcus Mariota pass incomplete short right intended for Kendall Wright (defended by Vontae Davis),0.170,-1.440
1,13:45,4,2,TEN 29,0,0,"Brett Kern punts 35 yards, out of bounds",-1.440,-1.330
1,13:38,1,10,IND 36,0,0,Frank Gore right tackle for 2 yards (tackle by Avery Williamson),1.330,1.060
1,12:58,2,8,IND 38,0,0,"Penalty on Joe Haeg: False Start, 5 yards (no play)",1.060,0.390
1,12:35,2,13,IND 33,0,0,Andrew Luck pass incomplete deep middle intended for Phillip Dorsett,0.390,-0.300
1,12:30,3,13,IND 33,0,0,Andrew Luck pass complete short right to T.Y. Hilton for 20 yards (tackle by Da'Norris Searcy),-0.300,2.460
1,11:43,1,10,TEN 47,0,0,"Penalty on Dwayne Allen: False Start, 5 yards (no play)",2.460,2.130
1,11:22,1,15,IND 48,0,0,Frank Gore left tackle for 4 yards (tackle by Avery Williamson),2.130,1.780
1,10:46,2,11,TEN 48,0,0,"Andrew Luck pass incomplete deep left intended for Phillip Dorsett. Penalty on Jason McCourty: Defensive Pass Interference, 33 yards (no play)",1.780,4.580
1,10:40,1,10,TEN 15,0,0,Frank Gore middle for 4 yards (tackle by Kevin Byard and Da'Norris Searcy),4.580,4.640
1,9:58,2,6,TEN 11,0,0,Andrew Luck right tackle for 10 yards (tackle by Jurrell Casey and Avery Williamson),4.640,6.970
1,9:13,1,1,TEN 1,0,0,Frank Gore right tackle for no gain (tackle by Angelo Blackson and Wesley Woodyard),6.970,5.910
1,9:13,2,1,TEN 1,0,6,"Robert Turbin middle for 1 yard, touchdown",5.910,7.000
1,8:39,,,TEN 15,0,6,"Penalty on Kevin Byard: Neutral Zone Infraction, 5 yards (no play)",0.000,0.000
1,8:39,,,TEN 10,0,7,Adam Vinatieri kicks extra point good,0.000,0.000
1,8:39,,,IND 35,0,7,"Pat McAfee kicks off 57 yards, returned by Marc Mariani for 19 yards (tackle by Edwin Jackson)",0.000,-0.740
1,8:32,1,10,TEN 27,0,7,DeMarco Murray left end for 1 yard (tackle by Clayton Geathers),0.740,0.330
1,7:59,2,9,TEN 28,0,7,DeMarco Murray middle for no gain (tackle by Arthur Jones and D'Qwell Jackson),0.330,-0.360
1,7:24,3,9,TEN 28,0,7,Marcus Mariota sacked by Robert Mathis for -8 yards,-0.360,-2.030
1,6:41,4,17,TEN 20,0,7,"Brett Kern punts 55 yards, returned by Chester Rogers for 18 yards (tackle by Jalston Fowler). Penalty on Erik Swoope: Illegal Block Above the Waist, 10 yards",-2.030,-0.610
1,6:27,1,10,IND 25,0,7,Frank Gore middle for 4 yards (tackle by Brian Orakpo),0.610,0.600
1,5:44,2,6,IND 29,0,7,Andrew Luck pass complete short right to Jack Doyle for 7 yards (tackle by Avery Williamson),0.600,1.330
1,5:10,1,10,IND 36,0,7,Frank Gore middle for 1 yard (tackle by Austin Johnson and Wesley Woodyard),1.330,0.930
1,4:29,2,9,IND 37,0,7,Andrew Luck pass complete short left to Frank Gore for 9 yards (tackle by Sean Spence and Rashad Johnson),0.930,1.990
1,3:46,1,10,IND 46,0,7,Andrew Luck pass complete short left to Frank Gore for 49 yards (tackle by Avery Williamson),1.990,6.060
1,3:13,1,5,TEN 5,0,7,Robert Turbin middle for 3 yards (tackle by Avery Williamson),6.060,5.720
1,2:37,2,2,TEN 2,0,13,"Andrew Luck pass complete short middle to Donte Moncrief for 2 yards, touchdown",5.720,7.000
1,2:32,,,TEN 15,0,14,Adam Vinatieri kicks extra point good,0.000,0.000
1,2:32,,,IND 35,0,14,"Pat McAfee kicks off 60 yards, returned by Marc Mariani for 18 yards (tackle by Chris Carter)",0.000,-0.480
1,2:26,1,10,TEN 23,0,14,Marcus Mariota pass incomplete short left intended for Delanie Walker (defended by D'Qwell Jackson),0.480,-0.070
1,2:21,2,10,TEN 23,0,14,"Penalty on Taylor Lewan: False Start, 5 yards (no play)",-0.070,-0.840
1,2:21,2,15,TEN 18,0,14,Marcus Mariota pass complete deep right to Rishard Matthews for 21 yards (tackle by Clayton Geathers),-0.840,1.530
1,2:05,1,10,TEN 39,0,14,DeMarco Murray middle for 4 yards (tackle by David Parry),1.530,1.530
1,1:34,2,6,TEN 43,0,14,Marcus Mariota pass complete short middle to Delanie Walker for 5 yards (tackle by D'Qwell Jackson and Edwin Jackson),1.530,1.490
1,0:57,3,1,TEN 48,0,14,"Penalty on Quinton Spain: False Start, 5 yards (no play)",1.490,0.830
1,0:39,3,6,TEN 43,0,14,Marcus Mariota pass incomplete deep left intended for Rishard Matthews,0.830,-0.520
1,0:33,4,6,TEN 43,0,14,"Brett Kern punts 57 yards, touchback",-0.520,-0.280
1,0:23,1,10,IND 20,0,14,Andrew Luck left tackle for 1 yard (tackle by Brian Orakpo),0.280,-0.130
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,IND 21,0,14,Frank Gore middle for -1 yards (tackle by Wesley Woodyard and Derrick Morgan),-0.130,-0.960
2,14:21,3,10,IND 20,0,14,Andrew Luck pass complete deep left to Donte Moncrief for 17 yards,-0.960,1.400
2,13:53,1,10,IND 37,0,14,Frank Gore right tackle for 2 yards (tackle by Jurrell Casey),1.400,1.130
2,13:11,2,8,IND 39,0,14,Andrew Luck pass complete short left to Phillip Dorsett for 50 yards (tackle by Jason McCourty),1.130,4.840
2,12:51,1,10,TEN 11,0,14,Andrew Luck pass complete short right to Donte Moncrief for 3 yards (tackle by Daimion Stafford),4.840,4.700
2,12:08,2,7,TEN 8,0,14,Frank Gore middle for 5 yards (tackle by Antwon Blake and Karl Klug),4.700,4.890
2,11:23,3,2,TEN 3,0,14,Andrew Luck pass complete short middle to Frank Gore for 1 yard (tackle by Antwon Blake),4.890,3.250
2,10:43,4,1,TEN 2,0,20,"Andrew Luck pass complete short right to T.Y. Hilton for 2 yards, touchdown",3.250,7.000
2,10:35,,,TEN 15,0,21,Adam Vinatieri kicks extra point good,0.000,0.000
2,10:35,,,IND 35,0,21,"Pat McAfee kicks off 61 yards, returned by Marc Mariani for 23 yards (tackle by Matthias Farley)",0.000,-0.740
2,10:28,1,10,TEN 27,0,21,Marcus Mariota pass complete deep left to Rishard Matthews for 35 yards (tackle by Clayton Geathers),0.740,3.050
2,10:08,1,10,IND 38,0,21,DeMarco Murray middle for 3 yards (tackle by D'Qwell Jackson),3.050,2.910
2,9:37,2,7,IND 35,0,21,Marcus Mariota pass complete short left to Delanie Walker for 14 yards (tackle by Vontae Davis),2.910,4.170
2,9:15,1,10,IND 21,0,21,Marcus Mariota sacked by Erik Walden for -12 yards,4.170,2.010
2,8:33,2,22,IND 33,0,21,Marcus Mariota sacked by David Parry for -4 yards,2.010,0.830
2,7:53,3,26,IND 37,0,21,"Marcus Mariota pass complete short right to Delanie Walker for 10 yards (tackle by Mike Adams). Penalty on Delanie Walker: Unsportsmanlike Conduct, 15 yards",0.830,0.460
2,7:27,4,31,IND 42,0,21,"Brett Kern punts 26 yards, fair catch by Chester Rogers",0.460,0.140
2,7:19,1,10,IND 16,0,21,Frank Gore right guard for 4 yards (tackle by Karl Klug),-0.140,0.010
2,6:46,2,6,IND 20,0,21,Frank Gore right guard for 8 yards (tackle by Aaron Wallace),0.010,0.810
2,6:06,1,10,IND 28,0,21,Andrew Luck pass complete short left to Frank Gore for 12 yards (tackle by Rashad Johnson and Wesley Woodyard),0.810,1.600
2,5:26,1,10,IND 40,0,21,Andrew Luck pass complete short middle to T.Y. Hilton for 14 yards (tackle by Jurrell Casey),1.600,0.000
2,4:36,,,,0,21,Timeout #1 by Indianapolis Colts,0.000,-2.520
2,4:36,1,10,TEN 46,0,21,Andrew Luck pass incomplete short left intended for Jordan Todman (defended by Brian Orakpo),2.520,1.980
2,4:31,2,10,TEN 46,0,21,Andrew Luck pass incomplete short right intended for Donte Moncrief,1.980,1.290
2,4:27,3,10,TEN 46,0,21,Andrew Luck for 13 yards (tackle by Brian Orakpo),1.290,3.380
2,3:53,1,10,TEN 33,0,21,Frank Gore right tackle for 2 yards (tackle by Avery Williamson),3.380,3.110
2,3:09,2,8,TEN 31,0,21,Andrew Luck middle for 2 yards (tackle by Aaron Wallace),3.110,2.680
2,2:24,3,6,TEN 29,0,21,Andrew Luck pass incomplete short middle intended for Dwayne Allen,2.680,1.520
2,2:18,4,6,TEN 29,0,21,"Penalty on Antwon Blake: Defensive Offside, 5 yards (no play)",1.520,2.020
2,2:18,4,1,TEN 24,0,21,Adam Vinatieri 42 yard field goal no good,2.020,-1.070
