#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:05,NWE 42,3,1:45,4,Punt
2,1,8:07,NWE 22,9,3:55,77,Downs
3,1,4:06,PIT 34,1,0:06,34,Touchdown
4,2,12:36,NWE 33,6,2:06,67,Touchdown
5,2,7:36,NWE 20,8,3:45,77,Field Goal
6,2,1:55,NWE 23,9,1:45,77,Touchdown
7,3,15:00,NWE 10,5,2:04,26,Fumble
8,3,11:02,NWE 15,3,1:34,8,Punt
9,3,7:10,NWE 26,11,4:31,60,Field Goal
10,3,0:24,PIT 34,5,1:38,34,Touchdown
11,4,12:44,NWE 39,8,3:28,61,Touchdown
12,4,6:15,NWE 7,2,1:00,93,Touchdown
13,4,3:19,PIT 28,2,0:38,28,Touchdown
14,4,0:33,NWE 39,1,0:33,-1,End of Game
