#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,PIT 40,5,2:55,18,Fumble
2,1,10:20,PIT 20,3,2:13,9,Punt
3,1,4:12,PIT 1,1,0:06,0,Interception
4,1,4:00,PIT 23,12,6:24,44,Downs
5,2,10:30,PIT 20,7,2:54,68,Field Goal
6,2,3:51,PIT 29,4,1:56,71,Touchdown
7,2,0:10,PIT 24,1,0:10,-1,End of Half
8,3,12:56,NWE 36,5,1:54,36,Touchdown
9,3,9:28,NWE 46,5,2:18,46,Touchdown
10,3,2:39,PIT 11,5,2:15,25,Punt
11,4,13:46,PIT 23,3,1:02,-12,Punt
12,4,9:16,PIT 20,10,3:01,80,Touchdown
13,4,5:15,PIT 20,4,1:56,28,Interception
14,4,2:41,PIT 20,9,2:08,41,Downs
