0,1
Game Info,Game Info
Won Toss,Browns (deferred)
Roof,outdoors
Surface,grass
Duration,3:02
Attendance,11989
Weather,"38 degrees, relative humidity 91%, wind 7 mph, wind chill 0"
Vegas Line,Cleveland Browns -10.5
Over/Under,44.5 (over)
