Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
2,14:50,1,10,SDG 40,10,7,Mike Tolbert right tackle for 2 yards (tackle by Pat Angerer and Kavell Conner),1.600,1.320
2,14:13,2,8,SDG 42,10,7,Philip Rivers pass complete deep middle to Legedu Naanee for 20 yards (tackle by Jacob Lacey),1.320,3.050
2,13:33,1,10,IND 38,10,7,Philip Rivers pass complete short right to Legedu Naanee for 13 yards (tackle by Antoine Bethea),3.050,3.910
2,12:52,1,10,IND 25,10,7,Mike Tolbert left end for 8 yards (tackle by Aaron Francisco),3.910,4.550
2,12:10,2,2,IND 17,10,7,Mike Tolbert left end for 6 yards (tackle by Keyunta Dawson),4.550,4.840
2,11:29,1,10,IND 11,10,7,"Philip Rivers pass complete short left to Darren Sproles for 2 yards (tackle by Aaron Francisco and Tyjuan Hagler). Penalty on Kris Dielman: Face Mask (15 Yards), 15 yards (no play)",4.840,3.840
2,11:00,1,25,IND 26,10,7,Philip Rivers pass incomplete deep right intended for Legedu Naanee,3.840,2.260
2,10:55,2,25,IND 26,10,7,Darren Sproles middle for 11 yards (tackle by Pat Angerer),2.260,2.970
2,10:15,3,14,IND 15,10,7,Philip Rivers pass incomplete short left intended for Seyi Ajirotutu,2.970,2.440
2,10:09,4,14,IND 15,13,7,Nate Kaeding 33 yard field goal good,2.440,3.000
2,,,,SDG 30,13,7,"Nate Kaeding kicks off 65 yards, muffed catch by Brandon James, recovered by Brandon James at IND-8, and returned for 2 yards",0.000,-0.380
2,9:57,1,10,IND 10,13,7,Peyton Manning pass complete short right to Reggie Wayne for 3 yards (tackle by Eric Weddle and Dante Hughes),-0.380,-0.560
2,9:29,2,7,IND 13,13,7,Peyton Manning pass complete short left to Reggie Wayne for 12 yards (tackle by Paul Oliver),-0.560,0.610
2,8:43,1,10,IND 25,13,7,Javarris James middle for -1 yards (tackle by Shaun Phillips and Vaughn Martin),0.610,-0.070
2,8:06,2,11,IND 24,13,7,Peyton Manning pass complete short middle to Javarris James for 7 yards (tackle by Kevin Burnett),-0.070,0.170
2,7:23,3,4,IND 31,13,7,Peyton Manning pass incomplete deep right intended for Blair White,0.170,-1.310
2,7:17,4,4,IND 31,13,7,Pat McAfee punts 27 yards,-1.310,-1.730
2,7:06,1,10,SDG 42,13,7,Mike Tolbert right tackle for 21 yards (tackle by Aaron Francisco),1.730,3.120
2,6:38,1,10,IND 37,13,7,Mike Tolbert middle for 5 yards (tackle by Philip Wheeler and Pat Angerer),3.120,3.250
2,5:58,2,5,IND 32,13,7,Darren Sproles right tackle for 2 yards (tackle by Antoine Bethea and Kavell Conner),3.250,2.810
2,5:15,3,3,IND 30,13,7,Philip Rivers sacked by Antonio Johnson and Antoine Bethea for -2 yards,2.810,1.260
2,4:45,4,5,IND 32,16,7,Nate Kaeding 50 yard field goal good,1.260,3.000
2,,,,SDG 30,16,7,"Nate Kaeding kicks off 62 yards, returned by Brandon James for 18 yards (tackle by Tyrone Carter)",0.000,0.670
2,4:35,1,10,IND 26,16,7,Peyton Manning pass complete short right to Pierre Garcon for 5 yards (tackle by Dante Hughes),0.670,0.810
2,4:13,2,5,IND 31,16,7,Peyton Manning pass complete short right to Jacob Tamme for 7 yards (tackle by Kevin Burnett),0.810,1.470
2,3:45,1,10,IND 38,16,7,Peyton Manning pass incomplete deep right intended for Pierre Garcon,1.470,0.920
2,3:39,2,10,IND 38,16,7,Peyton Manning pass incomplete deep left intended for Reggie Wayne,0.920,0.230
2,3:34,3,10,IND 38,16,7,Peyton Manning pass complete short left to Reggie Wayne for 6 yards (tackle by Kevin Burnett),0.230,-0.460
2,2:52,4,4,IND 44,16,7,"Pat McAfee punts 42 yards, fair catch by Darren Sproles",-0.460,0.280
2,2:44,1,10,SDG 14,16,7,Darren Sproles middle for 1 yard (tackle by Robert Mathis),-0.280,-0.640
2,2:00,2,9,SDG 15,16,7,Philip Rivers pass incomplete short right intended for Legedu Naanee,-0.640,-1.280
2,1:56,3,9,SDG 15,16,7,Philip Rivers pass complete short left to Darren Sproles for 7 yards (tackle by Tyjuan Hagler),-1.280,-1.900
2,1:49,,,,16,7,Timeout #1 by Indianapolis Colts,0.000,-1.900
2,1:49,4,2,SDG 22,16,7,"Mike Scifres punts 57 yards, returned by Brandon James for 14 yards (tackle by Antwan Applewhite)",-1.900,-1.270
2,1:36,1,10,IND 35,16,7,Peyton Manning pass complete deep middle to Jacob Tamme for 30 yards (tackle by Paul Oliver),1.270,3.250
2,1:16,1,10,SDG 35,16,7,Peyton Manning pass incomplete deep left intended for Reggie Wayne,3.250,2.700
2,1:11,2,10,SDG 35,16,7,Peyton Manning pass complete short right to Pierre Garcon for 30 yards (tackle by Eric Weddle),2.700,6.060
2,0:32,1,5,SDG 5,16,7,Donald Brown right guard for -1 yards (tackle by Shaun Phillips),6.060,4.950
2,0:26,,,,16,7,Timeout #2 by Indianapolis Colts,0.000,0.000
2,0:26,,,,16,7,Timeout #1 by San Diego Chargers,0.000,4.950
2,0:26,2,6,SDG 6,16,13,"Peyton Manning pass complete short left to Blair White for 6 yards, touchdown",4.950,7.000
2,,,,SDG 2,16,14,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,16,14,"Pat McAfee kicks off 73 yards, returned by Darren Sproles for 28 yards (tackle by Kavell Conner)",0.000,0.610
2,0:16,1,10,SDG 25,16,14,Philip Rivers pass complete short right to Darren Sproles for 3 yards (tackle by Keyunta Dawson),0.610,0.470
Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,16,14,"Pat McAfee kicks off 68 yards, returned by Darren Sproles for 31 yards (tackle by Jacob Lacey)",0.000,1.140
3,14:55,1,10,SDG 33,16,14,Philip Rivers pass complete short left to Jacob Hester for 10 yards (tackle by Kavell Conner),1.140,1.800
3,14:16,1,10,SDG 43,16,14,Mike Tolbert middle for no gain (tackle by Philip Wheeler and Antoine Bethea),1.800,1.250
3,13:37,2,10,SDG 43,16,14,Philip Rivers pass complete short middle to Antonio Gates for 13 yards (tackle by Philip Wheeler and Pat Angerer). Penalty on Dwight Freeney: Defensive Offside (Declined),1.250,2.650
3,13:10,1,10,IND 44,16,14,Philip Rivers pass complete short right to Mike Tolbert for 7 yards (tackle by Pat Angerer),2.650,3.060
3,12:39,2,3,IND 37,16,14,Philip Rivers pass complete short left to Seyi Ajirotutu for 16 yards (tackle by Jerraud Powers),3.060,4.170
3,11:58,1,10,IND 21,16,14,Philip Rivers pass complete deep right to Antonio Gates for 18 yards (tackle by Antoine Bethea),4.170,6.510
3,11:14,1,3,IND 3,16,14,Mike Tolbert right tackle for no gain (tackle by Philip Wheeler and Kelvin Hayden),6.510,5.530
3,10:30,2,3,IND 3,16,14,Mike Tolbert right end for 2 yards (tackle by Kavell Conner and Pat Angerer),5.530,5.170
3,9:48,3,1,IND 1,16,14,Philip Rivers sacked by Eric Foster for -11 yards,5.170,2.630
3,9:24,4,12,IND 12,19,14,Nate Kaeding 30 yard field goal good,2.630,3.000
3,,,,SDG 30,19,14,"Nate Kaeding kicks off 65 yards, returned by Brandon James for 22 yards (tackle by Dante Hughes)",0.000,0.740
3,9:11,1,10,IND 27,19,14,Peyton Manning pass incomplete short middle intended for Reggie Wayne,0.740,0.200
3,9:08,2,10,IND 27,19,14,Donald Brown left tackle for 1 yard (tackle by Kevin Burnett),0.200,-0.360
3,8:33,3,9,IND 28,25,14,"Peyton Manning pass incomplete short right intended for Reggie Wayne is intercepted by Eric Weddle at IND-41 and returned for 41 yards, touchdown",-0.360,-7.000
3,,,,IND 2,26,14,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,26,14,"Nate Kaeding kicks off 66 yards, returned by Brandon James for 16 yards (tackle by Pat Watkins)",0.000,0.280
3,8:15,1,10,IND 20,26,14,Peyton Manning sacked by Shaun Phillips for -6 yards,0.280,-1.180
3,7:53,2,16,IND 14,26,14,Peyton Manning pass incomplete short right intended for Blair White,-1.180,-2.030
3,7:48,3,16,IND 14,26,14,Peyton Manning pass complete short middle to Javarris James for 10 yards (tackle by Stephen Cooper and Antoine Cason),-2.030,-1.770
3,7:14,4,6,IND 24,26,14,"Pat McAfee punts 49 yards, returned by Darren Sproles for 3 yards (tackle by Cody Glenn)",-1.770,-0.940
3,7:02,1,10,SDG 30,26,14,Mike Tolbert right end for no gain (tackle by Kelvin Hayden),0.940,0.390
3,6:21,2,10,SDG 30,26,14,Mike Tolbert left end for -1 yards (tackle by Jerraud Powers),0.390,-0.430
3,5:36,3,11,SDG 29,26,14,Philip Rivers pass complete short left to Darren Sproles for 6 yards (tackle by Jacob Lacey),-0.430,-1.040
3,5:05,4,5,SDG 35,26,14,"Mike Scifres punts 54 yards, returned by Brandon James for 8 yards (tackle by Mike Windt)",-1.040,-0.150
3,4:52,1,10,IND 19,26,14,Donald Brown middle for 5 yards (tackle by Kevin Burnett),0.150,0.340
3,4:20,2,5,IND 24,26,14,Peyton Manning pass complete short right to Donald Brown for 15 yards (tackle by Paul Oliver),0.340,1.530
3,3:58,1,10,IND 39,26,14,Peyton Manning pass complete short right to Jacob Tamme for 16 yards (tackle by Paul Oliver and Kevin Burnett),1.530,2.590
3,3:39,1,10,SDG 45,26,14,Donald Brown middle for no gain (tackle by Antonio Garay),2.590,2.040
3,3:12,2,10,SDG 45,26,14,Peyton Manning pass complete short left to Blair White for 6 yards (tackle by Antoine Cason),2.040,2.150
3,2:36,3,4,SDG 39,26,14,Peyton Manning pass incomplete deep left intended for Reggie Wayne,2.150,0.660
3,2:31,4,4,SDG 39,26,14,Peyton Manning pass incomplete short middle intended for Jacob Tamme,0.660,-1.530
3,2:27,1,10,SDG 39,26,14,Philip Rivers pass complete short left to Jacob Hester for 7 yards (tackle by Aaron Francisco),1.530,1.930
3,1:49,2,3,SDG 46,26,14,Mike Tolbert left tackle for 3 yards (tackle by Robert Mathis),1.930,2.190
3,1:07,1,10,SDG 49,26,14,Philip Rivers for 9 yards,2.190,2.860
3,0:40,2,1,IND 42,26,14,Mike Tolbert right tackle for 8 yards (tackle by Aaron Francisco),2.860,3.310
Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 34,26,14,Mike Tolbert right tackle for 2 yards (tackle by Daniel Muir),3.310,3.040
4,14:25,2,8,IND 32,26,14,Philip Rivers pass complete short middle to Randy McMichael for 12 yards (tackle by Kavell Conner and Philip Wheeler),3.040,4.240
4,13:43,1,10,IND 20,26,14,Mike Tolbert left tackle for 2 yards (tackle by Keyunta Dawson and Pat Angerer),4.240,3.960
4,12:57,2,8,IND 18,26,14,Philip Rivers pass complete short middle to Antonio Gates for 9 yards (tackle by Pat Angerer),3.960,5.140
4,12:13,1,9,IND 9,26,14,Philip Rivers pass complete short right to Antonio Gates for 6 yards (tackle by Philip Wheeler),5.140,5.530
4,11:30,2,3,IND 3,32,14,"Mike Tolbert middle for 3 yards, touchdown",5.530,7.000
4,,,,IND 2,33,14,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,33,14,"Nate Kaeding kicks off 52 yards, returned by Brandon James for 16 yards (tackle by Pat Watkins)",0.000,1.200
4,11:21,1,10,IND 34,33,14,Peyton Manning pass complete short left to Jacob Tamme for -4 yards (tackle by Kevin Burnett),1.200,0.120
4,10:47,2,14,IND 30,33,14,"Peyton Manning pass complete short middle to Javarris James for 5 yards (tackle by Stephen Cooper). Javarris James fumbles (forced by Stephen Cooper), recovered by Paul Oliver at IND-41 and returned for 8 yards (tackle by Charlie Johnson)",0.120,-3.380
4,10:37,1,10,IND 33,33,14,Philip Rivers pass complete short left to Jacob Hester for 9 yards (tackle by Philip Wheeler),3.380,4.050
4,9:51,2,1,IND 24,33,14,Mike Tolbert left tackle for 3 yards (tackle by Fili Moala),4.050,4.170
4,9:09,1,10,IND 21,33,14,Mike Tolbert left end for 2 yards (tackle by Pat Angerer),4.170,3.900
4,8:23,2,8,IND 19,33,14,Mike Tolbert right guard for 8 yards (tackle by Aaron Francisco),3.900,4.840
4,7:40,1,10,IND 11,33,14,Mike Tolbert left guard for 4 yards (tackle by Kavell Conner and Jerraud Powers),4.840,4.890
4,6:58,2,6,IND 7,33,14,Mike Tolbert left guard for 2 yards (tackle by Kavell Conner),4.890,4.440
4,6:16,3,4,IND 5,33,14,Darren Sproles right end for 3 yards (tackle by Antoine Bethea),4.440,3.250
4,5:31,4,1,IND 2,36,14,Nate Kaeding 20 yard field goal good,3.250,3.000
4,,,,SDG 30,36,14,"Nate Kaeding kicks off 65 yards, returned by Brandon James for 16 yards (tackle by Quinton Teal)",0.000,0.340
4,5:19,1,10,IND 21,36,14,Peyton Manning pass complete short middle to Jacob Tamme for 6 yards (tackle by Stephen Cooper),0.340,0.610
4,4:54,2,4,IND 27,36,14,Peyton Manning pass incomplete short middle intended for Donald Brown,0.610,-0.100
4,4:48,3,4,IND 27,36,14,Peyton Manning pass complete short right to Donald Brown for no gain,-0.100,-1.570
4,4:16,4,4,IND 27,36,14,"Pat McAfee punts 48 yards, returned by Darren Sproles for 16 yards (tackle by Pat Angerer)",-1.570,-1.660
4,4:01,1,10,SDG 41,36,14,Mike Tolbert middle for no gain (tackle by Tyjuan Hagler),1.660,1.120
4,3:21,2,10,SDG 41,36,14,Mike Tolbert middle for 7 yards (tackle by Kelvin Hayden),1.120,1.360
4,3:15,,,,36,14,Timeout #1 by Indianapolis Colts,0.000,1.360
4,3:15,3,3,SDG 48,36,14,Curtis Brinkley right end for 2 yards (tackle by Kelvin Hayden),1.360,-0.060
4,3:06,,,,36,14,Timeout #2 by Indianapolis Colts,0.000,-0.060
4,3:06,4,1,,36,14,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",-0.060,-0.390
4,3:06,4,6,SDG 45,36,14,"Mike Scifres punts 43 yards, returned by Brandon James for 7 yards (tackle by Kelley Washington). Penalty on Kelley Washington: Face Mask (15 Yards), 15 yards",-0.390,-1.200
4,2:55,1,10,IND 34,36,14,Peyton Manning pass incomplete deep left intended for Reggie Wayne,1.200,0.660
4,2:45,2,10,IND 34,36,14,Peyton Manning pass complete short left to Brandon James for no gain,0.660,-0.030
4,2:16,3,10,IND 34,36,14,Peyton Manning pass complete short right to Blair White for 5 yards (tackle by Brandon Siler),-0.030,-0.780
4,2:00,4,5,IND 39,36,14,Peyton Manning pass complete short right to Pierre Garcon for 8 yards (tackle by Quentin Jammer),-0.780,2.060
4,1:54,1,10,IND 47,36,14,Donald Brown left end for 8 yards (tackle by Dante Hughes),2.060,2.600
4,1:29,2,2,SDG 45,36,14,Peyton Manning pass complete short left to Brandon James for 4 yards (tackle by Antwan Applewhite),2.600,2.850
4,1:05,1,10,SDG 41,36,14,Peyton Manning pass complete deep right to Blair White for 17 yards,2.850,3.970
4,0:57,1,10,SDG 24,36,14,Peyton Manning pass incomplete deep left intended for Brandon James is intercepted by Antoine Cason,3.970,-0.280
4,0:50,1,10,SDG 20,36,14,Philip Rivers kneels for -1 yards,0.280,-0.460
4,0:31,2,11,SDG 19,36,14,Philip Rivers kneels for -1 yards,-0.460,-1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
