Quarter,Time,Tm,Detail,BUF,NWE
1.0,7:29,Patriots,Stephen Gostkowski 35 yard field goal,0,3
2.0,9:27,Bills,Dan Carpenter 52 yard field goal,3,3
,0:13,Patriots,James White 20 yard pass from Tom Brady (Stephen Gostkowski kick),3,10
3.0,10:29,Bills,LeSean McCoy 27 yard rush (Dan Carpenter kick),10,10
,5:55,Patriots,James White 6 yard rush (Stephen Gostkowski kick),10,17
,0:47,Patriots,Stephen Gostkowski 35 yard field goal,10,20
4.0,3:30,Bills,Dan Carpenter 33 yard field goal,13,20
