Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA
1,4:14,1,10,BUF 46,0,3,LeSean McCoy left tackle for 4 yards (tackle by Jerod Mayo),1.990,1.990
1,3:31,2,6,,0,3,Karlos Williams left guard for 3 yards (tackle by Malcom Brown),1.990,1.690
1,2:49,3,3,NWE 47,0,3,"Tyrod Taylor right tackle for 7 yards (tackle by Tavon Wilson). Penalty on Seantrel Henderson: Illegal Formation, 5 yards (no play)",1.690,1.030
1,2:21,3,8,BUF 48,0,3,Tyrod Taylor pass incomplete short left intended for Robert Woods,1.030,-0.190
1,2:14,4,8,BUF 48,0,3,Colton Schmidt punts 26 yards,-0.190,-0.670
1,2:04,1,10,NWE 26,0,3,Tom Brady pass complete short right to Brandon LaFell for 27 yards (tackle by Bacarri Rambo),0.670,2.460
1,1:34,1,10,BUF 47,0,3,Tom Brady pass complete short left to Scott Chandler for 3 yards (tackle by Corey Graham),2.460,2.320
1,0:58,2,7,BUF 44,0,3,LeGarrette Blount left tackle for -2 yards (tackle by Marcell Dareus),2.320,1.350
1,0:15,3,9,BUF 46,0,3,Tom Brady pass incomplete short left intended for Aaron Dobson,1.350,0.200
1,0:12,4,9,BUF 46,0,3,"Ryan Allen punts 31 yards, out of bounds",0.200,0.220
1,0:03,1,10,BUF 15,0,3,Tyrod Taylor pass incomplete short left intended for LeSean McCoy,-0.220,-0.710
Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,BUF 15,0,3,LeSean McCoy left tackle for 2 yards (tackle by Jonathan Freeny and Malcom Brown),-0.710,-1.120
2,14:18,3,8,BUF 17,0,3,Tyrod Taylor pass complete deep right to Robert Woods for 18 yards (tackle by Malcolm Butler),-1.120,1.270
2,13:29,1,10,BUF 35,0,3,LeSean McCoy right tackle for 6 yards (tackle by Jonathan Freeny),1.270,1.530
2,12:58,2,4,BUF 41,0,3,Tyrod Taylor pass complete short right to LeSean McCoy for 8 yards (tackle by Jonathan Freeny),1.530,2.190
2,12:19,1,10,BUF 49,0,3,"Karlos Williams left guard for 5 yards (tackle by Jabaal Sheard). Karlos Williams fumbles (forced by Jabaal Sheard), recovered by Karlos Williams at NWE-46",2.190,2.320
2,11:40,2,5,NWE 46,0,3,LeSean McCoy left end for 6 yards (tackle by Logan Ryan),2.320,2.920
2,11:02,1,10,NWE 40,0,3,Tyrod Taylor pass complete short right to LeSean McCoy for 4 yards (tackle by Malcolm Butler),2.920,2.910
2,10:24,2,6,NWE 36,0,3,Karlos Williams middle for 2 yards (tackle by Tavon Wilson),2.910,2.480
2,9:40,3,4,NWE 34,0,3,Tyrod Taylor pass incomplete deep left intended for Chris Hogan,2.480,1.080
2,9:32,4,4,NWE 34,3,3,Dan Carpenter 52 yard field goal good,1.080,3.000
2,9:32,,,BUF 35,3,3,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
2,9:27,1,10,NWE 20,3,3,Brandon Bolden left guard for no gain (tackle by Jerry Hughes and Preston Brown),0.280,-0.270
2,8:54,2,10,NWE 20,3,3,Tom Brady pass incomplete short right intended for Danny Amendola,-0.270,-0.960
2,8:46,3,10,NWE 20,3,3,James White right guard for 8 yards (tackle by Stephon Gilmore),-0.960,-1.500
2,8:18,4,2,NWE 28,3,3,Ryan Allen punts 41 yards,-1.500,-1.000
2,8:07,1,10,BUF 31,3,3,LeSean McCoy left tackle for 2 yards (tackle by Jerod Mayo),1.000,0.730
2,7:26,2,8,BUF 33,3,3,LeSean McCoy middle for 1 yard (tackle by Dont'a Hightower),0.730,0.170
2,6:45,3,7,BUF 34,3,3,Tyrod Taylor pass incomplete short right intended for Robert Woods,0.170,-1.110
2,6:37,4,7,BUF 34,3,3,"Colton Schmidt punts 59 yards, returned by Danny Amendola for 6 yards (tackle by Duke Williams)",-1.110,0.320
2,6:28,1,10,NWE 13,3,3,Tom Brady pass complete short middle to Danny Amendola for 9 yards (tackle by Bacarri Rambo),-0.320,0.490
2,6:07,2,1,NWE 22,3,3,Tom Brady pass incomplete short right intended for Rob Gronkowski,0.490,-0.350
2,6:03,3,1,NWE 22,3,3,Brandon Bolden right guard for 3 yards (tackle by Manny Lawson and Corey Graham),-0.350,0.610
2,5:31,1,10,NWE 25,3,3,Tom Brady pass incomplete,0.610,0.060
2,5:23,2,10,NWE 25,3,3,Tom Brady pass complete short middle to Aaron Dobson for 17 yards (tackle by Bacarri Rambo and Ronald Darby),0.060,1.730
2,4:45,1,10,NWE 42,3,3,Tom Brady pass incomplete short right intended for Brandon Bolden,1.730,1.190
2,4:39,2,10,NWE 42,3,3,Tom Brady pass complete short middle to Danny Amendola for 4 yards (tackle by Manny Lawson),1.190,1.030
2,3:59,3,6,NWE 46,3,3,Tom Brady sacked by Manny Lawson for -6 yards. Penalty on Sebastian Vollmer: Offensive Holding (Declined),1.030,-0.720
2,3:48,4,12,NWE 40,3,3,"Ryan Allen punts 42 yards, fair catch by Leodis McKelvin",-0.720,-0.040
2,3:41,1,10,BUF 18,3,3,LeSean McCoy left tackle for 5 yards (tackle by Tavon Wilson),0.040,0.280
2,2:57,2,5,BUF 23,3,3,LeSean McCoy middle for 1 yard (tackle by Jabaal Sheard and Akiem Hicks),0.280,-0.400
2,2:18,3,4,BUF 24,3,3,Tyrod Taylor pass complete deep left to Chris Hogan for 31 yards (tackle by Devin McCourty),-0.400,2.590
2,2:00,1,10,NWE 45,3,3,Tyrod Taylor pass complete short right to Chris Hogan for 9 yards (tackle by Logan Ryan),2.590,3.260
2,1:55,2,1,NWE 36,3,3,LeSean McCoy left end for 2 yards (tackle by Logan Ryan),3.260,3.310
2,1:49,1,10,NWE 34,3,3,Tyrod Taylor pass incomplete short middle intended for Robert Woods,3.310,2.770
2,1:42,2,10,NWE 34,3,3,Tyrod Taylor pass complete short right to Chris Hogan for 4 yards (tackle by Tavon Wilson),2.770,2.610
2,0:57,3,6,NWE 30,3,3,Tyrod Taylor pass incomplete deep left intended for LeSean McCoy,2.610,2.610
2,0:57,3,6,NWE 30,3,3,Timeout #1 by Buffalo Bills,2.610,1.430
2,0:50,4,6,NWE 30,3,3,Dan Carpenter 48 yard field goal no good,1.430,-1.470
2,0:46,1,10,NWE 38,3,3,Tom Brady pass incomplete short left intended for Brandon LaFell,1.470,0.920
2,0:41,2,10,NWE 38,3,3,Tom Brady pass complete short middle to Danny Amendola for 18 yards (tackle by Jerry Hughes),0.920,0.920
2,0:35,2,10,NWE 38,3,3,Timeout #1 by New England Patriots,0.920,2.650
2,0:35,1,10,BUF 44,3,3,Tom Brady pass complete deep middle to Brandon LaFell for 24 yards (tackle by Corey Graham),2.650,2.650
2,0:27,1,10,BUF 44,3,3,Timeout #2 by New England Patriots,2.650,4.240
2,0:27,1,10,BUF 20,3,3,Tom Brady pass incomplete short left intended for Brandon LaFell,4.240,3.690
2,0:23,2,10,BUF 20,3,3,Tom Brady pass incomplete short middle intended for James White,3.690,3.010
2,0:19,3,10,BUF 20,3,9,"Tom Brady pass complete short right to James White for 20 yards, touchdown",3.010,7.000
2,0:19,,,BUF 20,3,10,Stephen Gostkowski kicks extra point good,0.000,0.000
2,0:19,,,NWE 35,3,10,"Stephen Gostkowski kicks off 46 yards, returned by Anthony Dixon for 16 yards (tackle by Rashaan Melvin)",0.000,-1.270
2,0:08,1,10,BUF 35,3,10,Tyrod Taylor kneels for -1 yards,1.270,0.590
Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,3,10,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,NWE 20,3,10,"Tom Brady pass complete short right to Danny Amendola for 1 yard (tackle by Manny Lawson). Penalty on Manny Lawson: Defensive Offside, 5 yards (no play)",0.280,1.010
3,14:39,1,5,NWE 25,3,10,Tom Brady pass complete short middle to Danny Amendola for 6 yards (tackle by Preston Brown),1.010,1.000
3,14:05,1,10,NWE 31,3,10,"Tom Brady pass complete short right to Danny Amendola for 14 yards. Penalty on BUF: Unsportsmanlike Conduct, 15 yards",1.000,2.920
3,13:36,1,10,BUF 40,3,10,Tom Brady pass incomplete deep right intended for Brandon LaFell,2.920,2.370
3,13:27,2,10,BUF 40,3,10,LeGarrette Blount middle for 4 yards (tackle by Corbin Bryant and Preston Brown),2.370,2.210
3,12:44,3,6,BUF 36,3,10,Tom Brady pass incomplete short middle intended for Danny Amendola,2.210,2.210
3,12:39,3,6,BUF 36,3,10,Timeout #1 by New England Patriots,2.210,0.880
3,12:39,4,6,BUF 36,3,10,Stephen Gostkowski 54 yard field goal no good,0.880,-1.860
3,12:35,1,10,BUF 44,3,10,Tyrod Taylor pass incomplete deep left intended for Sammy Watkins,1.860,1.320
3,12:29,2,10,BUF 44,3,10,Tyrod Taylor pass complete short right to LeSean McCoy for 11 yards (tackle by Jerod Mayo),1.320,2.590
3,11:56,1,10,NWE 45,3,10,Tyrod Taylor pass complete short left to Charles Clay for 14 yards (tackle by Patrick Chung),2.590,3.510
3,11:24,1,10,NWE 31,3,10,LeSean McCoy right guard for 4 yards (tackle by Rob Ninkovich and Jonathan Freeny),3.510,3.510
3,10:40,2,6,NWE 27,9,10,"LeSean McCoy right end for 27 yards, touchdown",3.510,7.000
3,10:40,,,NWE 27,10,10,Dan Carpenter kicks extra point good,0.000,0.000
3,10:40,,,BUF 35,10,10,"Jordan Gay kicks off 53 yards, returned by Michael Williams for 10 yards (tackle by Mario Butler)",0.000,-0.410
3,10:25,1,10,NWE 22,10,10,Tom Brady pass incomplete short right intended for Rob Gronkowski,0.410,-0.130
3,10:21,2,10,NWE 22,10,10,LeGarrette Blount left end for 5 yards (tackle by Corey Graham),-0.130,-0.160
3,9:47,3,5,NWE 27,10,10,Tom Brady pass incomplete deep right intended for Brandon LaFell (defended by Stephon Gilmore),-0.160,-1.570
3,9:37,4,5,NWE 27,10,10,"Ryan Allen punts 38 yards, returned by Leodis McKelvin for 2 yards (tackle by Matt Slater)",-1.570,-1.400
3,9:30,1,10,BUF 37,10,10,LeSean McCoy middle for 7 yards (tackle by Malcom Brown),1.400,1.800
3,8:55,2,3,BUF 44,10,10,Tyrod Taylor pass incomplete deep left intended for Sammy Watkins,1.800,1.800
3,8:48,2,3,BUF 44,10,10,Timeout #1 by Buffalo Bills,1.800,1.090
3,8:48,3,3,BUF 44,10,10,Tyrod Taylor left end for -6 yards (tackle by Chandler Jones),1.090,-0.850
3,8:12,4,9,BUF 38,10,10,"Colton Schmidt punts 47 yards, returned by Danny Amendola for 21 yards (tackle by Nigel Bradham)",-0.850,-1.330
3,7:59,1,10,NWE 36,10,10,Tom Brady pass complete short middle to Danny Amendola for 9 yards (tackle by Bacarri Rambo),1.330,2.010
3,7:36,2,1,NWE 45,10,10,Tom Brady pass complete short left to Brandon LaFell for 5 yards (tackle by Nigel Bradham),2.010,2.260
3,7:13,1,10,,10,10,LeGarrette Blount left tackle for 3 yards (tackle by Corbin Bryant and Marcell Dareus),2.260,2.120
3,6:35,2,7,BUF 47,10,10,Tom Brady pass incomplete deep left intended for Rob Gronkowski,2.120,1.420
3,6:25,3,7,BUF 47,10,10,Tom Brady pass complete short right to Danny Amendola for 41 yards (tackle by Ronald Darby),1.420,5.830
3,6:00,1,6,BUF 6,10,16,"James White right end for 6 yards, touchdown. Penalty on Jerry Hughes: Defensive Offside (Declined)",5.830,7.000
3,6:00,,,BUF 6,10,17,Stephen Gostkowski kicks extra point good,0.000,0.000
3,6:00,,,NWE 35,10,17,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,5:55,1,10,BUF 20,10,17,LeSean McCoy left end for -1 yards (tackle by Dont'a Hightower),0.280,-0.460
3,5:12,2,11,BUF 19,10,17,Tyrod Taylor pass incomplete short middle intended for Charles Clay,-0.460,-1.140
3,5:06,3,11,BUF 19,10,17,Tyrod Taylor pass incomplete short right intended for Charles Clay (defended by Devin McCourty),-1.140,-2.140
3,4:57,4,11,BUF 19,10,17,Colton Schmidt punts 47 yards,-2.140,-1.200
3,4:45,1,10,NWE 34,10,17,Tom Brady pass incomplete short middle intended for LeGarrette Blount,1.200,0.660
3,4:40,2,10,NWE 34,10,17,Tom Brady pass complete short left to LeGarrette Blount for 5 yards (tackle by Preston Brown),0.660,0.630
3,3:53,3,5,NWE 39,10,17,"Tom Brady pass complete deep left to Chris Harper for 27 yards (tackle by Stephon Gilmore). Penalty on Marcus Cannon: Offensive Holding, 10 yards (no play)",0.630,-0.690
3,3:26,3,15,NWE 29,10,17,Brandon Bolden left guard for 7 yards (tackle by Corey Graham and Leodis McKelvin),-0.690,-0.980
3,2:50,4,8,NWE 36,10,17,"Ryan Allen punts 34 yards, returned by Leodis McKelvin for 2 yards (tackle by Brandon King). Leodis McKelvin fumbles (forced by Brandon King), recovered by Jonathan Freeny at BUF-35 and returned for 5 yards. Jonathan Freeny fumbles (forced by Jonathan Meeks), recovered by Jonathan Freeny at BUF-30 for 5 yards",-0.980,3.580
3,2:37,1,10,BUF 30,10,17,LeGarrette Blount left guard for 7 yards (tackle by Nigel Bradham),3.580,3.980
3,2:16,2,3,BUF 23,10,17,LeGarrette Blount left guard for 4 yards (tackle by Preston Brown),3.980,4.310
3,1:51,1,10,BUF 19,10,17,LeGarrette Blount middle for 1 yard (tackle by Preston Brown),4.310,3.880
3,1:23,2,9,BUF 18,10,17,LeGarrette Blount left tackle for 2 yards (tackle by Nigel Bradham and Corey Graham),3.880,3.410
3,0:54,3,7,BUF 16,10,17,Tom Brady pass incomplete short left intended for Rob Gronkowski,3.410,2.380
3,0:50,4,7,BUF 16,10,20,Stephen Gostkowski 35 yard field goal good,2.380,3.000
3,0:50,,,NWE 35,10,20,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,0:47,1,10,BUF 20,10,20,LeSean McCoy left end for 1 yard (tackle by Logan Ryan),0.280,-0.130
3,0:03,2,9,BUF 21,10,20,Tyrod Taylor pass complete short middle to LeSean McCoy for 5 yards (tackle by Rob Ninkovich),-0.130,-0.160
Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,BUF 26,10,20,Tyrod Taylor sacked by Rob Ninkovich and Dominique Easley for 0 yards,-0.160,-1.630
4,14:26,4,4,BUF 26,10,20,"Colton Schmidt punts 46 yards, fair catch by Chris Harper",-1.630,-1.630
4,14:16,4,4,BUF 26,10,20,Timeout #2 by Buffalo Bills,-1.630,-0.810
4,14:16,1,10,NWE 28,10,20,Tom Brady pass complete deep left to Rob Gronkowski for 27 yards (tackle by Bacarri Rambo),0.810,2.590
4,13:38,1,10,BUF 45,10,20,Tom Brady pass incomplete deep left intended for Chris Harper is intercepted by Stephon Gilmore at BUF-2 and returned for 4 yards,2.590,0.380
4,13:22,1,10,BUF 6,10,20,LeSean McCoy right end for 7 yards (tackle by Rob Ninkovich),-0.380,-0.270
4,12:46,2,3,BUF 13,10,20,"Tyrod Taylor pass complete short left to LeSean McCoy for 3 yards (tackle by Jonathan Freeny). Penalty on Seantrel Henderson: Ineligible Downfield Pass, 5 yards (no play)",-0.270,-0.630
4,12:09,2,8,BUF 8,10,20,"Tyrod Taylor pass incomplete deep left intended for Sammy Watkins. Penalty on Malcolm Butler: Defensive Pass Interference, 31 yards (no play)",-0.630,1.530
4,12:01,1,10,BUF 39,10,20,Karlos Williams left end for 4 yards (tackle by Logan Ryan),1.530,1.530
4,11:23,2,6,BUF 43,10,20,Tyrod Taylor pass complete short middle to Chris Hogan for 5 yards (tackle by Rob Ninkovich),1.530,1.490
4,10:54,3,1,BUF 48,10,20,Karlos Williams left end for -1 yards (tackle by Patrick Chung and Logan Ryan),1.490,-0.260
4,10:12,4,2,BUF 47,10,20,"Colton Schmidt punts 46 yards, fair catch by Chris Harper",-0.260,0.380
4,10:04,1,10,NWE 7,10,20,LeGarrette Blount for 17 yards,-0.380,0.540
4,9:28,1,10,NWE 24,10,20,"LeGarrette Blount left end for 8 yards (tackle by Corey Graham). Penalty on Bryan Stork: Offensive Holding, 10 yards (no play)",0.540,-0.500
4,9:00,1,20,NWE 14,10,20,Tom Brady pass incomplete deep middle intended for Scott Chandler,-0.500,-1.470
4,8:56,2,20,NWE 14,10,20,Brandon Bolden right guard for 5 yards (tackle by IK Enemkpali and Alex Carrington),-1.470,-1.430
4,8:21,3,15,NWE 19,10,20,Tom Brady pass complete short left to Brandon LaFell for 10 yards (tackle by Nigel Bradham and Bacarri Rambo),-1.430,-1.440
4,7:47,4,5,NWE 29,10,20,"Ryan Allen punts 50 yards, returned by Leodis McKelvin for 4 yards (tackle by Nate Ebner)",-1.440,-0.610
4,7:35,1,10,BUF 25,10,20,Tyrod Taylor left end for 5 yards (tackle by Dont'a Hightower),0.610,0.740
4,7:07,2,5,BUF 30,10,20,Tyrod Taylor pass incomplete short left intended for LeSean McCoy,0.740,0.040
4,7:01,3,5,BUF 30,10,20,Tyrod Taylor pass complete short right to Sammy Watkins for 15 yards (tackle by Malcolm Butler),0.040,1.930
4,6:20,1,10,BUF 45,10,20,Karlos Williams right end for -2 yards (tackle by Logan Ryan),1.930,1.110
4,5:39,2,12,BUF 43,10,20,Tyrod Taylor pass complete deep right to Chris Hogan for 42 yards (tackle by Patrick Chung),1.110,4.580
4,5:05,1,10,NWE 15,10,20,LeSean McCoy left tackle for -4 yards (tackle by Jabaal Sheard),4.580,3.450
4,4:23,2,14,NWE 19,10,20,Tyrod Taylor pass complete short right to Chris Hogan for 4 yards (tackle by Jabaal Sheard),3.450,3.100
4,3:40,3,10,NWE 15,10,20,Tyrod Taylor pass incomplete short left intended for Chris Gragg (defended by Logan Ryan),3.100,2.440
4,3:34,4,10,NWE 15,13,20,Dan Carpenter 33 yard field goal good,2.440,3.000
4,3:34,,,BUF 35,13,20,Jordan Gay kicks off 40 yards,0.000,-0.610
4,3:28,1,10,NWE 25,13,20,LeGarrette Blount right guard for 5 yards (tackle by IK Enemkpali and Preston Brown),0.610,0.610
4,3:20,1,10,NWE 25,13,20,Timeout #3 by Buffalo Bills,0.610,0.740
4,3:20,2,5,NWE 30,13,20,LeGarrette Blount right guard for 2 yards (tackle by IK Enemkpali),0.740,0.740
4,2:36,2,5,NWE 30,13,20,Timeout #2 by New England Patriots,0.740,0.300
4,2:36,3,3,NWE 32,13,20,LeGarrette Blount right guard for 1 yard (tackle by Preston Brown and Corey Graham),0.300,-1.180
4,2:00,4,2,NWE 33,13,20,"Ryan Allen punts 52 yards, muffed catch by Leodis McKelvin, recovered by Leodis McKelvin and returned for no gain",-1.180,0.140
4,1:51,1,10,BUF 16,13,20,Tyrod Taylor pass complete short left to Robert Woods for 9 yards (tackle by Patrick Chung and Logan Ryan),-0.140,0.690
4,1:17,2,1,BUF 25,13,20,Tyrod Taylor for 3 yards,0.690,0.810
4,1:09,1,10,BUF 28,13,20,Tyrod Taylor pass complete short left to LeSean McCoy for 4 yards,0.810,0.800
4,1:01,2,6,BUF 32,13,20,Tyrod Taylor pass incomplete short right intended for Robert Woods (defended by Patrick Chung),0.800,0.100
4,0:57,3,6,BUF 32,13,20,Tyrod Taylor pass incomplete deep left intended for Sammy Watkins,0.100,-1.240
4,0:50,4,6,BUF 32,13,20,Tyrod Taylor pass complete short left to Sammy Watkins for 8 yards,-1.240,1.600
4,0:46,1,10,BUF 40,13,20,Tyrod Taylor pass incomplete short left intended for LeSean McCoy,1.600,1.050
4,0:40,2,10,BUF 40,13,20,"Tyrod Taylor sacked by Rob Ninkovich for -8 yards. Tyrod Taylor fumbles (forced by Rob Ninkovich), recovered by Cordy Glenn at BUF-32",1.050,-0.690
4,0:07,3,18,BUF 32,13,20,Tyrod Taylor pass complete deep left to Sammy Watkins for 16 yards,-0.690,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
