Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
2,9:56,,,NWE 30,10,7,"Stephen Gostkowski kicks off 75 yards, returned by Andre' Davis for 26 yards (tackle by Pierre Woods)",0.000,0.340
2,9:45,1,10,HOU 21,10,7,Matt Schaub pass complete short right to Vonta Leach for 26 yards (tackle by Brandon Meriweather),0.340,2.060
2,9:20,1,10,HOU 47,10,7,Arian Foster left end for 13 yards (tackle by Darius Butler),2.060,2.920
2,8:40,1,10,NWE 40,10,7,Arian Foster for 3 yards (tackle by Jarvis Green and Tully Banta-Cain),2.920,2.780
2,7:56,2,7,NWE 37,10,7,Matt Schaub pass complete short left to Jacoby Jones for 14 yards (tackle by Jerod Mayo),2.780,4.040
2,7:12,1,10,NWE 23,10,7,Ryan Moats right guard for 4 yards (tackle by Jerod Mayo and Brandon Meriweather),4.040,4.050
2,6:30,2,6,NWE 19,10,7,"Matt Schaub pass incomplete deep middle intended for David Anderson. Penalty on James Sanders: Unnecessary Roughness, 10 yards",4.050,5.140
2,6:24,1,9,NWE 9,10,7,Andre Johnson right end for 7 yards (tackle by James Sanders and Brandon Meriweather),5.140,5.720
2,5:43,2,2,NWE 2,10,7,Arian Foster right tackle for 1 yard (tackle by Derrick Burgess and Jerod Mayo),5.720,5.170
2,4:57,3,1,NWE 1,10,7,Matt Schaub pass incomplete short right intended for Vonta Leach,5.170,3.550
2,4:50,3,1,NWE 1,10,7,Timeout #2 by New England Patriots,5.170,3.550
2,4:49,4,1,NWE 1,10,7,Matt Schaub pass incomplete short right intended for Andre Johnson,3.550,0.380
2,4:45,1,10,NWE 1,10,13,"Fred Taylor for -1 yards (tackle by Zach Diles). Fred Taylor fumbles (forced by Zach Diles), recovered by Bernard Pollard at NWE--1, touchdown",-0.380,-7.000
2,4:41,,,NWE 2,10,13,Kris Brown kicks extra point no good,0.000,-1.000
2,4:41,,,HOU 30,10,13,"Kris Brown kicks off 71 yards, returned by Darius Butler for 19 yards (tackle by Nick Ferguson). Penalty on Patrick Chung: Unnecessary Roughness, 9 yards",0.000,-0.380
2,4:30,1,10,NWE 9,10,13,Brian Hoyer pass complete short middle to Julian Edelman for 5 yards (tackle by Zach Diles),-0.380,-0.390
2,3:54,2,5,NWE 14,10,13,Brian Hoyer for 10 yards (tackle by Glover Quin),-0.390,0.540
2,3:31,1,10,NWE 24,10,13,Brian Hoyer pass incomplete short right intended for Ben Watson,0.540,0.000
2,3:22,2,10,NWE 24,10,13,Brian Hoyer pass complete short left to Julian Edelman for 17 yards (tackle by Zach Diles),0.000,1.660
2,2:52,1,10,NWE 41,10,13,"Brian Hoyer pass incomplete deep middle intended for Ben Watson (defended by Glover Quin). Penalty on Bernard Pollard: Roughing the Passer, 15 yards (no play)",1.660,2.650
2,2:47,1,10,HOU 44,10,13,Brian Hoyer pass complete short right to Sam Aiken for 6 yards (tackle by Jacques Reeves and Glover Quin),2.650,2.920
2,2:01,2,4,HOU 38,10,13,Brian Hoyer pass complete short right to Randy Moss for 7 yards (tackle by Dunta Robinson),2.920,3.510
2,1:56,1,10,HOU 31,10,13,Brian Hoyer sacked by Connor Barwin for -10 yards,3.510,1.620
2,1:19,2,20,HOU 41,10,13,Brian Hoyer pass complete short middle to Sammy Morris for 8 yards (tackle by DeMeco Ryans),1.620,2.020
2,1:10,2,20,HOU 41,10,13,Timeout #1 by Houston Texans,1.620,2.020
2,1:10,3,12,HOU 33,10,13,Brian Hoyer pass complete short left to Julian Edelman for 8 yards (tackle by Amobi Okoye),2.020,1.880
2,0:50,3,12,HOU 33,10,13,Timeout #2 by Houston Texans,2.020,1.880
2,0:50,4,4,HOU 25,13,13,Stephen Gostkowski 43 yard field goal good,1.880,3.000
2,0:50,,,NWE 30,13,13,"Stephen Gostkowski kicks off 70 yards, touchback",0.000,0.280
2,0:45,1,10,HOU 20,13,13,Matt Schaub pass complete short middle to Arian Foster for 9 yards,0.280,0.950
2,0:38,2,1,HOU 29,13,13,Matt Schaub pass complete short middle to Joel Dreessen for 10 yards (tackle by James Sanders),0.950,1.530
2,0:20,1,10,HOU 39,13,13,Matt Schaub pass complete short middle to Joel Dreessen for 9 yards (tackle by Brandon Meriweather and James Sanders),1.530,2.200
2,0:14,1,10,HOU 39,13,13,Timeout #3 by Houston Texans,1.530,2.200
2,0:14,2,1,HOU 48,13,13,Matt Schaub pass complete short middle to Joel Dreessen for 14 yards (tackle by Jerod Mayo),2.200,3.050
2,0:01,1,10,NWE 38,13,13,Matt Schaub spiked the ball,3.050,2.510
2,0:01,2,10,NWE 38,13,13,Kris Brown 56 yard field goal no good,2.510,1.930
Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,13,13,"Kris Brown kicks off 67 yards, returned by Darius Butler for 26 yards (tackle by John Busing)",0.000,0.870
3,14:54,1,10,NWE 29,13,13,Tom Brady pass complete short left to Sammy Morris for 9 yards (tackle by DeMeco Ryans and Brian Russell),0.870,1.540
3,14:07,2,1,NWE 38,13,13,"Tom Brady pass incomplete short left intended for Randy Moss. Penalty on Glover Quin: Defensive Holding, 5 yards (no play)",1.540,1.800
3,13:59,1,10,NWE 43,13,13,Fred Taylor for 3 yards (tackle by Antonio Smith),1.800,1.660
3,13:12,2,7,NWE 46,13,13,Tom Brady pass incomplete deep right intended for Julian Edelman (defended by Glover Quin),1.660,0.960
3,13:06,3,7,NWE 46,13,13,Tom Brady pass incomplete short right intended for Sam Aiken,0.960,-0.320
3,13:01,4,7,NWE 46,13,13,"Chris Hanson punts 38 yards, out of bounds",-0.320,0.140
3,12:51,1,10,HOU 16,13,13,Matt Schaub pass complete deep middle to Andre Johnson for 22 yards (tackle by Shawn Springs),-0.140,1.470
3,12:16,1,10,HOU 38,13,13,Arian Foster right tackle for 5 yards (tackle by Derrick Burgess),1.470,1.600
3,11:37,2,5,HOU 43,13,13,Arian Foster for 9 yards (tackle by James Sanders and Tully Banta-Cain),1.600,2.390
3,11:03,1,10,NWE 48,13,13,Matt Schaub pass complete short middle to Joel Dreessen for 7 yards (tackle by James Sanders),2.390,2.790
3,10:26,2,3,NWE 41,13,13,"Ryan Moats left tackle for 15 yards. Ryan Moats fumbles, recovered by Jacoby Jones at NWE-26",2.790,3.840
3,9:30,1,10,NWE 26,13,13,Matt Schaub pass complete short right to Arian Foster for 7 yards (tackle by Gary Guyton),3.840,4.270
3,8:49,2,3,NWE 19,13,13,Arian Foster left tackle for 4 yards (tackle by Myron Pryor and Gary Guyton),4.270,4.580
3,8:03,1,10,NWE 15,13,13,Matt Schaub pass incomplete short left intended for Vonta Leach,4.580,3.950
3,7:56,2,10,NWE 15,19,13,"Matt Schaub pass incomplete short middle intended for Jacoby Jones is intercepted by Darius Butler at NWE-9 and returned for 91 yards, touchdown",3.950,-7.000
3,7:43,,,HOU 2,20,13,Stephen Gostkowski kicks extra point good,0.000,0.000
3,7:43,,,NWE 30,20,13,"Stephen Gostkowski kicks off 71 yards, returned by Andre' Davis for 28 yards (tackle by Rob Ninkovich)",0.000,0.740
3,7:36,1,10,HOU 27,20,13,Arian Foster right guard for 24 yards (tackle by Brandon Meriweather),0.740,2.320
3,7:11,1,10,NWE 49,20,13,Arian Foster left guard for no gain (tackle by Junior Seau),2.320,1.780
3,6:31,2,10,NWE 49,20,13,Matt Schaub pass incomplete short left intended for Chris Brown,1.780,1.090
3,6:24,2,10,NWE 49,20,13,Timeout #1 by Houston Texans,1.780,1.090
3,6:24,3,10,NWE 49,20,13,Matt Schaub pass complete deep right to Jacoby Jones for 17 yards (tackle by Jonathan Wilhite),1.090,3.450
3,5:45,1,10,NWE 32,20,13,Arian Foster left tackle for 4 yards (tackle by Brandon McGowan),3.450,3.440
3,5:00,2,6,NWE 28,20,13,Matt Schaub pass complete short right to Jacoby Jones for 9 yards (tackle by James Sanders),3.440,4.310
3,4:32,1,10,NWE 19,20,13,Matt Schaub pass incomplete short right intended for Joel Dreessen,4.310,3.750
3,4:24,2,10,NWE 19,20,13,Ryan Moats right tackle for -2 yards (tackle by Rob Ninkovich and Derrick Burgess),3.750,2.810
3,3:44,3,12,NWE 21,20,13,"Matt Schaub pass complete short middle to Andre Johnson for 1 yard (tackle by Brandon Meriweather). Andre Johnson fumbles (forced by Brandon Meriweather), recovered by Andre Johnson at NWE-20",2.810,2.120
3,3:01,4,11,NWE 20,20,13,Kris Brown 38 yard field goal no good,2.120,-0.870
3,2:57,1,10,NWE 29,20,13,Tom Brady pass complete short left to Julian Edelman for 6 yards (tackle by Bernard Pollard),0.870,1.140
3,2:31,2,4,NWE 35,20,13,Tom Brady pass complete short right to Julian Edelman for 8 yards (tackle by Dunta Robinson),1.140,1.800
3,1:55,1,10,NWE 43,20,13,Tom Brady pass complete short middle to Randy Moss for 12 yards (tackle by Dunta Robinson),1.800,2.590
3,1:11,1,10,HOU 45,20,13,Tom Brady pass incomplete short left intended for Sam Aiken,2.590,2.040
3,1:07,2,10,HOU 45,20,13,Tom Brady pass complete short left to Julian Edelman for 10 yards (tackle by Brian Cushing),2.040,3.250
3,0:21,1,10,HOU 35,20,13,Fred Taylor left tackle for 12 yards (tackle by Brian Russell and Bernard Pollard),3.250,4.040
Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 23,20,13,Tom Brady pass incomplete deep middle intended for Ben Watson (defended by Glover Quin),4.040,3.500
4,14:54,2,10,HOU 23,20,13,Tom Brady pass complete short left to Julian Edelman for 12 yards (tackle by Glover Quin),3.500,4.840
4,14:10,1,10,HOU 11,26,13,"Fred Taylor left end for 11 yards, touchdown",4.840,7.000
4,14:10,,,HOU 2,27,13,Stephen Gostkowski kicks extra point good,0.000,0.000
4,14:10,,,NWE 30,27,13,"Stephen Gostkowski kicks off 69 yards, returned by Andre' Davis for 30 yards (tackle by Patrick Chung)",0.000,1.000
4,13:55,1,10,HOU 31,27,13,Matt Schaub for 3 yards (tackle by Derrick Burgess),1.000,0.870
4,13:14,2,7,HOU 34,27,13,Matt Schaub pass complete short middle to Andre Johnson for 12 yards (tackle by James Sanders and Gary Guyton),0.870,1.990
4,12:33,1,10,HOU 46,27,13,Matt Schaub pass incomplete short left intended for Andre' Davis (defended by Rob Ninkovich),1.990,1.450
4,12:26,2,10,HOU 46,27,13,Matt Schaub pass complete short left to Kevin Walter for 13 yards (tackle by Brandon Meriweather),1.450,2.850
4,11:45,1,10,NWE 41,27,13,Arian Foster right tackle for 3 yards (tackle by Shawn Springs),2.850,2.710
4,11:08,2,7,NWE 38,27,13,Matt Schaub sacked by Derrick Burgess for -8 yards,2.710,0.960
4,10:30,3,15,NWE 46,27,13,Matt Schaub pass complete deep middle to Jacoby Jones for 17 yards (tackle by Jonathan Wilhite and Brandon Meriweather),0.960,3.640
4,9:53,1,10,NWE 29,27,13,"Matt Schaub pass incomplete deep left intended for Andre' Davis. Penalty on Darius Butler: Defensive Pass Interfere, 26 yards (no play)",3.640,6.510
4,9:53,1,3,NWE 3,27,13,"Penalty on Duane Brown: False Start, 5 yards (no play)",6.510,5.370
4,9:47,1,8,NWE 8,27,19,"Matt Schaub pass complete short middle to Jacoby Jones for 8 yards, touchdown",5.370,7.000
4,9:47,,,NWE 2,27,20,Kris Brown kicks extra point good,0.000,0.000
4,9:47,,,HOU 30,27,20,"Kris Brown kicks off 74 yards, returned by Matt Slater for 27 yards (tackle by Kevin Bentley)",0.000,0.480
4,9:35,1,10,NWE 23,27,20,Tom Brady pass complete short left to Sam Aiken for 3 yards (tackle by Dunta Robinson),0.480,0.340
4,8:59,2,7,NWE 26,27,20,BenJarvus Green-Ellis left guard for 3 yards (tackle by Brian Cushing and Antonio Smith),0.340,0.040
4,8:16,3,4,NWE 29,27,20,Tom Brady sacked by Mario Williams for -4 yards,0.040,-1.700
4,7:43,4,8,NWE 25,27,20,"Chris Hanson punts 40 yards, returned by Jacoby Jones for 31 yards (tackle by Kyle Arrington)",-1.700,-3.310
4,7:30,1,10,NWE 34,27,20,Matt Schaub pass incomplete short left intended for Kevin Walter,3.310,2.770
4,7:26,2,10,NWE 34,27,20,Matt Schaub pass complete short middle to Arian Foster for 10 yards (tackle by Brandon Meriweather and Gary Guyton),2.770,3.970
4,6:44,1,10,NWE 24,27,20,Arian Foster left tackle for -2 yards (tackle by Mike Wright),3.970,3.160
4,6:03,2,12,NWE 26,27,20,Matt Schaub pass incomplete short left intended for Arian Foster (defended by Tully Banta-Cain),3.160,2.480
4,6:00,3,12,NWE 26,27,20,Matt Schaub pass complete short right to Andre Johnson for 15 yards (tackle by Jonathan Wilhite),2.480,4.840
4,5:34,1,10,NWE 11,27,20,Matt Schaub pass complete short left to Andre' Davis for 10 yards (tackle by Jonathan Wilhite),4.840,6.970
4,4:46,1,1,NWE 1,27,26,"Arian Foster right guard for 1 yard, touchdown",6.970,7.000
4,4:46,,,NWE 2,27,27,Kris Brown kicks extra point good,0.000,0.000
4,4:46,,,HOU 30,27,27,"Kris Brown kicks off 69 yards, returned by Isaiah Stanback for 22 yards (tackle by Andre' Davis)",0.000,0.480
4,4:37,1,10,NWE 23,27,27,Tom Brady pass complete short right to Sammy Morris for -4 yards (tackle by Dunta Robinson),0.480,-0.670
4,4:00,2,14,NWE 19,27,27,Tom Brady pass incomplete deep left intended for Sam Aiken is intercepted by Bernard Pollard at NWE-43 and returned for 15 yards,-0.670,-3.710
4,3:49,1,10,NWE 28,27,27,Arian Foster left guard for 6 yards (tackle by James Sanders),3.710,3.980
4,3:07,2,4,NWE 22,27,27,Arian Foster right guard for 12 yards (tackle by James Sanders),3.980,4.910
4,2:22,1,10,NWE 10,27,27,Arian Foster for 7 yards (tackle by Jerod Mayo and Gary Guyton),4.910,5.530
4,2:00,2,3,NWE 3,27,33,"Arian Foster left guard for 3 yards, touchdown",5.530,7.000
4,2:00,,,NWE 2,27,34,Kris Brown kicks extra point good,0.000,0.000
4,2:00,,,HOU 30,27,34,"Kris Brown kicks off 71 yards, returned by Matt Slater for 35 yards (tackle by Brice McCain)",0.000,1.200
4,1:47,1,10,NWE 34,27,34,Brian Hoyer pass complete short right to Ben Watson for 11 yards (tackle by Jacques Reeves),1.200,1.930
4,1:20,1,10,NWE 45,27,34,BenJarvus Green-Ellis for 5 yards (tackle by Brian Cushing),1.930,2.060
4,1:02,2,5,,27,34,Brian Hoyer pass complete short middle to Julian Edelman for 9 yards (tackle by Glover Quin and Brian Russell),2.060,2.850
4,0:50,2,5,,27,34,Timeout #1 by New England Patriots,2.060,2.850
4,0:50,1,10,HOU 41,27,34,"Brian Hoyer pass incomplete deep left intended for Isaiah Stanback. Penalty on Dunta Robinson: Defensive 12 On-field, 5 yards (no play)",2.850,3.580
4,0:40,1,5,HOU 36,27,34,"Brian Hoyer pass complete deep right to Matt Slater for 23 yards (tackle by Glover Quin). Penalty on Steve Neal: Offensive Holding, 10 yards (no play)",3.580,2.520
4,0:34,1,15,HOU 46,27,34,Brian Hoyer pass incomplete short middle intended for Julian Edelman,2.520,1.630
4,0:29,2,15,HOU 46,27,34,BenJarvus Green-Ellis for 12 yards (tackle by Connor Barwin),1.630,2.540
4,0:23,2,15,HOU 46,27,34,Timeout #2 by New England Patriots,1.630,2.540
4,0:23,3,3,HOU 34,27,34,Brian Hoyer pass incomplete short right intended for Julian Edelman,2.540,1.090
4,0:18,4,3,HOU 34,27,34,Brian Hoyer pass incomplete short middle intended for Julian Edelman (defended by Brice McCain),1.090,-1.270
4,0:14,1,10,HOU 35,27,34,Matt Schaub kneels for -2 yards,1.270,0.450
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
