Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
1,3:37,4,2,HOU 43,7,0,Brandon Allen pass incomplete deep right intended for A.J. Green,0.400,-1.800
1,3:33,1,10,HOU 43,7,0,Deshaun Watson pass complete deep right to Brandin Cooks for 50 yards (tackle by William Jackson),1.800,5.600
1,2:43,1,7,CIN 7,7,0,Deshaun Watson pass complete short middle to Steven Mitchell for 2 yards (tackle by Josh Bynes),5.600,5.150
1,2:09,2,5,CIN 5,7,0,Deshaun Watson right end for 2 yards (tackle by Vonn Bell and Germaine Pratt),5.150,4.720
1,1:29,3,3,CIN 3,7,0,Deshaun Watson pass incomplete short right intended for Kahale Warring,4.720,3.040
1,1:24,4,3,CIN 3,7,3,Ka'imi Fairbairn 21 yard field goal good,3.040,3.000
1,1:22,,,HOU 35,7,3,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
1,1:22,1,10,CIN 25,7,3,Brandon Allen pass complete short left to A.J. Green for 5 yards (tackle by Vernon Hargreaves),0.610,0.740
1,0:42,2,5,CIN 30,7,3,Giovani Bernard right guard for 2 yards (tackle by Jacob Martin),0.740,0.300
1,0:01,3,3,CIN 32,7,3,"Brandon Allen pass incomplete short left intended for A.J. Green. Penalty on Vernon Hargreaves: Defensive Pass Interference, 7 yards (no play)",0.300,1.530
Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CIN 39,7,3,"Brandon Allen pass incomplete short left intended for Tee Higgins. Penalty on Xavier Su'a-Filo: Ineligible Downfield Pass, 5 yards (no play)",1.530,1.200
2,14:57,1,15,CIN 34,7,3,Brandon Allen pass complete short left to Giovani Bernard for 6 yards (tackle by Zach Cunningham and Vernon Hargreaves),1.200,1.120
2,14:22,2,9,CIN 40,7,3,Giovani Bernard left tackle for 2 yards (tackle by Lonnie Johnson and Zach Cunningham),1.120,0.700
2,13:39,3,7,CIN 42,7,3,Brandon Allen pass complete short middle to Tee Higgins for 9 yards (tackle by Lonnie Johnson),0.700,2.320
2,13:00,1,10,HOU 49,7,3,Trayveon Williams left tackle for 6 yards (tackle by Lonnie Johnson),2.320,2.590
2,12:18,2,4,HOU 43,7,3,Trayveon Williams left end for no gain (tackle by Zach Cunningham),2.590,1.880
2,11:34,3,4,HOU 43,7,3,Brandon Allen pass complete short middle to Alex Erickson for 7 yards (tackle by John Reid),1.880,3.180
2,10:52,1,10,HOU 36,7,3,Brandon Allen pass complete short right to Trenton Irwin for 5 yards (tackle by Keion Crossen),3.180,3.310
2,10:19,2,5,HOU 31,7,3,Brandon Allen pass incomplete short middle intended for Tee Higgins,3.310,2.610
2,10:14,3,5,HOU 31,7,3,Brandon Allen pass incomplete short middle intended for A.J. Green (defended by Keion Crossen),2.610,1.350
2,10:10,4,5,HOU 31,7,3,Austin Seibert 49 yard field goal no good,1.350,-1.530
2,10:06,1,10,HOU 39,7,3,David Johnson up the middle for 4 yards (tackle by Vonn Bell),1.530,1.530
2,9:36,2,6,HOU 43,7,3,David Johnson up the middle for 10 yards (tackle by Jessie Bates),1.530,2.460
2,8:50,1,10,CIN 47,7,3,"Deshaun Watson left end for 3 yards (tackle by William Jackson). Penalty on Brandin Cooks: Offensive Holding, 10 yards",2.460,1.990
2,8:28,1,17,HOU 46,7,3,Deshaun Watson pass incomplete short middle intended for Kahale Warring (defended by Darius Phillips),1.990,0.970
2,8:25,2,17,HOU 46,7,3,Deshaun Watson pass complete short right to David Johnson for 12 yards (tackle by Josh Bynes),0.970,1.880
2,7:51,3,5,CIN 42,7,3,Deshaun Watson pass incomplete short middle intended for Brandin Cooks (defended by Markus Bailey),1.880,0.460
2,7:46,4,5,CIN 42,7,3,"Bryan Anger punts 33 yards, fair catch by Alex Erickson at CIN-9",0.460,0.380
2,7:39,1,10,CIN 9,7,3,Giovani Bernard right tackle for 3 yards (tackle by Jonathan Greenard),-0.380,-0.560
2,7:00,2,7,CIN 12,7,3,Brandon Allen pass complete deep right to A.J. Green for 33 yards (tackle by Keion Crossen),-0.560,1.930
2,6:15,1,10,CIN 45,7,3,Alex Erickson pass incomplete deep right intended for Giovani Bernard,1.930,1.380
2,6:08,2,10,CIN 45,7,3,Giovani Bernard left end for 5 yards (tackle by Ross Blacklock),1.380,1.360
2,5:27,3,5,CIN 50,7,3,Brandon Allen pass complete deep left to Tee Higgins for 30 yards (tackle by Vernon Hargreaves),1.360,4.240
2,5:05,1,10,HOU 20,7,3,Samaje Perine left guard for 2 yards (tackle by Zach Cunningham),4.240,3.960
2,4:20,2,8,HOU 18,7,3,Samaje Perine up the middle for 1 yard (tackle by Zach Cunningham),3.960,3.360
2,3:37,3,7,HOU 17,7,3,Brandon Allen pass incomplete short middle intended for Trenton Irwin,3.360,2.310
2,3:33,4,7,HOU 17,10,3,Austin Seibert 35 yard field goal good,2.310,3.000
2,3:30,,,CIN 35,10,3,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
2,3:30,1,10,HOU 25,10,3,Deshaun Watson pass complete short right to Keke Coutee for 17 yards (tackle by Josh Bynes),0.610,1.730
2,3:01,1,10,HOU 42,10,3,Deshaun Watson pass incomplete deep right intended for Chad Hansen (defended by William Jackson),1.730,1.190
2,2:55,2,10,HOU 42,10,3,Deshaun Watson pass complete short left to Brandin Cooks for 7 yards (tackle by Margus Hunt),1.190,1.420
2,2:13,3,3,HOU 49,10,3,Deshaun Watson pass complete short right to Brandin Cooks for 26 yards (tackle by Germaine Pratt). Penalty on Carl Lawson: Illegal Use of Hands (Declined),1.420,3.910
2,2:00,1,10,CIN 25,10,9,"Deshaun Watson pass complete deep left to Brandin Cooks for 25 yards, touchdown",3.910,7.000
2,1:54,,,CIN 15,10,10,Ka'imi Fairbairn kicks extra point good,0.000,0.000
2,1:54,,,HOU 35,10,10,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
2,1:54,1,10,CIN 25,10,10,Brandon Allen pass complete short left to Giovani Bernard for -6 yards (tackle by Jacob Martin),0.610,-0.810
2,1:13,2,16,CIN 19,10,10,Brandon Allen pass incomplete short middle intended for Tee Higgins (defended by John Reid),-0.810,-1.510
2,1:10,3,16,CIN 19,10,10,Brandon Allen pass complete short left to Giovani Bernard for 9 yards (tackle by Lonnie Johnson and Jacob Martin),-1.510,-1.500
2,1:05,,,,,,Timeout #1 by Houston Texans,,
2,1:05,4,7,CIN 28,10,10,"Kevin Huber punts 40 yards, fair catch by Keke Coutee at HOU-32",-1.500,-1.070
2,0:57,1,10,HOU 32,10,10,Deshaun Watson pass complete short right to Keke Coutee for 11 yards (tackle by LeShaun Sims),1.070,1.800
2,0:38,1,10,HOU 43,10,10,Deshaun Watson pass complete short right to Jordan Akins for 6 yards (tackle by Vonn Bell),1.800,2.060
2,0:35,,,,,,Timeout #2 by Houston Texans,,
2,0:35,2,4,HOU 49,10,10,Deshaun Watson pass incomplete deep right intended for Brandin Cooks,2.060,1.350
2,0:27,3,4,HOU 49,10,10,Deshaun Watson pass incomplete deep left intended for Steven Mitchell Penalty on HOU: Illegal Formation (Declined),1.350,-0.130
2,0:23,4,4,HOU 49,10,10,"Bryan Anger punts 51 yards, touchback.",-0.130,-0.280
2,0:10,1,10,CIN 20,10,10,Brandon Allen kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,10,10,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CIN 25,10,10,Brandon Allen pass complete short right to Giovani Bernard for 6 yards (tackle by Keion Crossen and Zach Cunningham),0.610,0.870
3,14:24,2,4,CIN 31,10,10,Giovani Bernard left guard for 11 yards (tackle by Lonnie Johnson),0.870,1.730
3,13:44,1,10,CIN 42,10,10,Brandon Allen pass complete short middle to A.J. Green for 12 yards (tackle by Vernon Hargreaves),1.730,2.520
3,13:09,1,10,HOU 46,16,10,"Samaje Perine left tackle for 46 yards, touchdown",2.520,7.000
3,12:59,,,HOU 15,17,10,Austin Seibert kicks extra point good,0.000,0.000
3,12:59,,,CIN 35,17,10,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
3,12:59,1,10,HOU 25,17,10,David Johnson up the middle for 2 yards (tackle by Mike Daniels and Sam Hubbard),0.610,0.330
3,12:24,2,8,HOU 27,17,10,Deshaun Watson pass complete short left to Brandin Cooks for 7 yards (tackle by LeShaun Sims),0.330,0.560
3,11:40,3,1,HOU 34,17,10,Deshaun Watson left end for 5 yards (tackle by Vonn Bell),0.560,1.530
3,11:02,1,10,HOU 39,17,10,David Johnson up the middle for 5 yards (tackle by Carl Lawson),1.530,1.660
3,10:30,2,5,HOU 44,17,10,David Johnson up the middle for 38 yards (tackle by Vonn Bell),1.660,4.370
3,9:43,1,10,CIN 18,17,10,Deshaun Watson pass complete short left to Jordan Akins for 14 yards (tackle by Germaine Pratt),4.370,6.280
3,9:09,1,4,CIN 4,17,16,"David Johnson up the middle for 4 yards, touchdown",6.280,7.000
3,9:05,,,CIN 15,17,17,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,9:05,,,HOU 35,17,17,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,9:05,1,10,CIN 25,17,17,Brandon Allen pass complete short left to Alex Erickson for 7 yards (tackle by Tyrell Adams),0.610,1.010
3,8:30,2,3,CIN 32,17,17,Giovani Bernard left tackle for 2 yards (tackle by Tyrell Adams and Charles Omenihu),1.010,0.560
3,7:47,3,1,CIN 34,17,17,"Brandon Allen pass complete deep left to Tee Higgins for 31 yards (tackle by Lonnie Johnson). Penalty on Drew Sample: Offensive Pass Interference, 10 yards (no play)",0.560,-0.760
3,7:20,3,11,CIN 24,17,17,Brandon Allen pass complete short right to A.J. Green for 14 yards (tackle by Keion Crossen),-0.760,1.470
3,6:40,1,10,CIN 38,17,17,Brandon Allen pass complete deep middle to Alex Erickson for 42 yards (tackle by A.J. Moore and Lonnie Johnson),1.470,4.240
3,5:53,1,10,HOU 20,23,17,"Brandon Allen pass complete deep left to Tee Higgins for 20 yards, touchdown",4.240,7.000
3,5:46,,,HOU 15,24,17,Austin Seibert kicks extra point good,0.000,0.000
3,5:46,,,CIN 35,24,17,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
3,5:46,1,10,HOU 25,24,17,Deshaun Watson pass complete short left to Keke Coutee for 13 yards (tackle by LeShaun Sims),0.610,1.470
3,5:09,1,10,HOU 38,24,17,David Johnson up the middle for 48 yards (tackle by Darius Phillips),1.470,4.650
3,4:15,1,10,CIN 14,24,17,Deshaun Watson pass incomplete short left intended for Darren Fells Penalty on HOU: Illegal Shift (Declined),4.650,4.000
3,4:10,2,10,CIN 14,24,17,Deshaun Watson pass complete short left to David Johnson for -3 yards (tackle by Germaine Pratt),4.000,2.930
3,3:27,3,13,CIN 17,24,17,"Deshaun Watson left tackle for 14 yards (tackle by Vonn Bell). Deshaun Watson fumbles, ball out of bounds at CIN-3 (forced by Vonn Bell)",2.930,6.510
3,2:50,1,3,CIN 3,24,17,"Penalty on Max Scharping: False Start, 5 yards (no play)",6.510,5.370
3,2:29,1,8,CIN 8,24,17,Deshaun Watson pass complete short right to Jordan Akins for 4 yards (tackle by LeShaun Sims and Mackensie Alexander),5.370,5.340
3,1:43,2,4,CIN 4,24,17,David Johnson up the middle for 2 yards (tackle by Sam Hubbard),5.340,4.950
3,0:58,3,2,CIN 2,24,23,"Deshaun Watson pass complete short left to David Johnson for 2 yards, touchdown",4.950,7.000
3,0:55,,,CIN 15,24,24,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,0:55,,,HOU 35,24,24,"Ka'imi Fairbairn kicks off 69 yards, returned by Brandon Wilson for 24 yards (tackle by Anthony Chesley). Penalty on Markus Bailey: Offensive Holding, 10 yards",0.000,-0.380
3,0:46,1,10,CIN 10,24,24,Brandon Allen pass complete short left to Samaje Perine for 14 yards (tackle by Vernon Hargreaves),-0.380,0.540
3,0:01,1,10,CIN 24,24,24,Samaje Perine up the middle for 7 yards (tackle by Keion Crossen and J.J. Watt),0.540,0.940
Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,CIN 31,24,24,Brandon Allen pass complete deep right to Tee Higgins for 22 yards (tackle by Keion Crossen),0.940,2.460
4,14:24,1,10,HOU 47,24,24,Brandon Allen pass incomplete deep right intended for Tee Higgins (defended by Keion Crossen),2.460,1.910
4,14:17,2,10,HOU 47,24,24,Samaje Perine left guard for 5 yards (tackle by John Reid),1.910,1.880
4,13:39,3,5,HOU 42,24,24,Brandon Allen pass incomplete short right intended for Mike Thomas (defended by Keion Crossen),1.880,0.460
4,13:34,4,5,HOU 42,24,24,"Penalty on J.J. Watt: Neutral Zone Infraction, 4 yards (no play)",0.460,0.720
4,13:34,4,1,HOU 38,24,24,Brandon Allen pass complete short left to Alex Erickson for 4 yards (tackle by Lonnie Johnson),0.720,3.310
4,12:56,1,10,HOU 34,24,24,Brandon Allen pass complete short left to Tee Higgins for 7 yards (tackle by Vernon Hargreaves),3.310,3.720
4,12:16,2,3,HOU 27,24,24,Samaje Perine left tackle for 1 yard (tackle by Zach Cunningham),3.720,3.140
4,11:34,3,2,HOU 26,24,24,Samaje Perine right tackle for 1 yard (tackle by J.J. Watt),3.140,1.950
4,10:57,4,1,HOU 25,24,24,"Brandon Allen up the middle for 1 yard (tackle by J.J. Watt and Auzoyah Alufohai). Penalty on Xavier Su'a-Filo: Illegal Formation, 5 yards (no play)",1.950,1.430
4,10:39,4,6,HOU 30,27,24,Austin Seibert 48 yard field goal good,1.430,3.000
4,10:35,,,CIN 35,27,24,"Austin Seibert kicks off 66 yards, returned by Dontrell Hilliard for 23 yards (tackle by Jessie Bates)",0.000,0.410
4,10:30,1,10,HOU 22,27,24,"Deshaun Watson pass incomplete short right intended for Chad Hansen (defended by Josh Bynes). Penalty on LeShaun Sims: Defensive Holding, 5 yards (no play)",0.410,0.740
4,10:25,1,10,HOU 27,27,24,David Johnson up the middle for 10 yards (tackle by Darius Phillips),0.740,1.400
4,9:48,1,10,HOU 37,27,24,David Johnson right tackle for no gain (tackle by Sam Hubbard and Jessie Bates),1.400,0.860
4,9:07,2,10,HOU 37,27,24,"Deshaun Watson pass complete short middle to Pharaoh Brown for 29 yards (tackle by Vonn Bell). Penalty on Nick Martin: Unnecessary Roughness, 15 yards",0.860,2.320
4,8:32,1,10,CIN 49,27,24,Deshaun Watson up the middle for 14 yards (tackle by Darius Phillips),2.320,3.250
4,7:43,1,10,CIN 35,27,24,Deshaun Watson pass complete short left to Keke Coutee for 13 yards (tackle by Jessie Bates),3.250,4.110
4,7:01,1,10,CIN 22,27,24,"Deshaun Watson pass complete short left to Keke Coutee for no gain (tackle by Darius Phillips). Keke Coutee fumbles, ball out of bounds at CIN-22 (forced by Darius Phillips)",4.110,3.560
4,6:27,2,10,CIN 22,27,30,"Deshaun Watson pass complete short right to Darren Fells for 22 yards, touchdown",3.560,7.000
4,6:15,,,CIN 15,27,31,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,6:15,,,HOU 35,27,31,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,6:15,1,10,CIN 25,27,31,Giovani Bernard up the middle for 2 yards (tackle by Charles Omenihu and Zach Cunningham),0.610,0.330
4,5:43,2,8,CIN 27,27,31,Brandon Allen pass complete short right to Tee Higgins for 11 yards (tackle by Keion Crossen),0.330,1.470
4,5:06,1,10,CIN 38,27,31,Giovani Bernard left guard for 9 yards (tackle by Tyrell Adams and Carlos Watkins),1.470,2.140
4,4:27,2,1,CIN 47,27,31,Giovani Bernard up the middle for 3 yards (tackle by Zach Cunningham),2.140,2.260
4,3:45,1,10,CIN 50,27,31,Giovani Bernard left end for 11 yards (tackle by Lonnie Johnson),2.260,2.980
4,3:39,1,10,HOU 39,27,31,Brandon Allen pass complete short middle to Alex Erickson for 20 yards (tackle by A.J. Moore),2.980,4.310
4,2:57,1,10,HOU 19,27,31,Samaje Perine left end for 7 yards (tackle by Lonnie Johnson),4.310,4.920
4,2:52,2,3,HOU 12,27,31,Brandon Allen pass complete short left to Samaje Perine for 4 yards (tackle by Carlos Watkins),4.920,5.370
4,2:10,1,8,HOU 8,27,31,Samaje Perine right tackle for 5 yards (tackle by Jacob Martin),5.370,5.530
4,2:00,2,3,HOU 3,33,31,"Samaje Perine up the middle for 3 yards, touchdown",5.530,7.000
4,1:57,,,HOU 15,34,31,Austin Seibert kicks extra point good,0.000,0.000
4,1:57,,,CIN 35,34,31,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
4,1:57,1,10,HOU 25,34,31,Deshaun Watson pass complete short right to Jordan Akins for 15 yards (tackle by Darius Phillips),0.610,1.600
4,1:35,1,10,HOU 40,34,31,"Deshaun Watson sacked by Sam Hubbard for -2 yards. Deshaun Watson fumbles (forced by Sam Hubbard), recovered by Margus Hunt at HOU-38",1.600,-3.050
4,1:28,1,10,HOU 38,34,31,Giovani Bernard left end for 7 yards (tackle by Tyrell Adams),3.050,3.450
4,1:20,,,,,,Timeout #1 by Houston Texans,,
4,1:20,2,3,HOU 31,34,31,"Giovani Bernard left tackle for no gain (tackle by J.J. Watt). Penalty on Auzoyah Alufohai: Defensive Holding, 5 yards (no play)",3.450,3.840
4,1:17,1,10,HOU 26,34,31,Giovani Bernard left guard for 2 yards (tackle by Zach Cunningham),3.840,3.570
4,1:13,,,,,,Timeout #2 by Houston Texans,,
4,1:13,2,8,HOU 24,34,31,Giovani Bernard left tackle for 2 yards (tackle by Zach Cunningham),3.570,3.140
4,1:09,,,,,,Timeout #3 by Houston Texans,,
4,1:09,3,6,HOU 22,34,31,Brandon Allen right end for 4 yards (tackle by Tyrell Adams and Lonnie Johnson),3.140,2.370
4,0:21,,,,,,Timeout #1 by Cincinnati Bengals,,
4,0:21,4,2,HOU 18,37,31,Austin Seibert 36 yard field goal good,2.370,3.000
4,0:18,,,CIN 35,37,31,"Austin Seibert kicks off 59 yards, returned by Dontrell Hilliard for 12 yards (tackle by Cethan Carter and Keandre Jones)",0.000,0.040
4,0:14,1,10,HOU 18,37,31,Deshaun Watson pass complete short left to Brandin Cooks for 12 yards (tackle by Shawn Williams and LeShaun Sims),0.040,0.940
4,0:09,1,10,HOU 30,37,31,"Deshaun Watson pass complete short left to Chad Hansen for 8 yards, lateral to Keke Coutee for no gain, lateral to Deshaun Watson for no gain, lateral to Brandin Cooks for 7 yards, lateral to Max Scharping for 7 yards, lateral to Charlie Heck for 8 yards, lateral to Darius Phillips for 8 yards. Charlie Heck fumbles, ball out of bounds at CIN-40 (forced by Darius Phillips)",0.940,2.920
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
