Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss and deferred, Packers to receive the opening kickoff.",,
1,15:00,,,PHI 35,0,0,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,GNB 25,0,0,James Starks right end for -1 yards (tackle by Mychal Kendricks),0.610,-0.070
1,14:23,2,11,GNB 24,0,0,Aaron Rodgers pass complete short left to Jordy Nelson for 10 yards (tackle by Jordan Hicks),-0.070,0.560
1,13:41,3,1,GNB 34,0,0,Aaron Rodgers for 16 yards,0.560,2.260
1,13:15,1,10,,0,0,Aaron Rodgers pass complete short left to Randall Cobb for 12 yards (tackle by Malcolm Jenkins),2.260,3.050
1,12:38,1,10,PHI 38,0,0,Aaron Rodgers pass complete short right to Randall Cobb for 6 yards (tackle by Brandon Graham),3.050,3.320
1,12:04,2,4,PHI 32,0,0,Aaron Rodgers pass incomplete short right intended for Richard Rodgers,3.320,2.610
1,11:59,3,4,PHI 32,0,0,Aaron Rodgers pass complete short middle to Jared Cook for 7 yards (tackle by Jaylen Watkins),2.610,3.910
1,11:16,1,10,PHI 25,0,0,James Starks middle for 4 yards (tackle by Brandon Graham),3.910,3.900
1,10:34,2,6,PHI 21,0,0,Aaron Rodgers for 9 yards,3.900,4.780
1,9:55,1,10,PHI 12,6,0,"Aaron Rodgers pass complete short right to Davante Adams for 12 yards, touchdown",4.780,7.000
1,9:51,,,PHI 15,7,0,Mason Crosby kicks extra point good,0.000,0.000
1,9:51,,,GNB 35,7,0,"Mason Crosby kicks off 67 yards, returned by Kenjon Barner for 21 yards (tackle by Jayrone Elliott)",0.000,-0.150
1,9:45,1,10,PHI 19,7,0,Carson Wentz pass complete short left to Trey Burton for 9 yards (tackle by Clay Matthews),0.150,0.880
1,9:08,2,1,PHI 28,7,0,Darren Sproles middle for 3 yards (tackle by Letroy Guion and Nick Perry),0.880,1.000
1,8:34,1,10,PHI 31,7,0,Wendell Smallwood left tackle for 2 yards (tackle by Joe Thomas),1.000,0.730
1,7:56,2,8,PHI 33,7,0,Carson Wentz pass complete short right to Dorial Green-Beckham for 13 yards (tackle by Micah Hyde),0.730,1.990
1,7:36,1,10,PHI 46,7,0,Carson Wentz pass complete short left to Jordan Matthews for 8 yards (tackle by Ladarius Gunter),1.990,2.530
1,6:59,2,2,GNB 46,7,0,Bryce Treggs right end for 3 yards (tackle by Morgan Burnett),2.530,2.720
1,6:27,1,10,GNB 43,7,0,Carson Wentz pass complete deep middle to Dorial Green-Beckham for 24 yards (tackle by Joe Thomas),2.720,4.310
1,5:42,1,10,GNB 19,7,0,Carson Wentz pass complete short left to Dorial Green-Beckham for 6 yards (tackle by Ladarius Gunter),4.310,4.720
1,5:06,2,4,GNB 13,7,0,Carson Wentz pass complete short right to Dorial Green-Beckham for 10 yards (tackle by Morgan Burnett and Carl Bradford),4.720,6.510
1,4:27,1,3,GNB 3,7,0,Darren Sproles left guard for 2 yards (tackle by Ha Ha Clinton-Dix),6.510,5.910
1,3:49,2,1,GNB 1,7,6,"Carson Wentz right end for 1 yard, touchdown",5.910,7.000
1,3:40,,,GNB 15,7,7,Caleb Sturgis kicks extra point good,0.000,0.000
1,3:40,,,PHI 35,7,7,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.610
1,3:40,1,10,GNB 25,7,7,Aaron Rodgers pass complete short right to Ty Montgomery for 9 yards (tackle by Leodis McKelvin),0.610,1.280
1,3:17,2,1,GNB 34,7,7,James Starks right guard for 3 yards (tackle by Vinny Curry),1.280,1.400
1,2:41,1,10,GNB 37,7,7,James Starks middle for 2 yards (tackle by Jordan Hicks),1.400,1.130
1,2:07,2,8,GNB 39,7,7,Aaron Rodgers pass complete short right to Jordy Nelson for 13 yards (tackle by Leodis McKelvin),1.130,2.390
1,1:30,1,10,PHI 48,7,7,Aaron Rodgers pass complete short right to Jordy Nelson for 9 yards (tackle by Leodis McKelvin),2.390,3.060
1,1:03,2,1,PHI 39,7,7,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,3.060,2.340
1,0:59,3,1,PHI 39,7,7,James Starks left end for 8 yards (tackle by Jordan Hicks and Marcus Smith),2.340,3.510
1,0:22,1,10,PHI 31,7,7,Aaron Rodgers pass complete short right to Randall Cobb for 11 yards (tackle by Jaylen Watkins),3.510,4.240
Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 20,13,7,"Aaron Rodgers pass complete deep left to Davante Adams for 20 yards, touchdown",4.240,7.000
2,14:53,,,PHI 15,14,7,Mason Crosby kicks extra point good,0.000,0.000
2,14:53,,,GNB 35,14,7,"Mason Crosby kicks off 67 yards, returned by Kenjon Barner for 16 yards (tackle by Marwin Evans)",0.000,0.280
2,14:48,1,10,PHI 14,14,7,Carson Wentz pass complete short right to Jordan Matthews for 17 yards (tackle by Morgan Burnett),-0.280,1.000
2,14:12,1,10,PHI 31,14,7,Wendell Smallwood right end for 6 yards (tackle by Morgan Burnett),1.000,1.270
2,13:35,2,4,PHI 37,14,7,Wendell Smallwood middle for 7 yards (tackle by Quinten Rollins),1.270,1.860
2,12:58,1,10,PHI 44,14,7,Wendell Smallwood left end for -2 yards (tackle by Letroy Guion),1.860,1.050
2,12:17,2,12,PHI 42,14,7,Carson Wentz middle for 8 yards (tackle by Ha Ha Clinton-Dix),1.050,1.420
2,11:29,3,4,,14,7,Carson Wentz pass incomplete short left intended for Bryce Treggs (defended by Ladarius Gunter),1.420,-0.060
2,11:23,4,4,,14,7,"Donnie Jones punts 37 yards, out of bounds",-0.060,0.320
2,11:16,1,10,GNB 13,14,7,Ty Montgomery middle for 2 yards (tackle by Jaylen Watkins),-0.320,-0.570
2,10:37,2,8,GNB 15,14,7,Aaron Rodgers pass complete short left to Jeff Janis for 7 yards (tackle by Rodney McLeod),-0.570,-0.350
2,10:01,3,1,GNB 22,14,7,Aaron Rodgers right end for 4 yards (tackle by Jaylen Watkins),-0.350,0.670
2,9:17,1,10,GNB 26,14,7,Aaron Rodgers pass complete short left to Ty Montgomery for 3 yards (tackle by Jordan Hicks),0.670,0.540
2,8:37,2,7,GNB 29,14,7,"Penalty on Fletcher Cox: Neutral Zone Infraction, 5 yards (no play)",0.540,1.210
2,8:20,2,2,GNB 34,14,7,Aaron Rodgers pass incomplete short left intended for Randall Cobb,1.210,0.500
2,8:13,3,2,GNB 34,14,7,Aaron Rodgers pass complete short right to Randall Cobb for 4 yards (tackle by Malcolm Jenkins),0.500,1.470
2,7:29,1,10,GNB 38,14,7,Aaron Rodgers pass complete short middle to James Starks for 4 yards (tackle by Jordan Hicks),1.470,1.460
2,6:48,2,6,GNB 42,14,7,"Penalty on Jared Cook: False Start, 5 yards (no play)",1.460,0.790
2,6:32,2,11,GNB 37,14,7,James Starks middle for 4 yards (tackle by Nigel Bradham and Malcolm Jenkins),0.790,0.630
2,5:52,3,7,GNB 41,14,7,Aaron Rodgers pass complete short right to Randall Cobb for 8 yards (tackle by Nigel Bradham),0.630,2.190
2,5:17,1,10,GNB 49,14,7,Aaron Rodgers pass complete short left to Randall Cobb for no gain,2.190,1.650
2,4:35,2,10,GNB 49,14,7,Aaron Rodgers pass incomplete deep middle intended for Jordy Nelson,1.650,0.960
2,4:28,3,10,GNB 49,14,7,Aaron Rodgers pass complete short left to James Starks for 7 yards (tackle by Nigel Bradham),0.960,0.000
2,3:39,,,,14,7,Timeout #1 by Green Bay Packers,0.000,-0.330
2,3:39,4,3,PHI 44,14,7,Jake Schum punts 43 yards,0.330,0.380
,,,,,,,"PHI challenged the kick downed ruling, and the play was upheld.",,
2,3:28,1,10,PHI 1,14,7,Penalty on Jason Peters: False Start (no play),-0.380,-0.380
2,3:28,1,10,PHI 1,14,7,Wendell Smallwood middle for 1 yard (tackle by Mike Daniels),-0.380,-0.710
2,2:49,2,9,PHI 2,14,7,Carson Wentz pass complete deep left to Jordan Matthews for 20 yards (tackle by Damarious Randall),-0.710,0.410
2,2:05,1,10,PHI 22,14,7,Carson Wentz sacked by Mike Daniels for -14 yards,0.410,-1.800
2,1:54,2,24,PHI 8,14,7,Carson Wentz pass complete short left to Zach Ertz for 13 yards (tackle by Morgan Burnett),-1.800,0.000
2,1:48,,,,14,7,Timeout #2 by Green Bay Packers,0.000,0.960
2,1:48,3,11,PHI 21,14,7,"Penalty on Nick Perry: Neutral Zone Infraction, 5 yards (no play)",-0.960,-0.290
2,1:48,3,6,PHI 26,14,7,Carson Wentz for 17 yards,-0.290,1.800
2,1:39,1,10,PHI 43,14,7,Carson Wentz pass complete short left to Bryce Treggs for 11 yards (tackle by Ladarius Gunter),1.800,2.520
2,1:34,1,10,GNB 46,14,7,Carson Wentz pass incomplete short right intended for Dorial Green-Beckham,2.520,0.000
2,1:27,,,,14,7,Timeout #2 by Philadelphia Eagles,0.000,-1.980
2,1:27,2,10,GNB 46,14,7,Carson Wentz pass complete short right to Zach Ertz for 7 yards (tackle by Clay Matthews),1.980,2.210
2,1:07,3,3,GNB 39,14,7,Carson Wentz pass complete short left to Dorial Green-Beckham for 5 yards (tackle by Ladarius Gunter),2.210,3.310
2,0:47,1,10,GNB 34,14,7,Carson Wentz pass incomplete short right intended for Darren Sproles,3.310,2.770
