Quarter,Time,Tm,Detail,BAL,CLE
1.0,5:05,Ravens,Matt Stover 32 yard field goal,3,0
2.0,9:28,Browns,Braylon Edwards 58 yard pass from Charlie Frye (Phil Dawson kick),3,7
,0:24,Browns,Charlie Frye 1 yard rush (Phil Dawson kick),3,14
4.0,14:56,Ravens,Todd Heap 3 yard pass from Steve McNair (pass failed),9,14
,10:22,Ravens,Matt Stover 43 yard field goal,12,14
,0:20,Ravens,Matt Stover 52 yard field goal,15,14
