Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jaguars won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,IND 25,0,0,Frank Gore right end for 3 yards (tackle by Paul Posluszny),0.610,0.470
1,14:23,2,7,IND 28,0,0,Jacoby Brissett pass complete short left to T.Y. Hilton for 5 yards (tackle by Jalen Ramsey),0.470,0.430
1,13:49,3,2,IND 33,0,0,Jacoby Brissett pass complete short left to Donte Moncrief for 8 yards (tackle by A.J. Bouye),0.430,1.660
1,13:15,1,10,IND 41,0,0,Jacoby Brissett left end for no gain (tackle by Paul Posluszny),1.660,1.120
1,12:37,2,10,IND 41,0,0,Frank Gore middle for 3 yards (tackle by Paul Posluszny),1.120,0.830
1,11:50,3,7,IND 44,0,0,Jacoby Brissett pass incomplete short right intended for T.Y. Hilton (defended by Jalen Ramsey),0.830,-0.460
1,11:45,4,7,IND 44,0,0,"Rigoberto Sanchez punts 56 yards, touchback",-0.460,-0.280
1,11:36,1,10,JAX 20,0,0,Blake Bortles pass complete short left to Dede Westbrook for 8 yards (tackle by Pierre Desir),0.280,0.810
1,11:10,2,2,JAX 28,0,0,Blake Bortles pass complete deep right to Marqise Lee for 18 yards,0.810,1.990
1,10:39,1,10,JAX 46,0,0,Leonard Fournette right end for -1 yards (tackle by T.J. Green),1.990,1.320
1,10:05,2,11,JAX 45,0,0,Leonard Fournette left guard for 9 yards (tackle by Jeremiah George),1.320,1.820
1,9:21,3,2,IND 46,0,0,"Penalty on Marqise Lee: False Start, 5 yards (no play)",1.820,1.160
1,9:10,3,7,JAX 49,0,0,Blake Bortles pass incomplete short right intended for Marqise Lee,1.160,-0.130
1,9:05,4,7,JAX 49,0,0,Brad Nortman pass complete short middle to James O'Shaughnessy for 29 yards (tackle by Christopher Milton),-0.130,4.110
1,8:17,1,10,IND 22,0,0,Blake Bortles pass complete short left to Keelan Cole for 9 yards (tackle by Nate Hairston and Matthias Farley),4.110,5.060
1,7:36,2,1,IND 13,0,0,Leonard Fournette middle for 2 yards (tackle by Johnathan Hankins and Jabaal Sheard),5.060,4.840
1,6:59,1,10,IND 11,0,0,Blake Bortles right end for 7 yards (tackle by Matthias Farley),4.840,5.470
1,6:26,2,3,IND 4,0,0,Blake Bortles pass incomplete short left intended for Dede Westbrook,5.470,4.670
1,6:23,3,3,IND 4,0,6,"Blake Bortles pass complete short middle to Marqise Lee for 4 yards, touchdown",4.670,7.000
1,6:18,,,IND 15,0,7,Josh Lambo kicks extra point good,0.000,0.000
1,6:18,,,JAX 35,0,7,"Josh Lambo kicks off 62 yards, returned by Josh Ferguson for 19 yards (tackle by Dawuane Smoot)",0.000,-0.410
1,6:14,1,10,IND 22,0,7,Frank Gore middle for 4 yards (tackle by Abry Jones),0.410,0.410
1,5:43,2,6,IND 26,0,7,Frank Gore right guard for 5 yards (tackle by Tashaun Gipson),0.410,0.370
1,5:18,3,1,IND 31,0,7,Frank Gore middle for 4 yards (tackle by Myles Jack and Malik Jackson),0.370,1.270
1,4:37,1,10,IND 35,0,7,Jacoby Brissett sacked by Malik Jackson for -6 yards,1.270,-0.090
1,3:51,2,16,IND 29,0,7,Jacoby Brissett pass incomplete short middle intended for Jack Doyle,-0.090,-0.760
1,3:47,3,16,IND 29,0,7,Jacoby Brissett sacked by Calais Campbell for -10 yards,-0.760,-2.140
1,3:04,4,26,IND 19,0,7,"Rigoberto Sanchez punts 50 yards, fair catch by Jaydon Mickens",-2.140,-1.000
1,2:57,1,10,JAX 31,0,7,Blake Bortles pass complete deep middle to Marqise Lee for 22 yards (tackle by Antonio Morrison),1.000,2.460
1,2:25,1,10,IND 47,0,7,Blake Bortles pass incomplete short middle intended for Marcedes Lewis,2.460,1.910
1,2:21,2,10,IND 47,0,7,"Blake Bortles pass complete short left to Leonard Fournette for 17 yards. Penalty on Dede Westbrook: Offensive Pass Interference, 10 yards (no play)",1.910,0.560
1,1:48,2,20,JAX 43,0,7,Blake Bortles pass complete short left to Marqise Lee for 7 yards (tackle by Pierre Desir),0.560,0.830
1,1:05,3,13,,0,7,Blake Bortles pass complete deep left to Dede Westbrook for 22 yards (tackle by Darius Butler),0.830,3.710
1,0:31,1,10,IND 28,0,7,Blake Bortles pass incomplete short left intended for Marqise Lee (defended by Pierre Desir),3.710,3.170
1,0:24,2,10,IND 28,0,7,Leonard Fournette left end for 7 yards (tackle by Margus Hunt),3.170,3.400
Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,IND 21,0,7,Blake Bortles pass complete short right to Dede Westbrook for 6 yards (tackle by Pierre Desir),3.400,4.580
2,14:51,1,10,IND 15,0,7,Leonard Fournette middle for 2 yards (tackle by Margus Hunt),4.580,4.280
2,14:14,2,8,IND 13,0,7,"Blake Bortles sacked by Tarell Basham for -8 yards. Blake Bortles fumbles (forced by Tarell Basham), recovered by Blake Bortles at IND-21",4.280,2.540
2,13:30,3,16,IND 21,0,7,Blake Bortles pass complete short right to Marcedes Lewis for 9 yards (tackle by Jeremiah George),2.540,2.630
2,12:46,4,7,IND 12,0,10,Josh Lambo 30 yard field goal good,2.630,3.000
2,12:43,,,JAX 35,0,10,"Josh Lambo kicks off 56 yards, returned by Josh Ferguson for 13 yards (tackle by Peyton Thompson)",0.000,-0.410
2,12:37,1,10,IND 22,0,10,Frank Gore middle for 4 yards (tackle by Blair Brown),0.410,0.410
2,12:03,2,6,IND 26,0,10,Frank Gore middle for 11 yards (tackle by Tashaun Gipson),0.410,1.400
2,11:31,1,10,IND 37,0,10,"Frank Gore right end for 2 yards (tackle by Abry Jones). Frank Gore fumbles (forced by Abry Jones), recovered by Frank Gore at IND-39. Penalty on Dante Fowler: Unnecessary Roughness (Offsetting), Penalty on Brandon Williams: Unnecessary Roughness (Offsetting)",1.400,1.130
2,11:07,2,8,IND 39,0,10,Chester Rogers right end for -2 yards (tackle by Paul Posluszny),1.130,0.170
2,10:23,3,10,IND 37,0,10,"Jacoby Brissett pass complete short middle to Chester Rogers for 5 yards (tackle by Myles Jack). Penalty on Myles Jack: Face Mask (15 Yards), 15 yards",0.170,2.720
2,10:05,1,10,JAX 43,0,10,Marlon Mack right end for 25 yards (tackle by Myles Jack and Barry Church),2.720,4.370
2,9:22,1,10,JAX 18,0,10,Frank Gore middle for 3 yards (tackle by Paul Posluszny),4.370,4.250
2,8:38,2,7,JAX 15,0,10,Frank Gore middle for 3 yards (tackle by Marcell Dareus),4.250,4.030
2,7:54,3,4,JAX 12,0,10,Jacoby Brissett middle for 3 yards (tackle by Yannick Ngakoue),4.030,2.980
2,7:05,4,1,JAX 9,3,10,Adam Vinatieri 27 yard field goal good,2.980,3.000
2,7:02,,,IND 35,3,10,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
2,7:02,1,10,JAX 25,3,10,Leonard Fournette middle for -2 yards (tackle by T.J. Green),0.610,-0.210
2,6:29,2,12,JAX 23,3,10,Blake Bortles pass complete short left to Dede Westbrook for 11 yards,-0.210,0.560
2,5:46,3,1,JAX 34,3,10,Leonard Fournette right end for 4 yards (tackle by T.J. Green and Jonathan Bostic),0.560,1.470
2,5:10,1,10,JAX 38,3,10,Blake Bortles pass complete short left to Marcedes Lewis for 5 yards (tackle by Matthias Farley),1.470,1.600
2,4:39,2,5,JAX 43,3,10,Chris Ivory left end for 4 yards (tackle by Matthias Farley),1.600,1.420
2,4:05,3,1,JAX 47,3,10,"Blake Bortles pass complete short middle to Marqise Lee for 12 yards (tackle by Darius Butler). Penalty on Darius Butler: Horse Collar Tackle, 15 yards",1.420,3.840
2,3:46,1,10,IND 26,3,10,Leonard Fournette middle for 2 yards (tackle by John Simon),3.840,3.570
