Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
1,7:17,,,DEN 2,0,14,Stephen Gostkowski kicks extra point good,0.000,0.000
1,6:42,,,NWE 35,0,14,"Stephen Gostkowski kicks off 55 yards, returned by Matt Willis for 7 yards (tackle by Tracy White)",0.000,-0.060
1,6:37,1,10,DEN 17,0,14,"Penalty on Vince Wilfork: Encroachment, 5 yards (no play)",-0.060,0.810
1,6:37,1,5,DEN 22,0,14,Willis McGahee right end for -2 yards (tackle by Rob Ninkovich),0.810,-0.060
1,5:54,2,7,DEN 20,0,14,Tim Tebow pass complete short middle to Demaryius Thomas for 6 yards (tackle by James Ihedigbo and Kyle Arrington),-0.060,-0.120
1,5:01,3,1,DEN 26,0,14,Willis McGahee right end for 17 yards (tackle by Kyle Arrington),-0.120,1.800
1,4:21,1,10,DEN 43,0,14,Tim Tebow right tackle for 5 yards (tackle by Jerod Mayo and Brandon Spikes),1.800,1.930
1,3:45,2,5,DEN 48,0,14,Tim Tebow pass incomplete short left intended for Willis McGahee,1.930,1.220
1,3:40,3,5,DEN 48,0,14,Tim Tebow pass incomplete short middle intended for Demaryius Thomas (defended by Sterling Moore),1.220,-0.190
1,3:34,4,5,DEN 48,0,14,"Britton Colquitt punts 39 yards, fair catch by Wes Welker",-0.190,0.320
1,3:26,1,10,NWE 13,0,14,Tom Brady pass incomplete short middle intended for Aaron Hernandez,-0.320,-0.770
1,3:22,2,10,NWE 13,0,14,BenJarvus Green-Ellis right guard for 5 yards (tackle by Elvis Dumervil and Joe Mays),-0.770,-0.830
1,2:42,3,5,NWE 18,0,14,Tom Brady pass complete short left to Wes Welker for 7 yards (tackle by Chris Harris),-0.830,0.610
1,2:11,1,10,NWE 25,0,14,Tom Brady pass incomplete deep middle intended for Rob Gronkowski is intercepted by Quinton Carter at NWE-41 and returned for 17 yards (tackle by Aaron Hernandez),0.610,-3.970
1,2:00,1,10,NWE 24,0,14,Willis McGahee left tackle for 5 yards (tackle by Brandon Spikes and Mark Anderson),3.970,4.120
1,1:18,2,5,NWE 19,0,14,Willis McGahee up the middle for 2 yards (tackle by Vince Wilfork and Jerod Mayo),4.120,3.750
1,0:36,3,3,NWE 17,0,14,Tim Tebow pass complete short middle to Demaryius Thomas for 12 yards (tackle by Kyle Arrington),3.750,6.060
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,5,NWE 5,6,14,"Willis McGahee up the middle for 5 yards, touchdown. Penalty on Zane Beadles: Unnecessary Roughness, 15 yards",6.060,7.000
2,15:00,,,NWE 2,7,14,Matt Prater kicks extra point good,0.000,0.000
2,14:54,,,DEN 20,7,14,"Matt Prater kicks off 68 yards, returned by Danny Woodhead for 28 yards (tackle by Wesley Woodyard)",0.000,1.600
2,14:46,1,10,NWE 40,7,14,BenJarvus Green-Ellis left tackle for 1 yard (tackle by Ryan McBean),1.600,1.190
2,14:23,2,9,NWE 41,7,14,Tom Brady pass complete short right to Rob Gronkowski for 10 yards (tackle by Quinton Carter),1.190,2.320
2,14:09,1,10,DEN 49,7,14,BenJarvus Green-Ellis left end for 4 yards (tackle by Jason Hunter and D.J. Williams),2.320,2.320
2,13:45,2,6,DEN 45,7,14,Tom Brady pass incomplete short left intended for Rob Gronkowski (defended by Joe Mays),2.320,1.620
2,13:41,3,6,DEN 45,7,14,Tom Brady pass incomplete short middle intended for Aaron Hernandez,1.620,0.270
2,13:36,4,6,DEN 45,7,14,"Zoltan Mesko punts 40 yards, out of bounds",0.270,0.380
2,13:27,1,10,DEN 5,7,14,Willis McGahee right guard for 5 yards (tackle by Jerod Mayo and James Ihedigbo),-0.380,-0.420
2,12:50,2,5,DEN 10,7,14,Willis McGahee right tackle for 1 yard (tackle by Gerard Warren),-0.420,-0.720
2,12:04,3,4,DEN 11,7,14,Tim Tebow left end for 1 yard (tackle by Jerod Mayo),-0.720,-2.490
2,11:25,4,3,DEN 12,7,14,"Britton Colquitt punts 40 yards, fair catch by Kevin Faulk",-2.490,-2.130
2,11:17,1,10,NWE 48,7,14,Stevan Ridley right guard for 3 yards (tackle by Rafael Bush and Jason Hunter),2.130,1.990
2,10:51,2,7,DEN 49,7,14,Tom Brady pass complete short right to Rob Gronkowski for 9 yards (tackle by Champ Bailey and D.J. Williams),1.990,2.920
2,10:20,1,10,DEN 40,7,14,Stevan Ridley left guard for 1 yard (tackle by Brodrick Bunkley and Marcus Thomas),2.920,2.510
2,9:49,2,9,DEN 39,7,14,Tom Brady pass complete short left to Deion Branch for 10 yards (tackle by Andre' Goodman),2.510,3.640
2,9:36,1,10,DEN 29,7,14,Aaron Hernandez left end for 10 yards (tackle by Rafael Bush and Rahim Moore),3.640,4.310
2,8:58,1,10,DEN 19,7,14,Tom Brady left tackle for 2 yards (tackle by Ryan McBean),4.310,4.030
2,8:27,2,8,DEN 17,7,14,BenJarvus Green-Ellis right end for 5 yards (tackle by D.J. Williams),4.030,4.190
2,7:49,3,3,DEN 12,7,20,"Tom Brady pass complete short middle to Rob Gronkowski for 12 yards, touchdown",4.190,7.000
2,7:49,,,DEN 2,7,21,Stephen Gostkowski kicks extra point good,0.000,0.000
2,7:42,,,NWE 35,7,21,"Stephen Gostkowski kicks off 73 yards, touchback",0.000,0.280
2,7:42,1,10,DEN 20,7,21,Tim Tebow pass incomplete short left intended for Eddie Royal (defended by Kyle Arrington),0.280,-0.270
2,7:37,2,10,DEN 20,7,21,Eddie Royal left tackle for 1 yard (tackle by Jerod Mayo),-0.270,-0.820
2,6:55,3,9,DEN 21,7,21,Tim Tebow pass incomplete short left intended for Matt Willis,-0.820,-1.960
2,6:44,4,9,DEN 21,7,21,"Britton Colquitt punts 44 yards, returned by Julian Edelman for 13 yards (tackle by Matt Willis)",-1.960,-2.130
2,6:31,1,10,NWE 48,7,21,Tom Brady pass incomplete deep left intended for Julian Edelman,2.130,1.580
2,6:23,2,10,NWE 48,7,21,BenJarvus Green-Ellis left end for 3 yards (tackle by Chris Harris),1.580,1.290
2,5:56,3,7,DEN 49,7,21,Tom Brady pass incomplete deep right intended for Deion Branch,1.290,0.000
2,5:51,4,7,DEN 49,7,21,"Zoltan Mesko punts 38 yards, fair catch by Eddie Royal",0.000,0.370
2,5:44,1,10,DEN 11,7,21,Willis McGahee right tackle for 6 yards (tackle by Rob Ninkovich),-0.370,0.000
2,5:12,,,,7,21,Timeout #1 by Denver Broncos,0.000,-0.160
2,5:12,2,4,DEN 17,7,21,Willis McGahee left tackle for 4 yards (tackle by Kyle Love),-0.160,0.340
2,4:34,1,10,DEN 21,7,21,Willis McGahee up the middle for 1 yard (tackle by Kyle Love),0.340,-0.070
2,3:57,2,9,DEN 22,7,21,Tim Tebow pass complete short left to Eddie Royal for 10 yards (tackle by Kyle Arrington),-0.070,1.070
2,3:22,1,10,DEN 32,7,21,Tim Tebow sacked by Vince Wilfork for -4 yards,1.070,-0.010
2,2:50,2,14,DEN 28,7,21,Tim Tebow up the middle for -6 yards (tackle by Gerard Warren),-0.010,0.000
2,2:45,,,,7,21,Timeout #1 by New England Patriots,0.000,-1.480
2,2:45,3,20,DEN 22,7,21,Lance Ball right end for 12 yards (tackle by Sterling Moore),-1.480,0.000
2,2:38,,,,7,21,Timeout #2 by New England Patriots,0.000,-1.110
2,2:38,4,8,DEN 34,7,21,Britton Colquitt punts 38 yards,-1.110,-0.810
2,2:27,1,10,NWE 28,7,21,Danny Woodhead right guard for 11 yards (tackle by David Bruton and Rafael Bush),0.810,1.530
2,2:06,1,10,NWE 39,7,27,"Tom Brady pass complete deep left to Deion Branch for 61 yards, touchdown",1.530,7.000
2,2:06,,,DEN 2,7,28,Stephen Gostkowski kicks extra point good,0.000,0.000
2,1:57,,,NWE 35,7,28,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
2,1:57,1,10,DEN 20,7,28,Lance Ball right guard for 5 yards (tackle by Devin McCourty),0.280,0.410
2,1:30,2,5,DEN 25,7,28,Tim Tebow pass incomplete short left intended for Lance Ball,0.410,0.000
2,1:19,,,,7,28,Timeout #2 by Denver Broncos,0.000,-0.300
2,1:19,3,5,DEN 25,7,28,Tim Tebow pass incomplete short right intended for Demaryius Thomas,-0.300,-1.700
2,1:16,4,5,DEN 25,7,28,"Britton Colquitt punts 33 yards, fair catch by Kevin Faulk",-1.700,-1.730
2,1:09,1,10,NWE 42,7,28,Tom Brady pass complete short left to Wes Welker for 8 yards (tackle by Chris Harris),1.730,2.270
2,0:47,2,2,,7,28,Tom Brady pass complete short left to Aaron Hernandez for 20 yards (tackle by David Bruton and Rafael Bush),2.270,3.580
2,0:21,1,10,DEN 30,7,28,Tom Brady pass incomplete deep left intended for Julian Edelman,3.580,3.030
2,0:17,2,10,DEN 30,7,28,Tom Brady pass complete short left to Julian Edelman for 11 yards (tackle by Joe Mays),3.030,4.310
2,0:10,1,10,DEN 19,7,34,"Tom Brady pass complete deep middle to Rob Gronkowski for 19 yards, touchdown",4.310,7.000
2,0:10,,,DEN 2,7,35,Stephen Gostkowski kicks extra point good,0.000,0.000
2,0:05,,,NWE 35,7,35,"Stephen Gostkowski kicks off 72 yards, touchback",0.000,0.280
2,0:05,1,10,DEN 20,7,35,Tim Tebow kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,7,35,"Stephen Gostkowski kicks off 69 yards, returned by Matt Willis for 19 yards (tackle by Sergio Brown)",0.000,-0.220
3,14:55,1,10,DEN 15,7,35,Lance Ball right tackle for 4 yards (tackle by Rob Ninkovich),-0.220,-0.110
3,14:22,2,6,DEN 19,7,35,Willis McGahee left tackle for -2 yards (tackle by Jerod Mayo and Mark Anderson),-0.110,-1.120
3,13:48,3,8,DEN 17,7,35,Tim Tebow pass incomplete deep right intended for Eddie Royal (defended by Sterling Moore),-1.120,-2.320
3,13:39,4,8,DEN 17,7,35,"Britton Colquitt punts 42 yards, returned by Julian Edelman for 15 yards (tackle by Tony Carter)",-2.320,-2.650
3,13:26,1,10,DEN 44,7,35,Danny Woodhead right guard for 5 yards (tackle by Chris Harris and Champ Bailey),2.650,2.780
3,13:07,2,5,DEN 39,7,35,"Penalty on Von Miller: Encroachment, 5 yards (no play)",2.780,3.310
3,13:02,1,10,DEN 34,7,35,Tom Brady pass complete deep middle to Wes Welker for 17 yards (tackle by Joe Mays),3.310,4.440
3,12:31,1,10,DEN 17,7,35,BenJarvus Green-Ellis right guard for no gain (tackle by Nate Irving),4.440,3.850
3,11:53,2,10,DEN 17,7,41,"Tom Brady pass complete short middle to Aaron Hernandez for 17 yards, touchdown",3.850,7.000
3,11:53,,,DEN 2,7,42,Stephen Gostkowski kicks extra point good,0.000,0.000
3,11:46,,,NWE 35,7,42,"Stephen Gostkowski kicks off 66 yards, returned by Matt Willis for 25 yards (tackle by Kyle Arrington). Matt Willis fumbles (forced by Kyle Arrington), recovered by Matt Willis at DEN-24",0.000,0.540
3,11:37,1,10,DEN 24,7,42,Tim Tebow pass incomplete short left intended for Willis McGahee,0.540,0.000
3,11:31,,,,7,42,Timeout #1 by New England Patriots,0.000,0.000
3,11:31,2,10,DEN 24,7,42,Tim Tebow sacked by Vince Wilfork and Rob Ninkovich for -11 yards,0.000,-2.640
3,11:01,3,21,DEN 13,7,42,Lance Ball up the middle for 2 yards (tackle by Dane Fletcher),-2.640,-2.440
3,10:33,4,19,DEN 15,7,42,"Britton Colquitt punts 36 yards, fair catch by Julian Edelman",-2.440,-2.190
3,10:29,1,10,NWE 49,7,42,Stevan Ridley left guard for 6 yards (tackle by Brodrick Bunkley),2.190,2.460
3,10:06,2,4,DEN 45,7,42,Stevan Ridley left end for 11 yards (tackle by Andre' Goodman),2.460,3.310
3,9:36,1,10,DEN 34,7,42,Tom Brady pass complete short right to Aaron Hernandez for 9 yards (tackle by Chris Harris and Rahim Moore),3.310,3.990
3,9:07,2,1,DEN 25,7,42,Tom Brady up the middle for 2 yards (tackle by Joe Mays),3.990,4.040
3,8:42,1,10,DEN 23,7,42,"Tom Brady pass complete short left to Stevan Ridley for 4 yards (tackle by Brodrick Bunkley). Stevan Ridley fumbles (forced by Brodrick Bunkley), recovered by Marcus Thomas at DEN-19",4.040,-0.150
3,8:30,1,10,DEN 19,7,42,Willis McGahee up the middle for 10 yards (tackle by Patrick Chung and James Ihedigbo),0.150,0.870
3,7:56,1,10,DEN 29,7,42,Willis McGahee right end for 6 yards (tackle by Brandon Spikes),0.870,1.140
3,7:32,2,4,DEN 35,7,42,"Willis McGahee right end for -1 yards (tackle by Devin McCourty). Penalty on Patrick Chung: Unnecessary Roughness, 15 yards",1.140,2.190
3,7:05,1,10,DEN 49,7,42,Tim Tebow pass incomplete short right intended for Matt Willis,2.190,1.650
3,7:00,2,10,DEN 49,7,42,Lance Ball left guard for -3 yards (tackle by James Ihedigbo),1.650,0.560
3,6:30,3,13,DEN 46,7,42,Tim Tebow pass complete short middle to Matt Willis for 18 yards (tackle by Julian Edelman). Penalty on Julian Edelman: Defensive Offside (Declined),0.560,3.180
3,6:02,1,10,NWE 36,7,42,Tim Tebow sacked by Shaun Ellis for -5 yards,3.180,1.960
3,5:30,2,15,NWE 41,7,42,Lance Ball right end for 13 yards (tackle by Devin McCourty),1.960,3.010
3,4:48,3,2,NWE 28,7,42,Lance Ball right tackle for -1 yards (tackle by Jerod Mayo),3.010,1.580
3,4:12,4,3,NWE 29,7,42,Tim Tebow pass complete short left to Eddie Royal for 15 yards (tackle by Kyle Arrington),1.580,4.650
3,3:27,1,10,NWE 14,7,42,Willis McGahee right end for -5 yards (tackle by Mark Anderson),4.650,3.370
3,2:48,2,15,NWE 19,7,42,Tim Tebow sacked by Brandon Spikes for -4 yards,3.370,2.210
3,2:25,3,19,NWE 23,7,42,Tim Tebow pass incomplete deep middle intended for Matt Willis,2.210,1.930
3,2:19,4,19,NWE 23,10,42,Matt Prater 41 yard field goal good,1.930,3.000
3,2:14,,,DEN 35,10,42,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,2:14,1,10,NWE 20,10,42,BenJarvus Green-Ellis up the middle for no gain (tackle by Marcus Thomas),0.280,-0.270
3,1:47,2,10,NWE 20,10,42,Tom Brady pass incomplete short right intended for Wes Welker,-0.270,-0.960
3,1:41,3,10,NWE 20,10,42,Tom Brady pass complete short middle to Rob Gronkowski for 20 yards (tackle by D.J. Williams and Ryan McBean),-0.960,1.600
3,1:15,1,10,NWE 40,10,42,"Aaron Hernandez left end for 1 yard (tackle by Jason Hunter). Penalty on Jason Hunter: Face Mask (15 Yards), 15 yards",1.600,2.650
3,0:56,1,10,DEN 44,10,42,Tom Brady pass complete short middle to Wes Welker for 8 yards (tackle by Chris Harris and Joe Mays),2.650,3.190
3,0:31,2,2,DEN 36,10,42,Tom Brady up the middle for 4 yards (tackle by Marcus Thomas),3.190,3.450
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 32,10,42,Tom Brady pass complete deep right to Rob Gronkowski for 28 yards (tackle by Rafael Bush),3.450,6.280
4,14:46,1,4,DEN 4,10,42,Aaron Hernandez left guard for 2 yards (tackle by Joe Mays),6.280,0.000
4,14:00,,,,10,42,Timeout #2 by New England Patriots,0.000,5.720
4,14:00,2,2,DEN 2,10,42,BenJarvus Green-Ellis right tackle for -2 yards (tackle by Ryan McBean),5.720,4.490
4,13:21,3,4,DEN 4,10,42,Danny Woodhead left guard for 2 yards (tackle by Ryan McBean),4.490,3.250
4,12:44,4,2,DEN 2,10,45,Stephen Gostkowski 20 yard field goal good,3.250,3.000
4,12:39,,,NWE 35,10,45,"Stephen Gostkowski kicks off 74 yards, touchback",0.000,0.280
4,12:39,1,10,DEN 20,10,45,Lance Ball up the middle for 3 yards (tackle by Brandon Deaderick and Kyle Love),0.280,0.140
4,12:07,2,7,DEN 23,10,45,Tim Tebow pass incomplete short right intended for Eddie Royal (defended by Brandon Spikes),0.140,-0.560
4,12:03,3,7,DEN 23,10,45,Tim Tebow pass complete short middle to Demaryius Thomas for 12 yards (tackle by Kyle Arrington),-0.560,1.270
4,11:31,1,10,DEN 35,10,45,Lance Ball right end for -5 yards (tackle by Brandon Spikes),1.270,0.050
4,10:55,2,15,DEN 30,10,45,Tim Tebow pass complete short middle to Demaryius Thomas for 8 yards (tackle by Kyle Arrington and Patrick Chung),0.050,0.430
4,10:18,3,7,DEN 38,10,45,Tim Tebow pass complete short middle to Demaryius Thomas for 14 yards (tackle by Kyle Arrington and Devin McCourty),0.430,2.390
4,9:45,1,10,NWE 48,10,45,Jeremiah Johnson right tackle for 4 yards (tackle by James Ihedigbo),2.390,2.390
4,9:05,2,6,NWE 44,10,45,Jeremiah Johnson left guard for no gain (tackle by Jerod Mayo and Brandon Deaderick),2.390,1.690
4,8:24,3,6,NWE 44,10,45,Tim Tebow pass incomplete deep left intended for Demaryius Thomas,1.690,0.330
4,8:18,4,6,NWE 44,10,45,Tim Tebow pass complete short left to Demaryius Thomas for 41 yards (tackle by Kyle Arrington),0.330,0.000
4,7:39,,,,10,45,Timeout #1 by Denver Broncos,0.000,6.510
4,7:39,1,3,NWE 3,10,45,Tim Tebow pass incomplete short left intended for Dante Rosario,6.510,5.530
4,7:34,2,3,NWE 3,10,45,Tim Tebow pass incomplete short left intended for Eddie Royal (defended by Mark Anderson),5.530,4.720
4,7:31,3,3,NWE 3,10,45,Tim Tebow pass incomplete short left intended for Demaryius Thomas,4.720,3.040
4,7:25,4,3,NWE 3,10,45,Tim Tebow pass incomplete short right intended for Eddie Royal (defended by Kyle Love),3.040,0.380
4,7:14,1,10,NWE 3,10,45,BenJarvus Green-Ellis up the middle for -2 yards (tackle by Rafael Bush and Brodrick Bunkley),-0.380,-0.930
4,6:33,2,12,NWE 1,10,45,"Tom Brady pass complete short left to Deion Branch for 14 yards (tackle by Rahim Moore). Penalty on Rahim Moore: Horse Collar Tackle, 15 yards",-0.930,0.940
4,6:00,1,10,NWE 30,10,45,BenJarvus Green-Ellis right end for 9 yards (tackle by Rafael Bush and Mitch Unrein),0.940,1.610
4,5:19,2,1,NWE 39,10,45,Lousaka Polite right guard for 3 yards (tackle by Rafael Bush),1.610,1.730
4,4:37,1,10,NWE 42,10,45,BenJarvus Green-Ellis left guard for 1 yard (tackle by Robert Ayers and D.J. Williams),1.730,1.320
4,3:56,2,9,NWE 43,10,45,BenJarvus Green-Ellis up the middle for -1 yards (tackle by Robert Ayers and Joe Mays),1.320,0.000
4,3:10,,,,10,45,Timeout #3 by New England Patriots,0.000,0.500
4,3:10,3,10,NWE 42,10,45,"Tom Brady punts 48 yards. Penalty on Robert Ayers: Unnecessary Roughness (Declined), Penalty on Von Miller: Unnecessary Roughness, 5 yards",0.500,0.380
4,2:56,1,10,DEN 5,10,45,Lance Ball right tackle for -1 yards (tackle by Dane Fletcher),-0.380,-0.850
4,2:20,2,11,DEN 4,10,45,Lance Ball right tackle for 8 yards (tackle by Dane Fletcher),-0.850,-0.600
4,2:00,3,3,DEN 12,10,45,Lance Ball right tackle for 6 yards (tackle by Niko Koutouvides and Dane Fletcher),-0.600,0.040
4,1:25,1,10,DEN 18,10,45,Jeremiah Johnson right guard for 6 yards (tackle by Antwaun Molden and James Ihedigbo),0.040,0.410
4,0:49,2,4,DEN 24,10,45,Jeremiah Johnson right guard for no gain (tackle by Tracy White and Dane Fletcher),0.410,-0.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
