Quarter,Time,Tm,Detail,WAS,PHI
1.0,4:19,Washington,Terry McLaurin 5 yard pass from Alex Smith (Dustin Hopkins kick),7,0
,2:02,Washington,Dustin Hopkins 42 yard field goal,10,0
2.0,10:18,Eagles,Jalen Hurts 6 yard rush (Jake Elliott kick),10,7
,3:54,Eagles,Jalen Hurts 6 yard rush (Jake Elliott kick),10,14
,0:20,Washington,Logan Thomas 13 yard pass from Alex Smith (Dustin Hopkins kick),17,14
4.0,7:42,Washington,Dustin Hopkins 42 yard field goal,20,14
