Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
1,6:33,1,10,WAS 30,7,0,Taylor Heinicke scrambles up the middle for 5 yards (tackle by De'Vondre Campbell),0.940,1.070
1,5:54,2,5,WAS 35,7,0,Brian Robinson right tackle for 2 yards (tackle by Rashan Gary and Dean Lowry),1.070,0.630
1,5:09,3,3,WAS 37,7,0,Taylor Heinicke pass incomplete deep middle intended for Terry McLaurin,0.630,-0.910
1,5:05,4,3,WAS 37,7,0,"Tress Way punts 45 yards, recovered by Percy Butler at GB-17",-0.910,4.440
1,4:55,1,10,GNB 17,7,0,Antonio Gibson left tackle for 4 yards (tackle by De'Vondre Campbell and Tedarrell Slaton),4.440,4.500
1,4:20,2,6,GNB 13,7,0,Curtis Samuel right end for 8 yards (tackle by Darnell Savage and De'Vondre Campbell),4.500,6.060
1,3:39,1,5,GNB 5,7,0,Brian Robinson right end for -1 yards (tackle by De'Vondre Campbell and Jaire Alexander),6.060,4.950
1,2:50,2,6,GNB 6,7,0,Antonio Gibson right guard for 3 yards (tackle by De'Vondre Campbell and Quay Walker),4.950,4.720
1,2:10,3,3,GNB 3,7,0,Taylor Heinicke pass incomplete short right intended for Cole Turner,4.720,3.040
1,2:07,4,3,GNB 3,7,3,Joey Slye 22 yard field goal good,3.040,3.000
1,2:04,,,WAS 35,7,3,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
1,2:04,1,10,GNB 25,7,3,"Aaron Rodgers pass incomplete deep right intended for Romeo Doubs. Penalty on Yosuah Nijman: Offensive Holding, 10 yards (accepted) (no play)",0.610,-0.410
1,1:56,1,20,GNB 15,7,3,AJ Dillon left tackle for 7 yards (tackle by Cole Holcomb and John Ridgeway),-0.410,-0.340
1,1:13,2,13,GNB 22,7,3,Aaron Rodgers pass incomplete short right intended for Romeo Doubs,-0.340,-1.020
1,1:10,3,13,GNB 22,7,3,Aaron Rodgers pass complete short right to Aaron Jones for 7 yards (tackle by Cole Holcomb),-1.020,-1.440
1,0:31,4,6,GNB 29,7,3,"Pat O'Donnell punts 40 yards, returned by Dax Milne for 5 yards (tackle by Keisean Nixon)",-1.440,-1.330
1,0:24,1,10,WAS 36,7,3,Brian Robinson right tackle for 4 yards (tackle by Rasul Douglas),1.330,1.330
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,WAS 40,7,3,Taylor Heinicke pass complete short middle to Curtis Samuel for 14 yards (tackle by Quay Walker),1.330,2.520
2,14:23,1,10,GNB 46,7,3,Taylor Heinicke pass incomplete short middle intended for Terry McLaurin,2.520,1.980
2,14:18,2,10,GNB 46,7,3,Brian Robinson left end for 5 yards (tackle by Adrian Amos),1.980,1.950
2,13:42,3,5,GNB 41,13,3,"Taylor Heinicke pass short right intended for J.D. McKissic is intercepted by De'Vondre Campbell at GB-37 and returned for 63 yards, touchdown",1.950,-7.000
2,13:29,,,WAS 15,14,3,Mason Crosby kicks extra point good,0.000,0.000
2,13:29,,,GNB 35,14,3,"Mason Crosby kicks off 64 yards, returned by Antonio Gibson for 26 yards (tackle by Tyler Davis and Adrian Amos). Penalty on Shaka Toney: Offensive Holding, 10 yards (accepted)",0.000,-0.060
2,13:23,1,10,WAS 17,14,3,Brian Robinson right guard for 2 yards (tackle by Dean Lowry and De'Vondre Campbell),-0.060,-0.250
2,12:39,2,8,WAS 19,14,3,Taylor Heinicke pass complete short middle to Brian Robinson for 7 yards (tackle by Devonte Wyatt),-0.250,-0.120
2,11:53,3,1,WAS 26,14,3,Brian Robinson left tackle for 4 yards (tackle by Tedarrell Slaton and Darnell Savage),-0.120,0.940
2,11:09,1,10,WAS 30,14,3,Taylor Heinicke pass incomplete short middle intended for Curtis Samuel (defended by Rasul Douglas),0.940,0.390
2,11:05,2,10,WAS 30,14,3,Antonio Gibson right end for 20 yards (tackle by Adrian Amos),0.390,2.260
2,10:26,,,,,,Timeout #1 by Washington Commanders,,
2,10:26,1,10,WAS 50,14,3,Curtis Samuel right tackle for 3 yards (tackle by Jarran Reed and Quay Walker),2.260,2.120
2,9:48,2,7,GNB 47,14,3,Taylor Heinicke pass complete short middle to Brian Robinson for 6 yards (tackle by Kenny Clark),2.120,2.210
2,9:13,3,1,GNB 41,14,3,Taylor Heinicke pass complete short right to Terry McLaurin for 6 yards (tackle by Rasul Douglas),2.210,3.250
2,8:41,1,10,GNB 35,14,3,"Brian Robinson right end for 24 yards (tackle by Darnell Savage and Adrian Amos) GNB challenged the fumble ruling, and the play was upheld.",3.250,4.840
2,8:08,1,10,GNB 11,14,3,Brian Robinson left tackle for 2 yards (tackle by Preston Smith),4.840,4.510
2,7:30,2,8,GNB 9,14,3,Taylor Heinicke pass incomplete short middle intended for J.D. McKissic (defended by Quay Walker),4.510,3.530
2,7:26,3,8,GNB 9,14,9,"Taylor Heinicke pass complete short middle to Antonio Gibson for 9 yards, touchdown",3.530,7.000
2,7:21,,,GNB 15,14,10,Joey Slye kicks extra point good,0.000,0.000
2,7:21,,,WAS 35,14,10,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,7:21,1,10,GNB 25,14,10,Aaron Jones left tackle for -6 yards (tackle by Kamren Curl),0.610,-0.810
2,6:37,2,16,GNB 19,14,10,"Aaron Jones for no gain. Penalty on Yosuah Nijman: Offensive Holding, 9 yards (accepted) (no play)",-0.810,-1.880
2,6:06,2,25,GNB 10,14,10,Aaron Rodgers pass incomplete short middle intended for Robert Tonyan,-1.880,-3.180
2,6:03,3,25,GNB 10,14,10,Aaron Rodgers pass incomplete short middle intended for Aaron Jones,-3.180,-2.490
2,5:59,4,25,GNB 10,14,10,"Pat O'Donnell punts 41 yards, returned by Dax Milne for 3 yards (tackle by Rudy Ford and Keisean Nixon). Penalty on Keisean Nixon: Offensive Holding, 5 yards (accepted)",-2.490,-2.720
2,5:50,1,10,GNB 43,14,10,Taylor Heinicke pass complete short right to Antonio Gibson for 1 yard (tackle by Quay Walker and Rasul Douglas),2.720,2.310
2,5:14,2,9,GNB 42,14,10,Antonio Gibson right tackle for 3 yards (tackle by Quay Walker),2.310,2.010
2,4:29,3,6,GNB 39,14,10,"Taylor Heinicke scrambles up the middle for no gain. Taylor Heinicke fumbles (forced by Rashan Gary), recovered by Rasul Douglas at GB-38, touchdown. Penalty on Eric Stokes: Illegal Contact, 5 yards (accepted) (no play)",2.010,3.310
2,4:15,,,,,,Timeout #2 by Green Bay Packers,,
2,4:15,1,10,GNB 34,14,10,Brian Robinson right end for 3 yards (tackle by Dean Lowry),3.310,3.180
2,3:33,2,7,GNB 31,14,10,Curtis Samuel right tackle for 2 yards (tackle by Quay Walker),3.180,2.740
2,2:56,3,5,GNB 29,14,10,Taylor Heinicke pass incomplete short middle intended for Curtis Samuel (defended by Rasul Douglas),2.740,1.540
2,2:52,4,5,GNB 29,14,10,Joey Slye 47 yard field goal no good,1.540,-1.400
2,2:48,1,10,GNB 37,14,10,Aaron Rodgers pass complete short left to Aaron Jones for -5 yards (tackle by Jamin Davis),1.400,0.180
2,2:00,2,15,GNB 32,14,10,"Aaron Rodgers pass incomplete deep middle intended for Allen Lazard. Penalty on Rachad Wildgoose: Defensive Pass Interference, 9 yards (accepted) (no play)",0.180,1.660
2,1:55,1,10,GNB 41,14,10,"Aaron Rodgers pass complete short left to Allen Lazard for 1 yard (tackle by Rachad Wildgoose). Penalty on Robert Tonyan: Illegal Shift, 5 yards (declined) . Penalty on Robert Tonyan: Offensive Holding, 10 yards (accepted)",1.660,1.070
2,1:49,1,19,GNB 32,14,10,Aaron Rodgers pass complete short right to Allen Lazard for 8 yards (tackle by Benjamin St-Juste),1.070,0.990
2,1:45,2,11,GNB 40,14,10,Aaron Rodgers pass incomplete deep right intended for Sammy Watkins,0.990,0.300
2,1:39,,,,,,Timeout #2 by Washington Commanders,,
2,1:39,3,11,GNB 40,14,10,Aaron Rodgers pass incomplete short middle intended for Romeo Doubs,0.300,-0.720
2,1:35,4,11,GNB 40,14,10,"Penalty on Quay Walker: False Start, 5 yards (accepted) (no play)",-0.720,-1.040
2,1:35,4,16,GNB 35,14,10,Pat O'Donnell punts 34 yards downed by Isaiah McDuffie,-1.040,-1.000
2,1:23,1,10,WAS 31,14,10,J.D. McKissic right guard for 4 yards (tackle by Quay Walker),1.000,1.000
2,1:07,2,6,WAS 35,14,10,Taylor Heinicke pass incomplete deep right intended for Cole Turner (defended by Adrian Amos),1.000,0.300
2,1:02,,,,,,Timeout #3 by Washington Commanders,,
2,1:02,3,6,WAS 35,14,10,"Taylor Heinicke pass complete short right to Curtis Samuel for -4 yards (tackle by De'Vondre Campbell). Penalty on Cam Sims: Offensive Pass Interference, 10 yards (declined)",0.300,-1.310
2,0:56,4,10,WAS 31,14,10,"Tress Way punts downed by Christian Holmes. Penalty on Christian Holmes: Player Out of Bounds on a Punt, 19 yards (accepted) Replay Assistant challenged the kick touched ruling, and the original play was overturned. Tress Way punts 68 yards downed by Percy Butler",-1.310,0.380
2,0:45,1,10,GNB 1,14,10,AJ Dillon right guard for 5 yards (tackle by Daron Payne and Cole Holcomb),-0.380,-0.420
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,14,10,"Mason Crosby kicks off 59 yards, returned by Antonio Gibson for 20 yards (tackle by Shemar Jean-Charles)",0.000,0.670
3,14:56,1,10,WAS 26,14,10,Taylor Heinicke pass complete short right to Dax Milne for 4 yards (tackle by Rasul Douglas),0.670,0.670
3,14:18,2,6,WAS 30,14,10,"Brian Robinson left tackle for no gain (tackle by Preston Smith). Penalty on Kenny Clark: Defensive Holding, 5 yards (accepted) (no play)",0.670,1.270
3,13:54,1,10,WAS 35,14,10,Curtis Samuel right end for 16 yards (tackle by Rasul Douglas and Adrian Amos),1.270,2.320
3,13:17,1,10,GNB 49,14,10,Brian Robinson left tackle for 3 yards (tackle by De'Vondre Campbell and Rasul Douglas),2.320,2.190
3,12:36,2,7,GNB 46,14,10,Taylor Heinicke pass complete short middle to Armani Rogers for 9 yards (tackle by Quay Walker),2.190,3.120
3,11:55,1,10,GNB 37,14,16,"Taylor Heinicke pass complete deep right to Terry McLaurin for 37 yards, touchdown",3.120,7.000
3,11:49,,,GNB 15,14,17,Joey Slye kicks extra point good,0.000,0.000
3,11:49,,,WAS 35,14,17,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,11:49,1,10,GNB 25,14,17,Aaron Rodgers pass complete short left to Aaron Jones for 8 yards (tackle by Montez Sweat),0.610,1.140
3,11:09,2,2,GNB 33,14,17,Aaron Rodgers pass complete short right to Allen Lazard for 6 yards (tackle by Kamren Curl),1.140,1.530
3,10:26,1,10,GNB 39,14,17,Aaron Rodgers pass complete short right to Aaron Jones for 4 yards (tackle by Jamin Davis),1.530,1.530
3,9:50,2,6,GNB 43,14,17,Aaron Jones left end for 4 yards (tackle by Montez Sweat and Kendall Fuller),1.530,1.360
3,9:07,3,2,GNB 47,14,17,Aaron Rodgers pass incomplete short middle intended for Romeo Doubs (defended by Rachad Wildgoose),1.360,-0.260
3,9:03,4,2,GNB 47,14,17,"Pat O'Donnell punts 38 yards, fair catch by Dax Milne at WAS-15",-0.260,0.220
3,8:56,1,10,WAS 15,14,17,Antonio Gibson right tackle for 5 yards (tackle by Kenny Clark and Dean Lowry),-0.220,0.080
3,8:22,2,5,WAS 20,14,17,Antonio Gibson left end for 3 yards (tackle by Kingsley Enagbare and Quay Walker),0.080,-0.390
3,7:47,3,2,WAS 23,14,17,Taylor Heinicke pass complete short middle to Armani Rogers for 17 yards (tackle by Quay Walker),-0.390,1.600
3,7:04,1,10,WAS 40,14,17,Antonio Gibson left end for 2 yards (tackle by Preston Smith and Rasul Douglas),1.600,1.320
3,6:25,2,8,WAS 42,14,17,Curtis Samuel left end for -3 yards (tackle by Preston Smith),1.320,0.230
3,5:43,3,11,WAS 39,14,17,Taylor Heinicke pass complete short middle to Curtis Samuel for 12 yards (tackle by Rasul Douglas),0.230,2.320
3,5:00,1,10,GNB 49,14,17,Brian Robinson left end for 7 yards (tackle by Devonte Wyatt),2.320,2.790
3,4:16,2,2,GNB 42,14,17,Brian Robinson left tackle for 4 yards (tackle by De'Vondre Campbell and Quay Walker),2.790,3.050
3,3:38,1,10,GNB 38,14,17,"Taylor Heinicke sacked by Kingsley Enagbare for no gain. Taylor Heinicke fumbles (forced by Kingsley Enagbare) (tackle by Tedarrell Slaton) WAS challenged the fumble ruling, and the original play was overturned. Taylor Heinicke pass incomplete short middle intended for Cam Sims",3.050,2.510
3,3:33,2,10,GNB 38,14,17,Antonio Gibson right end for 10 yards (tackle by Kingsley Enagbare and Darnell Savage),2.510,3.710
3,2:51,1,10,GNB 28,14,17,Taylor Heinicke pass complete short right to Antonio Gibson for 8 yards (tackle by Adrian Amos),3.710,4.250
3,2:27,2,2,GNB 20,14,17,Antonio Gibson left guard for 4 yards (tackle by Jarran Reed),4.250,4.510
3,1:45,1,10,GNB 16,14,17,Taylor Heinicke pass complete short middle to Terry McLaurin for 4 yards (tackle by Jaire Alexander),4.510,4.570
3,1:02,2,6,GNB 12,14,17,Brian Robinson left end for -1 yards (tackle by Jarran Reed),4.570,3.540
3,0:16,3,7,GNB 13,14,17,Taylor Heinicke pass incomplete short right intended for Antonio Gibson,3.540,2.570
3,0:11,4,7,GNB 13,14,20,Joey Slye 31 yard field goal good,2.570,3.000
3,0:08,,,WAS 35,14,20,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,0:08,1,10,GNB 25,14,20,Aaron Rodgers pass complete short middle to Allen Lazard for 17 yards (tackle by Benjamin St-Juste),0.610,1.730
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 42,14,20,"Aaron Rodgers pass complete short middle to AJ Dillon for no gain (tackle by Cole Holcomb and Jamin Davis). Penalty on Allen Lazard: Illegal Formation, 5 yards (accepted) (no play)",1.730,1.400
4,14:29,1,15,GNB 37,14,20,Aaron Rodgers pass complete short middle to Aaron Jones for 12 yards (tackle by Cole Holcomb and Rachad Wildgoose),1.400,2.130
4,13:44,2,3,GNB 49,14,20,Aaron Jones right guard for 5 yards (tackle by Jamin Davis and Darrick Forrest),2.130,2.520
4,13:00,1,10,WAS 46,14,20,Aaron Rodgers pass incomplete short middle intended for Sammy Watkins (defended by Rachad Wildgoose),2.520,1.980
4,12:55,2,10,WAS 46,14,20,AJ Dillon left tackle for no gain (tackle by James Smith-Williams and Montez Sweat),1.980,1.290
4,12:10,3,10,WAS 46,14,20,Aaron Rodgers pass complete short middle to Amari Rodgers for 9 yards (tackle by Cole Holcomb),1.290,0.790
4,11:27,4,1,WAS 37,14,20,Aaron Rodgers pass incomplete short left intended for Romeo Doubs (defended by Kendall Fuller),0.790,-1.400
4,11:22,1,10,WAS 37,14,20,Taylor Heinicke sacked by Kingsley Enagbare for -3 yards,1.400,0.450
4,10:42,2,13,WAS 34,14,20,Antonio Gibson left end for 5 yards (tackle by De'Vondre Campbell),0.450,0.430
4,10:10,3,8,WAS 39,14,20,"Taylor Heinicke pass complete short right to Curtis Samuel for 26 yards (tackle by Eric Stokes). Penalty on Eric Stokes: Unsportsmanlike Conduct / Defense, 15 yards (accepted)",0.430,4.240
4,9:44,1,10,GNB 20,14,20,Brian Robinson left tackle for 1 yard (tackle by Rasul Douglas),4.240,3.820
4,8:59,2,9,GNB 19,14,20,Taylor Heinicke pass complete short left to Cam Sims for 12 yards (tackle by Adrian Amos and Eric Stokes),3.820,5.600
4,8:18,1,7,GNB 7,14,20,Brian Robinson right end for no gain (tackle by Quay Walker and Tedarrell Slaton),5.600,4.760
4,7:33,2,7,GNB 7,14,20,Taylor Heinicke pass complete short right to Curtis Samuel for 5 yards (tackle by Eric Stokes),4.760,4.950
4,6:48,3,2,GNB 2,14,20,Taylor Heinicke pass incomplete short middle,4.950,3.250
4,6:42,4,2,GNB 2,14,23,Joey Slye 19 yard field goal good,3.250,3.000
4,6:40,,,WAS 35,14,23,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,6:40,1,10,GNB 25,14,23,Aaron Rodgers pass complete short middle to Sammy Watkins for 8 yards (tackle by Cole Holcomb and Darrick Forrest),0.610,1.140
4,6:14,2,2,GNB 33,14,23,Aaron Rodgers pass complete short middle to Aaron Jones for -1 yards (tackle by Cole Holcomb and Casey Toohill),1.140,0.300
4,5:40,3,3,GNB 32,14,23,"Aaron Rodgers pass incomplete short right intended for Sammy Watkins. Penalty on Benjamin St-Juste: Illegal Use of Hands / Defense, 4 yards (accepted) (no play)",0.300,1.330
4,5:36,1,10,GNB 36,14,23,Aaron Rodgers pass incomplete short right,1.330,0.790
4,5:31,2,10,GNB 36,14,23,Aaron Rodgers pass complete short left to Amari Rodgers for 11 yards (tackle by Kendall Fuller),0.790,2.060
4,4:59,1,10,GNB 47,14,23,Aaron Rodgers pass incomplete deep right intended for Amari Rodgers,2.060,1.520
4,4:51,2,10,GNB 47,14,23,Aaron Rodgers pass complete short middle to Samori Toure for 4 yards (tackle by Cole Holcomb),1.520,1.360
4,4:09,3,6,WAS 49,14,23,"Aaron Rodgers pass incomplete intended for AJ Dillon. Penalty on Montez Sweat: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",1.360,2.650
4,4:05,1,10,WAS 44,14,23,Aaron Rodgers pass complete short middle to Robert Tonyan for 5 yards (tackle by Cole Holcomb),2.650,2.780
4,3:38,2,5,WAS 39,14,23,"Aaron Rodgers pass incomplete deep middle intended for Robert Tonyan. Penalty on Kendall Fuller: Defensive Pass Interference, 18 yards (accepted) . Penalty on Daron Payne: Roughing the Passer, 15 yards (declined) (no play)",2.780,4.170
4,3:33,1,10,WAS 21,20,23,"Aaron Rodgers pass complete deep left to Aaron Jones for 21 yards, touchdown",4.170,7.000
4,3:26,,,WAS 15,21,23,Mason Crosby kicks extra point good,0.000,0.000
4,3:26,,,GNB 35,21,23,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,3:26,1,10,WAS 25,21,23,Brian Robinson left guard for 4 yards (tackle by Preston Smith and Adrian Amos),0.610,0.600
4,2:43,2,6,WAS 29,21,23,Taylor Heinicke pass complete short left to Terry McLaurin for 14 yards (tackle by Jaire Alexander),0.600,1.800
4,2:27,,,,,,Timeout #1 by Green Bay Packers,,
4,2:27,1,10,WAS 43,21,23,Taylor Heinicke pass complete short left to Armani Rogers for 2 yards (tackle by Adrian Amos),1.800,1.520
4,2:20,,,,,,Timeout #2 by Green Bay Packers,,
4,2:20,2,8,WAS 45,21,23,Taylor Heinicke right tackle for -1 yards (tackle by De'Vondre Campbell),1.520,0.690
4,2:13,,,,,,Timeout #3 by Green Bay Packers,,
4,2:13,3,9,WAS 44,21,23,Taylor Heinicke pass complete short right to Terry McLaurin for 12 yards (tackle by Rudy Ford),0.690,2.650
4,2:06,,,,,,Timeout #1 by Washington Commanders,,
4,2:06,1,10,GNB 44,21,23,Brian Robinson for 1 yard (tackle by Rudy Ford and Rasul Douglas),2.650,2.250
4,2:00,2,9,GNB 43,21,23,Brian Robinson left guard for 6 yards (tackle by De'Vondre Campbell and Rudy Ford),2.250,2.350
4,1:16,3,3,GNB 37,21,23,Brian Robinson up the middle for no gain (tackle by Rudy Ford and Adrian Amos),2.350,0.790
4,0:29,4,3,GNB 37,21,23,"Penalty on WAS: Delay of Game, 5 yards (accepted) (no play)",0.790,0.460
4,0:29,4,8,GNB 42,21,23,"Tress Way punts 24 yards, fair catch by Amari Rodgers at GB-18",0.460,-0.040
4,0:23,1,10,GNB 18,21,23,Aaron Rodgers pass complete deep middle to Sammy Watkins for 28 yards (tackle by Darrick Forrest),0.040,2.520
4,0:06,1,10,WAS 46,21,23,Aaron Rodgers spiked the ball,2.520,1.450
4,0:05,2,10,GNB 46,21,23,"Aaron Rodgers pass complete short middle to Robert Tonyan for 19 yards, lateral to Amari Rodgers for no gain. Amari Rodgers fumbles, recovered by Zach Tom at WAS-39 and returned for -2 yards, lateral to Samori Toure for no gain, lateral to Aaron Rodgers for no gain. Aaron Rodgers fumbles. Aaron Rodgers fumbles out of bounds. Penalty on Yosuah Nijman: Illegal Blindside Block, 15 yards (declined)",1.450,2.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
