0,1
Game Info,Game Info
Won Toss,Seahawks (deferred)
Won OT Toss,Seahawks
Roof,outdoors
Surface,fieldturf
Duration,3:24
Attendance,68538
Weather,"52 degrees, relative humidity 70%, wind 15 mph, wind chill 0"
Vegas Line,Seattle Seahawks -8.5
Over/Under,45.0 (over)
