0,1
Game Info,Game Info
Won Toss,Chiefs (deferred)
Roof,outdoors
Surface,astroturf
Duration,2:53
Weather,"51 degrees, relative humidity 92%, wind 6 mph"
Vegas Line,Kansas City Chiefs -5.5
Over/Under,55.0 (under)
