Quarter,Time,Down,ToGo,Location,KAN,BUF,Detail,EPB,EPA
1,3:12,1,10,BUF 11,6,3,"Patrick Mahomes pass complete short middle to Travis Kelce for 11 yards, touchdown, touchdown",4.840,7.000
1,3:05,,,BUF 15,7,3,Harrison Butker kicks extra point good,0.000,0.000
1,3:05,,,KAN 35,7,3,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
1,3:05,1,10,BUF 25,7,3,Devin Singletary right tackle for 9 yards (tackle by Daniel Sorensen and Anthony Hitchens),0.610,1.280
1,2:33,2,1,BUF 34,7,3,Devin Singletary left tackle for 4 yards (tackle by Damien Wilson and Derrick Nnadi),1.280,1.470
1,2:00,1,10,BUF 38,7,3,Devin Singletary up the middle for 2 yards (tackle by Derrick Nnadi),1.470,1.190
1,1:29,2,8,BUF 40,7,3,Josh Allen pass complete short left to Stefon Diggs for 6 yards (tackle by Bashaud Breeland),1.190,1.290
1,0:49,3,2,BUF 46,7,3,Josh Allen right end for 3 yards (tackle by Anthony Hitchens and Daniel Sorensen),1.290,2.190
1,0:08,1,10,BUF 49,7,3,Josh Allen right end for 5 yards (tackle by Charvarius Ward),2.190,2.320
Quarter,Time,Down,ToGo,Location,KAN,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,KAN 46,7,3,Zack Moss right end for 4 yards (tackle by Derrick Nnadi),2.320,2.150
2,14:25,3,1,KAN 42,7,3,Zack Moss right guard for 1 yard (tackle by Tanoh Kpassagnon),2.150,2.850
2,13:50,1,10,KAN 41,7,3,Josh Allen pass incomplete deep middle intended for Stefon Diggs,2.850,2.310
2,13:43,2,10,KAN 41,7,3,Josh Allen left tackle for 13 yards (tackle by Tyrann Mathieu),2.310,3.710
2,13:05,1,10,KAN 28,7,3,Zack Moss left guard for 3 yards (tackle by Anthony Hitchens and Chris Jones),3.710,3.570
2,12:22,2,7,KAN 25,7,3,Josh Allen left end for -3 yards (tackle by Frank Clark),3.570,2.480
2,11:35,,,,,,Timeout #1 by Buffalo Bills,,
2,11:35,3,10,KAN 28,7,3,"Josh Allen pass incomplete deep right intended for Stefon Diggs. Penalty on Charvarius Ward: Defensive Pass Interference, 24 yards (no play)",2.480,6.280
2,11:29,1,4,KAN 4,7,9,"Josh Allen pass complete short right to Stefon Diggs for 4 yards, touchdown",6.280,7.000
2,11:22,,,KAN 15,7,10,Tyler Bass kicks extra point good,0.000,0.000
2,11:22,,,BUF 35,7,10,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,11:22,1,10,KAN 25,7,10,"Patrick Mahomes aborted snap, recovered by Patrick Mahomes at KC-24 and returned for -1 yards",0.610,-0.070
2,10:47,2,11,KAN 24,7,10,Patrick Mahomes pass complete short right to Demarcus Robinson for 5 yards (tackle by Taron Johnson),-0.070,-0.100
2,10:03,3,6,KAN 29,7,10,Patrick Mahomes pass complete short right to Darrel Williams for 15 yards (tackle by Tre'Davious White),-0.100,1.860
2,9:19,1,10,KAN 44,7,10,Patrick Mahomes up the middle for 5 yards (tackle by Tremaine Edmunds),1.860,1.990
2,8:38,2,5,KAN 49,7,10,Clyde Edwards-Helaire up the middle for 5 yards (tackle by Tremaine Edmunds),1.990,2.520
2,7:59,1,10,BUF 46,7,10,Tyreek Hill right end for 5 yards (tackle by Taron Johnson),2.520,2.650
2,7:26,2,5,BUF 41,7,10,Clyde Edwards-Helaire left guard for 12 yards (tackle by Josh Norman and Jordan Poyer),2.650,3.640
2,6:43,1,10,BUF 29,7,10,Clyde Edwards-Helaire left end for 14 yards (tackle by Jordan Poyer and Tremaine Edmunds),3.640,4.580
2,6:07,1,10,BUF 15,7,10,Clyde Edwards-Helaire left tackle for 5 yards (tackle by Ed Oliver),4.580,4.840
2,5:28,2,5,BUF 10,7,10,Patrick Mahomes pass complete short left to Tyreek Hill for 4 yards (tackle by Tre'Davious White),4.840,4.900
2,5:07,3,1,BUF 6,7,10,"Clyde Edwards-Helaire left end for 4 yards. Penalty on Nick Allegretti: Offensive Holding, 10 yards",4.900,3.580
2,5:01,3,7,BUF 12,13,10,"Patrick Mahomes pass complete short left to Travis Kelce for 12 yards, touchdown",3.580,7.000
2,4:56,,,BUF 15,13,10,Harrison Butker kicks extra point no good wide right,0.000,-1.000
2,4:56,,,KAN 35,13,10,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,4:56,1,10,BUF 25,13,10,Devin Singletary left tackle for 3 yards (tackle by Damien Wilson and Derrick Nnadi),0.610,0.470
2,4:20,2,7,BUF 28,13,10,Josh Allen pass complete short left to Stefon Diggs for 2 yards (tackle by Bashaud Breeland),0.470,0.040
2,3:36,3,5,BUF 30,13,10,"Josh Allen left end for 6 yards (tackle by Tyrann Mathieu). Penalty on Bashaud Breeland: Illegal Use of Hands, 5 yards",0.040,1.660
2,3:10,1,10,BUF 41,13,10,Josh Allen pass incomplete short left,1.660,1.120
2,3:04,2,10,BUF 41,13,10,Devin Singletary right tackle for -1 yards (tackle by Tershawn Wharton and Alex Okafor),1.120,0.300
2,2:18,3,11,BUF 40,13,10,"Josh Allen pass incomplete deep left intended for Stefon Diggs (defended by Bashaud Breeland). Penalty on Bashaud Breeland: Illegal Contact, 5 yards (no play)",0.300,1.930
2,2:11,1,10,BUF 45,13,10,Devin Singletary left tackle for 7 yards (tackle by Damien Wilson and Bashaud Breeland),1.930,2.330
2,2:00,2,3,KAN 48,13,10,Devin Singletary left tackle for -6 yards (tackle by Bashaud Breeland),2.330,0.830
2,1:19,3,9,BUF 46,13,10,Josh Allen pass incomplete short left intended for John Brown (defended by Frank Clark),0.830,-0.320
2,1:14,4,9,BUF 46,13,10,"Corey Bojorquez punts 44 yards, fair catch by Mecole Hardman at KC-10",-0.320,0.380
2,1:07,1,10,KAN 10,13,10,Clyde Edwards-Helaire right end for 11 yards (tackle by Jordan Poyer and Jerry Hughes),-0.380,0.340
2,0:40,1,10,KAN 21,13,10,Patrick Mahomes sacked by Mario Addison for -4 yards,0.340,-0.860
2,0:29,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:29,2,14,KAN 17,13,10,Patrick Mahomes pass incomplete short middle intended for Mecole Hardman,-0.860,-1.590
2,0:23,3,14,KAN 17,13,10,Patrick Mahomes pass complete short left to Demarcus Robinson for 15 yards (tackle by Taron Johnson),-1.590,1.070
2,0:16,,,,,,Timeout #2 by Buffalo Bills,,
2,0:16,1,10,KAN 32,13,10,"Patrick Mahomes pass complete short right to Travis Kelce for 16 yards (tackle by A.J. Klein). Travis Kelce fumbles (forced by A.J. Klein), recovered by Josh Norman at KC-49",1.070,-2.320
2,0:06,1,10,KAN 49,13,10,Josh Allen pass complete short right to Stefon Diggs for 15 yards,2.320,3.310
2,0:01,1,10,KAN 34,13,10,Tyler Bass 52 yard field goal no good,3.310,1.660
Quarter,Time,Down,ToGo,Location,KAN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,13,10,"Tyler Bass kicks off 67 yards, returned by Mecole Hardman for 22 yards (tackle by Darryl Johnson)",0.000,0.280
3,14:53,1,10,KAN 20,13,10,Clyde Edwards-Helaire left guard for 5 yards (tackle by Taron Johnson and Justin Zimmer),0.280,0.410
3,14:14,2,5,KAN 25,13,10,Clyde Edwards-Helaire left end for 3 yards (tackle by A.J. Epenesa and Tremaine Edmunds),0.410,0.100
3,13:35,3,2,KAN 28,13,10,Darrel Williams up the middle for 4 yards (tackle by A.J. Klein),0.100,1.070
3,12:52,1,10,KAN 32,13,10,Patrick Mahomes left end for 6 yards (tackle by Taron Johnson),1.070,1.340
3,12:10,2,4,KAN 38,13,10,Clyde Edwards-Helaire up the middle for 8 yards (tackle by Tremaine Edmunds),1.340,1.990
3,11:29,1,10,KAN 46,13,10,Patrick Mahomes pass incomplete short left intended for Ricky Seals-Jones,1.990,1.450
3,11:26,2,10,KAN 46,13,10,Clyde Edwards-Helaire left end for 3 yards (tackle by Mario Addison and Justin Zimmer),1.450,1.160
3,10:44,3,7,KAN 49,13,10,Patrick Mahomes pass incomplete short right intended for Demarcus Robinson (defended by Josh Norman),1.160,-0.130
3,10:37,4,7,KAN 49,13,10,"Tommy Townsend punts 38 yards, fair catch by Andre Roberts at BUF-13",-0.130,0.320
3,10:29,1,10,BUF 13,13,10,Josh Allen pass complete short right to Devin Singletary for 13 yards (tackle by Damien Wilson),-0.320,0.670
3,10:03,1,10,BUF 26,13,10,Josh Allen pass incomplete short left,0.670,0.130
3,9:57,2,10,BUF 26,13,10,Josh Allen pass complete short left to Cole Beasley for 4 yards (tackle by Tyrann Mathieu),0.130,-0.030
3,9:22,3,6,BUF 30,13,10,Josh Allen pass incomplete short middle intended for Cole Beasley,-0.030,-1.370
3,9:17,4,6,BUF 30,13,10,Corey Bojorquez punts 52 yards downed by Taiwan Jones,-1.370,-0.040
3,9:05,1,10,KAN 18,13,10,Patrick Mahomes pass complete short left to Tyreek Hill for 8 yards (tackle by Josh Norman),0.040,0.680
3,8:33,2,2,KAN 26,13,10,"Penalty on Mike Remmers: False Start, 5 yards (no play)",0.680,0.010
3,8:22,2,7,KAN 21,13,10,Clyde Edwards-Helaire left guard for 17 yards (tackle by Jordan Poyer),0.010,1.470
3,7:57,1,10,KAN 38,13,10,Patrick Mahomes pass complete short right to Byron Pringle for 9 yards (tackle by Josh Norman),1.470,2.140
3,7:28,2,1,KAN 47,13,10,Clyde Edwards-Helaire up the middle for no gain (tackle by Bryan Cox and Justin Zimmer),2.140,1.420
3,6:48,3,1,KAN 47,13,10,Clyde Edwards-Helaire left end for 8 yards (tackle by Josh Norman),1.420,2.590
3,6:10,1,10,BUF 45,13,10,Darwin Thompson left tackle for 11 yards (tackle by Tremaine Edmunds),2.590,3.310
3,5:35,1,10,BUF 34,13,10,Darwin Thompson up the middle for 5 yards (tackle by Quinton Jefferson),3.310,3.450
3,4:59,2,5,BUF 29,13,10,Darwin Thompson up the middle for 1 yard (tackle by Jerry Hughes and Quinton Jefferson),3.450,2.870
3,4:17,3,4,BUF 28,13,10,Patrick Mahomes pass complete short middle to Travis Kelce for 6 yards (tackle by Tremaine Edmunds),2.870,4.110
3,3:33,1,10,BUF 22,13,10,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for -3 yards (tackle by Jordan Poyer),4.110,3.160
3,2:50,2,13,BUF 25,13,10,Patrick Mahomes right tackle for 8 yards (tackle by Siran Neal),3.160,3.560
3,2:10,3,5,BUF 17,13,10,Patrick Mahomes left end for 4 yards (tackle by Josh Norman and Mario Addison),3.560,2.720
3,1:24,,,,,,Timeout #1 by Kansas City Chiefs,,
3,1:24,4,1,BUF 13,19,10,"Darrel Williams left guard for 13 yards, touchdown",2.720,7.000
3,1:18,,,BUF 15,20,10,Harrison Butker kicks extra point good,0.000,0.000
3,1:18,,,KAN 35,20,10,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,1:18,1,10,BUF 25,20,10,Zack Moss right tackle for 2 yards (tackle by Damien Wilson),0.610,0.330
3,0:43,2,8,BUF 27,20,10,Josh Allen pass complete short right to Tyler Kroft for 7 yards (tackle by Charvarius Ward),0.330,0.560
Quarter,Time,Down,ToGo,Location,KAN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,BUF 34,20,10,Zack Moss up the middle for no gain (tackle by Anthony Hitchens and Damien Wilson),0.560,-1.110
4,14:40,4,1,BUF 34,20,10,"Penalty on Mitch Morse: False Start, 4 yards (no play)",-1.110,-1.370
4,14:40,4,5,BUF 30,20,10,"Corey Bojorquez punts 58 yards, returned by Mecole Hardman for no gain (tackle by Jaquan Johnson). Penalty on Thakarius Keyes: Offensive Holding, 6 yards",-1.370,0.380
4,14:27,1,10,KAN 6,20,10,Clyde Edwards-Helaire left tackle for 5 yards (tackle by Justin Zimmer),-0.380,-0.420
4,13:51,2,5,KAN 11,20,10,"Patrick Mahomes pass complete short middle to Demarcus Robinson for 21 yards (tackle by Tre'Davious White). Penalty on Tre'Davious White: Unnecessary Roughness, 15 yards",-0.420,2.060
4,13:31,1,10,KAN 47,20,10,Clyde Edwards-Helaire up the middle for 5 yards (tackle by Jerry Hughes),2.060,2.190
4,12:50,2,5,BUF 48,20,10,"Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for -2 yards (tackle by Jordan Poyer). Penalty on Jordan Poyer: Unnecessary Roughness, 15 yards",2.190,3.250
4,12:32,1,10,BUF 35,20,10,Clyde Edwards-Helaire left guard for 7 yards (tackle by Tremaine Edmunds),3.250,3.650
4,11:52,2,3,BUF 28,20,10,Clyde Edwards-Helaire left tackle for 3 yards (tackle by A.J. Klein and Tremaine Edmunds),3.650,3.910
4,11:12,1,10,BUF 25,20,10,Clyde Edwards-Helaire up the middle for 9 yards (tackle by Tre'Davious White),3.910,4.750
4,10:33,2,1,BUF 16,20,10,Darrel Williams up the middle for no gain (tackle by Jordan Poyer),4.750,4.060
4,9:55,3,1,BUF 16,20,10,Darrel Williams left tackle for -3 yards (tackle by Justin Zimmer and Tre'Davious White),4.060,2.260
4,9:11,4,4,BUF 19,23,10,Harrison Butker 37 yard field goal good,2.260,3.000
4,9:07,,,KAN 35,23,10,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,9:07,1,10,BUF 25,23,10,Josh Allen pass complete short right to Gabriel Davis for 7 yards (tackle by Charvarius Ward),0.610,1.010
4,8:42,2,3,BUF 32,23,10,"Josh Allen pass incomplete short left intended for John Brown. Penalty on Bashaud Breeland: Defensive Pass Interference, 8 yards (no play)",1.010,1.600
4,8:38,1,10,BUF 40,23,10,Josh Allen pass complete short left to Stefon Diggs for 5 yards (tackle by Anthony Hitchens),1.600,1.730
4,8:06,2,5,BUF 45,23,10,"Josh Allen left end for 6 yards (tackle by Ben Niemann). Penalty on Charvarius Ward: Illegal Use of Hands, 5 yards",1.730,2.650
4,7:48,1,10,KAN 44,23,10,Josh Allen pass complete short left to Stefon Diggs for 14 yards (tackle by Bashaud Breeland),2.650,3.580
4,7:12,1,10,KAN 30,23,10,Josh Allen pass complete short middle to Cole Beasley for 22 yards (tackle by Ben Niemann),3.580,5.370
4,6:39,1,8,KAN 8,23,16,"Josh Allen pass complete short middle to Cole Beasley for 8 yards, touchdown",5.370,7.000
4,6:34,,,KAN 15,23,17,Tyler Bass kicks extra point good,0.000,0.000
4,6:34,,,BUF 35,23,17,"Tyler Bass kicks off 63 yards, returned by Mecole Hardman for 11 yards (tackle by Taiwan Jones and Tyler Matakevich)",0.000,-0.320
4,6:26,1,10,KAN 13,23,17,Clyde Edwards-Helaire left guard for 2 yards (tackle by Taron Johnson and Vernon Butler),-0.320,-0.570
4,5:45,2,8,KAN 15,23,17,Patrick Mahomes pass complete deep right to Travis Kelce for 20 yards (tackle by Taron Johnson),-0.570,1.270
4,5:23,1,10,KAN 35,23,17,Clyde Edwards-Helaire right tackle for -4 yards (tackle by Vernon Butler and Justin Zimmer),1.270,0.180
4,5:07,2,14,KAN 31,23,17,Patrick Mahomes pass complete short right to Nick Keizer for 2 yards (tackle by A.J. Klein),0.180,-0.230
4,4:24,3,12,KAN 33,23,17,Patrick Mahomes pass complete deep right to Byron Pringle for 37 yards (tackle by Micah Hyde),-0.230,3.580
4,3:33,1,10,BUF 30,23,17,Darrel Williams up the middle for 3 yards (tackle by Quinton Jefferson and Tremaine Edmunds),3.580,3.440
4,3:27,,,,,,Timeout #1 by Buffalo Bills,,
4,3:27,2,7,BUF 27,23,17,Clyde Edwards-Helaire right end for no gain (tackle by Jordan Poyer),3.440,2.740
4,3:21,,,,,,Timeout #2 by Buffalo Bills,,
4,3:21,3,7,BUF 27,23,17,Patrick Mahomes right tackle for 9 yards (tackle by Jordan Poyer),2.740,4.370
4,3:10,,,,,,Timeout #3 by Buffalo Bills,,
4,3:10,1,10,BUF 18,23,17,Clyde Edwards-Helaire left guard for -4 yards (tackle by Vernon Butler),4.370,3.290
4,2:27,2,14,BUF 22,23,17,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for 8 yards (tackle by A.J. Klein),3.290,3.630
4,2:19,3,6,BUF 14,23,17,Patrick Mahomes left end for 2 yards (tackle by A.J. Klein),3.630,2.710
4,2:00,4,4,BUF 12,26,17,Harrison Butker 30 yard field goal good,2.710,3.000
4,1:56,,,KAN 35,26,17,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,1:56,1,10,BUF 25,26,17,Josh Allen left guard for 3 yards (tackle by Willie Gay),0.610,0.470
4,1:34,2,7,BUF 28,26,17,"Penalty on Stefon Diggs: False Start, 5 yards (no play)",0.470,-0.210
4,1:20,2,12,BUF 23,26,17,Josh Allen pass deep left intended for Cole Beasley is intercepted by Daniel Sorensen at BUF-42 and returned for 4 yards,-0.210,-3.050
4,1:11,1,10,BUF 38,26,17,Patrick Mahomes kneels for -1 yards,3.050,2.370
4,0:34,2,11,BUF 39,26,17,Patrick Mahomes kneels for -1 yards,2.370,1.550
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
