Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bears won the coin toss and deferred, Lions to receive the opening kickoff.",,
1,15:00,,,CHI 35,0,0,"Robbie Gould kicks off 69 yards, returned by Micheal Spurlock for 22 yards (tackle by Blake Costanzo)",0.000,-0.040
1,14:55,1,10,DET 18,0,0,Reggie Bush left tackle for no gain (tackle by Julius Peppers),0.040,-0.490
1,14:17,2,10,DET 18,0,0,Reggie Bush up the middle for 9 yards (tackle by Lance Briggs and Isaiah Frey),-0.490,-0.020
1,13:37,3,1,DET 27,0,0,Joique Bell left tackle for 6 yards (tackle by Stephen Paea),-0.020,1.140
1,12:53,1,10,DET 33,0,0,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,1.140,0.590
1,12:48,2,10,DET 33,0,0,Matthew Stafford pass complete short right to Reggie Bush for 5 yards (tackle by D.J. Williams),0.590,0.560
1,12:12,3,5,DET 38,0,0,Matthew Stafford pass incomplete short right intended for Calvin Johnson,0.560,-0.850
1,12:06,4,5,DET 38,0,0,"Sam Martin punts 43 yards, returned by Devin Hester for 11 yards (tackle by Rocky McIntosh)",-0.850,-0.940
1,11:55,1,10,CHI 30,0,0,Matt Forte up the middle for 4 yards (tackle by Willie Young),0.940,0.930
1,11:18,2,6,CHI 34,0,0,Jay Cutler pass complete short left to Brandon Marshall for 13 yards (tackle by Glover Quin),0.930,2.060
1,10:56,1,10,CHI 47,0,0,Jay Cutler pass complete deep middle to Martellus Bennett for 30 yards (tackle by Chris Houston and DeAndre Levy),2.060,4.040
1,10:09,1,10,DET 23,0,0,Jay Cutler pass incomplete deep left intended for Brandon Marshall,4.040,3.500
1,10:03,2,10,DET 23,0,0,Matt Forte right tackle for 1 yard (tackle by DeAndre Levy),3.500,2.940
1,9:21,3,9,DET 22,0,0,Jay Cutler pass complete short left to Alshon Jeffery for 6 yards (tackle by Rashean Mathis),2.940,2.480
1,8:38,4,3,DET 16,3,0,Robbie Gould 34 yard field goal good,2.480,3.000
1,8:38,,,CHI 35,3,0,"Robbie Gould kicks off 69 yards, returned by Micheal Spurlock for 21 yards (tackle by Anthony Walters)",0.000,0.060
1,8:29,1,10,DET 17,3,0,Matthew Stafford pass complete short right to Brandon Pettigrew for 11 yards (tackle by Lance Briggs),-0.060,0.810
