Quarter,Time,Down,ToGo,Location,OAK,NWE,Detail,EPB,EPA
1,9:10,2,3,OAK 42,0,0,Darren McFadden right guard for 4 yards (tackle by Devin McCourty and Jerod Mayo),1.670,1.990
1,8:30,1,10,OAK 46,0,0,"Derek Carr pass incomplete deep left intended for Andre Holmes. Penalty on Menelik Watson: Illegal Substitution (Offsetting), Penalty on Darrelle Revis: Defensive Pass Interference (Offsetting), Penalty on Menelik Watson: Offensive Holding (Declined) (no play)",1.990,1.990
1,8:25,1,10,OAK 46,0,0,Darren McFadden up the middle for 4 yards (tackle by Chandler Jones and Rob Ninkovich),1.990,1.990
1,7:49,2,6,,0,0,Derek Carr pass incomplete short right intended for Marcel Reece,1.990,1.290
1,7:44,3,6,,0,0,Derek Carr pass complete short left to Rod Streater for 9 yards,1.290,2.850
1,7:14,1,10,NWE 41,0,0,Darren McFadden up the middle for 5 yards (tackle by Dont'a Hightower),2.850,2.980
1,6:35,2,5,NWE 36,0,0,Derek Carr pass complete short right to Rod Streater for 9 yards,2.980,3.780
1,6:02,1,10,NWE 27,0,0,Darren McFadden up the middle for 2 yards (tackle by Jamie Collins and Chris Jones),3.780,3.780
1,5:14,1,10,NWE 27,0,0,Timeout #1 by Oakland Raiders,3.780,3.500
1,5:14,2,8,NWE 25,0,0,Derek Carr pass complete short right to Darren McFadden for -6 yards (tackle by Dont'a Hightower and Rob Ninkovich). Penalty on James Jones: Illegal Formation (Declined),3.500,3.500
1,4:46,2,8,NWE 25,0,0,Timeout #2 by Oakland Raiders,3.500,2.020
1,4:46,3,14,NWE 31,0,0,Derek Carr pass incomplete short middle intended for Mychal Rivera (defended by Chandler Jones),2.020,1.320
1,4:42,4,14,NWE 31,3,0,Sebastian Janikowski 49 yard field goal good,1.320,3.000
1,4:42,,,OAK 35,3,0,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
1,4:37,1,10,NWE 20,3,0,Stevan Ridley right tackle for 7 yards (tackle by Kaluka Maiava and Khalil Mack),0.280,0.680
1,4:08,2,3,NWE 27,3,0,Stevan Ridley left tackle for 2 yards (tackle by Tyvon Branch),0.680,0.230
1,3:39,3,1,NWE 29,3,0,Stevan Ridley left guard for 1 yard (tackle by Tyvon Branch),0.230,0.940
1,3:06,1,10,NWE 30,3,0,Shane Vereen up the middle for 11 yards (tackle by Tyvon Branch),0.940,1.660
1,2:45,1,10,NWE 41,3,0,"Shane Vereen left end for 8 yards (tackle by Tarell Brown). Penalty on Marcus Cannon: Offensive Holding, 10 yards (no play)",1.660,1.000
1,2:27,1,20,NWE 31,3,0,Tom Brady pass complete short right to Shane Vereen for -5 yards (tackle by Carlos Rogers),1.000,-0.910
1,1:50,2,25,NWE 26,3,0,Shane Vereen right tackle for 2 yards (tackle by Khalil Mack),-0.910,-1.290
1,1:14,3,23,NWE 28,3,0,Tom Brady pass complete short right to Shane Vereen for 1 yard. Penalty on Sebastian Vollmer: Offensive Holding (Declined),-1.290,-1.440
1,0:44,4,22,NWE 29,3,0,"Ryan Allen punts 53 yards, returned by Travis Carrie for -1 yards (tackle by Matt Slater)",-1.440,0.060
1,0:36,1,10,OAK 17,3,0,Derek Carr pass incomplete short left intended for Marcel Reece,-0.060,-0.580
1,0:30,2,10,OAK 17,3,0,Derek Carr pass complete short right to Denarius Moore for 11 yards (tackle by Jerod Mayo),-0.580,0.810
Quarter,Time,Down,ToGo,Location,OAK,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,OAK 28,3,0,Derek Carr pass complete short right to Darren McFadden for 2 yards (tackle by Tavon Wilson),0.810,0.530
2,14:23,2,8,OAK 30,3,0,Darren McFadden left guard for 1 yard (tackle by Jerod Mayo and Dont'a Hightower),0.530,-0.030
2,13:43,3,7,OAK 31,3,0,Derek Carr pass complete short middle to Rod Streater for 14 yards (tackle by Logan Ryan),-0.030,1.930
2,13:15,1,10,OAK 45,3,0,Darren McFadden up the middle for 2 yards (tackle by Jerod Mayo and Dont'a Hightower),1.930,1.650
2,12:38,2,8,OAK 47,3,0,Derek Carr pass complete short right to Marcel Reece for -2 yards (tackle by Dont'a Hightower),1.650,0.700
2,11:57,3,10,OAK 45,3,0,Derek Carr pass complete short left to Mychal Rivera for 3 yards (tackle by Nate Ebner),0.700,-0.190
2,11:29,4,7,OAK 48,3,0,"Penalty on Benson Mayowa: False Start, 5 yards (no play)",-0.190,-0.520
2,11:10,4,12,OAK 43,3,0,"Marquette King punts 48 yards, returned by Julian Edelman for 7 yards (tackle by Marcel Reece)",-0.520,0.140
2,10:57,1,10,NWE 16,3,0,Tom Brady pass complete short right to Julian Edelman for 12 yards (tackle by Carlos Rogers),-0.140,0.810
2,10:28,1,10,NWE 28,3,0,Tom Brady pass incomplete short middle intended for Rob Gronkowski,0.810,0.260
2,10:23,2,10,NWE 28,3,0,Stevan Ridley right end for 6 yards (tackle by Travis Carrie),0.260,0.370
2,9:52,3,4,NWE 34,3,0,Tom Brady pass complete short left to Julian Edelman for 8 yards (tackle by Carlos Rogers),0.370,1.730
2,9:11,1,10,NWE 42,3,0,Tom Brady pass complete short left to Julian Edelman for 4 yards (tackle by Tarell Brown),1.730,1.730
2,8:46,2,6,NWE 46,3,0,Stevan Ridley right end for 5 yards (tackle by Tyvon Branch and Justin Tuck),1.730,1.690
2,8:21,3,1,OAK 49,3,0,Stevan Ridley left guard for 2 yards (tackle by Pat Sims),1.690,2.460
2,7:51,1,10,OAK 47,3,0,Shane Vereen up the middle for 2 yards (tackle by Justin Tuck),2.460,2.180
2,7:18,2,8,OAK 45,3,0,Tom Brady pass incomplete short right intended for Brandon LaFell,2.180,1.490
2,7:13,3,8,OAK 45,3,0,Tom Brady pass complete short left to Shane Vereen for 9 yards (tackle by Khalil Mack),1.490,1.490
2,6:33,3,8,OAK 45,3,0,Timeout #3 by Oakland Raiders,1.490,3.180
2,6:32,1,10,OAK 36,3,0,Stevan Ridley up the middle for 5 yards (tackle by Tyvon Branch),3.180,3.310
2,6:05,2,5,OAK 31,3,0,Brandon Bolden left guard for 3 yards (tackle by Miles Burris),3.310,3.010
2,5:44,3,2,OAK 28,3,0,"Tom Brady pass incomplete short left intended for Julian Edelman. Penalty on Tarell Brown: Defensive Pass Interference, 14 yards (no play)",3.010,4.650
2,5:40,1,10,OAK 14,3,0,Stevan Ridley up the middle for -1 yards (tackle by Miles Burris and Kaluka Maiava),4.650,3.850
2,5:03,2,11,OAK 15,3,0,Tom Brady pass complete short middle to Julian Edelman for 9 yards (tackle by Khalil Mack and Kaluka Maiava),3.850,3.850
2,4:18,2,11,OAK 15,3,0,Timeout #1 by New England Patriots,3.850,4.730
2,4:18,3,2,OAK 6,3,6,"Tom Brady pass complete short middle to Rob Gronkowski for 6 yards, touchdown",4.730,7.000
2,4:18,,,OAK 2,3,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,4:18,,,NWE 35,3,7,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,4:14,1,10,OAK 20,3,7,Darren McFadden left guard for no gain (tackle by Chandler Jones),0.280,-0.270
2,3:36,2,10,OAK 20,3,7,Derek Carr pass complete short right to Denarius Moore for 8 yards,-0.270,0.100
2,3:01,3,2,OAK 28,3,7,Derek Carr pass incomplete short right intended for Marcel Reece,0.100,-1.500
2,2:56,4,2,OAK 28,3,7,Marquette King punts 22 yards,-1.500,-2.260
2,2:45,1,10,,3,7,Stevan Ridley right end for 2 yards (tackle by Antonio Smith),2.260,1.980
2,2:14,2,8,OAK 48,3,7,Tom Brady pass complete short right to Julian Edelman for 10 yards,1.980,3.050
2,2:00,1,10,OAK 38,3,7,Stevan Ridley left guard for 9 yards (tackle by Tyvon Branch),3.050,3.720
2,1:36,2,1,OAK 29,3,7,Tom Brady pass complete short right to Rob Gronkowski for 16 yards (tackle by Khalil Mack and Kaluka Maiava),3.720,4.710
2,1:11,1,10,OAK 13,3,7,Tom Brady pass complete short left to Julian Edelman for 4 yards (tackle by Tyvon Branch),4.710,4.710
2,1:06,1,10,OAK 13,3,7,Timeout #2 by New England Patriots,4.710,4.770
2,1:06,2,6,OAK 9,3,7,Stevan Ridley up the middle for 6 yards (tackle by Justin Ellis and Tyvon Branch),4.770,6.510
2,0:46,1,3,OAK 3,3,7,Stevan Ridley left tackle for 1 yard (tackle by Antonio Smith),6.510,5.720
2,0:12,2,2,OAK 2,3,7,Shane Vereen left guard for no gain (tackle by Justin Tuck and Tyvon Branch),5.720,5.720
2,0:08,2,2,OAK 2,3,7,Timeout #3 by New England Patriots,5.720,4.950
2,0:08,3,2,OAK 2,3,7,"Tom Brady pass incomplete short left intended for Shane Vereen. Tom Brady fumbles, recovered by Tom Brady at OAK-8",4.950,3.250
2,0:03,4,2,OAK 2,3,10,Stephen Gostkowski 21 yard field goal good,3.250,3.000
Quarter,Time,Down,ToGo,Location,OAK,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,3,10,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,NWE 20,3,10,Tom Brady pass complete short right to Julian Edelman for 3 yards (tackle by Carlos Rogers and Khalil Mack),0.280,0.140
3,14:39,2,7,NWE 23,3,10,Stevan Ridley left end for -3 yards (tackle by Khalil Mack),0.140,-0.960
3,14:06,3,10,NWE 20,3,10,"Penalty on Jordan Devey: False Start, 5 yards (no play)",-0.960,-1.860
3,13:42,3,15,NWE 15,3,10,Tom Brady sacked by Justin Tuck for -5 yards,-1.860,-2.490
3,13:02,4,20,NWE 10,3,10,"Ryan Allen punts 45 yards, returned by Travis Carrie for 7 yards (tackle by Matt Slater)",-2.490,-2.390
3,12:52,1,10,NWE 48,3,10,Darren McFadden up the middle for 4 yards (tackle by Joe Vellano),2.390,2.390
3,12:19,2,6,NWE 44,3,10,Darren McFadden up the middle for 3 yards (tackle by Joe Vellano and Jerod Mayo),2.390,2.080
3,11:38,3,3,NWE 41,3,10,Derek Carr pass complete short left to James Jones for 12 yards (tackle by Darrelle Revis),2.080,3.640
3,11:11,1,10,NWE 29,3,10,"Derek Carr pass incomplete deep left intended for Darren McFadden. Penalty on Logan Ryan: Defensive Holding, 5 yards (no play)",3.640,3.970
3,11:04,1,10,NWE 24,3,10,Latavius Murray right guard for 1 yard (tackle by Rob Ninkovich),3.970,3.570
3,10:31,2,9,NWE 23,3,10,Derek Carr pass complete short right to Jamize Olawale for 4 yards (tackle by Rob Ninkovich),3.570,3.410
3,9:48,3,5,NWE 19,3,10,Derek Carr pass incomplete short left intended for Denarius Moore,3.410,2.240
3,9:43,4,5,NWE 19,6,10,Sebastian Janikowski 37 yard field goal good,2.240,3.000
3,9:43,,,OAK 35,6,10,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
3,9:39,1,10,NWE 20,6,10,"Penalty on Rob Gronkowski: False Start, 5 yards (no play)",0.280,-0.310
3,9:39,1,15,NWE 15,6,10,Tom Brady pass complete short middle to Brandon LaFell for 15 yards (tackle by Charles Woodson),-0.310,0.940
3,9:15,1,10,NWE 30,6,10,Shane Vereen up the middle for no gain (tackle by LaMarr Woodley and Khalil Mack),0.940,0.390
3,8:44,2,10,NWE 30,6,10,Tom Brady pass complete short left to Julian Edelman for 9 yards (tackle by Tyvon Branch),0.390,0.890
3,8:14,3,1,NWE 39,6,10,Julian Edelman right end for 5 yards (tackle by Carlos Rogers and Tarell Brown),0.890,1.860
3,7:41,1,10,NWE 44,6,10,Stevan Ridley left guard for -1 yards (tackle by C.J. Wilson),1.860,1.180
3,7:04,2,11,NWE 43,6,10,Tom Brady pass complete short right to Stevan Ridley for 7 yards (tackle by Kaluka Maiava),1.180,1.420
3,6:21,3,4,,6,10,Tom Brady pass incomplete short right intended for Julian Edelman,1.420,-0.060
3,6:16,4,4,,6,10,"Ryan Allen punts 36 yards, fair catch by Travis Carrie",-0.060,0.280
3,6:09,1,10,OAK 14,6,10,Darren McFadden right guard for 2 yards (tackle by Vince Wilfork and Chris Jones),-0.280,-0.510
3,5:31,2,8,OAK 16,6,10,Derek Carr pass complete short middle to Marcel Reece for 12 yards (tackle by Patrick Chung),-0.510,0.810
3,4:47,1,10,OAK 28,6,10,Derek Carr pass incomplete deep left intended for Andre Holmes,0.810,0.260
3,4:42,2,10,OAK 28,6,10,Darren McFadden left tackle for 6 yards (tackle by Chris Jones and Rob Ninkovich),0.260,0.370
3,4:00,3,4,OAK 34,6,10,Derek Carr pass complete deep left to Andre Holmes for 29 yards (tackle by Logan Ryan),0.370,3.120
3,3:16,1,10,NWE 37,6,10,Derek Carr pass incomplete deep left intended for Marcel Reece (defended by Patrick Chung),3.120,2.570
3,3:11,2,10,NWE 37,6,10,"Penalty on Donald Penn: False Start, 5 yards (no play)",2.570,1.900
3,3:11,2,15,NWE 42,6,10,Derek Carr pass incomplete short middle intended for James Jones (defended by Chandler Jones),1.900,1.220
3,3:07,3,15,NWE 42,6,10,Derek Carr pass complete short middle to James Jones for 13 yards (tackle by Nate Ebner and Darrelle Revis),1.220,1.600
3,2:25,4,2,NWE 29,9,10,Sebastian Janikowski 47 yard field goal good,1.600,3.000
3,2:25,,,OAK 35,9,10,"Sebastian Janikowski kicks off 50 yards, returned by Matt Slater for 26 yards (tackle by Jonathan Dowling)",0.000,-1.660
3,2:14,1,10,NWE 41,9,10,Tom Brady pass complete short left to Tim Wright for 20 yards (tackle by Charles Woodson),1.660,2.980
3,1:55,1,10,OAK 39,9,10,Stevan Ridley left end for -1 yards (tackle by Kaluka Maiava),2.980,2.300
3,1:24,2,11,OAK 40,9,10,Tom Brady pass complete short left to Kenbrell Thompkins for 16 yards (tackle by Tarell Brown),2.300,3.970
3,0:55,1,10,OAK 24,9,10,"Stevan Ridley left guard for no gain (tackle by C.J. Wilson and Pat Sims). Penalty on OAK: Defensive 12 On-field, 5 yards (no play)",3.970,4.310
3,0:47,1,10,OAK 19,9,10,Stevan Ridley right end for 6 yards (tackle by Kaluka Maiava),4.310,4.720
3,0:14,2,4,OAK 13,9,10,Brandon Bolden up the middle for 1 yard (tackle by Miles Burris),4.720,4.190
Quarter,Time,Down,ToGo,Location,OAK,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,OAK 12,9,10,Tom Brady pass complete short left to Julian Edelman for 10 yards (tackle by Usama Young),4.190,6.740
4,14:33,1,2,OAK 2,9,10,Shane Vereen left tackle for no gain (tackle by Usama Young),6.740,5.720
4,13:53,2,2,OAK 2,9,10,Tom Brady pass incomplete short middle intended for Rob Gronkowski (defended by Charles Woodson),5.720,4.950
4,13:49,3,2,OAK 2,9,10,Tom Brady pass incomplete short right intended for Danny Amendola,4.950,3.250
4,13:45,4,2,OAK 2,9,13,Stephen Gostkowski 20 yard field goal good,3.250,3.000
4,13:45,,,NWE 35,9,13,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,13:42,1,10,OAK 20,9,13,Derek Carr pass complete short left to Darren McFadden for 9 yards (tackle by Jerod Mayo),0.280,0.950
4,13:00,2,1,OAK 29,9,13,Latavius Murray right guard for no gain (tackle by Vince Wilfork and Joe Vellano),0.950,0.230
4,12:19,3,1,OAK 29,9,13,Latavius Murray right guard for no gain (tackle by Rob Ninkovich and Jerod Mayo),0.230,-1.440
4,11:25,4,1,OAK 29,9,13,Marquette King punts 52 yards,-1.440,-0.150
4,11:15,1,10,NWE 19,9,13,Tom Brady pass complete short left to Julian Edelman for 15 yards (tackle by Carlos Rogers),0.150,1.200
4,10:51,1,10,NWE 34,9,13,Stevan Ridley right end for 5 yards (tackle by Travis Carrie),1.200,1.330
4,10:14,2,5,NWE 39,9,13,Tom Brady pass incomplete short right intended for Julian Edelman,1.330,0.630
,,,,,,,"OAK challenged the pass completion ruling, and the original play was overturned.",,
4,10:11,3,5,NWE 39,9,13,"Tom Brady pass complete short left to Danny Amendola for 19 yards (tackle by Tarell Brown). Penalty on Brandon LaFell: Offensive Pass Interference, 10 yards (no play)",0.630,-0.690
4,9:48,3,15,NWE 29,9,13,Tom Brady pass complete deep middle to Rob Gronkowski for 22 yards (tackle by Miles Burris and Usama Young),-0.690,2.320
4,9:16,1,10,OAK 49,9,13,Tom Brady pass incomplete deep middle intended for Brandon LaFell (defended by Charles Woodson),2.320,1.780
4,9:10,2,10,OAK 49,9,13,Shane Vereen left end for 5 yards (tackle by Charles Woodson),1.780,1.750
4,8:25,3,5,OAK 44,9,13,Tom Brady pass complete short left to Shane Vereen for 12 yards (tackle by Charles Woodson and Usama Young),1.750,3.450
4,7:44,1,10,OAK 32,9,13,Tom Brady pass complete short right to Brandon LaFell for 12 yards (tackle by Travis Carrie),3.450,3.450
4,7:07,1,10,OAK 32,9,13,Timeout #1 by Oakland Raiders,3.450,4.240
4,7:07,1,10,OAK 20,9,13,Stevan Ridley left end for 2 yards (tackle by Pat Sims and Miles Burris),4.240,3.960
4,6:32,2,8,OAK 18,9,13,Tom Brady pass incomplete short middle intended for Rob Gronkowski,3.960,3.220
4,6:28,3,8,OAK 18,9,13,Tom Brady pass incomplete short left intended for Brandon LaFell,3.220,2.250
4,6:24,4,8,OAK 18,9,16,Stephen Gostkowski 36 yard field goal good,2.250,3.000
4,6:24,,,NWE 35,9,16,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,6:20,1,10,OAK 20,9,16,Derek Carr pass complete short middle to Darren McFadden for 1 yard (tackle by Dont'a Hightower),0.280,-0.130
4,5:40,2,9,OAK 21,9,16,Derek Carr pass incomplete deep left intended for Denarius Moore (defended by Logan Ryan),-0.130,-0.820
4,5:35,3,9,OAK 21,9,16,Derek Carr pass incomplete short right intended for Mychal Rivera,-0.820,-1.960
4,5:26,4,9,OAK 21,9,16,"Marquette King punts 52 yards, fair catch by Julian Edelman",-1.960,-0.740
4,5:18,1,10,NWE 27,9,16,Stevan Ridley right end for 1 yard (tackle by Justin Ellis),0.740,0.330
4,4:43,2,9,NWE 28,9,16,Tom Brady sacked by C.J. Wilson for -8 yards,0.330,-1.420
4,4:04,3,17,NWE 20,9,16,Tom Brady pass complete short left to Brandon LaFell for 15 yards (tackle by Tarell Brown),-1.420,-1.040
4,3:24,4,2,NWE 35,9,16,"Ryan Allen punts 48 yards, returned by Travis Carrie for 21 yards (tackle by Matt Slater)",-1.040,-1.470
4,3:12,1,10,OAK 38,9,16,Darren McFadden left tackle for 10 yards (tackle by Devin McCourty),1.470,2.130
4,2:31,1,10,OAK 48,9,16,Darren McFadden up the middle for 1 yard (tackle by Joe Vellano and Jerod Mayo),2.130,1.720
4,2:01,2,9,OAK 49,9,16,Derek Carr pass complete deep left to James Jones for 18 yards,1.720,3.380
4,1:57,1,10,NWE 33,9,16,Derek Carr pass incomplete deep left intended for James Jones,3.380,2.840
4,1:50,2,10,NWE 33,9,16,Darren McFadden left guard for 3 yards (tackle by Vince Wilfork),2.840,2.540
4,1:08,3,7,NWE 30,9,16,"Derek Carr pass incomplete deep left intended for Andre Holmes. Penalty on Logan Ryan: Defensive Pass Interference, 24 yards (no play)",2.540,5.830
4,1:02,1,6,NWE 6,9,16,"Darren McFadden left guard for 4 yards. Penalty on Gabe Jackson: Offensive Holding, 10 yards",5.830,4.640
4,0:59,1,12,NWE 12,9,16,Derek Carr pass incomplete short right intended for Denarius Moore is intercepted by Vince Wilfork at NWE-10 and returned for 1 yard,4.640,0.370
4,0:51,1,10,NWE 11,9,16,Tom Brady kneels for -2 yards,-0.370,-0.370
4,0:48,1,10,NWE 11,9,16,Timeout #2 by Oakland Raiders,-0.370,-0.930
4,0:48,2,12,NWE 9,9,16,Tom Brady kneels for -2 yards,-0.930,-0.930
4,0:45,2,12,NWE 9,9,16,Timeout #3 by Oakland Raiders,-0.930,-1.890
4,0:45,3,14,NWE 7,9,16,Tom Brady kneels for -3 yards,-1.890,-1.890
4,0:03,3,14,NWE 7,9,16,Timeout #1 by New England Patriots,-1.890,-2.490
4,0:03,4,17,NWE 4,9,16,Tom Brady pass incomplete deep right intended for Julian Edelman,-2.490,-0.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
