Quarter,Time,Down,ToGo,Location,KAN,BUF,Detail,EPB,EPA
1,5:17,1,10,BUF 29,3,7,Kyle Orton right tackle for 2 yards (tackle by Josh Mauga),0.870,0.600
1,4:42,2,8,BUF 31,3,7,Bryce Brown left guard for 2 yards (tackle by Jaye Howard),0.600,0.170
1,3:58,3,6,BUF 33,3,7,Kyle Orton pass complete short middle to Robert Woods for 20 yards (tackle by Eric Berry),0.170,2.460
1,3:31,1,10,KAN 47,3,7,Kyle Orton pass incomplete short left intended for Frank Summers,2.460,1.910
1,3:27,2,10,KAN 47,3,7,Kyle Orton pass complete short middle to Bryce Brown for 6 yards (tackle by Justin Houston),1.910,2.010
1,2:43,3,4,KAN 41,3,7,Kyle Orton pass incomplete short left intended for Robert Woods,2.010,0.530
1,2:38,4,4,KAN 41,3,7,Colton Schmidt punts 27 yards,0.530,0.280
1,2:29,1,10,KAN 14,3,7,Alex Smith right end for 4 yards (tackle by Kyle Williams),-0.280,-0.210
1,1:59,2,6,KAN 18,3,7,Alex Smith pass complete deep left to A.J. Jenkins for 27 yards (tackle by Leodis McKelvin),-0.210,1.930
1,1:29,1,10,KAN 45,3,7,Jamaal Charles up the middle for 2 yards (tackle by Nigel Bradham and Stefan Charles),1.930,1.650
1,0:54,2,8,KAN 47,3,7,Alex Smith pass incomplete short right intended for Anthony Sherman,1.650,0.960
1,0:46,3,8,KAN 47,3,7,Alex Smith pass incomplete short middle intended for A.J. Jenkins,0.960,-0.260
1,0:43,4,8,KAN 47,3,7,"Dustin Colquitt punts 40 yards, fair catch by Leodis McKelvin",-0.260,-0.260
1,0:35,4,8,KAN 47,3,7,Timeout #1 by Buffalo Bills,-0.260,0.320
1,0:35,1,10,BUF 13,3,7,"Penalty on Lee Smith: False Start, 5 yards (no play)",-0.320,-0.570
1,0:35,1,15,BUF 8,3,7,Kyle Orton pass incomplete short left intended for Sammy Watkins,-0.570,-1.150
1,0:32,2,15,BUF 8,3,7,"Kyle Orton pass complete short left to Robert Woods for 7 yards (tackle by Husain Abdullah). Penalty on Kraig Urbik: Offensive Holding, 4 yards (no play)",-1.150,-1.440
1,0:10,2,19,BUF 4,3,7,Fred Jackson up the middle for 10 yards (tackle by Kurt Coleman and Eric Berry),-1.440,-1.300
Quarter,Time,Down,ToGo,Location,KAN,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,BUF 14,3,7,Kyle Orton pass incomplete short left intended for Fred Jackson,-1.300,-2.470
2,14:55,4,9,BUF 14,3,7,"Colton Schmidt punts 48 yards, out of bounds",-2.470,-1.470
2,14:45,1,10,KAN 38,3,7,"Jamaal Charles right tackle for 4 yards (tackle by Corbin Bryant). Penalty on Anthony Fasano: Offensive Holding, 10 yards (no play)",1.470,0.810
2,14:22,1,20,KAN 28,3,7,Alex Smith pass incomplete deep middle intended for A.J. Jenkins (defended by Leodis McKelvin),0.810,-0.430
2,14:16,2,20,KAN 28,3,7,Alex Smith pass complete short middle to Jamaal Charles for 7 yards (tackle by Nigel Bradham),-0.430,-0.160
2,13:32,3,13,KAN 35,3,7,Alex Smith sacked by Mario Williams for -3 yards,-0.160,-1.240
2,12:49,4,16,KAN 32,3,7,"Dustin Colquitt punts 46 yards, returned by Leodis McKelvin for 3 yards (tackle by Kelcie McCray)",-1.240,-0.610
2,12:39,1,10,BUF 25,3,7,Anthony Dixon left end for no gain (tackle by Josh Mauga and Allen Bailey),0.610,0.060
2,12:09,2,10,BUF 25,3,7,Kyle Orton pass incomplete short left intended for Frank Summers,0.060,-0.620
2,12:04,3,10,BUF 25,3,7,Kyle Orton pass incomplete short left intended for Sammy Watkins,-0.620,-1.700
2,11:59,4,10,BUF 25,3,7,"Colton Schmidt punts 43 yards, returned by De'Anthony Thomas for -2 yards (tackle by Corey Graham)",-1.700,-0.940
2,11:50,1,10,KAN 30,3,7,Alex Smith pass complete short right to Junior Hemingway for 6 yards (tackle by Leodis McKelvin),0.940,1.200
2,11:14,2,4,KAN 36,3,7,"Knile Davis right tackle for -5 yards (tackle by Nigel Bradham). Knile Davis fumbles (forced by Nigel Bradham), recovered by Jarius Wynn at KAN-31 (tackle by Anthony Fasano)",1.200,-3.510
2,11:06,1,10,KAN 31,3,7,Kyle Orton pass incomplete short left intended for Chris Gragg,3.510,2.970
2,11:01,2,10,KAN 31,3,7,Kyle Orton pass complete short middle to Chris Hogan for 13 yards (tackle by Eric Berry),2.970,4.370
2,10:22,1,10,KAN 18,3,7,Kyle Orton pass complete short right to Frank Summers for 2 yards (tackle by James-Michael Johnson),4.370,4.090
2,9:40,2,8,KAN 16,3,7,Kyle Orton pass complete short left to Robert Woods for 7 yards (tackle by Sean Smith),4.090,4.740
2,9:12,3,1,KAN 9,3,7,Fred Jackson up the middle for 1 yard (tackle by Dontari Poe),4.740,5.370
2,8:32,1,8,KAN 8,3,7,Kyle Orton sacked by Dontari Poe for -6 yards,5.370,3.580
2,7:55,2,14,KAN 14,3,7,Kyle Orton pass complete short left to Fred Jackson for 6 yards (tackle by Husain Abdullah and Justin Houston),3.580,3.580
2,7:17,3,8,KAN 8,3,7,Kyle Orton pass incomplete short left intended for Scott Chandler,3.580,2.950
2,7:13,4,8,KAN 8,3,10,Dan Carpenter 26 yard field goal good,2.950,3.000
2,7:13,,,BUF 35,3,10,"Jordan Gay kicks off 73 yards, returned by De'Anthony Thomas for 38 yards (tackle by Jordan Gay)",0.000,-0.940
2,7:03,1,10,KAN 30,3,10,Alex Smith pass complete short left to Dwayne Bowe for 7 yards (tackle by Preston Brown),0.940,1.340
2,6:25,2,3,KAN 37,3,10,Alex Smith pass incomplete short left intended for Dwayne Bowe (defended by Stephon Gilmore),1.340,0.630
2,6:20,3,3,KAN 37,3,10,Alex Smith pass complete short left to Knile Davis for 5 yards (tackle by Da'Norris Searcy),0.630,1.730
2,5:38,1,10,KAN 42,3,10,Jamaal Charles up the middle for 17 yards (tackle by Corey Graham),1.730,2.850
2,5:03,1,10,BUF 41,3,10,Alex Smith pass complete short right to Travis Kelce for 6 yards (tackle by Leodis McKelvin),2.850,3.120
2,4:30,2,4,BUF 35,3,10,"Penalty on Eric Fisher: False Start, 5 yards (no play)",3.120,2.440
2,4:04,2,9,BUF 40,3,10,Alex Smith pass incomplete deep right intended for Dwayne Bowe,2.440,1.750
2,3:59,3,9,BUF 40,3,10,Alex Smith pass incomplete short right intended for Anthony Sherman,1.750,0.590
2,3:53,4,9,BUF 40,3,10,"Dustin Colquitt punts 40 yards, touchback",0.590,-0.280
2,3:44,1,10,BUF 20,3,10,Bryce Brown right guard for 10 yards (tackle by Allen Bailey),0.280,0.940
2,3:08,1,10,BUF 30,3,10,Anthony Dixon up the middle for 5 yards (tackle by Eric Berry and Tamba Hali),0.940,1.070
2,2:34,2,5,BUF 35,3,10,Kyle Orton pass complete short left to Sammy Watkins for 7 yards (tackle by Ron Parker and Kurt Coleman),1.070,1.730
2,2:00,1,10,BUF 42,3,10,Kyle Orton pass complete short middle to Robert Woods for 5 yards (tackle by Husain Abdullah),1.730,1.860
2,1:38,2,5,BUF 47,3,10,Kyle Orton pass incomplete deep right intended for Bryce Brown,1.860,1.160
2,1:34,3,5,BUF 47,3,10,Bryce Brown left tackle for -2 yards (tackle by Allen Bailey),1.160,1.160
2,1:28,3,5,BUF 47,3,10,Timeout #1 by Kansas City Chiefs,1.160,-0.390
2,1:28,4,7,BUF 45,3,10,"Colton Schmidt punts 51 yards, returned by De'Anthony Thomas for 4 yards (tackle by Corey Graham). Penalty on James-Michael Johnson: Unnecessary Roughness, 4 yards",-0.390,0.380
2,1:15,1,10,KAN 4,3,10,Jamaal Charles left tackle for 8 yards (tackle by Da'Norris Searcy and Stephon Gilmore),-0.380,-0.200
2,0:42,2,2,KAN 12,3,10,Jamaal Charles right tackle for 4 yards (tackle by Keith Rivers),-0.200,-0.140
Quarter,Time,Down,ToGo,Location,KAN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,3,10,"Cairo Santos kicks off 63 yards, returned by Marquise Goodwin for 22 yards (tackle by Kurt Coleman)",0.000,-0.540
3,14:53,1,10,BUF 24,3,10,Anthony Dixon right tackle for 13 yards (tackle by Ron Parker),0.540,1.400
3,14:23,1,10,BUF 37,3,10,Anthony Dixon up the middle for 6 yards (tackle by James-Michael Johnson),1.400,1.670
3,13:37,2,4,BUF 43,3,10,Kyle Orton pass complete short left to Chris Hogan for 4 yards (tackle by Justin Houston),1.670,2.060
3,13:09,1,10,BUF 47,3,10,Kyle Orton pass complete short right to Robert Woods for 9 yards (tackle by Sean Smith),2.060,2.730
3,12:38,2,1,KAN 44,3,10,Kyle Orton pass complete short right to Sammy Watkins for 4 yards (tackle by Ron Parker),2.730,2.920
3,12:13,1,10,KAN 40,3,10,Kyle Orton pass incomplete deep left intended for Sammy Watkins,2.920,2.370
3,12:07,2,10,KAN 40,3,10,Kyle Orton pass complete short right to Chris Hogan for 5 yards,2.370,2.340
3,11:34,3,5,KAN 35,3,10,Kyle Orton pass complete short right to Sammy Watkins for 8 yards (tackle by Ron Parker),2.340,3.780
3,11:09,1,10,KAN 27,3,10,Kyle Orton pass complete short right to Bryce Brown for 10 yards (tackle by Allen Bailey and Eric Berry),3.780,4.440
3,10:30,1,10,KAN 17,3,10,Anthony Dixon right tackle for no gain (tackle by Kevin Vickerson and Justin Houston),4.440,3.850
3,9:54,2,10,KAN 17,3,10,Bryce Brown right tackle for 12 yards (tackle by Ron Parker). Bryce Brown fumbles (forced by Ron Parker),3.850,-0.280
3,9:47,1,10,KAN 20,3,10,Alex Smith pass complete short right to Jamaal Charles for 12 yards (tackle by Brandon Spikes),0.280,1.070
3,9:09,1,10,KAN 32,3,10,Alex Smith pass incomplete short right intended for Dwayne Bowe,1.070,0.530
3,9:06,2,10,KAN 32,3,10,Alex Smith pass incomplete short left intended for Junior Hemingway,0.530,-0.160
3,9:02,3,10,KAN 32,3,10,"Penalty on Jerry Hughes: Neutral Zone Infraction, 5 yards (no play)",-0.160,0.500
3,9:02,3,5,KAN 37,3,10,Alex Smith sacked by Marcell Dareus for -5 yards,0.500,-1.240
3,8:21,4,10,KAN 32,3,10,"Dustin Colquitt punts 55 yards, returned by Leodis McKelvin for 11 yards (tackle by Joe Mays)",-1.240,-0.540
3,8:08,1,10,BUF 24,3,10,Bryce Brown left tackle for 14 yards (tackle by Husain Abdullah),0.540,1.470
3,7:34,1,10,BUF 38,3,10,Anthony Dixon right end for 27 yards (tackle by Josh Mauga),1.470,3.250
3,6:55,1,10,KAN 35,3,10,Anthony Dixon up the middle for 2 yards (tackle by Allen Bailey and Dontari Poe),3.250,2.970
3,5:57,2,8,KAN 33,3,10,Anthony Dixon up the middle for 5 yards (tackle by James-Michael Johnson and Allen Bailey),2.970,2.940
3,5:23,3,3,KAN 28,3,10,Kyle Orton pass complete short right to Scott Chandler for 4 yards (tackle by Husain Abdullah),2.940,3.970
3,4:57,1,10,KAN 24,3,10,Fred Jackson up the middle for -1 yards (tackle by Allen Bailey),3.970,3.300
3,4:21,2,11,KAN 25,3,10,Kyle Orton pass complete short left to Bryce Brown for 14 yards (tackle by Ron Parker),3.300,4.840
3,3:57,1,10,KAN 11,3,10,Kyle Orton pass complete short middle to Bryce Brown for 8 yards (tackle by Kurt Coleman),4.840,5.660
3,3:21,2,2,KAN 3,3,10,Kyle Orton pass incomplete short right intended for Scott Chandler,5.660,4.890
3,3:13,3,2,KAN 3,3,10,Kyle Orton pass incomplete short middle intended for Robert Woods,4.890,3.050
3,3:09,4,2,KAN 3,3,13,Dan Carpenter 21 yard field goal good,3.050,3.000
3,3:09,,,BUF 35,3,13,"Jordan Gay kicks off 65 yards, out of bounds",0.000,-0.280
3,3:06,1,10,KAN 20,3,13,Jamaal Charles up the middle for 1 yard (tackle by Kyle Williams and Marcell Dareus),0.280,-0.130
3,2:33,2,9,KAN 21,3,13,Alex Smith pass complete short right to Dwayne Bowe for 9 yards (tackle by Leodis McKelvin),-0.130,0.940
3,1:50,1,10,KAN 30,3,13,Alex Smith pass complete short right to Dwayne Bowe for 9 yards (tackle by Nigel Bradham),0.940,1.610
3,1:14,2,1,KAN 39,3,13,Alex Smith up the middle for 1 yard (tackle by Nigel Bradham and Aaron Williams),1.610,1.600
3,0:36,1,10,KAN 40,3,13,Alex Smith pass incomplete short right intended for A.J. Jenkins,1.600,1.050
3,0:29,2,10,KAN 40,3,13,Alex Smith pass complete short right to Dwayne Bowe for 12 yards,1.050,2.390
Quarter,Time,Down,ToGo,Location,KAN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 48,3,13,Alex Smith pass incomplete deep left intended for Dwayne Bowe,2.390,1.850
4,14:54,2,10,BUF 48,3,13,Alex Smith sacked by Jerry Hughes for -6 yards,1.850,0.370
4,14:09,3,16,KAN 46,3,13,Alex Smith pass complete short left to Dwayne Bowe for 15 yards (tackle by Stephon Gilmore),0.370,0.660
4,13:39,4,1,BUF 39,9,13,"Jamaal Charles left end for 39 yards, touchdown",0.660,7.000
4,13:39,,,BUF 2,10,13,Cairo Santos kicks extra point good,0.000,0.000
4,13:39,,,KAN 35,10,13,"Cairo Santos kicks off 61 yards, returned by Marquise Goodwin for 18 yards (tackle by Anthony Sherman)",0.000,-0.410
4,13:23,1,10,BUF 22,10,13,Kyle Orton pass complete short left to Bryce Brown for 15 yards (tackle by Ron Parker),0.410,1.400
4,12:59,1,10,BUF 37,10,13,Kyle Orton pass complete short middle to Sammy Watkins for 8 yards (tackle by Chris Owens),1.400,1.940
4,12:33,2,2,BUF 45,10,13,Kyle Orton pass incomplete deep left intended for Sammy Watkins,1.940,1.220
4,12:28,3,2,BUF 45,10,13,Kyle Orton up the middle for 1 yard (tackle by Dontari Poe),1.220,-0.320
4,11:51,4,1,BUF 46,10,13,"Penalty on Seantrel Henderson: False Start, 5 yards (no play)",-0.320,-0.650
4,11:45,4,6,BUF 41,10,13,"Colton Schmidt punts 57 yards, returned by De'Anthony Thomas for 6 yards (tackle by Da'Norris Searcy)",-0.650,0.380
4,11:33,1,10,KAN 8,10,13,Jamaal Charles up the middle for 3 yards (tackle by Marcell Dareus and Jarius Wynn),-0.380,-0.560
4,11:02,2,7,KAN 11,10,13,Alex Smith sacked by Marcell Dareus for -5 yards. Penalty on Mike McGlynn: Illegal Use of Hands (Declined),-0.560,-1.650
4,10:39,3,12,KAN 6,10,13,Alex Smith pass complete short left to Dwayne Bowe for 10 yards (tackle by Preston Brown),-1.650,-2.390
4,9:57,4,2,KAN 16,10,13,"Dustin Colquitt punts 53 yards, returned by Leodis McKelvin for -1 yards (tackle by Anthony Sherman). Leodis McKelvin fumbles (forced by Anthony Sherman), recovered by Anthony Sherman at BUF-26",-2.390,3.840
4,9:44,1,10,BUF 26,10,13,Jamaal Charles up the middle for 18 yards (tackle by Preston Brown),3.840,5.370
4,9:05,1,8,BUF 8,16,13,"Alex Smith left end for 8 yards, touchdown",5.370,7.000
4,9:05,,,BUF 2,17,13,Cairo Santos kicks extra point good,0.000,0.000
4,9:05,,,KAN 35,17,13,"Cairo Santos kicks off 65 yards, returned by Marquise Goodwin for 20 yards (tackle by Junior Hemingway)",0.000,-0.280
4,8:53,1,10,BUF 20,17,13,Kyle Orton pass complete short right to Bryce Brown for 12 yards (tackle by James-Michael Johnson),0.280,1.070
4,8:36,1,10,BUF 32,17,13,Kyle Orton pass incomplete short right intended for Scott Chandler,1.070,0.530
4,8:31,2,10,BUF 32,17,13,Kyle Orton pass complete short middle to Robert Woods for 2 yards (tackle by James-Michael Johnson),0.530,0.100
4,7:51,3,8,BUF 34,17,13,"Kyle Orton pass complete short middle to Scott Chandler for 10 yards (tackle by Husain Abdullah). Penalty on Scott Chandler: Offensive Pass Interference, 10 yards (no play)",0.100,-1.220
4,7:22,3,18,BUF 24,17,13,Kyle Orton pass complete deep right to Chris Hogan for 17 yards (tackle by Chris Owens),-1.220,-0.650
4,7:03,4,1,BUF 41,17,13,Colton Schmidt punts 56 yards,-0.650,0.380
4,6:51,1,10,KAN 3,17,13,Jamaal Charles up the middle for 3 yards (tackle by Marcell Dareus and Preston Brown),-0.380,-0.560
4,6:11,2,7,KAN 6,17,13,Jamaal Charles right guard for 4 yards (tackle by Preston Brown),-0.560,-0.600
4,5:31,3,3,KAN 10,17,13,Alex Smith sacked by Marcell Dareus for -5 yards,-0.600,-2.490
4,4:48,4,8,KAN 5,17,13,"Dustin Colquitt punts 43 yards, returned by Leodis McKelvin for 23 yards (tackle by Anthony Sherman)",-2.490,-3.910
4,4:35,1,10,KAN 25,17,13,Kyle Orton pass complete short right to Robert Woods for 9 yards (tackle by Eric Berry and Josh Mauga),3.910,4.750
4,4:03,2,1,KAN 16,17,13,Bryce Brown right end for no gain (tackle by Justin Houston),4.750,4.060
4,3:27,3,1,KAN 16,17,13,Frank Summers left guard for 1 yard (tackle by Jaye Howard and Tamba Hali),4.060,4.580
4,2:47,1,10,KAN 15,17,13,Kyle Orton pass incomplete short right intended for Sammy Watkins (defended by Ron Parker),4.580,3.950
4,2:42,2,10,KAN 15,17,13,Kyle Orton pass incomplete short left intended for Chris Hogan (defended by Ron Parker),3.950,3.100
4,2:37,3,10,KAN 15,17,13,Kyle Orton pass incomplete short middle intended for Chris Hogan,3.100,3.100
4,2:32,3,10,KAN 15,17,13,Timeout #1 by Kansas City Chiefs,3.100,2.440
4,2:31,4,10,KAN 15,17,13,Kyle Orton pass incomplete short right intended for Sammy Watkins (defended by Ron Parker),2.440,0.220
4,2:27,1,10,KAN 15,17,13,Jamaal Charles left guard for 1 yard (tackle by Mario Williams and Marcell Dareus),-0.220,-0.220
4,2:22,1,10,KAN 15,17,13,Timeout #1 by Buffalo Bills,-0.220,-0.580
4,2:22,2,9,KAN 16,17,13,Alex Smith pass complete short left to Jamaal Charles for 1 yard (tackle by Preston Brown),-0.580,-0.580
4,2:13,2,9,KAN 16,17,13,Timeout #2 by Buffalo Bills,-0.580,-1.120
4,2:13,3,8,KAN 17,17,13,Alex Smith pass complete short middle to Travis Kelce for 13 yards (tackle by Da'Norris Searcy),-1.120,0.940
4,2:00,1,10,KAN 30,17,13,Knile Davis up the middle for 4 yards (tackle by Preston Brown),0.940,0.940
4,1:55,1,10,KAN 30,17,13,Timeout #3 by Buffalo Bills,0.940,0.930
4,1:55,2,6,KAN 34,17,13,Knile Davis up the middle for 2 yards (tackle by Preston Brown and Aaron Williams),0.930,0.500
4,1:11,3,4,KAN 36,17,13,Knile Davis right guard for no gain (tackle by Brandon Spikes and Preston Brown),0.500,0.500
4,0:27,3,4,KAN 36,17,13,Timeout #2 by Kansas City Chiefs,0.500,-0.980
4,0:27,4,4,KAN 36,17,13,"Dustin Colquitt punts 40 yards, returned by Leodis McKelvin for -4 yards (tackle by Thomas Gafford)",-0.980,-0.280
4,0:14,1,10,BUF 20,17,13,Kyle Orton pass complete short right to Fred Jackson for 14 yards,0.280,1.200
4,0:07,1,10,BUF 34,17,13,"Kyle Orton pass complete short middle to Fred Jackson for 9 yards, lateral to Chris Hogan for -7 yards. Chris Hogan fumbles, recovered by Chris Owens at BUF-36",1.200,1.870
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
