Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,27,99,1,5,38,1.4,61,2.3,0,
Derek Carr,LVR,4,11,0,1,10,2.5,1,0.3,0,
Mack Hollins,LVR,3,40,0,2,38,12.7,2,0.7,0,
Zamir White,LVR,3,9,0,,4,1.3,5,1.7,0,
DJ Turner,LVR,1,6,0,,3,3.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Cam Akers,LAR,12,42,1,2,22,1.8,20,1.7,0,
Baker Mayfield,LAR,4,10,0,0,10,2.5,0,0.0,0,
Kyren Williams,LAR,3,19,0,1,10,3.3,9,3.0,0,
Tutu Atwell,LAR,2,-5,0,0,-6,-3.0,1,0.5,0,
Malcolm Brown,LAR,1,5,0,,5,5.0,0,0.0,0,
