#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:34,WAS 32,12,7:29,49,Field Goal
2,1,3:49,WAS 12,1,0:21,88,Touchdown
3,1,2:53,WAS 43,12,6:20,57,Touchdown
4,2,9:13,WAS 48,7,3:05,29,Field Goal
5,2,1:46,WAS 20,3,1:06,8,Blocked Punt
6,2,0:40,WAS 20,1,0:40,-1,End of Half
7,3,15:00,WAS 23,6,3:36,77,Touchdown
8,3,10:50,WAS 36,8,3:40,45,Field Goal
9,3,1:50,WAS 20,12,5:51,53,Field Goal
10,4,9:37,WAS 23,3,2:14,2,Punt
11,4,6:19,WAS 20,4,2:40,19,Punt
12,4,3:23,NOR 3,1,0:05,3,Touchdown
13,4,2:25,WAS 20,5,2:03,22,Punt
