Quarter,Time,Down,ToGo,Location,WAS,NOR,Detail,EPB,EPA
1,7:11,4,10,NOR 19,3,0,Billy Cundiff 37 yard field goal good,2.180,3.000
1,7:05,,,WAS 35,3,0,"Billy Cundiff kicks off 65 yards, touchback",0.000,0.280
1,7:05,1,10,NOR 20,3,0,Pierre Thomas left tackle for 6 yards (tackle by Dejon Gomes and Perry Riley),0.280,0.540
1,6:31,2,4,NOR 26,3,0,Drew Brees pass complete short middle to Jimmy Graham for 23 yards (tackle by Dejon Gomes and Josh Wilson),0.540,2.190
1,5:56,1,10,NOR 49,3,0,Mark Ingram left guard for 1 yard (tackle by Perry Riley),2.190,1.780
1,5:23,2,9,,3,0,Drew Brees pass complete short left to Pierre Thomas for 12 yards (tackle by Brian Orakpo),1.780,3.050
1,4:49,1,10,WAS 38,3,0,Mark Ingram left end for 1 yard (tackle by Adam Carriker),3.050,2.640
1,4:16,2,9,WAS 37,3,0,"Drew Brees pass complete short right to Darren Sproles for 2 yards (tackle by Ryan Kerrigan). Penalty on Dejon Gomes: Personal Foul, 15 yards",2.640,4.240
1,3:55,1,10,WAS 20,3,6,"Drew Brees pass complete deep middle to Jimmy Graham for 20 yards, touchdown",4.240,7.000
1,3:55,,,WAS 2,3,7,Garrett Hartley kicks extra point good,0.000,0.000
1,3:49,,,NOR 35,3,7,"Thomas Morstead kicks off 70 yards, returned by Brandon Banks for 27 yards. Penalty on Keenan Robinson: Offensive Holding, 10 yards",0.000,-0.350
1,3:41,1,10,WAS 12,9,7,"Robert Griffin III pass complete deep left to Pierre Garcon for 88 yards, touchdown",-0.350,7.000
1,3:41,,,NOR 2,10,7,Billy Cundiff kicks extra point good,0.000,0.000
1,3:28,,,WAS 35,10,7,"Billy Cundiff kicks off 73 yards, returned by Darren Sproles for 26 yards (tackle by Madieu Williams)",0.000,0.040
1,3:21,1,10,NOR 18,10,7,Drew Brees pass incomplete short left intended for Lance Moore,0.040,-0.490
1,3:15,2,10,NOR 18,10,7,Drew Brees pass incomplete short middle intended for Jed Collins,-0.490,-1.170
1,3:15,3,10,NOR 18,10,7,"Penalty on Zach Strief: False Start, 5 yards (no play)",-1.170,-1.970
1,3:11,3,15,NOR 13,10,7,"Penalty on Lance Moore: False Start, 5 yards (no play)",-1.970,-2.590
1,3:11,3,20,NOR 8,10,7,Drew Brees pass incomplete short left intended for Darren Sproles,-2.590,-2.490
1,3:04,4,20,NOR 8,10,7,Thomas Morstead punts 49 yards,-2.490,-1.800
1,2:53,1,10,WAS 43,10,7,Alfred Morris left guard for 2 yards (tackle by Sedrick Ellis and Cameron Jordan),1.800,1.520
1,2:15,2,8,WAS 45,10,7,Alfred Morris right tackle for 2 yards (tackle by Brodrick Bunkley),1.520,0.000
1,1:30,,,,10,7,Timeout #1 by Washington Redskins,0.000,1.090
1,1:30,3,6,WAS 47,10,7,Robert Griffin III right end for 5 yards (tackle by Johnny Patrick),1.090,0.070
1,1:04,4,1,NOR 48,10,7,Darrel Young right guard for 2 yards (tackle by Curtis Lofton),0.070,2.520
1,0:32,1,10,NOR 46,10,7,Alfred Morris right guard for 1 yard (tackle by Sedrick Ellis),2.520,2.110
Quarter,Time,Down,ToGo,Location,WAS,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,NOR 45,10,7,Robert Griffin III pass complete deep right to Fred Davis for 26 yards (tackle by Corey White),2.110,4.310
2,14:29,1,10,NOR 19,10,7,Robert Griffin III right end for 7 yards (tackle by Johnny Patrick),4.310,4.920
2,13:46,2,3,NOR 12,10,7,Alfred Morris left guard for 2 yards (tackle by Curtis Lofton and Sedrick Ellis),4.920,4.690
2,13:03,3,1,NOR 10,10,7,Alfred Morris right guard for 4 yards (tackle by David Hawthorne and Sedrick Ellis),4.690,5.830
2,12:24,1,6,NOR 6,10,7,Robert Griffin III pass incomplete short right intended for Santana Moss (defended by Johnny Patrick),5.830,4.950
2,12:18,2,6,NOR 6,10,7,Robert Griffin III pass complete short right to Roy Helu for 1 yard (tackle by Roman Harper),4.950,4.260
2,11:37,3,5,NOR 5,16,7,"Robert Griffin III pass complete short right to Aldrick Robinson for 5 yards, touchdown",4.260,7.000
2,11:37,,,NOR 2,16,7,"Penalty on Patrick Robinson: Defensive Offside, 5 yards",0.000,0.000
2,11:37,,,NOR 2,17,7,Billy Cundiff kicks extra point good,0.000,0.000
2,11:33,,,WAS 40,17,7,"Billy Cundiff kicks off 60 yards, touchback",0.000,0.280
2,11:33,1,10,NOR 20,17,7,Mark Ingram left guard for 5 yards (tackle by Josh Wilson),0.280,0.410
2,11:02,2,5,NOR 25,17,7,Mark Ingram right guard for no gain (tackle by Stephen Bowen),0.410,-0.300
2,10:25,3,5,NOR 25,17,7,"Penalty on Zach Strief: False Start, 5 yards (no play)",-0.300,-0.960
2,10:02,3,10,NOR 20,17,7,Drew Brees sacked by DeAngelo Hall for -7 yards,-0.960,-2.490
2,9:25,4,17,NOR 13,17,7,"Thomas Morstead punts 59 yards, returned by Brandon Banks for 20 yards (tackle by Corey White)",-2.490,-2.130
2,9:13,1,10,WAS 48,17,7,Robert Griffin III left end for 1 yard (tackle by Curtis Lofton),2.130,1.720
2,8:40,2,9,WAS 49,17,7,Alfred Morris left end for 3 yards (tackle by Sedrick Ellis),1.720,1.420
2,7:59,3,6,NOR 48,17,7,"Robert Griffin III pass complete deep left to Santana Moss for 27 yards (tackle by Malcolm Jenkins). Penalty on Roy Helu: Illegal Block Above the Waist, 10 yards",1.420,3.510
2,7:29,1,10,NOR 31,17,7,Robert Griffin III pass incomplete short middle intended for Josh Morgan,3.510,2.970
2,7:24,2,10,NOR 31,17,7,Robert Griffin III left end for 8 yards (tackle by Roman Harper),2.970,3.340
2,6:53,3,2,NOR 23,17,7,Robert Griffin III right guard for no gain (tackle by Curtis Lofton),3.340,2.050
2,6:13,4,2,NOR 23,20,7,Billy Cundiff 41 yard field goal good,2.050,3.000
2,6:08,,,WAS 35,20,7,"Billy Cundiff kicks off 65 yards, touchback",0.000,0.280
2,6:08,1,10,NOR 20,20,7,Drew Brees pass complete short left to Darren Sproles for 5 yards (tackle by Perry Riley),0.280,0.410
2,5:40,2,5,NOR 25,20,7,Drew Brees pass complete short middle to Jimmy Graham for 20 yards (tackle by Madieu Williams),0.410,1.930
2,5:10,1,10,NOR 45,20,7,Drew Brees pass complete short right to Jimmy Graham for 4 yards (tackle by London Fletcher),1.930,1.920
2,4:19,2,6,NOR 49,20,7,Mark Ingram left guard for 6 yards (tackle by Perry Riley),1.920,2.590
2,3:40,1,10,WAS 45,20,7,Drew Brees pass incomplete short right intended for Jed Collins,2.590,2.040
2,3:34,2,10,WAS 45,20,7,Drew Brees pass complete short right to Jimmy Graham for 6 yards (tackle by Dejon Gomes),2.040,2.150
2,2:47,3,4,WAS 39,20,7,Drew Brees pass complete short right to Marques Colston for 14 yards (tackle by Cedric Griffin),2.150,3.910
2,2:11,1,10,WAS 25,20,7,Pierre Thomas left guard for 3 yards (tackle by Brian Orakpo),3.910,3.770
2,2:00,2,7,WAS 22,20,7,Drew Brees pass incomplete deep left intended for David Thomas,3.770,3.070
2,1:54,3,7,WAS 22,20,7,Drew Brees pass complete short right to Marques Colston for 19 yards (tackle by Cedric Griffin). Marques Colston fumbles (forced by Cedric Griffin),3.070,-0.280
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,1:46,1,10,WAS 20,20,7,Robert Griffin III right end for -2 yards (tackle by Junior Galette),0.280,-0.630
2,1:01,2,12,WAS 18,20,7,Evan Royster right tackle for 8 yards (tackle by Patrick Robinson),-0.630,0.000
2,0:52,,,,20,7,Timeout #1 by New Orleans Saints,0.000,-0.160
2,0:52,3,4,WAS 26,20,7,Evan Royster left guard for 2 yards (tackle by Cameron Jordan and Curtis Lofton),-0.160,0.000
2,0:46,,,,20,7,Timeout #2 by New Orleans Saints,0.000,-1.500
2,0:46,4,2,WAS 28,20,13,"Saverio Rocca punts, blocked by Martez Wilson, recovered by Courtney Roby and returned 4 yards, touchdown",-1.500,-7.000
2,,,,WAS 2,20,14,Garrett Hartley kicks extra point good,0.000,0.000
2,0:40,,,NOR 35,20,14,"Thomas Morstead kicks off 65 yards, touchback. Penalty on NOR: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,0:40,,,NOR 30,20,14,"Thomas Morstead kicks off 70 yards, touchback",0.000,0.280
2,0:40,1,10,WAS 20,20,14,Robert Griffin III kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,WAS,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,20,14,"Thomas Morstead kicks off 64 yards, returned by Brandon Banks for 22 yards (tackle by Travaris Cadet)",0.000,0.480
3,14:55,1,10,WAS 23,20,14,Robert Griffin III pass complete short right to Santana Moss for 14 yards (tackle by Corey White),0.480,1.400
3,14:17,1,10,WAS 37,20,14,Robert Griffin III pass complete short left to Josh Morgan for 21 yards (tackle by Patrick Robinson),1.400,2.790
3,13:44,1,10,NOR 42,20,14,Alfred Morris left end for 6 yards (tackle by Will Herring),2.790,3.050
3,13:09,2,4,NOR 36,20,14,"Robert Griffin III right end for no gain (tackle by Curtis Lofton and Malcolm Jenkins). Penalty on Fred Davis: Offensive Holding, 10 yards (no play)",3.050,1.700
3,12:42,2,14,NOR 46,20,14,Robert Griffin III pass complete short right to Fred Davis for 12 yards (tackle by David Hawthorne and Jerome Murphy),1.700,2.610
3,11:59,3,2,NOR 34,20,14,Roy Helu right tackle for 1 yard (tackle by Cameron Jordan),2.610,1.210
3,11:35,4,1,NOR 33,20,14,"Robert Griffin III pass incomplete deep right intended for Aldrick Robinson. Penalty on Roman Harper: Defensive Pass Interference, 32 yards (no play)",1.210,6.970
3,11:28,1,1,NOR 1,26,14,"Alfred Morris left tackle for 1 yard, touchdown",6.970,7.000
3,11:28,,,NOR 2,27,14,Billy Cundiff kicks extra point good,0.000,0.000
3,11:24,,,WAS 35,27,14,"Billy Cundiff kicks off 65 yards, touchback",0.000,0.280
3,11:24,1,10,NOR 20,27,14,"Drew Brees pass incomplete short right intended for Lance Moore (defended by Dejon Gomes). Penalty on David Thomas: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,11:17,1,20,NOR 10,27,14,Drew Brees pass incomplete deep right intended for Marques Colston,-0.760,-1.510
3,11:11,2,20,NOR 10,27,14,Drew Brees pass incomplete deep middle intended for Marques Colston,-1.510,-2.590
3,11:06,3,20,NOR 10,27,14,Drew Brees pass incomplete deep middle intended for Devery Henderson,-2.590,-2.490
3,11:00,4,20,NOR 10,27,14,"Thomas Morstead punts 54 yards, muffed catch by Brandon Banks, recovered by Brandon Banks and returned for no gain",-2.490,-1.330
3,10:50,1,10,WAS 36,27,14,Robert Griffin III pass incomplete short left intended for Fred Davis,1.330,0.790
3,10:44,2,10,WAS 36,27,14,Alfred Morris left end for 18 yards (tackle by Will Herring),0.790,2.520
3,10:20,1,10,NOR 46,27,14,Roy Helu right tackle for 1 yard (tackle by Cameron Jordan),2.520,2.110
3,9:42,2,9,NOR 45,27,14,"Alfred Morris left tackle for 2 yards (tackle by Sedrick Ellis and Curtis Lofton). Penalty on Kory Lichtensteiger: Offensive Holding, 10 yards (no play)",2.110,0.760
3,9:18,2,19,WAS 45,27,14,Robert Griffin III pass complete short left to Aldrick Robinson for 29 yards (tackle by Malcolm Jenkins),0.760,0.000
3,8:41,,,,27,14,Timeout #1 by Washington Redskins,0.000,3.840
3,8:41,1,10,NOR 26,27,14,Alfred Morris right end for 3 yards (tackle by Cameron Jordan),3.840,3.700
3,7:59,2,7,NOR 23,27,14,Alfred Morris left guard for 4 yards (tackle by Cameron Jordan and Sedrick Ellis),3.700,3.570
3,7:19,3,3,NOR 19,27,14,Robert Griffin III pass incomplete short left intended for Fred Davis,3.570,2.280
3,7:15,4,3,NOR 19,30,14,Billy Cundiff 37 yard field goal good,2.280,3.000
3,7:10,,,WAS 35,30,14,"Billy Cundiff kicks off 74 yards, returned by Darren Sproles for 29 yards (tackle by DeAngelo Hall). Penalty on Rafael Bush: Offensive Holding, 10 yards",0.000,-0.380
3,7:00,1,10,NOR 10,30,14,"Drew Brees pass incomplete intended for Marques Colston. Penalty on Madieu Williams: Defensive Pass Interference, 15 yards (no play)",-0.380,0.610
3,6:59,1,10,NOR 25,30,14,Pierre Thomas right tackle for 9 yards (tackle by Madieu Williams),0.610,0.000
3,6:22,,,,30,14,Timeout #1 by New Orleans Saints,0.000,1.280
3,6:22,2,1,NOR 34,30,14,Drew Brees pass incomplete short middle intended for Marques Colston,1.280,0.560
3,6:16,3,1,NOR 34,30,14,Mark Ingram right guard for 2 yards (tackle by Dejon Gomes and London Fletcher),0.560,1.330
3,5:45,1,10,NOR 36,30,14,Drew Brees pass complete short right to Devery Henderson for 11 yards (tackle by Madieu Williams),1.330,2.060
3,5:19,1,10,NOR 47,30,14,"Pierre Thomas left guard for no gain (tackle by Dejon Gomes). Penalty on Jed Collins: Offensive Holding, 10 yards (no play)",2.060,1.400
3,5:02,1,20,NOR 37,30,14,Drew Brees pass incomplete short left intended for Mark Ingram,1.400,0.170
3,4:57,2,20,NOR 37,30,14,"Drew Brees pass incomplete short left intended for Darren Sproles (defended by Ryan Kerrigan). Penalty on Jarvis Jenkins: Illegal Use of Hands, 5 yards (no play)",0.170,1.730
3,4:51,1,10,NOR 42,30,14,Pierre Thomas left tackle for -1 yards (tackle by DeAngelo Hall),1.730,1.050
3,4:11,2,11,NOR 41,30,14,Drew Brees pass complete deep right to Marques Colston for 25 yards (tackle by Josh Wilson),1.050,3.310
3,3:25,1,10,WAS 34,30,14,Drew Brees pass complete short right to Darren Sproles for 9 yards (tackle by London Fletcher),3.310,3.990
3,2:42,2,1,WAS 25,30,14,"Drew Brees pass incomplete deep middle intended for Lance Moore. Penalty on Dejon Gomes: Defensive Pass Interference, 17 yards (no play)",3.990,5.370
3,2:37,1,8,WAS 8,30,14,Drew Brees pass incomplete short left intended for Jimmy Graham (defended by Stephen Bowen),5.370,4.570
3,2:33,2,8,WAS 8,30,14,Drew Brees pass complete short right to David Thomas for 5 yards (tackle by Dejon Gomes),4.570,4.720
3,1:58,3,3,WAS 3,30,14,Drew Brees pass incomplete short right intended for Darren Sproles (defended by London Fletcher),4.720,3.040
3,1:54,4,3,WAS 3,30,17,Garrett Hartley 21 yard field goal good,3.040,3.000
3,1:50,,,NOR 35,30,17,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
3,1:50,1,10,WAS 20,30,17,Robert Griffin III pass incomplete short right intended for Aldrick Robinson (defended by Patrick Robinson),0.280,-0.270
3,1:43,2,10,WAS 20,30,17,Alfred Morris right end for 5 yards (tackle by David Hawthorne),-0.270,-0.300
3,1:12,3,5,WAS 25,30,17,Robert Griffin III pass incomplete short left intended for Aldrick Robinson,-0.300,-1.700
3,1:07,4,5,WAS 25,30,17,"Saverio Rocca punts 46 yards, fair catch by Darren Sproles. Penalty on NOR: Defensive 12 On-field, 5 yards (no play)",-1.700,0.940
3,1:00,1,10,WAS 30,30,17,Alfred Morris left end for 2 yards (tackle by Tom Johnson and Will Smith),0.940,0.660
3,0:18,2,8,WAS 32,30,17,Alfred Morris right end for 11 yards (tackle by Will Smith and Roman Harper),0.660,1.800
Quarter,Time,Down,ToGo,Location,WAS,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 43,30,17,"Penalty on Trent Williams: False Start, 5 yards (no play)",1.800,1.470
4,15:00,1,15,WAS 38,30,17,Alfred Morris left guard for 10 yards (tackle by Roman Harper),1.470,1.930
4,14:14,2,5,WAS 48,30,17,"Alfred Morris right end for 7 yards (tackle by Roman Harper). Penalty on Kory Lichtensteiger: Offensive Holding, 10 yards",1.930,1.520
4,13:50,2,8,WAS 45,30,17,Robert Griffin III pass complete short left to Roy Helu for 21 yards (tackle by Roman Harper),1.520,3.310
4,13:02,1,10,NOR 34,30,17,Alfred Morris right tackle for 1 yard (tackle by Cameron Jordan and Brodrick Bunkley),3.310,2.910
4,12:21,2,9,NOR 33,30,17,Alfred Morris left end for 1 yard (tackle by Curtis Lofton and David Hawthorne),2.910,2.350
4,11:36,3,8,NOR 32,30,17,"Robert Griffin III pass complete short right to Santana Moss for 1 yard (tackle by Junior Galette). Penalty on NOR: Defensive Offside, 5 yards (no play)",2.350,3.010
4,11:12,3,3,NOR 27,30,17,Robert Griffin III pass incomplete short right intended for Santana Moss,3.010,1.770
4,11:03,4,3,NOR 27,33,17,Billy Cundiff 45 yard field goal good,1.770,3.000
4,10:59,,,WAS 35,33,17,"Billy Cundiff kicks off 74 yards, returned by Darren Sproles for 48 yards (tackle by Richard Crawford)",0.000,1.530
4,10:52,1,10,NOR 39,33,17,Drew Brees pass incomplete short left intended for Joe Morgan,1.530,0.990
4,10:46,2,10,NOR 39,33,17,"Drew Brees pass incomplete short middle intended for Joe Morgan. Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",0.990,-0.360
4,10:41,2,20,NOR 29,33,17,Drew Brees sacked by Ryan Kerrigan for -6 yards,-0.360,-1.810
4,10:02,3,26,NOR 23,33,17,Drew Brees pass incomplete short left intended for Marques Colston (defended by Josh Wilson),-1.810,-1.830
4,9:55,4,26,NOR 23,33,17,"Thomas Morstead punts 57 yards, returned by Brandon Banks for 3 yards (tackle by Will Herring). Brandon Banks fumbles (forced by Will Herring), recovered by Brandon Banks at WAS-23",-1.830,-0.480
4,9:37,1,10,WAS 23,33,17,Alfred Morris right end for 2 yards (tackle by Cameron Jordan),0.480,0.200
4,8:53,2,8,WAS 25,33,17,Alfred Morris left guard for -1 yards (tackle by David Hawthorne),0.200,-0.630
4,8:14,3,9,WAS 24,33,17,Robert Griffin III pass complete short right to Santana Moss for 6 yards (tackle by Jerome Murphy),-0.630,-1.370
4,8:14,4,3,WAS 30,33,17,"Saverio Rocca punts 51 yards. Penalty on WAS: Ineligible Downfield Kick, 5 yards, Penalty on WAS: Illegal Touch Kick (Declined) (no play)",-1.370,-1.700
4,7:35,4,8,WAS 25,33,17,"Saverio Rocca punts 38 yards, returned by Darren Sproles for 5 yards (tackle by Reed Doughty)",-1.700,-1.730
4,7:23,1,10,NOR 42,33,17,Drew Brees pass complete short right to Lance Moore for 12 yards,1.730,2.520
4,7:07,1,10,WAS 46,33,17,Drew Brees pass complete short right to Marques Colston for 13 yards (tackle by DeAngelo Hall and Josh Wilson),2.520,3.380
4,6:41,1,10,WAS 33,33,17,Drew Brees pass incomplete short middle intended for Jimmy Graham (defended by Madieu Williams),3.380,2.840
4,6:37,2,10,WAS 33,33,17,Drew Brees pass incomplete deep right intended for Joe Morgan (defended by Cedric Griffin),2.840,2.150
4,6:30,3,10,WAS 33,33,17,Drew Brees pass incomplete short left intended for Lance Moore (defended by Brian Orakpo),2.150,1.150
4,6:25,4,10,WAS 33,33,23,"Drew Brees pass complete deep left to Lance Moore for 33 yards, touchdown",1.150,7.000
4,6:25,,,,33,25,"Two Point Attempt: Darren Sproles left guard, conversion succeeds",0.000,1.000
4,6:19,,,NOR 35,33,25,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
4,6:19,1,10,WAS 20,33,25,Robert Griffin III pass complete short middle to Aldrick Robinson for 13 yards (tackle by Malcolm Jenkins),0.280,1.140
4,5:42,1,10,WAS 33,33,25,Alfred Morris left tackle for 3 yards (tackle by Brodrick Bunkley),1.140,1.000
4,4:58,2,7,WAS 36,33,25,Robert Griffin III sacked by Patrick Robinson for -9 yards,1.000,-0.890
4,4:20,3,16,WAS 27,33,25,Robert Griffin III left end for 12 yards (tackle by Junior Galette),-0.890,-0.780
4,3:49,4,4,WAS 39,33,25,"Saverio Rocca punts 43 yards, returned by Darren Sproles for 9 yards (tackle by Reed Doughty)",-0.780,-0.740
4,3:39,1,10,NOR 27,33,25,Drew Brees pass incomplete deep middle intended for Lance Moore is intercepted by Dejon Gomes at WAS-48 and returned for 49 yards (tackle by Joe Morgan),0.740,-6.510
4,3:23,1,3,NOR 3,39,25,"Alfred Morris left tackle for 3 yards, touchdown",6.510,7.000
4,3:23,,,NOR 2,40,25,Billy Cundiff kicks extra point good,0.000,0.000
4,3:18,,,WAS 35,40,25,"Billy Cundiff kicks off 65 yards, touchback",0.000,0.280
4,3:18,1,10,NOR 20,40,25,Drew Brees pass complete short right to Jimmy Graham for 12 yards (tackle by Perry Riley),0.280,1.070
4,3:11,1,10,NOR 32,40,25,Drew Brees pass incomplete short left intended for Marques Colston (defended by Josh Wilson),1.070,0.530
4,3:09,2,10,NOR 32,40,25,Drew Brees pass complete short right to Lance Moore for 17 yards (tackle by Cedric Griffin),0.530,2.190
4,3:04,1,10,NOR 49,40,25,Drew Brees pass incomplete short left intended for Jimmy Graham,2.190,1.650
4,3:00,2,10,NOR 49,40,25,"Drew Brees pass incomplete short middle intended for Jimmy Graham. Penalty on Madieu Williams: Personal Foul, 15 yards (no play)",1.650,3.180
4,2:55,1,10,WAS 36,40,25,Drew Brees pass complete deep right to Lance Moore for 17 yards,3.180,4.310
4,2:47,1,10,WAS 19,40,25,Drew Brees pass complete short left to Darren Sproles for 17 yards (tackle by Josh Wilson),4.310,6.740
4,2:40,1,2,WAS 2,40,25,Drew Brees pass incomplete short left intended for Marques Colston (defended by Brian Orakpo),6.740,5.720
4,2:38,2,2,WAS 2,40,25,Drew Brees pass incomplete short left intended for Darren Sproles (defended by Brian Orakpo),5.720,4.950
4,2:34,3,2,WAS 2,40,25,Drew Brees pass incomplete short right intended for Jimmy Graham,4.950,3.250
4,2:29,4,2,WAS 2,40,31,"Drew Brees pass complete short left to Darren Sproles for 2 yards, touchdown",3.250,7.000
4,2:29,,,WAS 2,40,32,Garrett Hartley kicks extra point good,0.000,0.000
4,2:25,,,NOR 35,40,32,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
4,2:25,1,10,WAS 20,40,32,Alfred Morris left end for -3 yards (tackle by Will Smith and Roman Harper),0.280,0.000
4,2:22,,,,40,32,Timeout #2 by New Orleans Saints,0.000,-0.790
4,2:22,2,13,WAS 17,40,32,Robert Griffin III pass complete short middle to Logan Paulsen for 22 yards (tackle by Malcolm Jenkins and Will Herring),-0.790,0.000
4,2:13,,,,40,32,Timeout #3 by New Orleans Saints,0.000,1.530
4,2:13,1,10,WAS 39,40,32,Alfred Morris right end for no gain (tackle by Curtis Lofton and Cameron Jordan),1.530,0.990
4,2:00,2,10,WAS 39,40,32,Darrel Young right guard for 1 yard (tackle by Will Herring and Cameron Jordan),0.990,0.430
4,1:17,3,9,WAS 40,40,32,Alfred Morris right guard for 2 yards (tackle by Sedrick Ellis and Malcolm Jenkins),0.430,0.000
4,0:30,,,,40,32,Timeout #3 by Washington Redskins,0.000,-0.590
4,0:28,4,7,WAS 42,40,32,"Saverio Rocca punts 58 yards, touchback",-0.590,-0.280
4,0:22,1,10,NOR 20,40,32,Drew Brees pass complete short right to Lance Moore for 15 yards (tackle by Madieu Williams),0.280,1.270
4,0:16,1,10,NOR 35,40,32,Drew Brees pass complete deep middle to Lance Moore for 26 yards,1.270,2.980
4,0:02,1,10,WAS 39,40,32,Drew Brees spiked the ball,2.980,2.440
4,0:01,2,10,WAS 39,40,32,Drew Brees pass incomplete is intercepted by Reed Doughty at WAS-2 and returned for 1 yard (tackle by Joe Morgan),2.440,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
