Quarter,Time,Down,ToGo,Location,CHI,WAS,Detail,EPB,EPA
2,11:00,1,10,CHI 19,0,0,Thomas Jones for 7 yards (tackle by Warrick Holdman and Pierson Prioleau),0.150,0.610
2,10:22,2,3,CHI 26,0,0,Thomas Jones left guard for -2 yards (tackle by LaVar Arrington),0.610,-0.420
2,9:41,3,5,CHI 24,0,0,Kyle Orton pass incomplete intended for Muhsin Muhammad (defended by Omar Stoutmire),-0.420,-1.770
2,9:31,4,5,CHI 24,0,0,"Brad Maynard punts 41 yards, fair catch by Antonio Brown",-1.770,-1.270
2,9:23,1,10,WAS 35,0,0,Clinton Portis right tackle for no gain (tackle by Adewale Ogunleye),1.270,0.720
2,8:46,2,10,WAS 35,0,0,Mark Brunell pass incomplete intended for David Patten,0.720,0.040
2,8:43,3,10,WAS 35,0,0,"Mark Brunell pass incomplete intended for Santana Moss is intercepted by Nathan Vasher at CHI-27 and returned for 55 yards. Penalty on Michael Green: Defensive Pass Interfere, 36 yards (no play)",0.040,3.640
2,8:27,1,10,CHI 29,0,0,Mark Brunell pass incomplete intended for Santana Moss,3.640,3.100
2,8:21,2,10,CHI 29,0,0,Clinton Portis left end for 7 yards (tackle by Mike Brown),3.100,3.340
2,7:44,3,3,CHI 22,0,0,Mark Brunell pass incomplete intended for Chris Cooley (defended by Mike Brown),3.340,2.090
2,7:39,4,3,CHI 22,0,3,John Hall 40 yard field goal good,2.090,3.000
2,,,,WAS 30,0,3,"John Hall kicks off 64 yards, returned by Mark Bradley for 16 yards (tackle by Ade Jimoh)",0.000,0.410
2,7:30,1,10,CHI 22,0,3,Kyle Orton pass complete to Muhsin Muhammad for 8 yards (tackle by Sean Taylor),0.410,0.950
2,6:59,2,2,CHI 30,0,3,Thomas Jones left end for 3 yards (tackle by Phillip Daniels),0.950,1.140
2,6:19,1,10,CHI 33,0,3,"Kyle Orton pass complete to Thomas Jones for -2 yards (tackle by Walt Harris). Penalty on John Tait: Offensive Holding, 10 yards (no play)",1.140,0.480
2,5:59,1,20,CHI 23,0,3,"Thomas Jones left end for 7 yards (tackle by Sean Taylor). Penalty on Cornelius Griffin: Defensive Offside, 5 yards (no play)",0.480,0.810
2,5:32,1,15,CHI 28,0,3,Kyle Orton pass complete to Desmond Clark for 6 yards (tackle by Warrick Holdman and Shawn Springs),0.810,0.730
2,4:46,2,9,CHI 34,0,3,Kyle Orton pass complete to Thomas Jones for 7 yards (tackle by Pierson Prioleau),0.730,0.960
2,4:14,3,2,CHI 41,0,3,"Penalty on John Gilmore: False Start, 5 yards (no play)",0.960,0.300
2,3:51,3,7,CHI 36,0,3,"Kyle Orton sacked for -4 yards. Kyle Orton fumbles, recovered by Kyle Orton at CHI-35",0.300,-1.040
2,3:25,4,8,CHI 35,0,3,"Brad Maynard punts 37 yards, returned by Antonio Brown for no gain",-1.040,-0.810
2,3:17,1,10,WAS 28,0,3,Clinton Portis for 5 yards,0.810,0.940
2,2:51,2,5,WAS 33,0,3,Mark Brunell pass complete to David Patten for 7 yards (tackle by Brian Urlacher),0.940,1.600
2,2:12,1,10,WAS 40,0,3,Clinton Portis right tackle for 8 yards (tackle by Mike Brown),1.600,2.130
2,2:00,2,2,WAS 48,0,3,Mark Brunell pass complete to Chris Cooley for 23 yards (tackle by Chris Harris),2.130,3.640
2,1:53,1,10,CHI 29,0,3,Clinton Portis right guard for 4 yards (tackle by Charles Tillman),3.640,3.640
2,1:20,2,6,CHI 25,0,3,Mark Brunell pass incomplete intended for Santana Moss,3.640,2.940
2,1:12,3,6,CHI 25,0,3,Mark Brunell pass incomplete intended for Santana Moss,2.940,1.830
2,1:05,4,6,CHI 25,0,6,John Hall 43 yard field goal good,1.830,3.000
2,,,,WAS 30,0,6,"John Hall kicks off 66 yards, returned by Mark Bradley for 13 yards (tackle by Rock Cartwright)",0.000,-0.060
2,0:56,1,10,CHI 17,0,6,Kyle Orton pass complete to Muhsin Muhammad for 15 yards (tackle by Omar Stoutmire),-0.060,1.070
2,0:35,1,10,CHI 32,0,6,Kyle Orton pass incomplete intended for Desmond Clark (defended by Walt Harris),1.070,0.530
2,0:34,2,10,CHI 32,0,6,Kyle Orton pass incomplete intended for Muhsin Muhammad,0.530,-0.160
2,0:29,3,10,CHI 32,0,6,Thomas Jones right end for 1 yard (tackle by Lemar Marshall),-0.160,-1.180
2,0:23,,,,0,6,Timeout #2 by Washington Redskins,0.000,-1.180
2,0:23,4,9,CHI 33,0,6,"Brad Maynard punts 49 yards, fair catch by Antonio Brown",-1.180,-0.040
2,0:16,1,10,WAS 18,0,6,Ladell Betts left guard for 7 yards (tackle by Mike Brown),0.040,0.550
Quarter,Time,Down,ToGo,Location,CHI,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,0,6,"Doug Brien kicks off 66 yards, returned by Antonio Brown for 16 yards (tackle by Brendon Ayanbadejo). Antonio Brown fumbles (forced by Brendon Ayanbadejo), recovered by Joe Odom at WAS-23 (tackle by Ryan Boschetti)",0.000,-4.040
3,14:55,1,10,WAS 23,0,6,Thomas Jones left guard for 4 yards (tackle by Pierson Prioleau),4.040,4.050
3,14:21,2,6,WAS 19,0,6,Thomas Jones right end for 2 yards (tackle by Lemar Marshall),4.050,3.660
3,13:42,3,4,WAS 17,0,6,Kyle Orton pass complete to Muhsin Muhammad for 4 yards (tackle by Sean Taylor),3.660,4.710
3,13:03,1,10,WAS 13,0,6,Kyle Orton pass incomplete intended for Muhsin Muhammad,4.710,4.050
3,12:57,2,10,WAS 13,0,6,Thomas Jones right tackle for 2 yards (tackle by Marcus Washington),4.050,3.450
3,12:17,3,8,WAS 11,0,6,Kyle Orton pass complete to Justin Gage for 10 yards (tackle by Lemar Marshall),3.450,6.970
3,11:33,1,1,WAS 1,6,6,"Thomas Jones right end for 1 yard, touchdown",6.970,7.000
3,,,,WAS 2,7,6,Doug Brien kicks extra point good,0.000,0.000
3,,,,CHI 30,7,6,"Doug Brien kicks off 59 yards, returned by Ladell Betts for 25 yards (tackle by Chris Harris)",0.000,1.330
3,11:23,1,10,WAS 36,7,6,Mark Brunell pass complete to David Patten for 1 yard (tackle by Charles Tillman),1.330,0.930
3,10:49,2,9,WAS 37,7,6,Mark Brunell pass complete to James Thrash for 4 yards (tackle by Charles Tillman),0.930,0.760
3,10:09,3,5,WAS 41,7,6,Mark Brunell pass complete to James Thrash for 7 yards (tackle by Nathan Vasher),0.760,2.130
3,9:28,1,10,WAS 48,7,6,Mark Brunell pass incomplete intended for Robert Royal,2.130,1.580
3,9:23,2,10,WAS 48,7,6,Clinton Portis left guard for 9 yards (tackle by Mike Brown),1.580,2.080
3,8:48,3,1,CHI 43,7,6,Mark Brunell up the middle for no gain (tackle by Tommie Harris and Lance Briggs),2.080,0.400
3,8:24,4,1,CHI 43,7,6,Mark Brunell left guard for 1 yard (tackle by Michael Haynes),0.400,2.790
3,7:45,1,10,CHI 42,7,6,"Clinton Portis left guard for 12 yards (tackle by Charles Tillman). Clinton Portis fumbles (forced by Charles Tillman), recovered by Clinton Portis at CHI-30",2.790,3.580
3,7:04,1,10,CHI 30,7,6,Ladell Betts left guard for 10 yards (tackle by Michael Haynes and Todd Johnson),3.580,4.240
3,6:22,1,10,CHI 20,7,6,Ladell Betts right guard for 1 yard (tackle by Todd Johnson),4.240,3.820
3,5:47,2,9,CHI 19,7,6,Mark Brunell pass complete to Robert Royal for 11 yards (tackle by Mike Brown),3.820,5.370
3,5:06,1,8,CHI 8,7,6,Clinton Portis right guard for 3 yards (tackle by Todd Johnson and Ian Scott),5.370,5.150
3,4:26,2,5,CHI 5,7,6,Clinton Portis right guard for 2 yards (tackle by Adewale Ogunleye),5.150,4.720
3,3:44,3,3,CHI 3,7,6,Mark Brunell pass complete to Chris Cooley for 2 yards (tackle by Todd Johnson),4.720,3.550
3,2:57,4,1,CHI 1,7,9,John Hall 19 yard field goal good,3.550,3.000
3,,,,WAS 30,7,9,"John Hall kicks off 61 yards, returned by Mark Bradley for 18 yards (tackle by Shawn Springs). Penalty on Sean Taylor: Low Block, 15 yards",0.000,1.730
3,2:49,1,10,CHI 42,7,9,Kyle Orton pass complete to Desmond Clark for 10 yards (tackle by Marcus Washington),1.730,2.390
3,2:05,1,10,WAS 48,7,9,Thomas Jones left end for 3 yards (tackle by Cornelius Griffin),2.390,2.250
3,1:32,2,7,WAS 45,7,9,Kyle Orton pass complete to Marc Edwards for 1 yard (tackle by Sean Taylor),2.250,1.690
3,0:48,3,6,WAS 44,7,9,Kyle Orton pass complete to Mark Bradley for 22 yards (tackle by Sean Taylor),1.690,4.110
3,0:17,1,10,WAS 22,7,9,Kyle Orton pass incomplete intended for Muhsin Muhammad is intercepted by Lemar Marshall and returned for 7 yards,4.110,0.380
3,0:06,1,10,WAS 6,7,9,Clinton Portis right tackle for 41 yards (tackle by Todd Johnson),-0.380,2.060
Quarter,Time,Down,ToGo,Location,CHI,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 47,7,9,Ladell Betts right end for -2 yards (tackle by Brian Urlacher),2.060,1.250
4,14:17,2,12,WAS 45,7,9,Mark Brunell sacked by Brian Urlacher for -8 yards,1.250,-0.490
4,13:44,3,20,WAS 37,7,9,Ladell Betts right end for 4 yards (tackle by Adewale Ogunleye),-0.490,-0.650
4,12:58,4,16,WAS 41,7,9,"Andy Groom punts 38 yards, returned by Bernard Berrian for 4 yards (tackle by James Thrash). Penalty on Joe Odom: Running Into the Kicker (Declined)",-0.650,-0.610
4,12:48,1,10,CHI 25,7,9,Cedric Benson right end for 4 yards (tackle by Marcus Washington),0.610,0.600
4,12:17,2,6,CHI 29,7,9,Cedric Benson right guard for 2 yards (tackle by Lemar Marshall),0.600,0.170
4,11:38,3,4,CHI 31,7,9,Kyle Orton pass complete to Desmond Clark for 10 yards (tackle by Marcus Washington),0.170,1.660
4,10:56,1,10,CHI 41,7,9,Kyle Orton pass incomplete intended for Mark Bradley,1.660,1.120
4,10:46,,,,7,9,Timeout #1 by Chicago Bears,0.000,1.120
4,10:46,2,10,CHI 41,7,9,Kyle Orton pass complete to Muhsin Muhammad for 7 yards (tackle by Marcus Washington),1.120,1.360
4,10:02,3,3,CHI 48,7,9,Kyle Orton pass complete to Muhsin Muhammad for 5 yards (tackle by Walt Harris),1.360,2.460
4,9:26,1,10,WAS 47,7,9,Cedric Benson right end for 4 yards (tackle by Lemar Marshall),2.460,2.450
4,8:44,2,6,WAS 43,7,9,Kyle Orton pass complete to Bernard Berrian for 9 yards (tackle by Walt Harris),2.450,3.310
4,8:20,1,10,WAS 34,7,9,Thomas Jones up the middle for -3 yards (tackle by Shawn Springs),3.310,2.370
4,7:38,2,13,WAS 37,7,9,"Penalty on Fred Miller: False Start, 5 yards (no play)",2.370,1.690
4,7:15,2,18,WAS 42,7,9,"Penalty on John Tait: False Start, 5 yards (no play)",1.690,1.020
4,6:56,2,23,WAS 47,7,9,"Penalty on Olin Kreutz: False Start, 5 yards (no play)",1.020,0.340
4,6:37,2,28,CHI 48,7,9,Kyle Orton sacked by Demetric Evans for -10 yards,0.340,-1.620
4,6:01,3,38,CHI 38,7,9,Kyle Orton pass incomplete intended for Muhsin Muhammad,-1.620,-0.850
4,5:53,4,38,CHI 38,7,9,Brad Maynard punts 39 yards,-0.850,-0.480
4,5:42,1,10,WAS 23,7,9,Clinton Portis right tackle for 4 yards (tackle by Lance Briggs),0.480,0.470
4,5:01,2,6,WAS 27,7,9,Clinton Portis up the middle for 1 yard (tackle by Tank Johnson),0.470,-0.100
4,4:21,3,5,WAS 28,7,9,Mark Brunell pass complete to Santana Moss for 15 yards (tackle by Jerry Azumah),-0.100,1.800
4,3:37,1,10,WAS 43,7,9,Clinton Portis right guard for 6 yards (tackle by Brian Urlacher and Todd Johnson),1.800,2.060
4,2:53,2,4,WAS 49,7,9,Clinton Portis left tackle for 8 yards (tackle by Chris Harris),2.060,2.720
4,2:10,1,10,CHI 43,7,9,Ladell Betts right guard for 2 yards (tackle by Alex Brown),2.720,2.450
4,2:00,2,8,CHI 41,7,9,Ladell Betts right tackle for 1 yard (tackle by Ian Scott),2.450,1.880
4,1:55,,,,7,9,Timeout #2 by Chicago Bears,0.000,1.880
4,1:55,3,7,CHI 40,7,9,Ladell Betts right tackle for 1 yard (tackle by Adewale Ogunleye),1.880,0.660
4,1:51,,,,7,9,Timeout #3 by Chicago Bears,0.000,0.660
4,1:51,4,6,CHI 39,7,9,"Andy Groom punts 39 yards, touchback",0.660,-0.280
4,1:43,1,10,CHI 20,7,9,Kyle Orton pass incomplete intended for Mark Bradley (defended by Matt Bowen),0.280,-0.270
4,1:39,2,10,CHI 20,7,9,"Kyle Orton sacked by Cornelius Griffin for -5 yards. Kyle Orton fumbles (forced by Cornelius Griffin), recovered by Cornelius Griffin at CHI-15 (tackle by Terrence Metcalf)",-0.270,-4.580
4,1:32,1,10,CHI 15,7,9,Mark Brunell kneels for -1 yards,4.580,3.810
4,0:54,2,11,CHI 16,7,9,Mark Brunell kneels for -1 yards,3.810,2.980
4,0:25,3,12,CHI 17,7,9,Mark Brunell kneels for -1 yards,2.980,2.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
