Quarter,Time,Down,ToGo,Location,PHI,NYJ,Detail,EPB,EPA
1,2:06,1,10,PHI 49,3,0,Bilal Powell middle for 1 yard (tackle by Jordan Hicks),2.320,1.920
1,1:28,2,9,PHI 48,3,0,"Ryan Fitzpatrick pass complete short left to Brandon Marshall for -8 yards (tackle by Malcolm Jenkins). Brandon Marshall fumbles (forced by Malcolm Jenkins), ball out of bounds at NYJ-44",1.920,0.170
1,1:19,3,17,NYJ 44,3,0,Ryan Fitzpatrick pass complete short middle to Jeremy Kerley for 6 yards (tackle by Connor Barwin),0.170,-0.060
1,0:34,4,11,,3,0,"Ryan Quigley punts 41 yards, out of bounds",-0.060,0.380
1,0:34,1,10,PHI 9,3,0,Ryan Mathews left tackle for 5 yards (tackle by Marcus Gilchrist and Quinton Coples),-0.380,-0.390
1,0:10,2,5,PHI 14,3,0,Sam Bradford pass complete short left to Jordan Matthews for 8 yards (tackle by Buster Skrine),-0.390,0.410
Quarter,Time,Down,ToGo,Location,PHI,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 22,3,0,Sam Bradford pass complete short left to Zach Ertz for 9 yards (tackle by Demario Davis and David Harris),0.410,1.080
2,14:32,2,1,PHI 31,3,0,Darren Sproles right guard for -2 yards (tackle by Demario Davis),1.080,0.100
2,13:54,3,3,PHI 29,3,0,Sam Bradford pass incomplete short left intended for Miles Austin (defended by Antonio Cromartie),0.100,-1.440
2,13:50,4,3,PHI 29,3,0,"Donnie Jones punts 53 yards, returned by Jeremy Kerley for 15 yards (tackle by Jon Dorenbos)",-1.440,-1.140
2,13:38,1,10,NYJ 33,3,0,Zac Stacy middle for 2 yards (tackle by Walter Thurmond and Bennie Logan),1.140,0.860
2,12:55,2,8,NYJ 35,3,0,Ryan Fitzpatrick pass incomplete deep left intended for Devin Smith (defended by Nolan Carroll),0.860,0.170
2,12:48,3,8,NYJ 35,3,0,Ryan Fitzpatrick pass incomplete short right intended for Quincy Enunwa,0.170,-1.040
2,12:32,4,8,NYJ 35,9,0,"Ryan Quigley punts 54 yards, returned by Darren Sproles for 89 yards, touchdown",-1.040,-7.000
2,12:21,,,NYJ 35,10,0,Cody Parkey kicks extra point good,0.000,0.000
2,12:21,,,PHI 35,10,0,"Cody Parkey kicks off 57 yards, returned by Zac Stacy for 14 yards (tackle by Jerome Couplin)",0.000,-0.410
2,12:16,1,10,NYJ 22,10,0,Bilal Powell left end for 7 yards (tackle by Jordan Hicks),0.410,0.810
2,11:38,2,3,NYJ 29,10,0,Zac Stacy right guard for 1 yard (tackle by Brandon Bair),0.810,0.230
2,10:58,3,2,NYJ 30,10,0,Ryan Fitzpatrick pass incomplete short left intended for Jeremy Kerley,0.230,-1.370
2,10:54,4,2,NYJ 30,10,0,"Ryan Quigley punts 45 yards, fair catch by Darren Sproles",-1.370,-0.610
2,10:46,1,10,PHI 25,10,0,Ryan Mathews right tackle for 1 yard (tackle by Demario Davis and Damon Harrison),0.610,0.200
2,10:18,2,9,PHI 26,10,0,Sam Bradford pass incomplete short right intended for Ryan Mathews,0.200,-0.490
2,10:14,3,9,PHI 26,10,0,Sam Bradford pass incomplete short left intended for Miles Austin,-0.490,-1.630
2,10:03,4,9,PHI 26,10,0,"Donnie Jones punts 56 yards, returned by Jeremy Kerley for 9 yards (tackle by Barrett Jones)",-1.630,-0.740
2,9:58,1,10,NYJ 27,10,0,Ryan Fitzpatrick pass complete short left to Bilal Powell for no gain,0.740,0.200
2,9:12,2,10,NYJ 27,10,0,Ryan Fitzpatrick pass complete short left to Zac Stacy for 3 yards (tackle by Jordan Hicks),0.200,-0.100
2,8:30,3,7,NYJ 30,10,0,Ryan Fitzpatrick pass incomplete short right intended for Jeremy Kerley,-0.100,-1.370
,,,,,,,"NYJ challenged the incomplete pass ruling, and the play was upheld.",,
2,8:24,4,7,NYJ 30,10,0,"Ryan Quigley punts 45 yards, returned by Darren Sproles for no gain",-1.370,-0.610
2,8:16,1,10,PHI 25,10,0,Ryan Mathews right tackle for 11 yards (tackle by David Harris),0.610,1.330
2,7:49,1,10,PHI 36,10,0,Ryan Mathews left tackle for no gain (tackle by Muhammad Wilkerson and David Harris),1.330,0.790
2,7:16,2,10,PHI 36,10,0,Sam Bradford pass complete deep right to Zach Ertz for 21 yards (tackle by Demario Davis),0.790,2.720
2,6:37,1,10,NYJ 43,10,0,Darren Sproles left guard for 3 yards (tackle by Demario Davis and Muhammad Wilkerson),2.720,2.580
2,6:06,2,7,NYJ 40,10,0,Sam Bradford pass complete short left to Jordan Matthews for 5 yards (tackle by Demario Davis),2.580,2.540
2,5:42,3,2,NYJ 35,10,0,Darren Sproles right tackle for 12 yards (tackle by Lorenzo Mauldin),2.540,4.040
2,5:09,1,10,NYJ 23,10,0,Sam Bradford pass incomplete short left intended for Jordan Matthews,4.040,3.500
2,5:03,2,10,NYJ 23,16,0,"Sam Bradford pass complete short right to Ryan Mathews for 23 yards, touchdown",3.500,7.000
2,5:03,,,NYJ 23,17,0,Cody Parkey kicks extra point good,0.000,0.000
2,5:03,,,PHI 35,17,0,"Cody Parkey kicks off 68 yards, returned by Zac Stacy for 31 yards (tackle by Jerome Couplin)",0.000,-0.810
2,4:52,1,10,NYJ 28,17,0,"Ryan Fitzpatrick pass complete short right to Brandon Marshall for 15 yards (tackle by Malcolm Jenkins and Byron Maxwell). Brandon Marshall fumbles (forced by Malcolm Jenkins), recovered by Jordan Hicks at NYJ-47 and returned for 11 yards (tackle by Quincy Enunwa)",0.810,-3.180
2,4:38,1,10,NYJ 36,17,0,Sam Bradford pass incomplete deep left intended for Nelson Agholor,3.180,2.640
2,4:33,2,10,NYJ 36,17,0,"Sam Bradford pass complete short right to Darren Sproles for no gain. Penalty on Demario Davis: Unnecessary Roughness, 15 yards",2.640,4.170
2,4:10,1,10,NYJ 21,17,0,Darren Sproles middle for 3 yards (tackle by Muhammad Wilkerson),4.170,4.040
2,3:38,2,7,NYJ 18,17,0,Ryan Mathews left end for 9 yards (tackle by Marcus Gilchrist),4.040,5.140
2,3:12,1,9,NYJ 9,17,0,Ryan Mathews right end for 4 yards (tackle by Damon Harrison and Demario Davis),5.140,5.150
2,2:40,2,5,NYJ 5,17,0,Sam Bradford pass complete short right to Jordan Matthews for 4 yards (tackle by Buster Skrine),5.150,5.170
2,2:16,3,1,NYJ 1,23,0,"Darren Sproles left tackle for 1 yard, touchdown",5.170,7.000
2,2:16,,,NYJ 1,24,0,Cody Parkey kicks extra point good,0.000,0.000
2,2:16,,,PHI 35,24,0,"Cody Parkey kicks off 63 yards, returned by Zac Stacy for 19 yards (tackle by Jerome Couplin)",0.000,-0.340
2,2:06,1,10,NYJ 21,24,0,Ryan Fitzpatrick pass complete short middle to Quincy Enunwa for 6 yards (tackle by Jordan Hicks),0.340,0.610
2,1:59,2,4,NYJ 27,24,0,Bilal Powell middle for 10 yards (tackle by Brandon Graham and Jordan Hicks),0.610,1.400
2,1:36,1,10,NYJ 37,24,0,Bilal Powell right end for -2 yards (tackle by Vinny Curry),1.400,0.590
2,1:18,2,12,NYJ 35,24,0,Ryan Fitzpatrick pass complete deep middle to Quincy Enunwa for 26 yards (tackle by Byron Maxwell),0.590,2.980
2,0:53,1,10,PHI 39,24,0,Ryan Fitzpatrick sacked by Connor Barwin for -7 yards,2.980,2.980
2,0:45,1,10,PHI 39,24,0,Timeout #2 by New York Jets,2.980,1.500
2,0:45,2,17,PHI 46,24,0,Ryan Fitzpatrick pass complete short right to Devin Smith for 12 yards (tackle by Eric Rowe),1.500,2.410
2,0:23,3,5,PHI 34,24,0,Ryan Fitzpatrick pass complete deep left to Brandon Marshall for 18 yards (tackle by Malcolm Jenkins and Byron Maxwell),2.410,2.410
2,0:17,3,5,PHI 34,24,0,Timeout #3 by New York Jets,2.410,4.510
2,0:17,1,10,PHI 16,24,0,Ryan Fitzpatrick pass incomplete deep right intended for Devin Smith,4.510,3.900
2,0:12,2,10,PHI 16,24,6,"Ryan Fitzpatrick pass complete deep right to Brandon Marshall for 16 yards, touchdown",3.900,7.000
2,0:12,,,PHI 16,24,7,Nick Folk kicks extra point good,0.000,0.000
2,0:12,,,NYJ 35,24,7,"Nick Folk kicks off 52 yards, returned by Kenjon Barner for 10 yards (tackle by Erin Henderson)",0.000,-0.480
2,0:01,1,10,PHI 23,24,7,Sam Bradford kneels for -1 yards,0.480,-0.200
Quarter,Time,Down,ToGo,Location,PHI,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,24,7,"Nick Folk kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,PHI 20,24,7,"Sam Bradford pass incomplete deep right intended for Jordan Matthews (defended by Buster Skrine). Penalty on Buster Skrine: Defensive Pass Interference, 18 yards (no play)",0.280,1.470
3,14:56,1,10,PHI 38,24,7,Sam Bradford pass complete short left to Jordan Matthews for 10 yards (tackle by David Harris and Leonard Williams),1.470,2.130
3,14:21,1,10,PHI 48,24,7,Darren Sproles right end for no gain (tackle by Muhammad Wilkerson and Demario Davis),2.130,1.580
3,13:52,2,10,PHI 48,24,7,Sam Bradford sacked by Leonard Williams and Muhammad Wilkerson for -10 yards. Penalty on Lane Johnson: Illegal Formation (Declined),1.580,-0.430
3,13:31,3,20,PHI 38,24,7,Sam Bradford pass complete short left to Darren Sproles for 9 yards (tackle by David Harris),-0.430,-0.260
3,13:02,4,11,PHI 47,24,7,"Donnie Jones punts 41 yards, fair catch by Jeremy Kerley",-0.260,0.350
3,12:55,1,10,NYJ 12,24,7,Ryan Fitzpatrick pass complete deep right to Devin Smith for 16 yards (tackle by Byron Maxwell),-0.350,0.810
3,12:22,1,10,NYJ 28,24,7,Bilal Powell left end for -1 yards (tackle by Walter Thurmond),0.810,0.130
3,11:48,2,11,NYJ 27,24,7,Ryan Fitzpatrick pass complete short left to Brandon Marshall for 16 yards (tackle by Walter Thurmond),0.130,1.800
3,11:24,1,10,NYJ 43,24,7,Ryan Fitzpatrick pass incomplete short left intended for Jeff Cumberland (defended by Brandon Bair),1.800,1.250
3,11:17,2,10,NYJ 43,24,7,Ryan Fitzpatrick pass incomplete deep middle intended for Quincy Enunwa,1.250,0.560
3,11:12,3,10,NYJ 43,24,7,Ryan Fitzpatrick pass incomplete deep left intended for Devin Smith (defended by Eric Rowe),0.560,-0.520
3,11:06,4,10,NYJ 43,24,7,"Ryan Quigley punts 47 yards, returned by Darren Sproles for no gain",-0.520,0.380
3,10:59,1,10,PHI 10,24,7,Sam Bradford pass complete short left to Jordan Matthews for 5 yards (tackle by Buster Skrine),-0.380,-0.350
3,10:32,2,5,PHI 15,24,7,Sam Bradford pass incomplete short left intended for Jordan Matthews,-0.350,-0.840
3,10:27,3,5,PHI 15,24,7,Sam Bradford pass incomplete short left intended for Miles Austin,-0.840,-2.440
3,10:24,4,5,PHI 15,24,7,"Donnie Jones punts 53 yards, returned by Jeremy Kerley for 19 yards (tackle by Malcolm Jenkins)",-2.440,-2.320
3,10:13,1,10,PHI 49,24,7,Bilal Powell right tackle for 5 yards (tackle by Connor Barwin),2.320,2.460
3,9:42,2,5,PHI 44,24,7,"Penalty on Connor Barwin: Neutral Zone Infraction, 4 yards (no play)",2.460,3.000
3,9:29,2,1,PHI 40,24,7,Ryan Fitzpatrick pass incomplete deep left intended for Brandon Marshall (defended by Nolan Carroll),3.000,2.280
3,9:21,3,1,PHI 40,24,7,Ryan Fitzpatrick middle for 5 yards,2.280,3.250
3,8:42,1,10,PHI 35,24,7,Ryan Fitzpatrick pass complete short left to Bilal Powell for no gain,3.250,2.700
3,7:59,2,10,PHI 35,24,7,Ryan Fitzpatrick pass complete short left to Bilal Powell for 5 yards (tackle by Nolan Carroll and Fletcher Cox),2.700,2.680
3,7:17,3,5,PHI 30,24,7,Ryan Fitzpatrick pass incomplete deep left intended for Devin Smith is intercepted by Eric Rowe at PHI-0. Penalty on Breno Giacomini: Illegal Formation (Declined),2.680,-0.280
3,7:10,1,10,PHI 20,24,7,Ryan Mathews left end for 2 yards (tackle by David Harris),0.280,0.000
3,6:44,2,8,PHI 22,24,7,Ryan Mathews middle for no gain (tackle by David Harris and Calvin Pryor),0.000,-0.690
3,6:09,3,8,PHI 22,24,7,Sam Bradford pass incomplete short right intended for Darren Sproles,-0.690,-1.900
3,6:03,4,8,PHI 22,24,7,"Donnie Jones punts 56 yards, returned by Jeremy Kerley for 8 yards (tackle by E.J. Biggers)",-1.900,-0.940
3,5:54,1,10,NYJ 30,24,7,Ryan Fitzpatrick pass complete short left to Zac Stacy for -5 yards (tackle by Brandon Graham and Brandon Bair),0.940,-0.280
3,5:08,2,15,NYJ 25,24,7,Ryan Fitzpatrick pass incomplete short middle intended for Jeremy Kerley,-0.280,-0.960
3,5:04,3,15,NYJ 25,24,7,Ryan Fitzpatrick pass complete short middle to Jeremy Kerley for no gain,-0.960,-1.700
3,4:30,4,15,NYJ 25,24,7,"Ryan Quigley punts 45 yards, fair catch by Darren Sproles",-1.700,-0.940
3,4:23,1,10,PHI 30,24,7,Ryan Mathews right end for 6 yards (tackle by Demario Davis),0.940,1.200
3,3:53,2,4,PHI 36,24,7,Sam Bradford pass complete short right to Darren Sproles for 1 yard,1.200,0.630
3,3:22,3,3,PHI 37,24,7,Ryan Mathews left guard for -2 yards (tackle by Calvin Pryor and Muhammad Wilkerson),0.630,-1.040
3,2:55,4,5,PHI 35,24,7,"Donnie Jones punts 50 yards, returned by Jeremy Kerley for 4 yards (tackle by Malcolm Jenkins)",-1.040,-0.150
3,2:48,1,10,NYJ 19,24,7,Ryan Fitzpatrick pass complete short right to Devin Smith for 11 yards (tackle by Byron Maxwell),0.150,0.940
3,2:06,1,10,NYJ 30,24,7,Ryan Fitzpatrick pass incomplete deep middle intended for Devin Smith,0.940,0.390
3,1:58,2,10,NYJ 30,24,7,Bilal Powell left tackle for 4 yards (tackle by Fletcher Cox and Beau Allen),0.390,0.230
3,1:16,3,6,NYJ 34,24,7,Ryan Fitzpatrick pass complete short right to Brandon Marshall for 14 yards (tackle by Byron Maxwell),0.230,2.130
3,0:30,1,10,NYJ 48,24,7,Ryan Fitzpatrick pass incomplete short left intended for Jeff Cumberland,2.130,1.580
3,0:27,2,10,NYJ 48,24,7,Ryan Fitzpatrick left end for 5 yards (tackle by Brandon Bair),1.580,1.550
Quarter,Time,Down,ToGo,Location,PHI,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,PHI 47,24,7,"Ryan Fitzpatrick pass incomplete short right intended for Brandon Marshall. Penalty on Byron Maxwell: Defensive Holding, 5 yards (no play)",1.550,2.790
4,14:56,1,10,PHI 42,24,7,Bilal Powell right end for 3 yards (tackle by Malcolm Jenkins),2.790,2.650
4,14:15,2,7,PHI 39,24,7,Ryan Fitzpatrick pass complete short left to Jeff Cumberland for 5 yards (tackle by DeMeco Ryans),2.650,2.610
4,13:32,3,2,PHI 34,24,7,Ryan Fitzpatrick left tackle for 2 yards (tackle by Brandon Graham),2.610,3.450
4,12:58,1,10,PHI 32,24,7,"Penalty on D'Brickashaw Ferguson: False Start, 5 yards (no play)",3.450,3.120
4,12:40,1,15,PHI 37,24,7,Ryan Fitzpatrick pass incomplete short right intended for Jeremy Kerley,3.120,2.230
4,12:35,2,15,PHI 37,24,7,Ryan Fitzpatrick pass complete deep left to Brandon Marshall for 20 yards (tackle by Connor Barwin),2.230,4.440
4,11:49,1,10,PHI 17,24,7,Ryan Fitzpatrick pass complete short right to Quincy Enunwa for 7 yards (tackle by E.J. Biggers),4.440,5.100
4,11:07,2,3,PHI 10,24,7,Ryan Fitzpatrick pass complete short left to Brandon Marshall for 2 yards (tackle by Fletcher Cox and DeMeco Ryans),5.100,4.800
4,10:28,3,1,PHI 8,24,7,Ryan Fitzpatrick middle for 1 yard (tackle by Jordan Hicks),4.800,5.600
4,9:45,1,7,PHI 7,24,7,Ryan Fitzpatrick pass incomplete short middle intended for Brandon Marshall,5.600,4.760
4,9:41,2,7,PHI 7,24,13,"Ryan Fitzpatrick pass complete short right to Jeremy Kerley for 7 yards, touchdown",4.760,7.000
4,9:41,,,PHI 7,24,14,Nick Folk kicks extra point good,0.000,0.000
4,9:41,,,NYJ 35,24,14,"Nick Folk kicks off 65 yards, touchback",0.000,-0.280
4,9:37,1,10,PHI 20,24,14,Ryan Mathews left end for 13 yards (tackle by Antonio Cromartie),0.280,1.140
4,8:55,1,10,PHI 33,24,14,Ryan Mathews right end for 9 yards (tackle by Muhammad Wilkerson and Antonio Cromartie),1.140,1.810
4,8:11,2,1,PHI 42,24,14,Ryan Mathews middle for 2 yards (tackle by Leonard Williams and Damon Harrison),1.810,1.860
4,7:30,1,10,PHI 44,24,14,"Ryan Mathews left end for -3 yards (tackle by David Harris). Ryan Mathews fumbles (forced by David Harris), recovered by Demario Davis at PHI-41 (tackle by Allen Barbre). Penalty on Jason Kelce: Offensive Holding (Declined)",1.860,-2.850
4,7:23,1,10,PHI 41,24,14,Ryan Fitzpatrick pass complete short right to Bilal Powell for 11 yards (tackle by Jordan Hicks),2.850,3.580
4,6:37,1,10,PHI 30,24,14,Ryan Fitzpatrick pass incomplete short left intended for Jeremy Kerley,3.580,3.030
4,6:33,2,10,PHI 30,24,14,Ryan Fitzpatrick pass incomplete short right intended for Brandon Marshall is intercepted by Jordan Hicks at PHI-32,3.030,-1.070
4,6:28,1,10,PHI 32,24,14,Ryan Mathews left tackle for 4 yards (tackle by Muhammad Wilkerson and Demario Davis),1.070,1.070
4,5:44,2,6,PHI 36,24,14,Ryan Mathews right tackle for 1 yard (tackle by Muhammad Wilkerson),1.070,0.500
4,5:00,3,5,PHI 37,24,14,Sam Bradford pass incomplete deep right intended for Nelson Agholor,0.500,-0.910
4,4:55,4,5,PHI 37,24,14,"Donnie Jones punts 40 yards, returned by Jeremy Kerley for 8 yards (tackle by Seyi Ajirotutu)",-0.910,-1.000
4,4:48,1,10,NYJ 31,24,14,Ryan Fitzpatrick pass complete short right to Quincy Enunwa for 6 yards (tackle by Jordan Hicks),1.000,1.270
4,4:26,2,4,NYJ 37,24,14,Ryan Fitzpatrick pass incomplete short middle intended for Devin Smith,1.270,0.560
4,4:20,3,4,NYJ 37,24,14,Ryan Fitzpatrick pass complete short right to Brandon Marshall for 14 yards (tackle by Byron Maxwell). Penalty on Byron Maxwell: Defensive Holding (Declined),0.560,2.320
4,4:14,1,10,PHI 49,24,14,Ryan Fitzpatrick pass complete short left to Bilal Powell for 12 yards (tackle by Nolan Carroll and Walter Thurmond),2.320,3.120
4,3:37,1,10,PHI 37,24,14,Ryan Fitzpatrick pass incomplete short right intended for Quincy Enunwa (defended by Brandon Bair),3.120,2.570
4,3:33,2,10,PHI 37,24,14,Ryan Fitzpatrick pass incomplete deep left intended for Brandon Marshall is intercepted by Walter Thurmond at PHI-18,2.570,-0.040
4,3:28,1,10,PHI 18,24,14,Ryan Mathews left end for -1 yards (tackle by Leonard Williams),0.040,0.040
4,3:23,1,10,PHI 18,24,14,Timeout #1 by New York Jets,0.040,-0.650
4,3:23,2,11,PHI 17,24,14,Ryan Mathews middle for 6 yards (tackle by Quinton Coples),-0.650,-0.650
4,3:17,2,11,PHI 17,24,14,Timeout #2 by New York Jets,-0.650,-0.530
4,3:17,3,5,PHI 23,24,14,Darren Sproles right tackle for -3 yards (tackle by Muhammad Wilkerson),-0.530,-0.530
4,3:12,3,5,PHI 23,24,14,Timeout #3 by New York Jets,-0.530,-2.030
4,3:12,4,8,PHI 20,24,14,"Donnie Jones punts 37 yards, returned by Jeremy Kerley for 6 yards (tackle by Trey Burton)",-2.030,-2.190
4,3:02,1,10,NYJ 49,24,14,Ryan Fitzpatrick pass complete short middle to Bilal Powell for 13 yards (tackle by Najee Goode),2.190,3.050
4,2:53,1,10,PHI 38,24,14,Ryan Fitzpatrick pass incomplete short right intended for Quincy Enunwa,3.050,2.510
4,2:49,2,10,PHI 38,24,14,Ryan Fitzpatrick pass incomplete short left intended for Bilal Powell,2.510,1.820
4,2:44,3,10,PHI 38,24,14,Ryan Fitzpatrick pass complete short left to Bilal Powell for 3 yards (tackle by Najee Goode),1.820,0.970
4,2:38,4,7,PHI 35,24,17,Nick Folk 53 yard field goal good,0.970,3.000
4,2:38,,,NYJ 35,24,17,"Nick Folk kicks onside 12 yards, recovered by Seyi Ajirotutu and returned for -1 yards",0.000,-2.390
4,2:32,1,10,NYJ 48,24,17,Ryan Mathews left end for 2 yards (tackle by Calvin Pryor),2.390,2.120
4,2:00,2,8,NYJ 46,24,17,Ryan Mathews left end for 2 yards (tackle by Quinton Coples),2.120,2.120
4,1:14,2,8,NYJ 46,24,17,Timeout #1 by Philadelphia Eagles,2.120,1.690
4,1:14,3,6,NYJ 44,24,17,"Penalty on PHI: Illegal Substitution, 5 yards (no play)",1.690,1.030
4,1:14,3,11,NYJ 49,24,17,"Penalty on Zach Ertz: False Start, 5 yards (no play)",1.030,0.370
4,1:14,3,16,PHI 46,24,17,"Ryan Mathews middle for no gain (tackle by David Harris and Calvin Pryor). Penalty on Quinton Coples: Illegal Use of Hands, 5 yards",0.370,2.320
4,1:10,1,10,NYJ 49,24,17,Sam Bradford kneels for no gain,2.320,1.780
4,0:34,2,10,NYJ 49,24,17,Sam Bradford kneels for -1 yards,1.780,0.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
