Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
1,3:06,1,10,CLE 39,3,3,Josh Cribbs left end for 14 yards (tackle by Antonio Cromartie),1.530,2.460
1,2:25,1,10,NYJ 47,3,3,Peyton Hillis left tackle for 4 yards (tackle by Mike DeVito),2.460,2.450
1,1:41,2,6,NYJ 43,3,3,"Colt McCoy pass complete short right to Chansi Stuckey for 8 yards (tackle by Kyle Wilson). Penalty on Bart Scott: Roughing the Passer, 15 yards",2.450,4.240
1,1:41,1,10,NYJ 20,3,3,"Mohamed Massaquoi right end for 8 yards. Penalty on Peyton Hillis: Offensive Holding, 10 yards (no play)",4.240,3.580
1,1:41,1,20,NYJ 30,3,3,Colt McCoy pass complete short left to Ben Watson for 18 yards (tackle by Eric Smith),3.580,5.040
1,0:22,2,2,NYJ 12,3,9,"Peyton Hillis left tackle for 12 yards, touchdown",5.040,7.000
1,,,,NYJ 2,3,10,Phil Dawson kicks extra point good,0.000,0.000
1,,,,CLE 30,,,"Phil Dawson kicks off 65 yards, returned by Brad Smith for 19 yards",,
1,0:10,1,10,NYJ 24,3,10,Mark Sanchez pass complete deep right to Santonio Holmes for 16 yards (tackle by Joe Haden),0.540,1.600
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYJ 40,3,10,Shonn Greene left tackle for 2 yards (tackle by Ahtyba Rubin and Kenyon Coleman),1.600,1.320
2,14:32,2,8,NYJ 42,3,10,Mark Sanchez pass incomplete deep middle intended for Santonio Holmes,1.320,0.630
2,14:25,3,8,NYJ 42,3,10,Mark Sanchez pass complete short right to Braylon Edwards for 21 yards,0.630,3.120
2,13:55,1,10,CLE 37,3,10,Shonn Greene left guard for 7 yards (tackle by Eric Barton and T.J. Ward),3.120,3.520
2,13:24,2,3,CLE 30,3,10,Shonn Greene right tackle for 3 yards (tackle by Kenyon Coleman),3.520,3.780
2,12:43,1,10,CLE 27,3,10,Mark Sanchez pass complete short left to LaDainian Tomlinson for -7 yards (tackle by Chris Gocong),3.780,2.290
2,12:43,2,17,CLE 34,3,10,Brad Smith right guard for 9 yards (tackle by Scott Fujita),2.290,2.810
2,11:16,3,8,CLE 25,9,10,"Mark Sanchez pass complete deep middle to Jerricho Cotchery for 25 yards, touchdown",2.810,7.000
2,,,,CLE 2,10,10,Nick Folk kicks extra point good,0.000,0.000
2,,,,NYJ 30,10,10,"Nick Folk kicks off 52 yards, returned by Mike Bell for 11 yards (tackle by Jamaal Westerman)",0.000,0.870
2,11:03,1,10,CLE 29,10,10,Peyton Hillis left guard for 5 yards (tackle by Antonio Cromartie),0.870,1.000
2,10:25,2,5,CLE 34,10,10,Peyton Hillis right guard for 6 yards (tackle by Calvin Pace),1.000,1.600
2,9:45,1,10,CLE 40,10,10,Colt McCoy middle for 6 yards (tackle by David Harris),1.600,1.860
2,9:00,2,4,CLE 46,10,10,Colt McCoy pass complete short left to Peyton Hillis for 12 yards (tackle by Jim Leonhard),1.860,2.790
2,8:22,1,10,NYJ 42,10,10,Thomas Clayton right guard for no gain (tackle by Shaun Ellis and Mike DeVito),2.790,2.240
2,7:38,2,10,NYJ 42,10,10,Colt McCoy pass complete short right to Josh Cribbs for 37 yards (tackle by Eric Smith),2.240,6.060
2,6:48,1,5,NYJ 5,10,10,Peyton Hillis left guard for 2 yards (tackle by Calvin Pace and Jim Leonhard),6.060,5.530
2,6:07,2,3,NYJ 3,10,10,Colt McCoy pass complete short right to Peyton Hillis for -2 yards (tackle by James Ihedigbo and Mike DeVito),5.530,4.260
2,6:07,3,5,NYJ 5,10,10,Colt McCoy pass incomplete short right intended for Evan Moore,4.260,3.010
2,5:15,4,5,NYJ 5,10,13,Phil Dawson 23 yard field goal good,3.010,3.000
2,,,,CLE 30,10,13,"Phil Dawson kicks off 75 yards, touchback",0.000,0.280
2,5:13,1,10,NYJ 20,10,13,LaDainian Tomlinson right tackle for 5 yards (tackle by Brian Schaefering),0.280,0.410
2,4:38,2,5,NYJ 25,10,13,LaDainian Tomlinson right tackle for 4 yards (tackle by Joe Haden),0.410,0.230
2,3:57,3,1,NYJ 29,10,13,LaDainian Tomlinson right guard for 1 yard (tackle by Eric Wright and Ahtyba Rubin),0.230,0.940
2,3:12,1,10,NYJ 30,10,13,"Mark Sanchez pass incomplete short left intended for Dustin Keller. Penalty on Scott Fujita: Illegal Contact, 5 yards (no play)",0.940,1.270
2,3:06,1,10,NYJ 35,10,13,Brad Smith middle for 4 yards (tackle by Derreck Robinson and T.J. Ward),1.270,1.260
2,2:31,2,6,NYJ 39,10,13,"Mark Sanchez pass incomplete deep left intended for Santonio Holmes. Penalty on Eric Wright: Defensive Pass Interfere, 27 yards (no play)",1.260,3.310
2,2:23,1,10,CLE 34,10,13,Shonn Greene left guard for 9 yards (tackle by David Bowens),3.310,3.990
2,2:00,2,1,CLE 25,10,13,Shonn Greene left tackle for 3 yards (tackle by Chris Gocong),3.990,4.110
2,1:55,1,10,CLE 22,10,13,Shonn Greene left guard for 5 yards (tackle by Kenyon Coleman),4.110,4.290
2,1:16,2,5,CLE 17,10,13,Mark Sanchez pass complete short right to Shonn Greene for 12 yards (tackle by Abram Elam),4.290,6.060
2,0:43,1,5,CLE 5,10,13,LaDainian Tomlinson right guard for 4 yards (tackle by Derreck Robinson and T.J. Ward),6.060,5.910
2,0:35,,,,10,13,Timeout #1 by New York Jets,0.000,5.910
2,0:35,2,1,CLE 1,10,13,Mark Sanchez pass incomplete short right intended for LaDainian Tomlinson,5.910,5.170
2,0:29,,,,10,13,Timeout #2 by New York Jets,0.000,0.000
2,0:29,,,,10,13,Timeout #1 by Cleveland Browns,0.000,5.170
2,0:23,3,1,CLE 1,16,13,"Mark Sanchez middle for 1 yard, touchdown",5.170,7.000
2,,,,CLE 2,17,13,Nick Folk kicks extra point good,0.000,0.000
2,,,,NYJ 30,17,13,"Nick Folk kicks off 59 yards, returned by Joe Haden for 37 yards (tackle by Eric Smith). Penalty on Jason Trusnik: Offensive Holding, 10 yards",0.000,0.280
2,0:23,1,10,CLE 20,17,13,Colt McCoy kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,17,13,"Phil Dawson kicks off 48 yards, returned by Dwight Lowery for 12 yards (tackle by Marcus Benard)",0.000,1.200
3,14:54,1,10,NYJ 34,17,13,LaDainian Tomlinson left tackle for no gain (tackle by Kenyon Coleman and Matt Roth),1.200,0.660
3,14:14,2,10,NYJ 34,17,13,"Mark Sanchez middle for 5 yards (tackle by Kenyon Coleman). Penalty on D'Brickashaw Ferguson: Offensive Holding, 10 yards (no play)",0.660,-0.690
3,13:44,2,20,NYJ 24,17,13,Mark Sanchez pass complete deep left to Braylon Edwards for 22 yards (tackle by Eric Wright and David Bowens),-0.690,1.990
3,12:58,1,10,NYJ 46,17,13,LaDainian Tomlinson left tackle for 3 yards (tackle by David Bowens),1.990,1.860
3,12:18,2,7,NYJ 49,17,13,Mark Sanchez pass incomplete short middle intended for Dustin Keller,1.860,1.160
3,12:11,3,7,NYJ 49,17,13,Shonn Greene right guard for 10 yards (tackle by Mike Adams),1.160,2.850
3,11:36,1,10,CLE 41,17,13,LaDainian Tomlinson right guard for 6 yards (tackle by T.J. Ward and Ahtyba Rubin),2.850,3.120
3,10:57,2,4,CLE 35,17,13,LaDainian Tomlinson right guard for 2 yards (tackle by Eric Barton),3.120,2.680
3,10:16,3,2,CLE 33,17,13,Shonn Greene right tackle for 3 yards (tackle by Chris Gocong and Derreck Robinson),2.680,3.580
3,9:36,1,10,CLE 30,17,13,Mark Sanchez pass incomplete deep right intended for LaDainian Tomlinson (defended by Joe Haden),3.580,3.030
3,9:30,2,10,CLE 30,17,13,Mark Sanchez pass incomplete deep right intended for Braylon Edwards,3.030,2.340
3,9:25,3,10,CLE 30,17,13,Mark Sanchez pass complete short middle to Santonio Holmes for 9 yards (tackle by Joe Haden),2.340,2.210
3,8:50,4,1,CLE 21,17,13,Shonn Greene right guard for 1 yard (tackle by Matt Roth),2.210,4.240
3,8:07,1,10,CLE 20,17,13,Brad Smith right guard for 6 yards (tackle by Ahtyba Rubin and David Bowens),4.240,4.640
3,7:27,2,4,CLE 14,17,13,Mark Sanchez pass incomplete short left intended for Santonio Holmes,4.640,3.890
3,7:25,3,4,CLE 14,17,13,Mark Sanchez pass complete short left to Shonn Greene for 7 yards (tackle by Eric Wright),3.890,5.600
3,6:42,1,7,CLE 7,17,13,"Penalty on Matt Slauson: False Start, 5 yards (no play)",5.600,4.640
3,6:30,1,12,CLE 12,17,13,Shonn Greene right guard for -2 yards (tackle by Eric Barton and Chris Gocong),4.640,3.580
3,5:45,2,14,CLE 14,17,13,Mark Sanchez pass complete short right to Santonio Holmes for 8 yards (tackle by Abram Elam),3.580,4.040
3,5:03,3,6,CLE 6,17,13,Mark Sanchez pass incomplete short middle intended for Dustin Keller (defended by T.J. Ward),4.040,2.990
3,4:59,4,6,CLE 6,17,13,Nick Folk 24 yard field goal no good,2.990,-0.280
3,4:56,1,10,CLE 20,17,13,Peyton Hillis left guard for 2 yards (tackle by Mike DeVito),0.280,0.000
3,4:17,2,8,CLE 22,17,13,Colt McCoy pass incomplete short left intended for Peyton Hillis,0.000,-0.690
3,4:11,3,8,CLE 22,17,13,Colt McCoy pass incomplete short right intended for Ben Watson,-0.690,-1.900
3,4:05,4,8,CLE 22,17,13,"Reggie Hodges punts 39 yards, fair catch by Jim Leonhard",-1.900,-1.530
3,3:59,1,10,NYJ 39,17,13,Mark Sanchez for 3 yards,1.530,1.390
3,3:28,2,7,NYJ 42,17,13,Brad Smith left end for 16 yards (tackle by Abram Elam),1.390,2.790
3,2:38,1,10,CLE 42,17,13,LaDainian Tomlinson right guard for 2 yards (tackle by Kenyon Coleman),2.790,2.510
3,1:59,2,8,CLE 40,17,13,Mark Sanchez pass incomplete short right intended for Dustin Keller,2.510,1.820
3,1:54,3,8,CLE 40,17,13,Mark Sanchez sacked by Mike Adams for -10 yards,1.820,-0.060
3,1:29,4,18,,17,13,"Steve Weatherford punts 36 yards, fair catch by Chansi Stuckey. Penalty on NYJ: Offensive 12 On-field, 5 yards",-0.060,-0.150
3,1:24,1,10,CLE 19,17,13,Colt McCoy pass complete short right to Peyton Hillis for 11 yards (tackle by Bart Scott),0.150,0.940
3,0:55,1,10,CLE 30,17,13,Peyton Hillis left guard for -5 yards (tackle by Mike DeVito),0.940,-0.280
3,0:14,2,15,CLE 25,17,13,Peyton Hillis left guard for 3 yards (tackle by David Harris and Calvin Pace),-0.280,-0.560
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,12,CLE 28,17,13,Colt McCoy sacked by James Ihedigbo for -6 yards,-0.560,-1.900
4,14:19,4,18,CLE 22,17,13,"Reggie Hodges punts 50 yards, returned by Kyle Wilson for 18 yards (tackle by Titus Brown)",-1.900,-1.990
4,14:19,1,10,NYJ 46,17,13,Shonn Greene left guard for 1 yard (tackle by Ahtyba Rubin),1.990,1.590
4,13:44,2,9,NYJ 47,17,13,Shonn Greene left guard for 1 yard (tackle by Matt Roth),1.590,1.030
4,13:02,3,8,NYJ 48,17,13,Mark Sanchez sacked by Marcus Benard for -5 yards,1.030,-0.520
4,12:34,4,13,NYJ 43,17,13,Steve Weatherford punts 43 yards,-0.520,0.280
4,12:28,1,10,CLE 14,17,13,Colt McCoy sacked by Calvin Pace for 0 yards,-0.280,-0.750
4,12:01,2,10,CLE 14,17,13,Peyton Hillis right guard for 5 yards (tackle by Shaun Ellis and Mike DeVito),-0.750,-0.800
4,11:16,3,5,CLE 19,17,13,Colt McCoy pass complete short left to Chansi Stuckey for 4 yards (tackle by Kyle Wilson),-0.800,-1.830
4,10:35,4,1,CLE 23,17,13,Reggie Hodges punts 40 yards,-1.830,-1.400
4,10:27,1,10,NYJ 37,17,13,Mark Sanchez pass complete short left to Tony Richardson for 14 yards (tackle by Matt Roth),1.400,2.320
4,9:49,1,10,CLE 49,17,13,LaDainian Tomlinson middle for 2 yards (tackle by Brian Schaefering),2.320,2.050
4,9:11,2,8,CLE 47,17,13,Mark Sanchez pass complete short right to LaDainian Tomlinson for 7 yards (tackle by David Bowens),2.050,2.280
4,8:27,3,1,CLE 40,17,13,Shonn Greene left tackle for 1 yard (tackle by T.J. Ward),2.280,2.980
4,7:44,1,10,CLE 39,17,13,Mark Sanchez pass incomplete short middle intended for Jerricho Cotchery (defended by Chris Gocong),2.980,2.440
4,7:38,2,10,CLE 39,17,13,"Brad Smith right end for 25 yards. Penalty on Braylon Edwards: Offensive Holding, 10 yards (no play)",2.440,1.090
4,7:17,2,20,CLE 49,17,13,Mark Sanchez pass complete short right to LaDainian Tomlinson for 14 yards (tackle by Eric Barton),1.090,2.280
4,6:31,3,6,CLE 35,17,13,Mark Sanchez pass complete short right to Jerricho Cotchery for 8 yards (tackle by Joe Haden),2.280,3.780
4,5:46,1,10,CLE 27,17,13,Shonn Greene right guard for 3 yards (tackle by Brian Schaefering),3.780,3.640
4,5:01,2,7,CLE 24,17,13,Mark Sanchez pass complete short right to Braylon Edwards for 10 yards (tackle by Joe Haden),3.640,4.650
4,4:17,1,10,CLE 14,17,13,LaDainian Tomlinson right end for 1 yard (tackle by Jason Trusnik),4.650,4.160
4,3:33,2,9,CLE 13,17,13,Shonn Greene left guard for 6 yards (tackle by T.J. Ward and Ahtyba Rubin),4.160,4.500
4,2:50,3,3,CLE 7,17,13,Mark Sanchez pass incomplete short left intended for Santonio Holmes (defended by Abram Elam),4.500,2.990
4,2:45,4,3,CLE 7,20,13,Nick Folk 25 yard field goal good,2.990,3.000
4,,,,NYJ 30,20,13,"Nick Folk kicks off 61 yards, returned by Joe Haden for 32 yards (tackle by Jim Leonhard)",0.000,1.660
4,2:35,1,10,CLE 41,20,13,Colt McCoy pass incomplete short left intended for Mohamed Massaquoi,1.660,1.120
4,2:29,2,10,CLE 41,20,13,Colt McCoy pass complete short middle to Ben Watson for 9 yards (tackle by Bart Scott and Brodney Pool),1.120,1.620
4,2:29,3,1,,20,13,Colt McCoy middle for 1 yard (tackle by Jason Taylor),1.620,2.320
4,2:00,1,10,NYJ 49,20,13,Colt McCoy pass incomplete short middle intended for Ben Watson,2.320,1.780
4,1:56,2,10,NYJ 49,20,13,Colt McCoy pass complete short middle to Ben Watson for 11 yards (tackle by David Harris),1.780,3.050
4,1:34,1,10,NYJ 38,20,13,Colt McCoy pass incomplete short right intended for Chansi Stuckey,3.050,2.510
4,1:34,2,10,NYJ 38,20,13,Colt McCoy pass incomplete deep right intended for Evan Moore,2.510,1.820
4,1:30,,,,20,13,Timeout #1 by New York Jets,0.000,1.820
4,1:30,3,10,NYJ 38,20,13,Colt McCoy pass complete deep right to Ben Watson for 17 yards,1.820,4.170
4,1:01,1,10,NYJ 21,20,13,Colt McCoy pass complete short right to Evan Moore for 18 yards (tackle by Darrelle Revis),4.170,6.510
4,0:48,,,,20,13,Timeout #1 by Cleveland Browns,0.000,6.510
4,0:48,1,3,NYJ 3,20,19,"Colt McCoy pass complete short left to Mohamed Massaquoi for 3 yards, touchdown",6.510,7.000
4,,,,NYJ 2,20,20,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 30,20,20,"Phil Dawson kicks off 71 yards, returned by Brad Smith for 31 yards (tackle by Joe Haden)",0.000,0.940
4,0:35,1,10,NYJ 30,20,20,Mark Sanchez pass incomplete short right intended for Dustin Keller,0.940,0.390
4,0:32,2,10,NYJ 30,20,20,LaDainian Tomlinson right tackle for 5 yards (tackle by Matt Roth),0.390,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
,,,,,,,"Jets won the coin toss, Jets to receive the overtime kickoff.",,
OT,,,,CLE 30,20,20,"Phil Dawson kicks off 72 yards, returned by Brad Smith for 19 yards (tackle by Titus Brown)",0.000,-0.060
OT,14:55,1,10,NYJ 17,20,20,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 11 yards (tackle by David Bowens),-0.060,0.810
OT,14:19,1,10,NYJ 28,20,20,LaDainian Tomlinson right guard for 5 yards (tackle by Brian Schaefering and Ahtyba Rubin),0.810,0.940
OT,13:47,2,5,NYJ 33,20,20,LaDainian Tomlinson left tackle for -1 yards (tackle by Eric Barton),0.940,0.100
OT,13:05,3,6,NYJ 32,20,20,Mark Sanchez pass incomplete short right intended for Dustin Keller,0.100,-1.240
OT,12:58,4,6,NYJ 32,20,20,"Steve Weatherford punts 37 yards, returned by Chansi Stuckey for 5 yards (tackle by Brad Smith)",-1.240,-1.330
OT,12:47,1,10,CLE 36,20,20,Peyton Hillis right guard for 4 yards (tackle by Shaun Ellis),1.330,1.330
OT,12:10,2,6,CLE 40,20,20,Colt McCoy pass complete short right to Chansi Stuckey for 5 yards (tackle by David Harris),1.330,1.290
,,,,,,,"Replay Assistant challenged the first down ruling, and the original play was overturned.",,
OT,12:10,3,1,CLE 45,20,20,Peyton Hillis right tackle for 3 yards,1.290,2.130
OT,11:03,1,10,CLE 48,20,20,Colt McCoy pass incomplete short middle intended for Ben Watson,2.130,1.580
OT,10:58,2,10,CLE 48,20,20,Peyton Hillis left tackle for 6 yards (tackle by Antonio Cromartie and David Harris),1.580,1.680
OT,10:14,3,4,NYJ 46,20,20,"Colt McCoy pass complete short right to Chansi Stuckey for 10 yards (tackle by Drew Coleman). Chansi Stuckey fumbles (forced by Drew Coleman), recovered by Antonio Cromartie at NYJ-36",1.680,-1.330
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",,
OT,10:04,1,10,NYJ 36,20,20,Mark Sanchez pass complete short left to LaDainian Tomlinson for 7 yards (tackle by David Bowens),1.330,1.740
OT,10:04,2,3,NYJ 43,20,20,"Penalty on Dustin Keller: False Start, 5 yards (no play)",1.740,1.060
OT,9:14,2,8,NYJ 38,20,20,Shonn Greene left guard for -1 yards (tackle by Matt Roth and Eric Wright),1.060,0.230
OT,8:29,3,9,NYJ 37,20,20,Mark Sanchez pass complete short middle to Jerricho Cotchery for 10 yards (tackle by Eric Wright),0.230,2.060
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
OT,7:51,1,10,NYJ 47,20,20,Shonn Greene left tackle for 6 yards (tackle by Kenyon Coleman and Brian Schaefering),2.060,2.330
OT,7:14,2,4,CLE 47,20,20,Shonn Greene left guard for 9 yards (tackle by Eric Wright),2.330,3.050
OT,6:29,1,10,CLE 38,20,20,Shonn Greene right guard for no gain (tackle by David Bowens),3.050,2.510
OT,5:49,2,10,CLE 38,20,20,Mark Sanchez pass complete short left to Shonn Greene for 3 yards (tackle by Chris Gocong and Eric Barton),2.510,2.210
OT,5:16,,,,20,20,Timeout #1 by New York Jets,0.000,2.210
OT,5:16,3,7,CLE 35,20,20,Mark Sanchez pass complete short left to Brad Smith for 6 yards,2.210,1.620
OT,4:56,4,1,CLE 29,20,20,Nick Folk 47 yard field goal no good,1.620,-1.400
OT,4:51,1,10,CLE 37,20,20,Peyton Hillis right tackle for 2 yards (tackle by David Harris),1.400,1.130
OT,4:06,2,8,CLE 39,20,20,Colt McCoy pass complete short right to Mohamed Massaquoi for 5 yards (tackle by Drew Coleman),1.130,1.090
OT,3:24,3,3,CLE 44,20,20,Colt McCoy pass incomplete deep right intended for Mohamed Massaquoi,1.090,-0.460
OT,3:18,4,3,CLE 44,20,20,Reggie Hodges punts 47 yards,-0.460,0.380
OT,3:06,1,10,NYJ 9,20,20,LaDainian Tomlinson right guard for 4 yards (tackle by Marcus Benard),-0.380,-0.480
OT,2:43,2,6,NYJ 13,20,20,Mark Sanchez pass complete short right to LaDainian Tomlinson for 21 yards (tackle by Joe Haden),-0.480,1.200
OT,2:33,1,10,NYJ 34,20,20,Mark Sanchez pass incomplete short right intended for LaDainian Tomlinson,1.200,0.660
OT,2:29,2,10,NYJ 34,20,20,Mark Sanchez pass complete deep middle to Dustin Keller for 16 yards (tackle by Raymond Ventrone),0.660,2.260
OT,2:00,1,10,,20,20,Mark Sanchez pass complete short left to Santonio Holmes for 6 yards (tackle by Eric Wright),2.260,2.520
OT,1:56,2,4,CLE 44,20,20,"LaDainian Tomlinson right guard for 8 yards (tackle by David Bowens). Penalty on Brandon Moore: Offensive Holding, 10 yards (no play)",2.520,1.170
OT,1:52,2,14,NYJ 46,20,20,Mark Sanchez pass incomplete deep left intended for Dustin Keller,1.170,0.500
OT,1:46,3,14,NYJ 46,20,20,Mark Sanchez pass incomplete deep right intended for Braylon Edwards is intercepted by Joe Haden at CLE-3,0.500,0.380
OT,1:35,1,10,CLE 3,20,20,Colt McCoy pass incomplete deep middle intended for Ben Watson,-0.380,-0.780
OT,1:30,2,10,CLE 3,20,20,Peyton Hillis right tackle for 2 yards (tackle by Calvin Pace),-0.780,-1.190
OT,0:41,,,,20,20,Timeout #1 by Cleveland Browns,0.000,-1.190
OT,0:41,3,8,CLE 5,20,20,Colt McCoy sacked by Jason Taylor and Shaun Ellis for -3 yards,-1.190,-2.490
OT,0:35,,,,20,20,Timeout #2 by New York Jets,0.000,-2.490
OT,0:35,4,11,CLE 2,20,20,"Reggie Hodges punts 53 yards, returned by Jim Leonhard for 18 yards (tackle by Titus Brown)",-2.490,-3.120
OT,0:24,1,10,CLE 37,26,20,"Mark Sanchez pass complete short left to Santonio Holmes for 37 yards, touchdown",3.120,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
