Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
1,9:28,2,6,GNB 49,14,0,Brett Favre sacked by LeRoy Hill for 0 yards,1.920,1.220
1,8:43,3,6,GNB 49,14,0,Brett Favre pass complete short left to James Jones for 31 yards (tackle by Deon Grant),1.220,4.240
1,7:56,1,10,SEA 20,14,0,Brett Favre pass complete short middle to Donald Lee for 5 yards (tackle by LeRoy Hill),4.240,4.450
1,7:13,2,5,SEA 15,14,6,"Brett Favre pass complete short left to Greg Jennings for 15 yards, touchdown",4.450,7.000
1,,,,SEA 2,14,7,Mason Crosby kicks extra point good,0.000,0.000
1,,,,GNB 30,14,7,"Mason Crosby kicks off 65 yards, returned by Nate Burleson for 26 yards (tackle by Brandon Jackson)",0.000,1.000
1,7:02,1,10,SEA 31,14,7,Matt Hasselbeck pass incomplete short left intended for Nate Burleson,1.000,0.460
1,6:57,2,10,SEA 31,14,7,Matt Hasselbeck pass incomplete short left intended for Bobby Engram,0.460,-0.230
1,6:54,3,10,SEA 31,14,7,"Matt Hasselbeck left end for 1 yard (tackle by Al Harris). Penalty on Brady Poppinga: Defensive Offside, 5 yards (no play)",-0.230,0.430
1,6:25,3,5,SEA 36,14,7,Matt Hasselbeck sacked by Cullen Jenkins for -10 yards,0.430,-1.630
1,6:03,4,15,SEA 26,14,7,Ryan Plackemeier punts 38 yards,-1.630,-1.330
1,5:52,1,10,GNB 36,14,7,Brett Favre pass complete short left to Donald Driver for 3 yards (tackle by Brian Russell),1.330,1.200
1,5:10,2,7,GNB 39,14,7,Brett Favre pass incomplete short right intended for James Jones,1.200,0.500
1,5:04,,,,14,7,Timeout #1 by Green Bay Packers,0.000,0.500
1,5:04,3,7,GNB 39,14,7,Brett Favre pass complete short middle to Bubba Franks for 7 yards (tackle by LeRoy Hill),0.500,1.990
,,,,,,,"GNB challenged the first down ruling, and the original play was overturned.",,
1,4:28,1,10,GNB 46,14,7,Ryan Grant left end for 7 yards (tackle by Kelly Jennings and Howard Green),1.990,2.400
1,3:44,2,3,SEA 47,14,7,Brett Favre pass complete short right to Greg Jennings for 5 yards (tackle by Marcus Trufant),2.400,2.790
1,3:01,1,10,SEA 42,14,7,Ryan Grant up the middle for 26 yards (tackle by Jordan Babineaux),2.790,4.510
1,2:25,1,10,SEA 16,14,7,Ryan Grant right end for 15 yards (tackle by LeRoy Hill),4.510,6.970
1,1:46,1,1,SEA 1,14,7,Ryan Grant right tackle for no gain (tackle by LeRoy Hill),6.970,5.910
1,1:06,2,1,SEA 1,14,13,"Ryan Grant left tackle for 1 yard, touchdown",5.910,7.000
1,,,,SEA 2,14,14,Mason Crosby kicks extra point good,0.000,0.000
1,,,,GNB 30,14,14,"Mason Crosby kicks off 61 yards, returned by Nate Burleson for 15 yards (tackle by Aaron Rouse)",0.000,0.540
1,0:57,1,10,SEA 24,14,14,Maurice Morris left guard for 1 yard (tackle by Nick Barnett),0.540,0.130
1,0:20,2,9,SEA 25,14,14,"Maurice Morris right tackle for 7 yards (tackle by Atari Bigby). Penalty on Rob Sims: Offensive Holding, 10 yards (no play)",0.130,-1.350
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,19,SEA 15,14,14,"Matt Hasselbeck pass complete short right to Marcus Pollard for 3 yards (tackle by Atari Bigby). Marcus Pollard fumbles (forced by Atari Bigby), recovered by Aaron Kampman at SEA-18 (tackle by Chris Gray)",-1.350,-4.370
2,14:54,1,10,SEA 18,14,14,Brett Favre pass complete short left to Ryan Grant for 11 yards (tackle by Darryl Tapp),4.370,5.600
2,14:09,1,7,SEA 7,14,14,Ryan Grant left tackle for 5 yards (tackle by Rocky Bernard and Julian Peterson),5.600,5.720
2,13:27,,,,14,14,Timeout #1 by Seattle Seahawks,0.000,5.720
2,13:27,2,2,SEA 2,14,20,"Brett Favre pass complete short right to Greg Jennings for 2 yards, touchdown",5.720,7.000
2,,,,SEA 2,14,21,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,14,21,"Mason Crosby kicks off 58 yards, returned by Nate Burleson for 15 yards (tackle by Korey Hall)",0.000,0.740
2,13:15,1,10,SEA 27,14,21,Shaun Alexander right end for no gain (tackle by Ryan Pickett),0.740,0.200
2,12:40,2,10,SEA 27,14,21,Matt Hasselbeck pass complete short right to Bobby Engram for 9 yards (tackle by Atari Bigby),0.200,0.700
2,11:57,3,1,SEA 36,14,21,"Matt Hasselbeck for no gain. Matt Hasselbeck fumbles, recovered by Matt Hasselbeck at SEA-36",0.700,-0.980
2,11:05,4,1,SEA 36,14,21,"Ryan Plackemeier punts 34 yards. Penalty on Brandon Jackson: Roughing the Kicker, 16 yards (no play)",-0.980,2.390
2,10:52,1,10,GNB 48,14,21,Matt Hasselbeck pass complete short left to Shaun Alexander for 4 yards (tackle by Cullen Jenkins),2.390,2.390
2,10:11,2,6,GNB 44,14,21,Matt Hasselbeck pass complete short right to Nate Burleson for 20 yards (tackle by Nick Barnett),2.390,3.970
2,9:29,1,10,GNB 24,14,21,Matt Hasselbeck pass incomplete deep left intended for Marcus Pollard,3.970,3.430
2,9:23,2,10,GNB 24,14,21,Matt Hasselbeck pass complete short right to Bobby Engram for 11 yards (tackle by Justin Harrell),3.430,4.710
2,8:45,1,10,GNB 13,14,21,Shaun Alexander right end for 4 yards (tackle by Nick Barnett and Atari Bigby),4.710,4.770
2,8:06,2,6,GNB 9,14,21,Shaun Alexander up the middle for -1 yards (tackle by Corey Williams),4.770,3.650
2,7:27,3,7,GNB 10,14,21,Matt Hasselbeck pass incomplete short left intended for D.J. Hackett,3.650,2.760
2,7:22,4,7,GNB 10,17,21,Josh Brown 29 yard field goal good,2.760,3.000
2,,,,SEA 30,17,21,"Josh Brown kicks off 64 yards, returned by Tramon Williams for 24 yards (tackle by Kevin Bentley)",0.000,0.940
2,7:12,1,10,GNB 30,17,21,Ryan Grant left end for 8 yards (tackle by Kelly Jennings),0.940,1.470
2,6:53,2,2,GNB 38,17,21,Ryan Grant right guard for 3 yards (tackle by Howard Green),1.470,1.660
2,6:12,1,10,GNB 41,17,21,Brett Favre pass incomplete short left intended for Greg Jennings,1.660,1.120
2,6:08,2,10,GNB 41,17,21,Ryan Grant left tackle for 3 yards (tackle by LeRoy Hill),1.120,0.830
2,5:26,3,7,GNB 44,17,21,Brett Favre pass complete short left to Greg Jennings for 11 yards (tackle by Kelly Jennings),0.830,2.590
2,4:46,1,10,SEA 45,17,21,Brandon Jackson left guard for 6 yards (tackle by Deon Grant and Lofa Tatupu),2.590,2.850
2,4:09,2,4,SEA 39,17,21,Brett Favre pass complete short right to Donald Driver for 11 yards (tackle by Deon Grant),2.850,3.710
2,3:26,1,10,SEA 28,17,21,Brett Favre pass complete short left to Donald Driver for 4 yards (tackle by Julian Peterson),3.710,3.710
2,2:41,2,6,SEA 24,17,21,Brett Favre pass incomplete deep right intended for Donald Driver,3.710,3.010
2,2:35,3,6,SEA 24,17,21,Brett Favre pass complete short left to James Jones for 8 yards (tackle by Lofa Tatupu),3.010,4.510
2,2:00,1,10,SEA 16,17,21,Ryan Grant left tackle for 2 yards (tackle by LeRoy Hill),4.510,4.210
2,1:24,2,8,SEA 14,17,21,Brett Favre pass incomplete short right intended for Greg Jennings,4.210,3.370
2,1:19,3,8,SEA 14,17,21,Brett Favre pass complete short right to Donald Lee for 11 yards (tackle by Brian Russell),3.370,6.510
2,0:30,1,3,SEA 3,17,27,"Ryan Grant left tackle for 3 yards, touchdown",6.510,7.000
2,,,,SEA 2,17,28,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,17,28,"Mason Crosby kicks off 52 yards, returned by Josh Wilson for -1 yards (tackle by Vernand Morency)",0.000,-0.060
2,0:15,1,10,SEA 17,17,28,Matt Hasselbeck kneels for -1 yards,-0.060,-0.730
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,17,28,"Mason Crosby kicks off 62 yards, returned by Nate Burleson for 16 yards (tackle by Tracy White)",0.000,0.540
3,14:54,1,10,SEA 24,17,28,Matt Hasselbeck pass incomplete short middle intended for Bobby Engram,0.540,0.000
3,14:50,2,10,SEA 24,17,28,Matt Hasselbeck pass complete short right to Bobby Engram for 4 yards (tackle by Nick Collins),0.000,-0.160
3,14:12,3,6,SEA 28,17,28,Matt Hasselbeck pass incomplete deep left intended for Nate Burleson (defended by Al Harris),-0.160,-1.500
3,14:05,4,6,SEA 28,17,28,"Ryan Plackemeier punts 40 yards, returned by Tramon Williams for 2 yards (tackle by Lance Laury)",-1.500,-1.200
3,13:54,1,10,GNB 34,17,28,Ryan Grant right end for 6 yards (tackle by Brandon Mebane and Jordan Babineaux),1.200,1.470
3,13:15,2,4,GNB 40,17,28,Ryan Grant left end for no gain (tackle by Lofa Tatupu),1.470,0.760
3,12:32,3,4,GNB 40,17,28,Brett Favre pass complete short right to Greg Jennings for 24 yards (tackle by Deon Grant),0.760,3.180
3,11:46,1,10,SEA 36,17,28,Ryan Grant up the middle for 24 yards (tackle by Brian Russell),3.180,4.780
3,11:14,1,10,SEA 12,17,28,Ryan Grant right end for -1 yards (tackle by Lofa Tatupu),4.780,3.940
3,10:32,2,11,SEA 13,17,34,"Brett Favre pass complete short right to Brandon Jackson for 13 yards, touchdown",3.940,7.000
3,,,,SEA 2,17,35,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,17,35,"Mason Crosby kicks off 62 yards, returned by Nate Burleson for 13 yards (tackle by Brandon Jackson)",0.000,0.340
3,10:18,1,10,SEA 21,17,35,Shaun Alexander left tackle for 6 yards (tackle by Nick Collins),0.340,0.610
3,9:44,2,4,SEA 27,17,35,Matt Hasselbeck pass incomplete short middle intended for Leonard Weaver (defended by Nick Barnett),0.610,-0.100
3,9:40,3,4,SEA 27,17,35,Matt Hasselbeck pass complete short right to D.J. Hackett for 8 yards (tackle by Tramon Williams),-0.100,1.270
3,9:02,1,10,SEA 35,17,35,"Matt Hasselbeck pass complete deep middle to Ben Obomanu for 21 yards (tackle by Tramon Williams). Penalty on Charles Woodson: Defensive Holding (Declined), Penalty on Al Harris: Defensive Holding (Declined)",1.270,2.650
3,8:40,1,10,GNB 44,17,35,"Matt Hasselbeck pass complete short right to Nate Burleson for 2 yards (tackle by Tramon Williams). Penalty on Bobby Engram: Offensive Holding, 10 yards",2.650,2.130
3,8:19,1,18,SEA 48,17,35,Shaun Alexander left tackle for -1 yards (tackle by Ryan Pickett),2.130,0.900
3,7:42,2,19,SEA 47,17,35,Matt Hasselbeck pass complete short middle to Shaun Alexander for 9 yards (tackle by Atari Bigby),0.900,1.420
3,6:59,3,10,GNB 44,17,35,Matt Hasselbeck pass complete deep left to Bobby Engram for 22 yards (tackle by Al Harris),1.420,4.110
3,6:09,1,10,GNB 22,17,35,"Shaun Alexander right end for 3 yards (tackle by Ryan Pickett and Aaron Kampman). Penalty on GNB: Defensive 12 On-field, 5 yards (no play)",4.110,4.970
3,5:40,1,5,GNB 17,17,35,Matt Hasselbeck pass complete short right to Ben Obomanu for 4 yards (tackle by Al Harris),4.970,5.060
3,4:59,2,1,GNB 13,17,35,Leonard Weaver up the middle for 2 yards (tackle by Ryan Pickett),5.060,4.840
3,4:19,1,10,GNB 11,17,35,Maurice Morris up the middle for -2 yards (tackle by Justin Harrell),4.840,3.830
3,3:41,2,12,GNB 13,17,35,Matt Hasselbeck pass incomplete short right intended for Marcus Pollard,3.830,3.080
3,3:36,3,12,GNB 13,17,35,Matt Hasselbeck pass complete short left to Nate Burleson for 4 yards (tackle by Al Harris),3.080,2.830
3,2:50,4,8,GNB 9,20,35,Josh Brown 27 yard field goal good,2.830,3.000
3,,,,SEA 30,20,35,"Josh Brown kicks off 63 yards, returned by Tramon Williams for 28 yards (tackle by Kevin Bentley)",0.000,1.270
3,2:36,1,10,GNB 35,20,35,Brett Favre pass complete short left to James Jones for 3 yards (tackle by Darryl Tapp),1.270,1.130
3,1:51,2,7,GNB 38,20,35,Ryan Grant right tackle for 4 yards (tackle by LeRoy Hill),1.130,0.960
3,1:06,3,3,GNB 42,20,35,Ryan Grant left end for 43 yards (tackle by Jordan Babineaux),0.960,4.580
3,0:21,1,10,SEA 15,20,35,Brandon Jackson right end for 10 yards (tackle by Julian Peterson and Darryl Tapp),4.580,6.060
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,5,SEA 5,20,35,Ryan Grant left end for -1 yards (tackle by Brandon Mebane),6.060,4.950
4,14:20,2,6,SEA 6,20,35,"Brett Favre pass incomplete short right intended for Donald Lee. Penalty on LeRoy Hill: Roughing the Passer, 3 yards (no play)",4.950,6.510
4,14:13,1,3,SEA 3,20,35,Ryan Grant left end for 2 yards (tackle by Brian Russell and Lofa Tatupu),6.510,5.910
4,13:30,2,1,SEA 1,20,41,"Ryan Grant right end for 1 yard, touchdown",5.910,7.000
4,,,,SEA 2,20,42,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,20,42,"Mason Crosby kicks off 61 yards, returned by Nate Burleson for 21 yards (tackle by Korey Hall)",0.000,0.940
4,13:21,1,10,SEA 30,20,42,Shaun Alexander right guard for 9 yards (tackle by Charles Woodson),0.940,1.610
4,12:43,2,1,SEA 39,20,42,Matt Hasselbeck pass incomplete short right intended for Bobby Engram,1.610,0.890
4,12:38,3,1,SEA 39,20,42,Matt Hasselbeck pass incomplete deep right intended for Nate Burleson (defended by Tramon Williams),0.890,-0.780
4,12:34,4,1,SEA 39,20,42,"Ryan Plackemeier punts 49 yards. Penalty on SEA: Illegal Formation, 5 yards",-0.780,0.060
4,12:21,1,10,GNB 17,20,42,Ryan Grant left tackle for 28 yards (tackle by Marcus Trufant),-0.060,1.930
4,11:32,1,10,GNB 45,20,42,Ryan Grant left tackle for 1 yard (tackle by Craig Terrill),1.930,1.520
4,10:47,2,9,GNB 46,20,42,Ryan Grant left end for 3 yards (tackle by Brandon Mebane and LeRoy Hill),1.520,1.220
4,10:01,3,6,GNB 49,20,42,Ryan Grant right end for no gain (tackle by Rocky Bernard),1.220,-0.130
4,9:20,4,6,GNB 49,20,42,Jon Ryan punts 29 yards,-0.130,-0.410
4,9:11,1,10,SEA 22,20,42,Matt Hasselbeck pass complete deep right to Ben Obomanu for 22 yards (tackle by Nick Collins),0.410,1.860
4,8:51,1,10,SEA 44,20,42,"Maurice Morris right end for no gain (tackle by Corey Williams). Penalty on Corey Williams: Face Mask (15 Yards), 15 yards",1.860,2.850
4,8:31,1,10,GNB 41,20,42,Matt Hasselbeck pass incomplete short left intended for Leonard Weaver,2.850,2.310
4,8:20,2,10,GNB 41,20,42,Matt Hasselbeck pass incomplete deep left intended for Bobby Engram (defended by Charles Woodson),2.310,1.620
4,8:14,3,10,GNB 41,20,42,Matt Hasselbeck pass incomplete short middle intended for Ben Obomanu (defended by Al Harris),1.620,0.530
4,8:09,4,10,GNB 41,20,42,Matt Hasselbeck pass incomplete deep middle intended for Marcus Pollard,0.530,-1.600
4,8:03,1,10,GNB 40,20,42,Brandon Jackson left end for 18 yards (tackle by Darryl Tapp),1.600,2.790
4,7:12,1,10,SEA 42,20,42,Brandon Jackson up the middle for no gain (tackle by LeRoy Hill),2.790,2.240
4,6:26,2,10,SEA 42,20,42,Brandon Jackson up the middle for -1 yards (tackle by Craig Terrill and Julian Peterson),2.240,1.420
4,5:40,3,11,SEA 43,20,42,Brett Favre pass incomplete deep left intended for Ruvell Martin (defended by Brian Russell),1.420,0.400
4,5:35,4,11,SEA 43,20,42,"Jon Ryan punts 43 yards, touchback",0.400,-0.280
4,5:26,1,10,SEA 20,20,42,Matt Hasselbeck sacked by Kabeer Gbaja-Biamila and Cullen Jenkins for -12 yards,0.280,-1.660
4,4:49,2,22,SEA 8,20,42,Leonard Weaver left tackle for -3 yards (tackle by Kabeer Gbaja-Biamila),-1.660,-3.180
4,4:10,3,25,SEA 5,20,42,Matt Hasselbeck pass complete short middle to Bobby Engram for 10 yards (tackle by Charles Woodson),-3.180,-2.440
4,3:34,4,15,SEA 15,20,42,Ryan Plackemeier punts 34 yards,-2.440,-2.320
4,3:22,1,10,SEA 49,20,42,Brandon Jackson right tackle for no gain (tackle by Lofa Tatupu),2.320,1.780
4,2:39,2,10,SEA 49,20,42,Brandon Jackson right end for 4 yards (tackle by Julian Peterson),1.780,1.620
4,2:00,3,6,SEA 45,20,42,Brandon Jackson left end for -3 yards (tackle by Lofa Tatupu),1.620,0.070
4,1:17,4,9,SEA 48,20,42,Jon Ryan punts 33 yards,0.070,0.220
4,1:09,1,10,SEA 15,20,42,Leonard Weaver left tackle for 5 yards (tackle by Justin Harrell and Jason Hunter),-0.220,0.080
4,0:44,2,5,SEA 20,20,42,Leonard Weaver right tackle for 6 yards (tackle by Brady Poppinga),0.080,0.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
