0,1
Officials,Officials
Referee,Brad Rogers
Umpire,Carl Paganelli
Down Judge,Kent Payne
Line Judge,Tom Eaton
Back Judge,Greg Steed
Side Judge,Dominique Pender
Field Judge,Aaron Santi
