Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA
2,14:19,2,6,BAL 24,3,16,Ray Rice right guard for 1 yard (tackle by Jared Crick),0.270,-0.300
2,13:53,3,5,BAL 25,3,16,Joe Flacco pass incomplete short left intended for Anquan Boldin (defended by Brice McCain),-0.300,-1.700
2,13:48,4,5,BAL 25,3,16,"Sam Koch punts 48 yards, returned by Keshawn Martin for no gain. Keshawn Martin fumbles (forced by Corey Graham), recovered by Keshawn Martin at HOU-25",-1.700,-0.610
2,13:37,1,10,HOU 25,3,16,Ben Tate right end for 3 yards (tackle by Ed Reed),0.610,0.470
2,13:03,2,7,HOU 28,3,16,Matt Schaub pass complete short right to Andre Johnson for 9 yards (tackle by Jimmy Smith),0.470,1.400
2,12:29,1,10,HOU 37,3,16,Matt Schaub pass complete short left to Kevin Walter for 7 yards (tackle by Cary Williams),1.400,1.800
2,11:51,2,3,HOU 44,3,16,"Arian Foster left guard for no gain (tackle by Bernard Pollard). Penalty on James Casey: Offensive Holding, 10 yards (no play)",1.800,0.450
2,11:28,2,13,HOU 34,3,16,Matt Schaub pass complete short left to Arian Foster for 5 yards (tackle by Cary Williams),0.450,0.430
2,10:53,3,8,HOU 39,3,16,Matt Schaub pass complete short middle to Andre Johnson for 7 yards (tackle by Dannell Ellerbe),0.430,-0.320
2,10:25,4,1,HOU 46,3,16,"Donnie Jones punts 38 yards, returned by Ed Reed for 1 yard (tackle by Troy Nolan)",-0.320,0.060
2,10:14,1,10,BAL 17,3,16,Joe Flacco pass incomplete deep middle intended for Torrey Smith,-0.060,0.000
2,10:06,,,,3,16,Timeout #1 by Houston Texans,0.000,-0.580
2,10:06,2,10,BAL 17,3,16,Joe Flacco pass incomplete short right intended for Torrey Smith,-0.580,-1.250
2,10:02,3,10,BAL 17,3,16,Joe Flacco pass complete short middle to Ray Rice for 7 yards (tackle by Connor Barwin),-1.250,-1.770
2,9:24,4,3,BAL 24,3,16,"Sam Koch punts 51 yards, returned by Keshawn Martin for 2 yards (tackle by Albert McClellan). Penalty on Dennis Pitta: Face Mask (15 Yards), 15 yards",-1.770,-1.730
2,9:12,1,10,HOU 42,3,16,Matt Schaub pass complete short middle to Andre Johnson for 13 yards (tackle by Bernard Pollard),1.730,2.590
2,8:36,1,10,BAL 45,3,16,Arian Foster left guard for 1 yard (tackle by Arthur Jones and Albert McClellan),2.590,2.180
2,8:02,2,9,BAL 44,3,16,Matt Schaub pass complete deep middle to Garrett Graham for 20 yards (tackle by Bernard Pollard),2.180,3.970
2,7:22,1,10,BAL 24,3,16,Arian Foster left tackle for 9 yards (tackle by Bernard Pollard and Ed Reed),3.970,4.850
2,6:43,2,1,BAL 15,3,16,Arian Foster left tackle for 14 yards (tackle by Ed Reed),4.850,6.970
2,6:03,1,1,BAL 1,3,22,"Matt Schaub pass complete short middle to Owen Daniels for 1 yard, touchdown",6.970,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,6:03,,,BAL 2,3,23,Shayne Graham kicks extra point good,0.000,0.000
2,5:58,,,HOU 35,3,23,"Shayne Graham kicks off 66 yards, returned by Jacoby Jones for 21 yards (tackle by Bryan Braman). Penalty on Christian Thompson: Unnecessary Roughness, 10 yards",0.000,-0.380
2,5:58,1,10,BAL 10,3,23,Joe Flacco pass incomplete short right intended for Anquan Boldin (defended by Connor Barwin),-0.380,-0.780
2,5:58,2,10,BAL 10,3,23,Joe Flacco pass incomplete short left intended for Ed Dickson,-0.780,-1.420
2,5:42,3,10,BAL 10,3,23,Joe Flacco pass incomplete deep right intended for Anquan Boldin,-1.420,-2.490
2,5:36,4,10,BAL 10,3,23,"Sam Koch punts 51 yards, returned by Keshawn Martin for 7 yards (tackle by Corey Graham)",-2.490,-1.990
2,5:25,1,10,HOU 46,3,23,Matt Schaub pass complete short left to Andre Johnson for 14 yards (tackle by Ed Reed),1.990,2.920
2,4:56,1,10,BAL 40,3,23,Ben Tate left tackle for 7 yards (tackle by Dannell Ellerbe),2.920,3.320
2,4:20,2,3,BAL 33,3,23,Ben Tate up the middle for 2 yards (tackle by Deangelo Tyson and Terrence Cody),3.320,2.870
2,3:39,3,1,BAL 31,3,23,Matt Schaub pass complete short left to Owen Daniels for 8 yards (tackle by Bernard Pollard),2.870,4.040
2,3:08,1,10,BAL 23,3,23,Matt Schaub pass incomplete short right intended for James Casey (defended by Terrell Suggs),4.040,3.500
2,3:04,2,10,BAL 23,3,23,Arian Foster right guard for 2 yards (tackle by Dannell Ellerbe),3.500,3.070
2,2:25,3,8,BAL 21,3,23,Matt Schaub pass complete short middle to Owen Daniels for 7 yards (tackle by Dannell Ellerbe),3.070,2.660
2,2:00,4,1,BAL 14,3,26,Shayne Graham 33 yard field goal good,2.660,3.000
2,1:57,,,HOU 35,3,26,"Shayne Graham kicks off 66 yards, returned by Jacoby Jones for 45 yards (tackle by Whitney Mercilus)",0.000,1.860
2,1:47,1,10,BAL 44,3,26,Joe Flacco pass complete short right to Dennis Pitta for 7 yards (tackle by Glover Quin),1.860,2.260
2,1:21,2,3,HOU 49,3,26,Joe Flacco pass complete short right to Dennis Pitta for 5 yards (tackle by Glover Quin),2.260,2.650
2,1:21,1,10,HOU 44,3,26,Joe Flacco pass complete short right to Jacoby Jones for 8 yards (tackle by Glover Quin),2.650,3.190
2,1:17,2,2,HOU 36,3,26,Joe Flacco pass incomplete short right intended for Ed Dickson (defended by Glover Quin),3.190,2.480
2,1:13,3,2,HOU 36,3,26,Joe Flacco pass incomplete short middle intended for Torrey Smith is intercepted by Glover Quin at HOU-31,2.480,-1.000
2,1:06,1,10,HOU 31,3,26,Matt Schaub pass incomplete short middle intended for Andre Johnson (defended by Paul Kruger),1.000,0.460
2,1:02,2,10,HOU 31,3,26,Matt Schaub pass incomplete short right intended for Keshawn Martin,0.460,0.000
2,0:59,,,,3,26,Timeout #2 by Baltimore Ravens,0.000,-0.230
2,0:59,3,10,HOU 31,3,26,Matt Schaub pass complete short right to Owen Daniels for 17 yards (tackle by Jimmy Smith),-0.230,2.130
2,0:52,1,10,HOU 48,3,26,Matt Schaub pass complete deep middle to Owen Daniels for 19 yards (tackle by Bernard Pollard). Penalty on Terrell Suggs: Defensive Offside (Declined),2.130,3.380
2,0:52,1,10,BAL 33,3,26,Matt Schaub pass complete short left to Owen Daniels for 6 yards (tackle by Dannell Ellerbe),3.380,0.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:38,,,,3,26,Timeout #2 by Houston Texans,0.000,3.650
2,0:38,2,4,BAL 27,3,26,Matt Schaub pass incomplete deep left intended for Kevin Walter,3.650,2.940
2,0:33,3,4,BAL 27,3,26,"Matt Schaub pass incomplete short middle intended for Kevin Walter. Penalty on Cary Williams: Defensive Holding, 5 yards (no play)",2.940,4.110
2,0:29,1,10,BAL 22,3,26,Matt Schaub pass incomplete short middle intended for Owen Daniels,4.110,3.560
2,0:25,2,10,BAL 22,3,26,Matt Schaub pass incomplete short middle intended for James Casey,3.560,2.870
2,0:21,3,10,BAL 22,3,26,"Matt Schaub pass incomplete deep middle intended for Owen Daniels. Penalty on Bernard Pollard: Unnecessary Roughness, 11 yards",2.870,4.840
2,0:16,1,10,BAL 11,3,26,Matt Schaub pass incomplete short middle intended for Keshawn Martin,4.840,4.140
2,0:12,2,10,BAL 11,3,26,Matt Schaub pass incomplete short middle intended for Arian Foster (defended by Jameel McClain),4.140,3.130
2,0:06,3,10,BAL 11,3,29,Shayne Graham 29 yard field goal good,3.130,3.000
2,0:03,,,HOU 35,3,29,"Shayne Graham kicks off 31 yards, returned by LaQuan Williams for 5 yards (tackle by Justin Forsett)",0.000,1.270
Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,3,29,"Shayne Graham kicks off 59 yards, returned by Jacoby Jones for 21 yards (tackle by Brandon Harris)",0.000,0.740
3,14:54,1,10,BAL 27,3,29,Ray Rice left guard for 1 yard (tackle by J.J. Watt),0.740,0.330
3,14:19,2,9,BAL 28,3,29,Joe Flacco pass incomplete short left intended for Torrey Smith,0.330,-0.360
3,14:14,3,9,BAL 28,3,29,Joe Flacco pass complete short left to Ray Rice for 7 yards (tackle by Johnathan Joseph),-0.360,-1.040
3,13:36,4,2,BAL 35,3,29,"Sam Koch punts 57 yards, returned by Keshawn Martin for 2 yards (tackle by Corey Graham)",-1.040,0.380
3,13:20,1,10,HOU 10,3,29,Arian Foster left guard for 7 yards (tackle by Courtney Upshaw and Dannell Ellerbe),-0.380,-0.090
3,12:50,2,3,HOU 17,3,29,Matt Schaub sacked by Cary Williams for -9 yards,-0.090,-1.650
3,12:12,3,12,HOU 8,3,29,Matt Schaub pass incomplete short middle intended for Arian Foster,-1.650,-2.490
3,12:07,4,12,HOU 8,3,29,"Donnie Jones punts 39 yards, out of bounds",-2.490,-2.460
3,11:56,1,10,HOU 47,3,29,Joe Flacco pass complete short middle to Dennis Pitta for 5 yards (tackle by Danieal Manning),2.460,2.590
3,11:28,2,5,HOU 42,3,29,Joe Flacco pass incomplete short right intended for Ed Dickson (defended by J.J. Watt),2.590,1.880
3,11:25,3,5,HOU 42,3,29,"Joe Flacco pass incomplete deep right intended for Torrey Smith. Penalty on Johnathan Joseph: Defensive Pass Interference, 21 yards (no play)",1.880,4.170
3,11:18,1,10,HOU 21,3,29,Ray Rice up the middle for 6 yards (tackle by Brooks Reed),4.170,4.550
3,10:46,2,4,HOU 15,3,29,Joe Flacco pass incomplete short middle intended for Dennis Pitta,4.550,3.810
3,10:42,3,4,HOU 15,9,29,"Joe Flacco pass complete short right to Tandon Doss for 15 yards, touchdown",3.810,7.000
3,10:42,,,HOU 2,10,29,Justin Tucker kicks extra point good,0.000,0.000
3,10:36,,,BAL 35,10,29,"Sam Koch kicks off 71 yards, touchback",0.000,0.280
3,10:36,1,10,HOU 20,10,29,Matt Schaub pass complete short left to Andre Johnson for 13 yards (tackle by Cary Williams),0.280,1.140
3,10:03,1,10,HOU 33,10,29,Arian Foster left tackle for -2 yards (tackle by Courtney Upshaw),1.140,0.320
3,9:21,2,12,HOU 31,10,29,Matt Schaub pass complete deep right to Kevin Walter for 34 yards (tackle by Jimmy Smith),0.320,3.250
3,8:38,1,10,BAL 35,10,29,Arian Foster right tackle for 2 yards (tackle by Courtney Upshaw),3.250,2.970
3,8:05,2,8,BAL 33,10,29,Matt Schaub pass complete short left to Andre Johnson for 7 yards (tackle by Cary Williams),2.970,3.200
3,7:28,3,1,BAL 26,10,29,Arian Foster left end for 5 yards (tackle by Cary Williams),3.200,4.170
3,6:50,1,10,BAL 21,10,29,"Arian Foster left guard for no gain (tackle by Jameel McClain). Penalty on Chris Myers: Offensive Holding, 10 yards (no play)",4.170,3.510
3,6:26,1,20,BAL 31,10,29,Matt Schaub pass complete short left to Garrett Graham for 12 yards (tackle by Dannell Ellerbe),3.510,3.900
3,5:50,2,8,BAL 19,10,29,Ben Tate left end for 5 yards (tackle by Arthur Jones),3.900,4.020
3,5:07,3,3,BAL 14,10,29,Arian Foster right end for 8 yards (tackle by Cary Williams),4.020,5.830
3,4:28,1,6,BAL 6,10,29,Ben Tate left tackle for 1 yard (tackle by Dannell Ellerbe and Arthur Jones),5.830,5.150
3,3:41,2,5,BAL 5,10,29,Arian Foster up the middle for 4 yards (tackle by Dannell Ellerbe and Arthur Jones),5.150,5.170
3,3:00,3,1,BAL 1,10,35,"Arian Foster left tackle for 1 yard, touchdown",5.170,7.000
3,3:00,,,BAL 2,10,36,Shayne Graham kicks extra point good,0.000,0.000
3,2:56,,,HOU 35,10,36,"Shayne Graham kicks off 66 yards, returned by Jacoby Jones for 26 yards (tackle by Whitney Mercilus)",0.000,0.610
3,2:49,1,10,BAL 25,10,36,Joe Flacco pass complete short left to Torrey Smith for 15 yards (tackle by Johnathan Joseph and Glover Quin),0.610,1.600
3,2:20,1,10,BAL 40,10,36,Ray Rice left tackle for no gain (tackle by Brooks Reed),1.600,1.050
3,1:41,2,10,BAL 40,10,36,Joe Flacco pass complete short right to Dennis Pitta for 9 yards (tackle by Brooks Reed),1.050,1.550
3,1:19,3,1,BAL 49,10,36,Joe Flacco up the middle for 2 yards (tackle by Bradie James),1.550,2.320
3,0:47,1,10,HOU 49,10,36,Joe Flacco pass incomplete short left intended for Torrey Smith,2.320,1.780
3,0:43,2,10,HOU 49,10,36,Joe Flacco pass complete short right to Jacoby Jones for 9 yards,1.780,2.280
3,0:21,3,1,HOU 40,10,36,Joe Flacco left tackle for 5 yards (tackle by Glover Quin),2.280,3.250
Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 35,10,36,Joe Flacco pass incomplete short left intended for Anquan Boldin (defended by Brice McCain),3.250,2.700
4,14:53,2,10,HOU 35,10,36,Joe Flacco pass complete short right to Anquan Boldin for 7 yards (tackle by Kareem Jackson),2.700,2.940
4,14:02,3,3,HOU 28,10,36,Joe Flacco pass incomplete short right intended for Anquan Boldin,2.940,1.680
4,13:58,4,3,HOU 28,10,36,"Joe Flacco pass incomplete short right intended for Torrey Smith. Penalty on Johnathan Joseph: Defensive Pass Interference, 9 yards (no play)",1.680,4.310
4,13:53,1,10,HOU 19,10,36,Joe Flacco sacked by Antonio Smith for -8 yards,4.310,2.680
4,13:16,2,18,HOU 27,10,36,Joe Flacco sacked by Antonio Smith for -9 yards,2.680,0.830
4,12:36,3,27,HOU 36,10,36,Joe Flacco pass incomplete,0.830,0.880
4,12:28,4,27,HOU 36,13,36,Justin Tucker 54 yard field goal good,0.880,3.000
4,12:23,,,BAL 35,13,36,"Sam Koch kicks onside 9 yards, recovered by Bryan Braman",0.000,2.650
4,12:22,1,10,BAL 44,13,36,Ben Tate left tackle for 9 yards (tackle by Dannell Ellerbe),2.650,3.330
4,11:37,2,1,BAL 35,13,36,Ben Tate up the middle for 5 yards (tackle by Terrell Suggs and Deangelo Tyson),3.330,3.580
4,10:54,1,10,BAL 30,13,36,Arian Foster right tackle for 16 yards (tackle by Bernard Pollard),3.580,4.650
4,10:11,1,10,BAL 14,13,36,Arian Foster right tackle for 2 yards (tackle by Paul Kruger),4.650,4.330
4,9:27,2,8,BAL 12,13,36,Ben Tate up the middle for 10 yards (tackle by Ed Reed),4.330,6.740
4,8:54,1,2,BAL 2,13,42,"Arian Foster up the middle for 2 yards, touchdown",6.740,7.000
4,8:54,,,BAL 2,13,43,Shayne Graham kicks extra point good,0.000,0.000
4,8:48,,,HOU 35,13,43,"Shayne Graham kicks off 72 yards, returned by Jacoby Jones for 36 yards (tackle by Alan Ball)",0.000,0.870
4,8:41,1,10,BAL 29,13,43,Joe Flacco pass complete short right to Dennis Pitta for 7 yards (tackle by Brice McCain and Earl Mitchell),0.870,1.270
4,8:08,2,3,BAL 36,13,43,Joe Flacco pass complete short right to Anquan Boldin for 7 yards (tackle by Bryan Braman),1.270,1.800
4,7:38,1,10,BAL 43,13,43,Joe Flacco pass complete short right to Torrey Smith for 6 yards (tackle by Johnathan Joseph),1.800,2.060
4,7:13,2,4,BAL 49,13,43,Joe Flacco pass complete short right to Ray Rice for -2 yards (tackle by Connor Barwin),2.060,1.090
4,6:30,3,6,BAL 47,13,43,Joe Flacco pass complete short middle to Anquan Boldin for 10 yards (tackle by Danieal Manning),1.090,2.720
4,6:08,1,10,HOU 43,13,43,Joe Flacco pass complete short right to Ray Rice for 3 yards (tackle by Tim Dobbins),2.720,2.580
4,5:40,2,7,HOU 40,13,43,Joe Flacco pass complete short right to Ray Rice for -3 yards (tackle by Tim Dobbins),2.580,1.490
4,4:56,3,10,HOU 43,13,43,Joe Flacco pass incomplete deep right intended for Torrey Smith,1.490,0.400
4,4:49,4,10,HOU 43,13,43,Joe Flacco pass incomplete short left intended for Torrey Smith,0.400,-1.860
4,4:44,1,10,HOU 44,13,43,Justin Forsett right tackle for 4 yards (tackle by Bryan Hall and Arthur Jones),1.860,1.860
4,4:00,2,6,HOU 48,13,43,Justin Forsett left tackle for 4 yards (tackle by Courtney Upshaw and Arthur Jones),1.860,1.690
4,3:18,3,2,BAL 48,13,43,Justin Forsett right end for 11 yards (tackle by Jameel McClain),1.690,3.120
4,2:31,1,10,BAL 37,13,43,Justin Forsett right tackle for 3 yards (tackle by Paul Kruger),3.120,2.980
4,2:00,2,7,BAL 34,13,43,Justin Forsett left end for 3 yards (tackle by Deangelo Tyson),2.980,2.680
4,1:15,3,4,BAL 31,13,43,Justin Forsett right guard for 7 yards (tackle by Jameel McClain),2.680,3.970
4,0:32,1,10,BAL 24,13,43,Matt Schaub kneels for -2 yards,3.970,3.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
