Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the opening kickoff.",,
1,15:00,,,DET 30,0,0,"Jason Hanson kicks off 76 yards, touchback",0.000,0.280
1,15:00,1,10,ARI 20,0,0,Edgerrin James up the middle for 7 yards (tackle by Ernie Sims),0.280,0.680
1,15:00,2,3,ARI 27,0,0,"Penalty on Kalimba Edwards: Defensive Offside, 5 yards (no play)",0.680,1.070
1,14:06,,,,0,0,Timeout #1 by Arizona Cardinals,0.000,1.070
1,14:06,1,10,ARI 32,0,0,Kurt Warner pass complete short left to Bryant Johnson for 6 yards (tackle by Keith Smith),1.070,1.340
1,13:29,2,4,ARI 38,0,0,Edgerrin James left tackle for 1 yard (tackle by Paris Lenon),1.340,0.760
1,12:49,3,3,ARI 39,0,0,Kurt Warner pass complete short middle to Anquan Boldin for 4 yards (tackle by Idrees Bashir),0.760,1.800
1,12:04,1,10,ARI 43,0,0,Kurt Warner pass complete short right to Larry Fitzgerald for 4 yards (tackle by Fernando Bryant),1.800,1.790
1,11:24,2,6,ARI 47,0,0,Kurt Warner pass incomplete deep middle intended for Larry Fitzgerald is intercepted by Kenoy Kennedy at DET-37 and returned for 38 yards (tackle by Kurt Warner),1.790,-3.910
1,11:10,1,10,ARI 25,0,0,Jon Kitna pass incomplete deep left intended for Calvin Johnson (defended by Eric Green),3.910,3.360
1,10:57,,,,0,0,Timeout #1 by Detroit Lions,0.000,3.360
1,10:57,2,10,ARI 25,0,0,Jon Kitna pass complete short middle to Shaun McDonald for 21 yards (tackle by Terrence Holt),3.360,6.280
1,10:34,1,4,ARI 4,6,0,"Kevin Jones left tackle for 4 yards, touchdown",6.280,7.000
1,,,,ARI 2,7,0,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 30,7,0,"Jason Hanson kicks off 67 yards, returned by Steve Breaston for 17 yards (tackle by Alex Lewis)",0.000,0.280
1,10:24,1,10,ARI 20,7,0,Edgerrin James right tackle for 7 yards (tackle by Kenoy Kennedy),0.280,0.680
1,9:51,2,3,ARI 27,7,0,Edgerrin James right tackle for 2 yards (tackle by Kenoy Kennedy and Shaun Rogers),0.680,0.230
1,9:11,3,1,ARI 29,7,0,"Penalty on Levi Brown: False Start, 5 yards (no play)",0.230,-0.430
1,8:49,3,6,ARI 24,7,0,"Kurt Warner pass incomplete short right intended for Larry Fitzgerald. Penalty on Fernando Bryant: Defensive Pass Interference, 15 yards (no play)",-0.430,1.530
1,8:43,1,10,ARI 39,7,0,Edgerrin James up the middle for 4 yards (tackle by Shaun Cody),1.530,1.530
1,8:03,2,6,ARI 43,7,0,Kurt Warner pass complete short right to Larry Fitzgerald for 7 yards (tackle by Fernando Bryant),1.530,2.260
1,7:35,1,10,,7,0,Kurt Warner sacked by Jared DeVries for -5 yards,2.260,1.040
1,6:57,2,15,ARI 45,7,0,Edgerrin James up the middle for 6 yards (tackle by Travis Fisher),1.040,1.160
1,6:29,3,9,DET 49,7,0,"Kurt Warner pass complete short left to Edgerrin James for 9 yards (tackle by Kalimba Edwards). Penalty on Anquan Boldin: Illegal Block Above the Waist, 10 yards",1.160,1.030
1,6:05,3,10,,7,0,Kurt Warner pass incomplete short right intended for Anquan Boldin (defended by Keith Smith),1.030,-0.060
1,6:00,4,10,,7,0,"Mike Barr punts 30 yards, fair catch by Troy Walters",-0.060,-0.280
1,5:54,1,10,DET 20,7,0,Jon Kitna pass incomplete short middle intended for Jon Bradley is intercepted by Karlos Dansby at DET-22 and returned for 9 yards (tackle by Stephen Peterman),0.280,-4.710
1,5:45,1,10,DET 13,7,0,Edgerrin James up the middle for 2 yards (tackle by Idrees Bashir),4.710,4.390
1,5:05,2,8,DET 11,7,0,Kurt Warner pass incomplete short left intended for J.J. Arrington,4.390,3.450
1,5:00,3,8,DET 11,7,0,Kurt Warner pass complete short left to Larry Fitzgerald for 9 yards,3.450,6.740
1,4:28,1,2,DET 2,7,0,Marcel Shipp right tackle for no gain (tackle by Paris Lenon),6.740,5.720
1,4:28,2,2,DET 2,7,0,Marcel Shipp right tackle for -3 yards (tackle by Corey Smith),5.720,4.260
1,2:56,3,5,DET 5,7,0,Kurt Warner pass incomplete short right intended for Anquan Boldin,4.260,3.010
1,2:52,4,5,DET 5,7,3,Neil Rackers 23 yard field goal good,3.010,3.000
1,,,,ARI 30,7,3,"Neil Rackers kicks off 76 yards, touchback",0.000,0.280
1,2:47,1,10,DET 20,7,3,Jon Kitna pass complete short left to Kevin Jones for 5 yards (tackle by Calvin Pace),0.280,0.410
1,1:59,2,5,DET 25,7,3,Jon Kitna pass complete short left to Kevin Jones for 1 yard (tackle by Eric Green),0.410,-0.160
1,1:23,3,4,DET 26,7,3,"Jon Kitna sacked by Antonio Smith for -11 yards. Jon Kitna fumbles (forced by Antonio Smith), recovered by Jon Kitna at DET-15",-0.160,-2.440
