#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:10,ARI 25,3,0:41,25,Touchdown
2,1,5:54,DET 20,1,0:09,0,Interception
3,1,2:47,DET 20,3,2:10,-5,Punt
4,2,13:42,DET 9,3,1:30,4,Punt
5,2,10:42,DET 12,3,2:24,7,Punt
6,2,7:00,DET 20,3,1:31,9,Punt
7,2,0:18,DET 26,1,0:18,8,End of Half
8,3,15:00,DET 18,9,5:06,41,Fumble
9,3,7:31,DET 33,7,4:39,67,Touchdown
10,3,0:11,DET 37,2,0:11,-1,Fumble
11,4,13:23,DET 21,3,1:00,10,Interception
12,4,10:46,DET 35,6,1:46,9,Fumble
13,4,7:06,ARI 23,4,2:05,9,Downs
14,4,3:17,DET 37,9,2:02,63,Touchdown
