Quarter,Time,Tm,Detail,MIA,BUF
1.0,11:11,Dolphins,Ricky Williams 45 yard rush (Olindo Mare kick),7,0
,6:01,Bills,Mike Hollis 39 yard field goal,7,3
,0:06,Dolphins,Jed Weaver 1 yard pass from Ray Lucas (Olindo Mare kick),14,3
2.0,3:37,Bills,Drew Bledsoe 2 yard rush (Mike Hollis kick),14,10
,0:11,Bills,Peerless Price 20 yard pass from Drew Bledsoe (Mike Hollis kick),14,17
3.0,5:33,Dolphins,Ricky Williams 55 yard rush (Olindo Mare kick),21,17
,4:35,Bills,Peerless Price 73 yard pass from Drew Bledsoe (Mike Hollis kick),21,24
,2:01,Bills,Eric Moulds 57 yard pass from Drew Bledsoe (Mike Hollis kick),21,31
4.0,10:30,Bills,Travis Henry 1 yard rush (Mike Hollis kick),21,38
