Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,BAL 30,0,0,"Matt Stover kicks off 55 yards, returned by Andre' Davis for 20 yards (tackle by Shannon Taylor). Penalty on Andra Davis: Offensive Holding, 10 yards",0.000,0.040
1,14:55,1,10,CLE 18,0,0,William Green right tackle for 2 yards (tackle by Anthony Weaver and Ed Hartwell),0.040,-0.130
1,14:25,2,8,CLE 20,0,0,William Green middle for 2 yards (tackle by Bernardo Harris),-0.130,-0.660
1,13:44,3,6,CLE 22,0,0,Tim Couch pass complete to Kevin Johnson for 7 yards (tackle by Alvin Porter). Penalty on Adalius Thomas: Defensive Offside (Declined),-0.660,0.870
1,13:25,1,10,CLE 29,0,0,Tim Couch pass complete to Quincy Morgan for 17 yards (tackle by Chris McAlister),0.870,1.990
1,12:49,1,10,CLE 46,0,0,William Green left end for 5 yards (tackle by Ed Hartwell),1.990,2.130
1,12:28,2,5,BAL 49,0,0,Tim Couch pass complete to Kevin Johnson for 13 yards (tackle by Gary Baxter),2.130,3.180
1,11:49,1,10,BAL 36,0,0,William Green left guard for 1 yard (tackle by Cornell Brown and Peter Boulware),3.180,2.770
1,11:10,2,9,BAL 35,0,0,Tim Couch pass complete to Steve Heiden for 2 yards (tackle by Chris McAlister),2.770,2.350
1,10:32,3,7,BAL 33,0,0,Tim Couch pass incomplete intended for Andre' Davis (defended by James Trapp),2.350,1.150
1,10:17,4,7,BAL 33,0,0,Tim Couch pass complete to Quincy Morgan for 16 yards (tackle by Anthony Mitchell),1.150,4.440
1,9:43,1,10,BAL 17,0,0,William Green right tackle for 3 yards (tackle by Kelly Gregg),4.440,4.320
1,8:56,2,7,BAL 14,0,0,William Green left tackle for 9 yards (tackle by Ed Hartwell),4.320,6.060
1,8:14,1,5,BAL 5,0,0,William Green right guard for 2 yards (tackle by Cornell Brown and Anthony Mitchell),6.060,5.530
1,7:45,2,3,BAL 3,0,0,Tim Couch pass incomplete intended for Jamel White,5.530,4.720
1,7:38,3,3,BAL 3,6,0,"Jamel White left guard for 3 yards, touchdown",4.720,7.000
1,7:38,,,BAL 3,7,0,Phil Dawson kicks extra point good,0.000,0.000
1,7:38,,,CLE 30,7,0,"Phil Dawson kicks off 49 yards, returned by Lamont Brightful for 13 yards (tackle by Brant Boyer). Penalty on James Jackson: Defensive Offside (Declined)",0.000,1.200
1,7:25,1,10,BAL 34,7,0,Travis Taylor right end for 11 yards (tackle by Daylon McCutcheon),1.200,1.930
1,6:51,1,10,BAL 45,7,0,Travis Taylor right end for 9 yards (tackle by Earl Little and Daylon McCutcheon),1.930,2.600
1,6:12,2,1,CLE 46,7,0,Jamal Lewis right guard for no gain (tackle by Kenard Lang and Darren Hambrick),2.600,1.880
1,5:35,3,1,CLE 46,7,0,Jamal Lewis middle for 5 yards (tackle by Earl Holmes),1.880,2.850
1,5:00,1,10,CLE 41,7,0,Jeff Blake pass complete to Alan Ricard for 4 yards (tackle by Darren Hambrick),2.850,2.850
1,4:20,2,6,CLE 37,7,0,Jeff Blake right end for 9 yards (tackle by Kenard Lang and Earl Little),2.850,3.710
1,3:33,1,10,CLE 28,7,0,Jamal Lewis middle for 3 yards (tackle by Earl Little and Earl Holmes),3.710,3.570
1,3:02,2,7,CLE 25,7,0,Jeff Blake pass complete to Todd Heap for 12 yards (tackle by Robert Griffith),3.570,4.710
1,2:20,1,10,CLE 13,7,0,Jamal Lewis left tackle for no gain (tackle by Anthony Henry and Kenard Lang),4.710,4.050
1,1:34,2,10,CLE 13,7,0,Jeff Blake pass complete to Chester Taylor for no gain,4.050,3.120
1,0:54,3,10,CLE 13,7,0,Jeff Blake pass incomplete intended for Travis Taylor,3.120,2.570
1,0:46,4,10,CLE 13,7,3,Matt Stover 31 yard field goal good,2.570,3.000
1,0:46,,,BAL 30,7,3,"Matt Stover kicks off 51 yards, returned by Andre King for 13 yards (tackle by Ray Perryman)",0.000,1.070
1,0:39,1,10,CLE 32,7,3,Jamel White left guard for 6 yards (tackle by Bart Scott and Ed Hartwell),1.070,1.340
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,CLE 38,7,3,Tim Couch pass complete to Jamel White for 6 yards (tackle by Anthony Weaver),1.340,1.860
2,14:24,1,10,CLE 44,7,3,Andre' Davis left end for -3 yards (tackle by Adalius Thomas),1.860,0.910
2,13:38,2,13,CLE 41,7,3,William Green left tackle for -1 yards (tackle by Kelly Gregg and Adalius Thomas),0.910,0.100
2,12:59,3,14,CLE 40,7,3,"Penalty on Kevin Johnson: False Start, 5 yards (no play)",0.100,-0.560
2,12:53,3,19,CLE 35,7,3,Jamel White middle for -2 yards (tackle by Riddick Parker),-0.560,-1.180
2,12:20,4,21,CLE 33,7,3,"Chris Gardocki punts 42 yards, muffed catch by Lamont Brightful, recovered by Lamont Brightful and returned for no gain",-1.180,0.140
2,12:05,1,10,BAL 16,7,3,Jeff Blake pass complete to Todd Heap for 11 yards (tackle by Robert Griffith),-0.140,0.740
2,11:39,1,10,BAL 27,7,3,Jamal Lewis left guard for 5 yards (tackle by Darren Hambrick),0.740,0.870
2,11:00,2,5,BAL 32,7,3,"Penalty on Bennie Anderson: False Start, 5 yards (no play)",0.870,0.200
2,10:40,2,10,BAL 27,7,3,Jeff Blake pass complete to Todd Heap for 3 yards (tackle by Daylon McCutcheon),0.200,-0.100
2,10:00,3,7,BAL 30,7,3,Chester Taylor left guard for 10 yards (tackle by Robert Griffith and Dwayne Rudd),-0.100,1.600
2,9:23,1,10,BAL 40,7,3,Jeff Blake pass complete to Todd Heap for 4 yards (tackle by Dwayne Rudd and Earl Little),1.600,1.590
2,8:42,2,6,BAL 44,7,3,Jeff Blake pass complete to Randy Hymes for 15 yards (tackle by Anthony Henry),1.590,2.850
2,7:59,1,10,CLE 41,7,3,Jamal Lewis middle for 1 yard (tackle by Robert Griffith and Earl Holmes),2.850,2.440
2,7:25,2,9,CLE 40,7,3,Jamal Lewis left end for 8 yards (tackle by Daylon McCutcheon),2.440,2.810
2,6:42,3,1,CLE 32,7,3,Jeff Blake pass complete to Travis Taylor for 12 yards (tackle by Earl Holmes and Earl Little),2.810,4.240
2,6:10,1,10,CLE 20,7,3,Jamal Lewis left tackle for no gain (tackle by Earl Holmes),4.240,3.690
2,5:26,2,10,CLE 20,7,3,Jeff Blake pass complete to Jamal Lewis for 3 yards (tackle by Dwayne Rudd),3.690,3.360
2,4:44,3,7,CLE 17,7,9,"Jeff Blake pass complete to Travis Taylor for 17 yards, touchdown",3.360,7.000
2,4:44,,,CLE 17,7,10,Matt Stover kicks extra point good,0.000,0.000
2,4:44,,,BAL 30,7,10,"Matt Stover kicks off 70 yards, touchback",0.000,0.280
2,4:30,1,10,CLE 20,7,10,William Green left guard for 3 yards (tackle by Anthony Weaver and David Nugent),0.280,0.140
2,3:58,2,7,CLE 23,7,10,William Green left end for 4 yards (tackle by Will Demps),0.140,-0.030
2,3:10,3,3,CLE 27,7,10,"Tim Couch pass incomplete intended for Quincy Morgan. Penalty on Alvin Porter: Defensive Pass Interference, 6 yards (no play)",-0.030,1.140
2,3:06,1,10,CLE 33,7,10,"Tim Couch pass complete to Mark Campbell for 26 yards (tackle by Will Demps). Penalty on Kevin Johnson: Illegal Motion, 5 yards (no play)",1.140,0.810
2,2:47,1,15,CLE 28,7,10,"William Green right tackle for 4 yards. Penalty on Mark Campbell: Offensive Holding, 10 yards (no play)",0.810,-0.070
2,2:30,1,25,CLE 18,7,10,Tim Couch pass complete to Jamel White for 20 yards (tackle by Ed Reed),-0.070,1.270
2,2:00,2,5,CLE 38,7,10,William Green left tackle for 1 yard (tackle by Peter Boulware),1.270,0.700
2,1:31,3,4,CLE 39,7,10,Tim Couch pass incomplete intended for Kevin Johnson,0.700,-0.780
2,1:19,4,4,CLE 39,7,10,"Chris Gardocki punts 38 yards, returned by Lamont Brightful for 3 yards (tackle by Andra Davis)",-0.780,-0.670
2,1:10,1,10,BAL 26,7,10,Jamal Lewis left end for 25 yards (tackle by Robert Griffith),0.670,2.320
2,0:58,1,10,BAL 26,,,Timeout #1 by Baltimore Ravens,0.670,2.320
2,0:58,1,10,CLE 49,7,10,Jeff Blake sacked by Brant Boyer for -8 yards,2.320,0.700
2,0:52,1,10,CLE 49,,,Timeout #2 by Baltimore Ravens,2.320,0.700
2,0:52,2,18,BAL 43,7,10,"Penalty on Randy Hymes: False Start, 5 yards (no play)",0.700,0.020
2,0:52,2,23,BAL 38,7,10,Jeff Blake pass incomplete intended for Randy Hymes,0.020,-0.630
2,0:46,3,23,BAL 38,7,10,Jeff Blake middle for 3 yards (tackle by Gerard Warren),-0.630,-0.650
2,0:39,3,23,BAL 38,,,Timeout #1 by Cleveland Browns,-0.630,-0.650
2,0:39,4,20,BAL 41,7,10,Dave Zastudil punts 45 yards,-0.650,0.280
2,0:28,1,10,CLE 14,7,10,Jamel White middle for 4 yards (tackle by Anthony Weaver),-0.280,-0.210
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,7,10,"Phil Dawson kicks off 49 yards, returned by Lamont Brightful for 2 yards (tackle by Brant Boyer)",0.000,0.480
3,14:56,1,10,BAL 23,7,10,Jamal Lewis left tackle for 2 yards (tackle by Earl Holmes),0.480,0.200
3,14:23,2,8,BAL 25,7,10,Jeff Blake pass complete to Randy Hymes for 10 yards (tackle by Dwayne Rudd),0.200,1.270
3,13:41,1,10,BAL 35,7,10,Jeff Blake sacked by Orpheus Roye and Kenard Lang for -6 yards,1.270,-0.090
3,12:48,2,16,BAL 29,7,10,Jamal Lewis right guard for 11 yards (tackle by Earl Holmes),-0.090,0.700
3,12:29,3,5,BAL 40,7,10,Jeff Blake pass incomplete intended for Ron Johnson,0.700,-0.720
3,12:21,4,5,BAL 40,7,10,"Dave Zastudil punts 37 yards, returned by Andre' Davis for 15 yards (tackle by Shannon Taylor). Penalty on Andra Davis: Illegal Block Above the Waist, 10 yards",-0.720,-0.810
3,12:08,1,10,CLE 28,7,10,William Green right end for 5 yards (tackle by Chris McAlister),0.810,0.940
3,11:52,2,5,CLE 33,7,10,William Green right guard for 7 yards (tackle by Ed Reed),0.940,1.600
3,11:13,1,10,CLE 40,7,10,Tim Couch pass complete to William Green for -2 yards (tackle by Chris McAlister),1.600,0.780
3,10:48,2,12,CLE 38,7,10,William Green middle for no gain (tackle by Ed Reed),0.780,0.100
3,10:04,3,12,CLE 38,7,10,Tim Couch pass complete to Andre' Davis for 13 yards (tackle by Gary Baxter),0.100,2.320
3,9:22,1,10,BAL 49,7,10,William Green left tackle for -2 yards (tackle by Adalius Thomas),2.320,1.510
3,8:37,2,12,CLE 49,7,10,Tim Couch pass incomplete intended for Mark Campbell is intercepted by Anthony Mitchell at BAL-37,1.510,-1.400
3,8:27,1,10,BAL 37,7,10,Jeff Blake pass incomplete intended for Todd Heap (defended by Robert Griffith),1.400,0.860
3,8:14,2,10,BAL 37,7,10,Travis Taylor left end for no gain (tackle by Mark Word),0.860,0.170
3,7:42,3,10,BAL 37,7,10,Jeff Blake pass complete to Todd Heap for 12 yards (tackle by Anthony Henry),0.170,2.190
3,7:19,1,10,BAL 49,7,10,Jeff Blake pass incomplete intended for Travis Taylor (defended by Corey Fuller),2.190,1.650
3,6:46,2,10,BAL 49,7,10,Jeff Blake pass incomplete intended for Todd Heap,1.650,0.960
3,6:42,2,10,BAL 49,,,Timeout #1 by Baltimore Ravens,1.650,0.960
3,6:42,3,10,BAL 49,7,10,"Penalty on Corey Fuller: Defensive Pass Interference, 17 yards (no play)",0.960,3.310
3,6:32,1,10,CLE 34,7,10,Jeff Blake pass incomplete intended for Chester Taylor,3.310,2.770
3,6:28,2,10,CLE 34,7,10,Jamal Lewis left end for 1 yard (tackle by Dwayne Rudd),2.770,2.210
3,5:53,3,9,CLE 33,7,10,Jeff Blake pass complete to Todd Heap for 8 yards (tackle by Daylon McCutcheon and Earl Little),2.210,1.950
3,5:12,4,1,CLE 25,7,13,Matt Stover 43 yard field goal good,1.950,3.000
3,5:12,,,BAL 30,7,13,"Matt Stover kicks off 74 yards, returned by Andre' Davis for 22 yards (tackle by Bart Scott)",0.000,0.040
3,4:58,1,10,CLE 18,7,13,Tim Couch pass complete to Andre' Davis for 2 yards (tackle by Chris McAlister),0.040,-0.130
3,4:38,2,8,CLE 20,7,13,Tim Couch pass complete to William Green for 4 yards (tackle by Chris McAlister),-0.130,-0.400
3,3:58,3,4,CLE 24,7,13,Tim Couch pass complete to Kevin Johnson for 5 yards (tackle by Gary Baxter),-0.400,0.870
3,3:11,1,10,CLE 29,7,13,William Green right tackle for no gain (tackle by Ed Reed and Kelly Gregg),0.870,0.330
3,2:34,2,10,CLE 29,7,13,Tim Couch sacked by Peter Boulware for -8 yards,0.330,-1.420
3,1:59,2,10,CLE 29,,,Timeout #1 by Cleveland Browns,0.330,-1.420
3,1:59,3,18,CLE 21,7,13,Tim Couch pass complete to Jamel White for 9 yards (tackle by Ed Hartwell),-1.420,-1.370
3,1:27,4,9,CLE 30,7,13,Chris Gardocki punts 17 yards,-1.370,-2.460
3,1:16,1,10,CLE 47,7,13,Jamal Lewis right guard for 4 yards (tackle by Tyrone Rogers and Earl Holmes),2.460,2.450
3,0:41,2,6,CLE 43,7,13,"Jeff Blake for no gain. Jeff Blake fumbles, recovered by Jamal Lewis at BAL-43 and returned for 8 yards",2.450,0.960
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,12,CLE 49,7,13,Jeff Blake pass complete to Randy Hymes for 11 yards (tackle by Corey Fuller),0.960,0.720
4,14:19,4,1,CLE 38,7,13,"Penalty on Mike Flynn: False Start, 5 yards (no play)",0.720,0.400
4,14:17,4,6,CLE 43,7,13,Dave Zastudil punts 27 yards,0.400,0.140
4,14:08,1,10,CLE 16,7,13,William Green middle for 6 yards (tackle by Ed Hartwell and Bart Scott),-0.140,0.280
4,13:38,2,4,CLE 22,7,13,Tim Couch pass complete to Andre' Davis for 6 yards (tackle by Gary Baxter),0.280,0.810
4,13:00,1,10,CLE 28,7,13,Tim Couch sacked by Peter Boulware for -8 yards,0.810,-0.820
4,12:26,2,18,CLE 20,7,13,"Tim Couch pass complete to Mark Campbell for 6 yards (tackle by Chris McAlister). Penalty on Mark Campbell: Unsportsmanlike Conduct, 13 yards",-0.820,-3.080
4,11:51,3,25,CLE 13,7,13,"Penalty on Shannon Taylor: Neutral Zone Infraction, 5 yards (no play)",-3.080,-1.960
4,11:31,3,20,CLE 18,7,13,Tim Couch pass incomplete intended for Quincy Morgan,-1.960,-2.240
4,11:18,4,20,CLE 18,7,13,"Chris Gardocki punts 50 yards, returned by Lamont Brightful for 8 yards (tackle by Ryan Kuehl)",-2.240,-1.600
4,11:07,1,10,BAL 40,7,13,Jamal Lewis middle for 2 yards (tackle by Alvin McKinley),1.600,1.320
4,10:34,2,8,BAL 42,7,13,Jamal Lewis left end for 6 yards (tackle by Daylon McCutcheon),1.320,1.420
4,9:51,3,2,BAL 48,7,13,Jeff Blake pass incomplete intended for Todd Heap,1.420,-0.190
,,,,,,,"BAL challenged the ruling, and the play was upheld.",,
4,9:38,4,2,BAL 48,7,13,"Dave Zastudil punts 52 yards, touchback",-0.190,-0.280
4,9:27,1,10,CLE 20,7,13,Tim Couch pass complete to Kevin Johnson for 7 yards (tackle by Ed Hartwell),0.280,0.680
4,9:00,2,3,CLE 27,7,13,William Green right tackle for 1 yard (tackle by Ed Hartwell),0.680,0.100
4,8:13,3,2,CLE 28,7,13,William Green left end for 8 yards (tackle by Ed Reed),0.100,1.330
4,7:32,1,10,CLE 36,7,13,Tim Couch pass incomplete intended for Mark Campbell (defended by Will Demps),1.330,0.790
4,7:22,2,10,CLE 36,7,13,Tim Couch pass incomplete intended for Mark Campbell,0.790,0.100
4,7:17,3,10,CLE 36,7,13,Tim Couch pass incomplete intended for Quincy Morgan (defended by Gary Baxter),0.100,-0.980
4,7:12,4,10,CLE 36,7,13,Chris Gardocki punts 51 yards,-0.980,0.320
4,7:01,1,10,BAL 13,7,13,Jeff Blake pass incomplete intended for Travis Taylor,-0.320,-0.770
4,6:57,2,10,BAL 13,7,13,Jamal Lewis middle for 4 yards (tackle by Gerard Warren and Tyrone Rogers),-0.770,-0.940
4,6:21,3,6,BAL 17,7,13,Jeff Blake pass complete to Todd Heap for 11 yards (tackle by Anthony Henry),-0.940,0.810
4,5:42,1,10,BAL 28,7,13,Jeff Blake pass incomplete intended for Randy Hymes (defended by Kenard Lang),0.810,0.260
4,5:29,2,10,BAL 28,7,13,Jamal Lewis left end for 10 yards (tackle by Earl Little),0.260,1.470
4,5:18,1,10,BAL 38,7,13,Jamal Lewis left tackle for 5 yards (tackle by Earl Holmes and Earl Little),1.470,1.600
4,4:20,2,5,BAL 43,7,13,Jamal Lewis right guard for 4 yards (tackle by Earl Holmes and Mark Word),1.600,1.420
4,3:44,3,1,BAL 47,7,13,Jeff Blake pass complete to Travis Taylor for 10 yards (tackle by Daylon McCutcheon),1.420,2.720
4,2:54,1,10,CLE 43,7,13,Alan Ricard middle for 4 yards (tackle by Robert Griffith),2.720,2.720
4,2:43,1,10,CLE 43,,,Timeout #2 by Cleveland Browns,2.720,2.720
4,2:43,2,6,CLE 39,7,13,Jamal Lewis right guard for -1 yards (tackle by Kenard Lang and Earl Holmes),2.720,1.880
4,2:37,2,6,CLE 39,,,Timeout #3 by Cleveland Browns,2.720,1.880
4,2:37,3,7,CLE 40,7,13,Jamal Lewis right end for 5 yards (tackle by Brant Boyer),1.880,0.990
4,2:31,4,2,CLE 35,7,13,Dave Zastudil punts 27 yards,0.990,0.380
4,2:18,1,10,CLE 8,7,13,Tim Couch pass complete to Andre King for 11 yards (tackle by James Trapp),-0.380,0.150
4,2:05,1,10,CLE 19,7,13,Tim Couch pass complete to Andre King for 9 yards (tackle by James Trapp),0.150,0.880
4,1:57,2,1,CLE 28,7,13,Tim Couch pass complete to Quincy Morgan for 17 yards (tackle by Will Demps),0.880,1.930
4,1:41,1,10,CLE 45,7,13,Tim Couch pass incomplete intended for Quincy Morgan (defended by James Trapp),1.930,1.380
4,1:37,2,10,CLE 45,7,13,"Tim Couch pass complete to Jamel White for 28 yards (tackle by Chris McAlister). Penalty on Chris McAlister: Unnecessary Roughness, 14 yards",1.380,4.710
4,1:26,1,10,BAL 13,7,13,Tim Couch pass complete to Kevin Johnson for 12 yards (tackle by Ed Reed),4.710,6.970
4,1:05,1,10,BAL 13,,,Timeout #3 by Baltimore Ravens,4.710,6.970
4,1:05,1,1,BAL 1,7,13,William Green middle for no gain (tackle by David Nugent),6.970,5.910
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,0:38,2,1,BAL 1,13,13,"Tim Couch pass complete to Mark Campbell for 1 yard, touchdown",5.910,7.000
4,0:38,,,BAL 1,14,13,Phil Dawson kicks extra point good,0.000,0.000
4,0:38,,,CLE 30,14,13,"Phil Dawson kicks off 63 yards, returned by Lamont Brightful for 9 yards (tackle by Brant Boyer)",0.000,-0.140
4,0:24,1,10,BAL 16,14,13,Jeff Blake pass incomplete intended for Chester Taylor,-0.140,-0.660
4,0:18,2,10,BAL 16,14,13,Jeff Blake pass incomplete intended for Todd Heap is intercepted by Michael Jameson at CLE-28. Penalty on Jonathan Ogden: Offensive Holding (Declined),-0.660,-0.810
4,0:06,1,10,CLE 28,14,13,Tim Couch kneels for -1 yards,0.810,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
