Quarter,Time,Down,ToGo,Location,DET,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 32,0,0,Case Keenum pass incomplete deep left intended for Tavon Austin,3.450,2.900
2,14:55,2,10,DET 32,0,0,Tre Mason left end for 5 yards (tackle by Quandre Diggs),2.900,2.870
2,14:07,3,5,DET 27,0,0,Case Keenum sacked by Ezekiel Ansah for -10 yards,2.870,0.790
2,13:25,4,15,DET 37,0,0,Penalty on Johnny Hekker: Delay of Game (Declined),0.790,0.790
2,13:13,4,15,DET 37,0,0,Johnny Hekker punts 35 yards,0.790,0.380
2,13:03,1,10,DET 2,0,0,Joique Bell left guard for no gain (tackle by James Laurinaitis),-0.380,-0.780
2,12:19,2,10,DET 2,0,0,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,-0.780,-1.420
2,12:14,3,10,DET 2,0,0,Matthew Stafford pass complete short right to T.J. Jones for 15 yards (tackle by Marcus Roberson),-1.420,-0.060
2,11:30,1,10,DET 17,0,0,Joique Bell left tackle for 13 yards (tackle by Maurice Alexander),-0.060,0.940
2,10:51,1,10,DET 30,0,0,Matthew Stafford pass complete short right to Theo Riddick for 9 yards (tackle by Chris Long),0.940,1.610
2,10:14,2,1,DET 39,0,0,Joique Bell right tackle for 1 yard (tackle by Akeem Ayers),1.610,1.600
2,9:31,1,10,DET 40,0,0,Matthew Stafford pass incomplete short right intended for T.J. Jones,1.600,1.050
2,9:24,2,10,DET 40,0,0,Matthew Stafford pass incomplete short middle intended for T.J. Jones (defended by Lamarcus Joyner),1.050,0.370
2,9:20,3,10,DET 40,0,0,Matthew Stafford pass complete short right to Golden Tate for 9 yards (tackle by Marcus Roberson),0.370,-0.130
2,8:46,4,1,DET 49,0,0,"Sam Martin punts 38 yards, muffed catch by Cody Davis, recovered by Cody Davis and returned for 4 yards (tackle by Travis Lewis)",-0.130,0.060
2,8:36,1,10,STL 17,0,0,Case Keenum pass incomplete deep right intended for Kenny Britt,-0.060,-0.580
2,8:29,2,10,STL 17,0,0,Todd Gurley right end for -2 yards (tackle by Khyri Thornton),-0.580,-1.570
2,7:46,3,12,STL 15,0,0,Case Keenum for 3 yards (tackle by Devin Taylor),-1.570,-2.240
2,7:19,4,9,STL 18,0,0,"Johnny Hekker punts 61 yards, returned by Golden Tate for 22 yards (tackle by Johnny Hekker). Penalty on Don Carey: Illegal Block Above the Waist, 10 yards",-2.240,0.220
2,7:07,1,10,DET 15,0,0,Matthew Stafford pass complete short right to Joique Bell for 16 yards (tackle by Maurice Alexander),-0.220,1.000
2,6:24,1,10,DET 31,0,0,Matthew Stafford pass complete short left to Ameer Abdullah for 7 yards (tackle by Marcus Roberson),1.000,1.410
2,5:55,2,3,DET 38,0,0,Ameer Abdullah right tackle for 7 yards (tackle by James Laurinaitis),1.410,1.930
2,5:07,1,10,DET 45,0,6,"Matthew Stafford pass incomplete short right intended for Calvin Johnson is intercepted by Trumaine Johnson at STL-42 and returned for 58 yards, touchdown",1.930,-7.000
2,4:55,,,DET 45,0,7,Greg Zuerlein kicks extra point good,0.000,0.000
2,4:55,,,STL 35,0,7,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
2,4:55,1,10,DET 20,0,7,Matthew Stafford pass complete short right to Theo Riddick for 7 yards (tackle by Marcus Roberson),0.280,0.680
2,4:28,2,3,DET 27,0,7,Theo Riddick middle for 3 yards (tackle by Ethan Westbrooks),0.680,0.940
2,3:55,1,10,DET 30,0,7,Matthew Stafford pass complete short middle to Eric Ebron for 10 yards (tackle by Mark Barron and James Laurinaitis),0.940,1.600
2,3:25,1,10,DET 40,0,7,Theo Riddick left end for 16 yards (tackle by Maurice Alexander),1.600,2.650
2,2:52,1,10,STL 44,0,7,"Matthew Stafford pass complete deep left to Golden Tate for 36 yards (tackle by Maurice Alexander). Penalty on Theo Riddick: Chop Block, 15 yards (no play)",2.650,1.660
2,2:25,1,25,DET 41,0,7,Matthew Stafford pass incomplete short left intended for Theo Riddick,1.660,0.080
2,2:19,2,25,DET 41,0,7,Matthew Stafford sacked by Michael Brockers for -8 yards,0.080,-1.620
2,2:00,3,33,DET 33,0,7,Matthew Stafford pass complete short right to Theo Riddick for 8 yards (tackle by Lamarcus Joyner and James Laurinaitis),-1.620,-1.620
2,1:26,3,33,DET 33,0,7,Timeout #1 by Los Angeles Rams,-1.620,-0.650
2,1:26,4,25,DET 41,0,7,"Sam Martin punts 59 yards, touchback",-0.650,-0.280
2,1:16,1,10,STL 20,0,7,Todd Gurley middle for 2 yards (tackle by Stephen Tulloch),0.280,0.000
2,0:52,2,8,STL 22,0,7,Case Keenum pass incomplete short middle intended for Todd Gurley,0.000,-0.690
2,0:47,3,8,STL 22,0,7,Case Keenum pass complete short right to Jared Cook for 11 yards (tackle by Nevin Lawson),-0.690,-0.690
2,0:39,3,8,STL 22,0,7,Timeout #2 by Los Angeles Rams,-0.690,1.140
2,0:39,1,10,STL 33,0,7,Case Keenum pass incomplete short middle intended for Tavon Austin,1.140,0.590
2,0:35,2,10,STL 33,0,7,Case Keenum pass complete short left to Bradley Marquez for 5 yards (tackle by Nevin Lawson),0.590,0.590
2,0:24,2,10,STL 33,0,7,Timeout #3 by Los Angeles Rams,0.590,0.560
2,0:24,3,5,STL 38,0,7,Case Keenum pass complete short left to Tavon Austin for 14 yards (tackle by Nevin Lawson). Penalty on Nevin Lawson: Defensive Holding (Declined),0.560,2.390
2,0:19,1,10,DET 48,0,7,Case Keenum pass incomplete short right intended for Kenny Britt is intercepted by Darius Slay at DET-38,2.390,-1.470
2,0:13,1,10,DET 38,0,7,"Matthew Stafford pass incomplete. Penalty on Matthew Stafford: Intentional Grounding, 10 yards, Penalty on Travis Swanson: Offensive Holding (Declined)",1.470,-0.430
2,0:09,2,20,DET 28,0,7,Matthew Stafford kneels for -1 yards,-0.430,-1.220
Quarter,Time,Down,ToGo,Location,DET,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,0,7,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,DET 20,0,7,Ameer Abdullah right tackle for 5 yards (tackle by William Hayes),0.280,0.410
3,14:21,2,5,DET 25,0,7,Matthew Stafford pass incomplete short middle intended for Theo Riddick,0.410,-0.300
3,14:14,3,5,DET 25,0,7,Matthew Stafford pass incomplete short middle intended for Theo Riddick,-0.300,-1.700
3,14:10,4,5,DET 25,0,7,"Sam Martin punts 46 yards, returned by Tavon Austin for no gain",-1.700,-0.870
3,14:00,1,10,STL 29,0,7,"Case Keenum pass complete short left to Jared Cook for 21 yards (tackle by Nevin Lawson). Penalty on Greg Robinson: Chop Block, 14 yards (no play)",0.870,-0.480
3,13:32,1,24,STL 15,0,7,Case Keenum pass incomplete short middle intended for Lance Kendricks,-0.480,-1.710
3,13:24,2,24,STL 15,0,7,Tavon Austin left tackle for no gain (tackle by Stephen Tulloch),-1.710,-2.740
3,12:44,3,24,STL 15,0,7,Case Keenum pass complete short left to Benny Cunningham for 8 yards (tackle by Josh Bynes),-2.740,-1.830
3,12:08,4,16,STL 23,0,7,"Johnny Hekker punts 49 yards, returned by Golden Tate for 7 yards (tackle by Eric Patterson)",-1.830,-1.270
3,11:56,1,10,DET 35,0,7,Matthew Stafford pass complete short right to Golden Tate for 12 yards (tackle by Maurice Alexander),1.270,2.060
3,11:13,1,10,DET 47,0,7,Theo Riddick right tackle for -1 yards (tackle by Mark Barron),2.060,1.380
3,10:29,2,11,DET 46,0,7,Joique Bell right end for 18 yards (tackle by Mark Barron),1.380,3.180
3,9:43,1,10,STL 36,0,7,Matthew Stafford pass complete short middle to T.J. Jones for 7 yards (tackle by James Laurinaitis),3.180,3.580
3,9:03,2,3,STL 29,0,7,Golden Tate left end for 15 yards (tackle by Akeem Ayers),3.580,4.650
3,8:17,1,10,STL 14,0,7,Matthew Stafford pass complete short left to Theo Riddick for 5 yards (tackle by Mark Barron),4.650,4.900
3,7:39,2,5,STL 9,6,7,"Matthew Stafford pass complete short middle to Golden Tate for 9 yards, touchdown",4.900,7.000
3,7:39,,,STL 9,7,7,Matt Prater kicks extra point good,0.000,0.000
3,7:39,,,DET 35,7,7,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
3,7:35,1,10,STL 20,7,7,Tavon Austin right end for 7 yards (tackle by Stephen Tulloch),0.280,0.680
3,7:02,2,3,STL 27,7,7,Case Keenum pass complete short middle to Bradley Marquez for 13 yards (tackle by James Ihedigbo),0.680,1.600
3,6:29,1,10,STL 40,7,7,"Penalty on Ezekiel Ansah: Neutral Zone Infraction, 5 yards (no play)",1.600,2.330
3,6:00,1,5,STL 45,7,7,Todd Gurley left end for 49 yards (tackle by Josh Bynes),2.330,5.830
3,5:08,1,6,DET 6,7,7,"Tavon Austin left end for -1 yards (tackle by Tahir Whitehead). Penalty on Tavon Austin: Illegal Shift, 5 yards (no play)",5.830,4.770
3,4:41,1,11,DET 11,7,7,Todd Gurley left tackle for 6 yards (tackle by Haloti Ngata),4.770,5.150
3,4:02,2,5,DET 5,7,13,"Todd Gurley left end for 5 yards, touchdown",5.150,7.000
3,4:02,,,DET 5,7,14,Greg Zuerlein kicks extra point good,0.000,0.000
3,4:02,,,STL 35,7,14,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
3,3:57,1,10,DET 20,7,14,Matthew Stafford pass incomplete short left intended for Calvin Johnson,0.280,-0.270
3,3:53,2,10,DET 20,7,14,Joique Bell middle for 9 yards (tackle by James Laurinaitis),-0.270,0.230
3,3:04,3,1,DET 29,7,14,Matthew Stafford pass complete short left to Michael Burton for 12 yards (tackle by Mark Barron),0.230,1.660
3,2:28,1,10,DET 41,7,14,Joique Bell middle for 2 yards (tackle by Nick Fairley),1.660,1.390
3,1:54,2,8,DET 43,7,14,Matthew Stafford pass complete short right to Golden Tate for -4 yards (tackle by Marcus Roberson),1.390,0.170
3,1:11,3,12,DET 39,7,14,Matthew Stafford pass incomplete short right intended for Theo Riddick,0.170,-0.780
3,1:04,4,12,DET 39,7,14,"Sam Martin punts 44 yards, returned by Tavon Austin for 83 yards. Penalty on Cody Davis: Offensive Holding, 9 yards",-0.780,0.380
3,0:47,1,10,STL 9,7,14,Case Keenum pass complete deep right to Kenny Britt for 25 yards (tackle by Darius Slay). Penalty on Darius Slay: Defensive Pass Interference (Declined),-0.380,1.200
3,0:19,1,10,STL 34,7,14,Todd Gurley right tackle for 25 yards (tackle by Glover Quin),1.200,2.850
Quarter,Time,Down,ToGo,Location,DET,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 41,7,14,Todd Gurley left end for -4 yards (tackle by James Ihedigbo),2.850,1.770
4,14:16,2,14,DET 45,7,14,Case Keenum pass complete short middle to Wes Welker for 11 yards (tackle by Isa Abdul-Quddus),1.770,2.540
4,13:33,3,3,DET 34,7,14,Case Keenum pass complete short left to Kenny Britt for 10 yards (tackle by Darryl Tapp),2.540,3.970
4,12:52,1,10,DET 24,7,14,Todd Gurley right tackle for 9 yards (tackle by Nevin Lawson),3.970,4.850
4,12:25,2,1,DET 15,7,20,"Todd Gurley right tackle for 15 yards, touchdown",4.850,7.000
4,12:25,,,DET 15,7,21,Greg Zuerlein kicks extra point good,0.000,0.000
4,12:25,,,STL 35,7,21,"Greg Zuerlein kicks off 73 yards, returned by Ameer Abdullah for 21 yards (tackle by Chase Reynolds)",0.000,0.320
4,12:10,1,10,DET 13,7,21,Ameer Abdullah right guard for 4 yards (tackle by Mark Barron),-0.320,-0.300
4,11:35,2,6,DET 17,7,21,"Penalty on Ethan Westbrooks: Neutral Zone Infraction, 5 yards (no play)",-0.300,0.490
4,11:17,2,1,DET 22,7,21,Matthew Stafford pass complete short middle to Ameer Abdullah for 14 yards (tackle by Lamarcus Joyner and James Laurinaitis),0.490,1.330
4,10:34,1,10,DET 36,7,21,Matthew Stafford sacked by Aaron Donald for -7 yards,1.330,-0.160
4,9:48,2,17,DET 29,7,21,Matthew Stafford pass complete short left to Theo Riddick for -3 yards (tackle by Mark Barron),-0.160,-1.220
4,9:05,3,20,DET 26,7,21,Matthew Stafford pass complete short middle to Golden Tate for 9 yards (tackle by Mark Barron and Trumaine Johnson),-1.220,-1.040
4,8:24,4,11,DET 35,7,21,"Sam Martin punts 36 yards, out of bounds",-1.040,-0.870
4,8:20,1,10,STL 29,7,21,Tre Mason middle for -4 yards (tackle by Stephen Tulloch),0.870,-0.210
4,7:40,2,14,STL 25,7,21,Case Keenum pass complete short left to Tre Mason for 4 yards (tackle by Stephen Tulloch). Penalty on Greg Robinson: Offensive Holding (Declined),-0.210,-0.360
4,7:16,3,10,STL 29,7,21,Benny Cunningham middle for 9 yards (tackle by Josh Bynes),-0.360,-0.360
4,6:28,3,10,STL 29,7,21,Timeout #1 by Los Angeles Rams,-0.360,-0.850
4,6:28,4,1,STL 38,7,21,Johnny Hekker punts 48 yards,-0.850,0.280
4,6:18,1,10,DET 14,7,21,Matthew Stafford pass complete short middle to Eric Ebron for 6 yards (tackle by Mark Barron),-0.280,0.150
4,5:57,2,4,DET 20,7,21,Matthew Stafford middle for 6 yards (tackle by James Laurinaitis),0.150,0.670
4,5:34,1,10,DET 26,7,21,Matthew Stafford pass complete short left to Theo Riddick for 16 yards (tackle by William Hayes),0.670,1.730
4,5:12,1,10,DET 42,7,21,Matthew Stafford pass complete short left to Theo Riddick for 2 yards (tackle by Trumaine Johnson),1.730,1.460
4,4:48,2,8,DET 44,7,21,Matthew Stafford sacked by Aaron Donald for -5 yards,1.460,0.100
4,4:14,3,13,DET 39,7,21,Matthew Stafford pass complete deep middle to Golden Tate for 16 yards (tackle by Marcus Roberson),0.100,2.590
4,3:45,1,10,STL 45,7,21,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,2.590,2.040
4,3:40,2,10,STL 45,7,21,Matthew Stafford pass complete short left to Eric Ebron for 11 yards (tackle by Trumaine Johnson),2.040,3.310
4,3:34,1,10,STL 34,7,21,Matthew Stafford pass incomplete deep right intended for T.J. Jones,3.310,2.770
4,3:31,2,10,STL 34,7,21,Matthew Stafford pass complete short left to Joique Bell for 9 yards (tackle by Mark Barron),2.770,3.270
4,3:03,3,1,STL 25,7,21,Joique Bell left guard for 7 yards (tackle by Nick Fairley and Mark Barron),3.270,4.370
4,2:32,1,10,STL 18,7,21,Matthew Stafford pass incomplete deep right intended for Golden Tate (defended by Marcus Roberson),4.370,3.800
4,2:30,2,10,STL 18,7,21,Matthew Stafford pass complete short middle to Calvin Johnson for 16 yards (tackle by Rodney McLeod),3.800,6.740
4,2:07,1,2,STL 2,13,21,"Matthew Stafford pass complete short right to Golden Tate for 2 yards, touchdown",6.740,7.000
4,2:07,,,STL 2,14,21,Matt Prater kicks extra point good,0.000,0.000
4,2:07,,,DET 35,14,21,"Sam Martin kicks onside 12 yards, recovered by Michael Burton (onside kick successful)",0.000,2.060
4,2:03,1,10,DET 47,14,21,Matthew Stafford pass incomplete short middle intended for Eric Ebron (defended by Trumaine Johnson),2.060,1.520
4,1:55,2,10,DET 47,14,21,Matthew Stafford pass complete short left to T.J. Jones for 7 yards (tackle by Marcus Roberson),1.520,1.750
4,1:50,3,3,STL 46,14,21,Matthew Stafford pass incomplete short right intended for T.J. Jones (defended by Marcus Roberson),1.750,0.200
4,1:45,4,3,STL 46,14,21,"Matthew Stafford pass incomplete short right intended for Eric Ebron. Matthew Stafford fumbles, recovered by Matthew Stafford at DET-40",0.200,-1.990
4,1:40,1,10,STL 46,14,21,Todd Gurley middle for 1 yard (tackle by Haloti Ngata),1.990,1.990
4,1:36,1,10,STL 46,14,21,Timeout #1 by Detroit Lions,1.990,1.590
4,1:36,2,9,STL 47,14,21,Todd Gurley left tackle for 21 yards (tackle by Darius Slay),1.590,1.590
4,1:25,2,9,STL 47,14,21,Timeout #2 by Detroit Lions,1.590,3.450
4,1:25,1,10,DET 32,14,21,Benny Cunningham right tackle for 4 yards (tackle by Josh Bynes),3.450,3.450
4,1:20,1,10,DET 32,14,21,Timeout #3 by Detroit Lions,3.450,3.440
4,1:17,2,6,DET 28,14,21,Benny Cunningham middle for 1 yard (tackle by Josh Bynes and Ezekiel Ansah),3.440,2.870
4,0:39,3,5,DET 27,14,21,Case Keenum kneels for -1 yards,2.870,1.610
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
