Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Stevie Johnson,WR,75,100%,1,1%,0,0%
Kraig Urbik,G,75,100%,0,0%,5,16%
Colin Brown,G,75,100%,0,0%,5,16%
Cordy Glenn,T,75,100%,0,0%,5,16%
Erik Pears,T,75,100%,0,0%,5,16%
Eric Wood,C,75,100%,0,0%,0,0%
EJ Manuel,QB,75,100%,0,0%,0,0%
Robert Woods,WR,71,95%,0,0%,7,23%
Scott Chandler,TE,71,95%,0,0%,5,16%
T.J. Graham,WR,47,63%,0,0%,0,0%
C.J. Spiller,RB,44,59%,0,0%,0,0%
Fred Jackson,RB,30,40%,0,0%,0,0%
Frank Summers,FB,22,29%,0,0%,12,39%
Lee Smith,TE,11,15%,0,0%,11,35%
Chris Hogan,WR,3,4%,0,0%,18,58%
Tashard Choice,RB,1,1%,0,0%,21,68%
Leodis McKelvin,CB,0,0%,79,100%,10,32%
Kiko Alonso,LB,0,0%,79,100%,5,16%
Aaron Williams,CB,0,0%,78,99%,5,16%
Da'Norris Searcy,FS,0,0%,74,94%,9,29%
Justin Rogers,CB,0,0%,74,94%,5,16%
Mario Williams,DE,0,0%,68,86%,5,16%
Manny Lawson,LB,0,0%,59,75%,11,35%
Marcell Dareus,DT,0,0%,58,73%,5,16%
Kyle Williams,DT,0,0%,58,73%,0,0%
Alex Carrington,DE,0,0%,50,63%,5,16%
Nickell Robey-Coleman,CB,0,0%,43,54%,0,0%
Jerry Hughes,DE,0,0%,36,46%,6,19%
Arthur Moats,LB,0,0%,33,42%,3,10%
Jim Leonhard,SS,0,0%,30,38%,9,29%
Alan Branch,DT,0,0%,26,33%,5,16%
Corbin Bryant,DT,0,0%,17,22%,5,16%
Jamaal Westerman,LB,0,0%,3,4%,15,48%
Duke Williams,FS,0,0%,2,3%,21,68%
Nigel Bradham,LB,0,0%,1,1%,15,48%
Marcus Easley,WR,0,0%,0,0%,21,68%
Jonathan Meeks,SS,0,0%,0,0%,17,55%
Marcus Dowtin,LB,0,0%,0,0%,15,48%
Brandon Burton,CB,0,0%,0,0%,12,39%
Dan Carpenter,K,0,0%,0,0%,11,35%
Garrison Sanborn,LS,0,0%,0,0%,8,26%
Shawn Powell,P,0,0%,0,0%,8,26%
Johnny Adams,DB,0,0%,0,0%,6,19%
Thomas Welch,T,0,0%,0,0%,5,16%
Sam Young,G,0,0%,0,0%,5,16%
