Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Mark Ingram,BAL,15,111,1,7,54,3.6,57,3.8,3,5.0
Gus Edwards,BAL,14,55,0,4,26,1.9,29,2.1,1,14.0
Justice Hill,BAL,8,27,0,1,18,2.3,9,1.1,0,
Lamar Jackson,BAL,8,95,0,5,53,6.6,42,5.3,0,
Robert Griffin III,BAL,3,-3,0,0,-3,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Todd Gurley,LAR,6,22,0,2,11,1.8,11,1.8,0,
Malcolm Brown,LAR,1,0,0,,0,0.0,0,0.0,0,
Brandin Cooks,LAR,1,1,0,0,-1,-1.0,2,2.0,0,
Jared Goff,LAR,1,-1,0,0,-1,-1.0,0,0.0,0,
