Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss and deferred, Redskins to receive the opening kickoff.",,
1,15:00,,,PHI 35,0,0,"Cody Parkey kicks off 70 yards, returned by Andre Roberts for 23 yards (tackle by Malcolm Jenkins)",0.000,-0.040
1,14:55,1,10,WAS 18,0,0,Kirk Cousins pass complete deep right to Pierre Garcon for 19 yards (tackle by Bradley Fletcher),0.040,1.400
1,14:19,1,10,WAS 37,0,0,Kirk Cousins pass complete short right to DeSean Jackson for 6 yards (tackle by Bradley Fletcher),1.400,1.670
1,13:41,2,4,WAS 43,0,0,Alfred Morris left end for 8 yards (tackle by Connor Barwin and Nate Allen),1.670,2.320
1,13:03,1,10,PHI 49,0,0,Alfred Morris left end for 1 yard (tackle by Cedric Thornton),2.320,1.920
1,12:26,2,9,PHI 48,0,0,"Kirk Cousins pass complete short right to DeSean Jackson for 13 yards (tackle by Bradley Fletcher). Penalty on Nate Allen: Unnecessary Roughness, 15 yards",1.920,4.240
1,11:54,1,10,PHI 20,0,0,"Alfred Morris right end for 3 yards (tackle by Bradley Fletcher). Penalty on Pierre Garcon: Taunting, 15 yards",4.240,2.070
1,11:24,2,22,PHI 32,0,0,"Kirk Cousins pass incomplete deep left intended for Logan Paulsen. Penalty on Fletcher Cox: Illegal Use of Hands, 5 yards (no play)",2.070,3.780
1,11:19,1,10,PHI 27,0,0,Kirk Cousins pass complete short left to Pierre Garcon for 3 yards (tackle by Cary Williams),3.780,3.640
1,10:39,2,7,PHI 24,0,0,Kirk Cousins pass complete short right to Logan Paulsen for 4 yards (tackle by Bennie Logan),3.640,3.470
1,9:58,3,3,PHI 20,0,0,Kirk Cousins pass complete short middle to Andre Roberts for 10 yards (tackle by Nate Allen),3.470,4.910
1,9:24,1,10,PHI 10,0,0,Alfred Morris right end for 6 yards (tackle by Emmanuel Acho),4.910,5.340
1,8:47,2,4,PHI 4,6,0,"Kirk Cousins pass complete short right to Darrel Young for 4 yards, touchdown",5.340,7.000
1,8:47,,,PHI 2,7,0,Kai Forbath kicks extra point good,0.000,0.000
1,8:47,,,WAS 35,7,6,"Tress Way kicks off 67 yards, returned by Chris Polk for 102 yards, touchdown",0.000,-7.000
1,8:42,,,WAS 2,7,7,Cody Parkey kicks extra point good,0.000,0.000
1,8:42,,,PHI 35,7,7,"Cody Parkey kicks off 65 yards, returned by Andre Roberts for 13 yards (tackle by Trey Burton)",0.000,0.320
1,8:24,1,10,WAS 13,7,7,Alfred Morris right end for no gain (tackle by Bennie Logan),-0.320,-0.770
1,7:44,2,10,WAS 13,7,7,"Penalty on Cedric Thornton: Encroachment, 5 yards (no play)",-0.770,-0.140
1,7:27,2,5,WAS 18,7,7,Alfred Morris left tackle for 2 yards (tackle by Fletcher Cox and Casey Matthews),-0.140,-0.590
1,6:47,3,3,WAS 20,7,7,Kirk Cousins pass complete short left to Andre Roberts for 5 yards (tackle by Nate Allen),-0.590,0.610
1,6:20,1,10,WAS 25,7,7,Kirk Cousins pass incomplete deep right intended for DeSean Jackson,0.610,0.060
1,6:13,2,10,WAS 25,7,7,Kirk Cousins pass complete short middle to Niles Paul for 9 yards (tackle by DeMeco Ryans),0.060,0.560
1,5:34,3,1,WAS 34,7,7,Kirk Cousins pass complete deep right to Niles Paul for 37 yards (tackle by Bradley Fletcher),0.560,3.640
1,4:47,1,10,PHI 29,7,7,Alfred Morris right end for 2 yards (tackle by Bradley Fletcher),3.640,3.370
1,4:24,2,8,PHI 27,7,7,"Alfred Morris right end for 2 yards (tackle by Brandon Graham). Alfred Morris fumbles (forced by Brandon Graham), recovered by Pierre Garcon at PHI-25",3.370,2.940
1,3:42,3,6,PHI 25,7,7,Kirk Cousins pass complete short right to DeSean Jackson for 10 yards (tackle by Bradley Fletcher),2.940,4.580
1,3:30,1,10,PHI 15,7,7,Alfred Morris left end for 12 yards (tackle by Nate Allen),4.580,6.510
1,2:50,1,3,PHI 3,7,7,Alfred Morris right tackle for -1 yards (tackle by Bennie Logan),6.510,5.340
1,2:13,2,4,PHI 4,13,7,"Kirk Cousins pass complete short right to Pierre Garcon for 4 yards, touchdown",5.340,7.000
1,2:13,,,PHI 2,14,7,Kai Forbath kicks extra point good,0.000,0.000
1,2:13,,,WAS 35,14,7,"Tress Way kicks off 60 yards, returned by Chris Polk for 20 yards (tackle by William Compton). Penalty on Brandon Meriweather: Offside on Free Kick, 5 yards (no play)",0.000,0.000
1,2:13,,,WAS 30,14,7,"Tress Way kicks off 48 yards, returned by James Casey for 16 yards (tackle by Adam Hayward)",0.000,-1.470
1,2:01,1,10,PHI 38,14,7,"Nick Foles pass complete short middle to James Casey for 7 yards (tackle by Ryan Kerrigan). Penalty on Ryan Kerrigan: Defensive Holding, 5 yards (no play)",1.470,1.800
1,1:47,1,10,PHI 43,14,7,LeSean McCoy up the middle for 1 yard (tackle by Jason Hatcher),1.800,1.390
1,1:23,2,9,PHI 44,14,7,LeSean McCoy left end for 9 yards (tackle by Keenan Robinson),1.390,2.460
1,0:59,1,10,WAS 47,14,7,Nick Foles pass complete short right to Jordan Matthews for 4 yards (tackle by Brandon Meriweather),2.460,2.450
1,0:29,2,6,WAS 43,14,7,Nick Foles pass incomplete short right intended for Jordan Matthews,2.450,1.750
1,0:21,3,6,WAS 43,14,7,Nick Foles up the middle for 9 yards (tackle by Brian Orakpo),1.750,3.310
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 34,14,7,Darren Sproles up the middle for 2 yards (tackle by Chris Baker),3.310,3.040
2,14:40,2,8,WAS 32,14,7,"Darren Sproles up the middle for 18 yards (tackle by Bashaud Breeland). Darren Sproles fumbles (forced by Bashaud Breeland), recovered by DeAngelo Hall at WAS-11 and returned for 17 yards (tackle by Jeremy Maclin). Penalty on Jason Kelce: Offensive Holding (Declined)",3.040,-0.810
2,14:23,1,10,WAS 28,14,7,Alfred Morris left end for 5 yards (tackle by Emmanuel Acho),0.810,0.940
2,13:52,2,5,WAS 33,14,7,Alfred Morris right tackle for 4 yards (tackle by Bennie Logan),0.940,0.760
2,13:18,3,1,WAS 37,14,7,Kirk Cousins up the middle for 3 yards (tackle by Cedric Thornton),0.760,1.600
2,12:46,1,10,WAS 40,14,7,Kirk Cousins pass complete short right to DeSean Jackson for 7 yards (tackle by Bradley Fletcher),1.600,2.000
2,12:15,2,3,WAS 47,14,7,Alfred Morris left end for no gain (tackle by Bennie Logan and Malcolm Jenkins),2.000,2.000
2,11:36,2,3,WAS 47,14,7,Timeout #1 by Washington Redskins,2.000,1.290
2,11:36,3,3,WAS 47,14,7,Kirk Cousins pass complete short right to Pierre Garcon for 4 yards (tackle by Bradley Fletcher),1.290,2.320
2,11:11,1,10,PHI 49,14,7,Kirk Cousins pass incomplete short middle intended for Pierre Garcon,2.320,1.780
2,11:07,2,10,PHI 49,14,7,Kirk Cousins pass complete short middle to Andre Roberts for 10 yards (tackle by DeMeco Ryans),1.780,2.980
2,10:25,1,10,PHI 39,14,7,"Penalty on Chris Chester: False Start, 5 yards (no play)",2.980,2.650
2,10:04,1,15,PHI 44,14,7,Alfred Morris right end for 2 yards (tackle by Cedric Thornton),2.650,2.040
2,9:27,2,13,PHI 42,14,7,Kirk Cousins pass complete short left to Pierre Garcon for 11 yards (tackle by Brandon Boykin),2.040,2.810
2,8:58,3,2,PHI 31,14,7,Kirk Cousins pass incomplete short left intended for Pierre Garcon,2.810,1.400
2,8:54,4,2,PHI 31,17,7,Kai Forbath 49 yard field goal good,1.400,3.000
2,8:54,,,WAS 35,17,7,"Tress Way kicks off 65 yards, touchback",0.000,-0.280
2,8:49,1,10,PHI 20,17,7,"Nick Foles pass complete short left to Jeremy Maclin for 50 yards. Penalty on Jason Kelce: Illegal Block Above the Waist, 10 yards",0.280,2.920
2,8:37,1,10,WAS 40,17,7,"Penalty on Andrew Gardner: False Start, 5 yards (no play)",2.920,2.590
2,8:37,1,15,WAS 45,17,7,LeSean McCoy left tackle for 2 yards (tackle by Keenan Robinson),2.590,1.970
2,8:11,2,13,WAS 43,17,7,Nick Foles pass complete short right to Jeremy Maclin for 2 yards (tackle by Perry Riley and DeAngelo Hall),1.970,1.550
2,7:39,3,11,WAS 41,17,7,Nick Foles pass complete deep left to Riley Cooper for 21 yards (tackle by David Amerson),1.550,4.240
,,,,,,,"WAS challenged the pass completion ruling, and the play was upheld.",,
2,7:20,1,10,WAS 20,17,7,LeSean McCoy for 1 yard,4.240,3.820
2,6:53,2,9,WAS 19,17,7,Nick Foles pass complete short left to Zach Ertz for 10 yards (tackle by Ryan Clark),3.820,5.140
2,6:27,1,9,WAS 9,17,7,LeSean McCoy right tackle for -2 yards (tackle by Trent Murphy),5.140,4.020
2,5:52,2,11,WAS 11,17,13,"Nick Foles pass complete short middle to Jordan Matthews for 11 yards, touchdown",4.020,7.000
2,5:52,,,WAS 2,17,14,Cody Parkey kicks extra point good,0.000,0.000
2,5:52,,,PHI 35,17,14,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
2,5:48,1,10,WAS 20,17,14,Kirk Cousins pass incomplete short right intended for DeSean Jackson (defended by Bradley Fletcher),0.280,-0.270
2,5:44,2,10,WAS 20,17,14,Kirk Cousins pass complete deep left to Pierre Garcon for 23 yards (tackle by Cary Williams),-0.270,1.800
2,5:10,1,10,WAS 43,17,14,Kirk Cousins pass complete short left to Niles Paul for 6 yards (tackle by Trent Cole),1.800,2.060
2,4:38,2,4,WAS 49,17,14,Kirk Cousins pass complete short left to Logan Paulsen for 3 yards (tackle by Nate Allen),2.060,1.750
2,4:00,3,1,PHI 48,17,14,Darrel Young left guard for 1 yard (tackle by Bennie Logan),1.750,2.460
2,3:19,1,10,PHI 47,17,14,Kirk Cousins pass incomplete short left intended for Niles Paul,2.460,1.910
2,3:14,2,10,PHI 47,17,14,Alfred Morris right tackle for 8 yards (tackle by Brandon Boykin),1.910,2.280
2,2:28,3,2,PHI 39,17,14,"Kirk Cousins pass incomplete short right intended for Andre Roberts. Penalty on Bradley Fletcher: Defensive Holding, 5 yards (no play)",2.280,3.310
2,2:24,1,10,PHI 34,17,14,Alfred Morris right end for 5 yards (tackle by Trent Cole),3.310,3.450
2,2:00,2,5,PHI 29,17,14,Alfred Morris up the middle for 3 yards (tackle by DeMeco Ryans and Malcolm Jenkins),3.450,3.140
2,1:23,3,2,PHI 26,17,14,Kirk Cousins pass incomplete short right intended for Pierre Garcon (defended by Bradley Fletcher),3.140,1.860
2,1:19,4,2,PHI 26,20,14,Kai Forbath 44 yard field goal good,1.860,3.000
2,1:19,,,WAS 35,20,14,"Tress Way kicks off 64 yards, returned by Chris Polk for 35 yards (tackle by Trent Robinson)",0.000,-1.330
2,1:08,1,10,PHI 36,20,14,Nick Foles pass complete short left to Jordan Matthews for 6 yards (tackle by Perry Riley),1.330,1.600
2,1:03,2,4,PHI 42,20,14,Nick Foles up the middle for 5 yards,1.600,2.060
2,0:45,1,10,PHI 47,20,14,Nick Foles pass complete short left to Zach Ertz for 4 yards (tackle by Brandon Meriweather),2.060,2.060
2,0:39,1,10,PHI 47,20,14,Timeout #1 by Philadelphia Eagles,2.060,2.060
2,0:39,2,6,WAS 49,20,14,Nick Foles pass complete short left to Jordan Matthews for 10 yards,2.060,2.980
2,0:33,1,10,WAS 39,20,14,Nick Foles pass incomplete deep right intended for Jeremy Maclin,2.980,2.440
2,0:28,2,10,WAS 39,20,14,Nick Foles pass complete deep right to Jeremy Maclin for 26 yards (tackle by DeAngelo Hall),2.440,2.440
2,0:20,2,10,WAS 39,20,14,Timeout #2 by Philadelphia Eagles,2.440,4.710
2,0:20,1,10,WAS 13,20,14,Nick Foles pass complete short right to Darren Sproles for 2 yards (tackle by Keenan Robinson),4.710,4.710
2,0:13,1,10,WAS 13,20,14,Timeout #3 by Philadelphia Eagles,4.710,4.390
2,0:13,2,8,WAS 11,20,20,"Nick Foles pass complete short middle to Jordan Matthews for 11 yards, touchdown",4.390,7.000
2,0:13,,,WAS 2,20,21,Cody Parkey kicks extra point good,0.000,0.000
2,0:13,,,PHI 35,20,21,"Cody Parkey kicks off 34 yards, returned by Darrel Young for 10 yards (tackle by Chris Polk)",0.000,-1.660
2,0:05,1,10,WAS 41,20,21,Kirk Cousins kneels for -1 yards,1.660,0.990
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,20,21,"Tress Way kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,PHI 20,20,21,Nick Foles pass complete short right to Jeremy Maclin for 16 yards (tackle by Ryan Clark and Keenan Robinson),0.280,1.330
3,14:33,1,10,PHI 36,20,21,LeSean McCoy up the middle for 4 yards (tackle by DeAngelo Hall),1.330,1.330
3,14:03,2,6,PHI 40,20,21,"LeSean McCoy right end for -5 yards (tackle by DeAngelo Hall). LeSean McCoy fumbles (forced by DeAngelo Hall), ball out of bounds at PHI-35",1.330,-0.030
3,13:43,3,11,PHI 35,20,21,"Nick Foles sacked by Jason Hatcher for -7 yards. Penalty on Keenan Robinson: Defensive Holding (Offsetting), Penalty on Todd Herremans: Offensive Holding (Offsetting) (no play)",-0.030,-0.030
3,13:19,3,11,PHI 35,20,21,"Nick Foles pass incomplete deep middle intended for Jordan Matthews. Penalty on E.J. Biggers: Defensive Pass Interference, 40 yards (no play)",-0.030,3.910
3,13:12,1,10,WAS 25,20,21,Nick Foles pass complete short right to Riley Cooper for 7 yards (tackle by Ryan Clark and DeAngelo Hall),3.910,4.370
3,12:48,2,3,WAS 18,20,21,Nick Foles pass incomplete short left intended for Riley Cooper (defended by Brandon Meriweather),4.370,3.660
3,12:43,3,3,WAS 18,20,21,Nick Foles pass complete short left to Jordan Matthews for -2 yards (tackle by E.J. Biggers),3.660,2.170
3,12:07,4,5,WAS 20,20,24,Cody Parkey 38 yard field goal good,2.170,3.000
3,12:07,,,PHI 35,20,24,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
3,12:03,1,10,WAS 20,20,24,Kirk Cousins pass complete short left to Pierre Garcon for 7 yards (tackle by Trent Cole),0.280,0.680
3,11:30,2,3,WAS 27,20,24,Kirk Cousins pass incomplete short right intended for Niles Paul (defended by Malcolm Jenkins),0.680,-0.030
3,11:25,3,3,WAS 27,20,24,Kirk Cousins pass incomplete short right intended for DeSean Jackson,-0.030,-1.570
3,11:20,4,3,WAS 27,20,24,"Tress Way punts 59 yards, returned by Darren Sproles for 9 yards (tackle by Akeem Davis). Penalty on Akeem Davis: Face Mask (15 Yards), 15 yards",-1.570,-1.470
3,11:09,1,10,PHI 38,20,24,LeSean McCoy up the middle for 2 yards (tackle by Brian Orakpo),1.470,1.190
3,10:41,2,8,PHI 40,20,24,Nick Foles pass incomplete short right intended for LeSean McCoy,1.190,0.500
3,10:36,3,8,PHI 40,20,24,Nick Foles pass complete short middle to Darren Sproles for 22 yards (tackle by Ryan Clark and Brandon Meriweather),0.500,3.050
3,10:13,1,10,WAS 38,20,24,"Nick Foles pass incomplete short right intended for Jeremy Maclin. Penalty on Bashaud Breeland: Illegal Contact, 5 yards (no play)",3.050,3.380
3,10:08,1,10,WAS 33,20,24,LeSean McCoy right end for no gain (tackle by Jason Hatcher),3.380,2.840
3,9:41,2,10,WAS 33,20,24,"Nick Foles pass complete short right to LeSean McCoy for no gain. Penalty on Trent Murphy: Roughing the Passer, 15 yards (no play)",2.840,4.370
3,9:25,1,10,WAS 18,20,24,Nick Foles pass incomplete short right intended for Brent Celek,4.370,3.800
3,9:18,2,10,WAS 18,20,24,LeSean McCoy right end for -2 yards (tackle by Keenan Robinson),3.800,2.870
3,8:47,3,12,WAS 20,20,24,Nick Foles pass complete short right to Darren Sproles for 6 yards (tackle by Bashaud Breeland),2.870,2.530
3,8:07,4,6,WAS 14,20,27,Cody Parkey 33 yard field goal good,2.530,3.000
3,8:07,,,PHI 35,20,27,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
3,8:04,1,10,WAS 20,20,27,Alfred Morris right tackle for 5 yards (tackle by Cedric Thornton),0.280,0.410
3,7:25,2,5,WAS 25,20,27,Kirk Cousins pass complete short left to Niles Paul for 6 yards (tackle by Cary Williams),0.410,1.000
3,6:57,1,10,WAS 31,20,27,Alfred Morris left end for no gain (tackle by Bennie Logan),1.000,0.460
3,6:15,2,10,WAS 31,20,27,Kirk Cousins pass complete short left to Niles Paul for 9 yards (tackle by Nolan Carroll),0.460,0.960
,,,,,,,"PHI challenged the runner was down by contact ruling, and the original play was overturned.",,
3,5:33,3,1,WAS 40,20,27,Kirk Cousins up the middle for 3 yards (tackle by Beau Allen),0.960,1.800
3,4:51,1,10,WAS 43,20,27,Kirk Cousins pass complete short left to Niles Paul for 1 yard (tackle by Trent Cole),1.800,1.390
3,4:10,2,9,WAS 44,20,27,Kirk Cousins pass incomplete short left intended for Pierre Garcon (defended by Cary Williams),1.390,0.690
3,4:06,3,9,WAS 44,20,27,Kirk Cousins pass incomplete deep right intended for Ryan Grant,0.690,-0.460
3,4:01,4,9,WAS 44,20,27,"Tress Way punts 46 yards, returned by Darren Sproles for 18 yards (tackle by William Compton)",-0.460,-0.810
3,3:46,1,10,PHI 28,20,27,Nick Foles pass incomplete short middle intended for Riley Cooper,0.810,0.260
3,3:44,2,10,PHI 28,20,27,Nick Foles pass complete short left to Jordan Matthews for 13 yards (tackle by Bashaud Breeland),0.260,1.660
3,3:27,1,10,PHI 41,20,27,LeSean McCoy left tackle for 1 yard (tackle by Ryan Clark),1.660,1.260
3,2:57,2,9,PHI 42,20,27,Nick Foles pass complete short right to Jeremy Maclin for 3 yards (tackle by Brandon Meriweather),1.260,0.960
3,2:25,3,6,PHI 45,20,27,Nick Foles pass incomplete short right intended for Darren Sproles,0.960,-0.390
3,2:20,4,6,PHI 45,20,27,"Donnie Jones punts 41 yards, fair catch by Andre Roberts. Penalty on PHI: Illegal Formation, 5 yards",-0.390,-0.150
3,2:13,1,10,WAS 19,26,27,"Kirk Cousins pass complete short middle to DeSean Jackson for 81 yards, touchdown",0.150,7.000
3,2:13,,,PHI 2,27,27,Kai Forbath kicks extra point good,0.000,0.000
3,2:13,,,WAS 35,27,27,"Tress Way kicks off 65 yards, touchback",0.000,-0.280
3,2:04,1,10,PHI 20,27,27,LeSean McCoy right end for 4 yards (tackle by Brandon Meriweather),0.280,0.270
3,1:33,2,6,PHI 24,27,27,Nick Foles pass complete short left to Jeremy Maclin for 13 yards,0.270,1.400
