#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,WAS 18,11,6:18,82,Touchdown
2,1,8:29,WAS 13,12,6:20,87,Touchdown
3,2,14:23,WAS 28,12,5:34,41,Field Goal
4,2,5:48,WAS 20,11,4:33,54,Field Goal
5,2,0:09,WAS 41,1,0:09,-1,End of Half
6,3,12:03,WAS 20,3,0:54,7,Punt
7,3,8:04,WAS 20,8,4:18,24,Punt
8,3,2:13,WAS 19,1,0:09,81,Touchdown
9,3,0:17,WAS 15,5,2:32,20,Punt
10,4,11:44,WAS 45,5,1:37,41,Missed FG
11,4,7:34,WAS 20,1,0:07,0,Interception
12,4,5:55,WAS 20,5,1:39,80,Touchdown
13,4,2:25,PHI 41,4,0:38,0,Downs
