Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,NYG 30,0,0,"Brett Conway kicks off 56 yards, returned by Allen Rossum for 18 yards (tackle by Marcellus Rivers)",0.000,1.070
1,14:56,1,10,ATL 32,0,0,Warrick Dunn right tackle for no gain (tackle by Keith Hamilton and Dhani Jones),1.070,0.530
1,14:20,2,10,ATL 32,0,0,Kurt Kittner pass complete to Alge Crumpler for 11 yards (tackle by Shaun Williams),0.530,1.800
1,13:48,1,10,ATL 43,0,0,Warrick Dunn right tackle for -1 yards (tackle by Keith Hamilton),1.800,1.120
1,13:00,2,11,ATL 42,0,0,Warrick Dunn left end for 8 yards (tackle by Ryan Clark and Ralph Brown),1.120,1.490
1,12:24,3,3,NYG 50,0,0,Kurt Kittner pass complete to Brian Finneran for 5 yards (tackle by Will Allen),1.490,2.590
1,11:43,1,10,NYG 45,6,0,"Warrick Dunn right end for 45 yards, touchdown",2.590,7.000
1,,,,NYG 2,7,0,Jay Feely kicks extra point good,0.000,0.000
1,,,,ATL 30,7,0,"Jay Feely kicks off 55 yards, returned by Marcellus Rivers for 12 yards (tackle by LaTarence Dunbar)",0.000,0.740
1,11:22,1,10,NYG 27,7,0,Tiki Barber up the middle for 5 yards (tackle by Cory Hall and Keith Brooking),0.740,0.870
1,10:58,2,5,NYG 32,7,0,Kerry Collins pass incomplete intended for Amani Toomer,0.870,0.170
1,10:47,3,5,NYG 32,7,0,Kerry Collins pass incomplete intended for Ike Hilliard,0.170,-1.240
1,10:41,4,5,NYG 32,7,0,"Jeff Feagles punts 40 yards, returned by Allen Rossum for 3 yards (tackle by Ryan Clark)",-1.240,-1.000
1,10:29,1,10,ATL 31,7,0,"Kurt Kittner pass complete to Peerless Price for 4 yards (tackle by Ralph Brown). Penalty on Keith Hamilton: Defensive Holding, 5 yards (no play)",1.000,1.330
1,10:04,1,10,ATL 36,7,0,"Kurt Kittner pass incomplete intended for Alge Crumpler. Penalty on Shaun Williams: Illegal Contact, 5 yards (no play)",1.330,1.660
1,9:53,1,10,ATL 41,7,0,"Warrick Dunn right end for -4 yards (tackle by Will Allen). Penalty on Brian Kozlowski: Offensive Holding, 10 yards (no play)",1.660,1.000
1,9:13,1,20,ATL 31,7,0,Kurt Kittner pass incomplete intended for Warrick Dunn (defended by Michael Strahan),1.000,-0.230
1,9:03,2,20,ATL 31,7,0,Warrick Dunn right guard for 3 yards (tackle by Micheal Barrow),-0.230,-0.490
1,8:26,3,17,ATL 34,7,0,Kurt Kittner pass incomplete intended for Peerless Price,-0.490,-1.110
1,8:16,4,17,ATL 34,7,0,"Chris Mohr punts 33 yards, returned by Brian Mitchell for 4 yards (tackle by Travis Jervey)",-1.110,-1.400
1,8:05,1,10,NYG 37,7,0,"Tiki Barber right end for 6 yards (tackle by Matt Stewart). Penalty on David Diehl: Offensive Holding, 10 yards (no play)",1.400,0.740
1,7:44,1,20,NYG 27,7,0,Kerry Collins pass incomplete intended for Marcellus Rivers,0.740,-0.490
1,7:33,2,20,NYG 27,7,0,Kerry Collins pass complete to Tiki Barber for 4 yards (tackle by Chris Draft),-0.490,-0.620
1,6:53,3,16,NYG 31,7,0,Kerry Collins pass complete to Tim Carter for 21 yards (tackle by Bryan Scott),-0.620,2.390
1,6:17,1,10,ATL 48,7,0,"Tiki Barber left end for 3 yards (tackle by Chris Draft and Keith Brooking). Penalty on Chris Bober: Offensive Holding, 10 yards (no play)",2.390,1.730
1,5:54,1,20,NYG 42,7,0,Kerry Collins pass complete to Amani Toomer for 5 yards (tackle by Tod McBride),1.730,1.170
1,5:11,2,15,NYG 47,7,0,Kerry Collins pass complete to Tiki Barber for 11 yards (tackle by Chris Draft),1.170,1.950
1,4:28,3,4,ATL 42,7,0,Kerry Collins sacked by Brady Smith for -9 yards,1.950,-0.130
1,4:12,4,13,NYG 49,7,0,"Jeff Feagles punts 51 yards, touchback",-0.130,-0.280
1,3:57,1,10,ATL 20,7,0,"Kurt Kittner pass complete to Peerless Price for 18 yards (tackle by Ralph Brown). Penalty on Todd McClure: Tripping, 10 yards (no play)",0.280,-0.760
1,3:21,1,20,ATL 10,7,0,Warrick Dunn right tackle for 4 yards (tackle by Brandon Short and Kenny Holmes),-0.760,-1.180
1,2:48,2,16,ATL 14,7,0,Kurt Kittner up the middle for 4 yards (tackle by Keith Washington and Micheal Barrow),-1.180,-1.330
1,2:03,3,12,ATL 18,7,0,Kurt Kittner pass incomplete intended for Peerless Price,-1.330,-2.240
1,1:56,4,12,ATL 18,7,0,Chris Mohr punts 20 yards,-2.240,-3.050
1,1:45,1,10,ATL 38,7,0,Tiki Barber left end for 5 yards (tackle by Cory Hall),3.050,3.180
1,1:17,2,5,ATL 33,7,0,Tiki Barber left end for 9 yards (tackle by Keith Brooking),3.180,3.970
1,0:37,1,10,ATL 24,7,0,"Tiki Barber left tackle for 2 yards (tackle by Keith Newman and Ed Jasper). Tiki Barber fumbles (forced by Keith Newman), recovered by Keith Brooking at ATL-22 (tackle by Wayne Lucier). Penalty on Luke Petitgout: Offensive Holding (Declined)",3.970,-0.410
1,0:27,1,10,ATL 22,7,0,Warrick Dunn up the middle for 9 yards (tackle by Omar Stoutmire and Michael Strahan),0.410,1.080
Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,ATL 31,7,0,Warrick Dunn right tackle for 6 yards (tackle by William Joseph and Brandon Short),1.080,1.400
2,14:24,1,10,ATL 37,7,0,Warrick Dunn right end for 3 yards (tackle by Shaun Williams and Brandon Short),1.400,1.260
2,13:48,2,7,ATL 40,7,0,Kurt Kittner pass incomplete intended for Peerless Price (defended by Omar Stoutmire),1.260,0.560
2,13:34,3,7,ATL 40,7,0,Kurt Kittner pass incomplete intended for Warrick Dunn,0.560,-0.720
2,13:28,4,7,ATL 40,7,0,"Chris Mohr punts 32 yards, returned by Brian Mitchell for no gain",-0.720,-0.810
2,13:19,1,10,NYG 28,7,0,Kerry Collins pass complete to Marcellus Rivers for 4 yards (tackle by Tod McBride),0.810,0.800
