Quarter,Time,Down,ToGo,Location,NYJ,DET,Detail,EPB,EPA
1,9:24,1,10,NYJ 10,0,0,Matthew Stafford pass incomplete short middle intended for Jahvid Best,4.910,4.190
1,9:20,2,10,NYJ 10,0,6,"Matthew Stafford pass complete short left to Brandon Pettigrew for 10 yards, touchdown",4.190,7.000
1,,,,NYJ 2,0,7,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 30,0,7,"Jason Hanson kicks off 69 yards, returned by Brad Smith for 31 yards (tackle by Bobby Carpenter)",0.000,1.070
1,9:10,1,10,NYJ 32,0,7,LaDainian Tomlinson right tackle for 5 yards (tackle by Corey Williams),1.070,1.200
1,8:34,2,5,NYJ 37,0,7,"Mark Sanchez for no gain. Mark Sanchez fumbles, recovered by Mark Sanchez at NYJ-36",1.200,0.370
1,7:50,3,6,NYJ 36,0,7,Mark Sanchez pass incomplete short left intended for Braylon Edwards (defended by Alphonso Smith),0.370,-0.980
1,7:46,4,6,NYJ 36,0,7,"Steve Weatherford punts 48 yards, returned by Stefan Logan for 15 yards (tackle by Brad Smith)",-0.980,-1.000
1,7:34,1,10,DET 31,0,7,Matthew Stafford sacked by Bart Scott for -10 yards,1.000,-0.890
1,7:04,2,20,DET 21,0,7,Kevin Smith right tackle for 4 yards (tackle by Calvin Pace and Trevor Pryce),-0.890,-1.020
1,6:21,3,16,DET 25,0,7,Matthew Stafford pass complete short middle to Tony Scheffler for 12 yards (tackle by Drew Coleman),-1.020,-0.910
1,5:47,4,4,DET 37,0,7,"Nick Harris punts 49 yards, returned by Kyle Wilson for 14 yards (tackle by Landon Johnson). Kyle Wilson fumbles, recovered by John Conner at NYJ-33 (tackle by Jonathan Wade)",-0.910,-1.140
1,5:34,1,10,NYJ 33,0,7,"Penalty on Corey Williams: Encroachment, 5 yards (no play)",1.140,1.870
1,5:34,1,5,NYJ 38,0,7,Mark Sanchez pass complete short left to Santonio Holmes for 7 yards (tackle by Alphonso Smith),1.870,1.930
1,4:59,1,10,NYJ 45,0,7,Mark Sanchez pass complete short right to LaDainian Tomlinson for 3 yards (tackle by DeAndre Levy and Louis Delmas),1.930,1.790
1,4:49,,,,0,7,Timeout #1 by New York Jets,0.000,1.790
1,4:49,2,7,NYJ 48,0,7,Shonn Greene left end for 12 yards (tackle by Amari Spievey and Kyle Vanden Bosch),1.790,2.920
1,4:15,1,10,DET 40,0,7,Mark Sanchez pass incomplete short right intended for Jerricho Cotchery (defended by Chris Houston),2.920,2.370
1,4:10,2,10,DET 40,0,7,Shonn Greene right end for -5 yards (tackle by Ashlee Palmer). Penalty on Wayne Hunter: Offensive Holding (Declined),2.370,1.030
1,3:42,3,15,DET 45,0,7,Mark Sanchez pass complete short left to Santonio Holmes for 3 yards (tackle by Cliff Avril and Louis Delmas),1.030,0.460
1,3:12,4,12,DET 42,0,7,"Steve Weatherford punts 42 yards, touchback",0.460,-0.280
1,3:02,1,10,DET 20,0,7,Jahvid Best middle for 4 yards (tackle by Eric Smith and David Harris),0.280,0.270
1,2:24,2,6,DET 24,0,7,"Matthew Stafford pass incomplete deep left intended for Nate Burleson. Penalty on Antonio Cromartie: Defensive Holding, 5 yards (no play)",0.270,0.870
1,2:18,1,10,DET 29,0,7,Jahvid Best right tackle for -2 yards (tackle by Mike DeVito),0.870,0.060
1,1:39,2,12,DET 27,0,7,Matthew Stafford pass incomplete short middle intended for Tony Scheffler (defended by Sione Pouha),0.060,-0.630
1,1:35,3,12,DET 27,0,7,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew,-0.630,-1.570
1,1:30,4,12,DET 27,0,7,"Nick Harris punts 56 yards, returned by Jim Leonhard for 20 yards (tackle by Don Muhlbach)",-1.570,-1.400
1,1:18,1,10,NYJ 37,0,7,LaDainian Tomlinson left tackle for 3 yards (tackle by Louis Delmas),1.400,1.260
1,0:44,2,7,NYJ 40,0,7,LaDainian Tomlinson right tackle for 2 yards (tackle by Ndamukong Suh),1.260,0.830
1,0:01,3,5,NYJ 42,0,7,Mark Sanchez pass incomplete short left intended for Braylon Edwards,0.830,-0.590
Quarter,Time,Down,ToGo,Location,NYJ,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,5,NYJ 42,0,7,"Steve Weatherford punts 41 yards, fair catch by Stefan Logan",-0.590,0.060
2,14:52,1,10,DET 17,0,7,Kevin Smith right tackle for 2 yards (tackle by Sione Pouha and Shaun Ellis),-0.060,-0.250
2,14:11,2,8,DET 19,0,7,"Matthew Stafford sacked by Bryan Thomas for -2 yards. Penalty on Shaun Ellis: Personal Foul, 15 yards",-0.250,1.070
2,13:41,1,10,DET 32,0,7,Kevin Smith right tackle for 1 yard (tackle by David Harris and Bart Scott),1.070,0.660
2,12:55,2,9,DET 33,0,7,"Matthew Stafford pass complete short right to Kevin Smith for 11 yards (tackle by Antonio Cromartie). Penalty on Nate Burleson: Offensive Pass Interfere, 10 yards (no play)",0.660,-0.690
2,12:30,2,19,DET 23,0,7,Matthew Stafford pass complete short left to Jahvid Best for 14 yards (tackle by Jim Leonhard),-0.690,0.500
2,11:53,3,5,DET 37,0,7,Matthew Stafford pass incomplete short left intended for Calvin Johnson (defended by Darrelle Revis),0.500,-0.910
2,11:48,4,5,DET 37,0,7,"Nick Harris punts 49 yards, returned by Jim Leonhard for 2 yards (tackle by Jerome Felton)",-0.910,0.140
2,11:37,1,10,NYJ 16,0,7,LaDainian Tomlinson middle for 3 yards (tackle by DeAndre Levy),-0.140,-0.180
2,11:03,2,7,NYJ 19,0,7,Mark Sanchez pass incomplete short left intended for Braylon Edwards (defended by Julian Peterson),-0.180,-0.950
2,10:59,3,7,NYJ 19,0,7,Mark Sanchez pass complete short middle to Braylon Edwards for 3 yards (tackle by Julian Peterson),-0.950,-1.900
2,10:30,4,4,NYJ 22,0,7,"Steve Weatherford punts 53 yards, returned by Stefan Logan for 12 yards (tackle by Marquice Cole)",-1.900,-1.400
2,10:20,1,10,DET 37,0,7,Matthew Stafford pass complete short left to Tony Scheffler for 10 yards (tackle by Jim Leonhard),1.400,2.060
2,9:44,1,10,DET 47,0,7,Jahvid Best right tackle for 1 yard (tackle by David Harris),2.060,1.650
2,9:04,2,9,DET 48,0,7,Matthew Stafford pass incomplete deep right intended for Jahvid Best,1.650,0.960
2,8:57,3,9,DET 48,0,7,Matthew Stafford pass incomplete deep left intended for Nate Burleson,0.960,-0.190
2,8:52,4,9,DET 48,0,7,"Nick Harris punts 39 yards, fair catch by Jim Leonhard",-0.190,0.320
2,8:43,1,10,NYJ 13,0,7,LaDainian Tomlinson middle for 6 yards (tackle by Kyle Vanden Bosch),-0.320,0.030
2,8:23,2,4,NYJ 19,0,7,"Penalty on Dustin Keller: False Start, 5 yards (no play)",0.030,-0.680
2,7:53,2,9,NYJ 14,0,7,Mark Sanchez pass complete short left to LaDainian Tomlinson for 14 yards (tackle by DeAndre Levy),-0.680,0.810
2,7:34,1,10,NYJ 28,0,7,"Mark Sanchez pass incomplete deep middle intended for Dustin Keller (defended by Amari Spievey). Penalty on Cliff Avril: Illegal Use of Hands, 5 yards (no play)",0.810,1.140
2,7:28,1,10,NYJ 33,0,7,LaDainian Tomlinson left end for 8 yards (tackle by Alphonso Smith),1.140,1.670
2,6:57,2,2,NYJ 41,0,7,Brad Smith right end for 3 yards (tackle by DeAndre Levy),1.670,1.860
2,6:15,1,10,NYJ 44,0,7,"Mark Sanchez pass complete deep left to Santonio Holmes for 31 yards (tackle by Alphonso Smith). Penalty on Turk McBride: Roughing the Passer, 13 yards",1.860,4.780
2,5:53,1,10,DET 12,0,7,Shonn Greene right tackle for 4 yards (tackle by Julian Peterson and Andre Fluellen),4.780,4.830
2,5:08,2,6,DET 8,0,7,Mark Sanchez pass incomplete short right intended for Jerricho Cotchery (defended by Chris Houston),4.830,3.930
2,5:05,3,6,DET 8,0,7,"Mark Sanchez for no gain. Mark Sanchez fumbles, recovered by Mark Sanchez at DET-13. Penalty on LaDainian Tomlinson: Illegal Motion (Declined)",3.930,2.570
2,4:51,4,11,DET 13,3,7,Nick Folk 31 yard field goal good,2.570,3.000
2,,,,NYJ 30,3,7,"Nick Folk kicks off 72 yards, returned by Stefan Logan for 35 yards (tackle by Brad Smith)",0.000,1.140
2,4:39,1,10,DET 33,3,7,Matthew Stafford pass complete short right to Nate Burleson for 11 yards (tackle by Drew Coleman),1.140,1.860
2,4:02,1,10,DET 44,3,7,Jahvid Best right end for 2 yards (tackle by Bart Scott),1.860,1.590
2,3:25,2,8,DET 46,3,7,Matthew Stafford pass complete short middle to Brandon Pettigrew for 8 yards (tackle by Calvin Pace),1.590,2.520
2,2:49,1,10,NYJ 46,3,7,Jahvid Best left tackle for no gain (tackle by David Harris and Jason Taylor),2.520,1.980
2,2:15,2,10,NYJ 46,3,7,Matthew Stafford left end for 9 yards (tackle by Jim Leonhard),1.980,2.480
2,2:00,3,1,NYJ 37,3,7,Matthew Stafford pass incomplete short right intended for Jahvid Best,2.480,0.790
2,1:56,4,1,NYJ 37,3,7,"Penalty on Dominic Raiola: False Start, 5 yards (no play)",0.790,0.460
2,1:56,4,6,NYJ 42,3,7,"Nick Harris punts 32 yards, fair catch by Jim Leonhard. Penalty on Maurice Morris: Chop Block, 15 yards",0.460,-0.610
2,1:48,1,10,NYJ 25,3,7,"Mark Sanchez sacked by Cliff Avril for -9 yards. Mark Sanchez fumbles (forced by Cliff Avril), recovered by Damien Woody at NYJ-16",0.610,-1.290
2,1:10,2,19,NYJ 16,3,7,LaDainian Tomlinson right tackle for 10 yards (tackle by DeAndre Levy),-1.290,-0.490
2,1:10,,,,3,7,Timeout #1 by Detroit Lions,0.000,-0.490
2,1:10,3,9,NYJ 26,9,7,"Mark Sanchez pass complete deep left to Braylon Edwards for 74 yards, touchdown",-0.490,7.000
2,,,,DET 2,10,7,Nick Folk kicks extra point good,0.000,0.000
2,,,,NYJ 30,10,7,"Nick Folk kicks off 71 yards, returned by Stefan Logan for 48 yards (tackle by Jim Leonhard). Penalty on Derrick Williams: Offensive Holding, 10 yards",0.000,-0.140
2,0:50,1,10,DET 16,10,7,Matthew Stafford pass complete short middle to Nate Burleson for 12 yards (tackle by Antonio Cromartie),-0.140,0.810
2,0:25,1,10,DET 28,10,7,Matthew Stafford pass incomplete deep left intended for Tony Scheffler,0.810,0.260
2,0:17,2,10,DET 28,10,7,Matthew Stafford pass incomplete deep right intended for Bryant Johnson (defended by Drew Coleman),0.260,-0.430
2,0:10,3,10,DET 28,10,7,Jahvid Best for 17 yards (tackle by Antonio Cromartie),-0.430,1.930
2,0:03,1,10,DET 45,10,7,"Penalty on Dominic Raiola: False Start, 5 yards (no play)",1.930,1.600
2,0:03,1,15,DET 40,10,7,Matthew Stafford pass complete short left to Jahvid Best for 10 yards (tackle by Calvin Pace),1.600,2.060
Quarter,Time,Down,ToGo,Location,NYJ,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,10,7,"Jason Hanson kicks off 72 yards, returned by Brad Smith for 33 yards (tackle by Brandon McDonald)",0.000,1.000
3,14:53,1,10,NYJ 31,10,7,Shonn Greene right end for 7 yards (tackle by Louis Delmas),1.000,1.410
3,14:35,2,3,NYJ 38,10,7,Mark Sanchez pass complete short middle to Shonn Greene for 7 yards (tackle by Ndamukong Suh),1.410,1.930
3,13:56,1,10,NYJ 45,10,7,Shonn Greene right tackle for 1 yard (tackle by Amari Spievey),1.930,1.520
3,13:20,2,9,NYJ 46,10,7,"Mark Sanchez pass complete short left to Braylon Edwards for 1 yard (tackle by Louis Delmas). Braylon Edwards fumbles (forced by Louis Delmas), recovered by Louis Delmas at NYJ-47 (tackle by Braylon Edwards)",1.520,-2.460
3,13:09,1,10,NYJ 47,10,7,Matthew Stafford pass complete short left to Nate Burleson for 12 yards (tackle by Darrelle Revis),2.460,3.250
3,12:30,1,10,NYJ 35,10,7,Matthew Stafford pass complete short right to Nate Burleson for 15 yards (tackle by Jim Leonhard),3.250,4.240
3,11:52,1,10,NYJ 20,10,7,Jahvid Best right tackle for 1 yard (tackle by Bart Scott),4.240,3.820
3,11:12,2,9,NYJ 19,10,7,Matthew Stafford pass complete short right to Jahvid Best for 15 yards (tackle by Jim Leonhard),3.820,6.280
3,10:37,1,4,NYJ 4,10,7,Jahvid Best left tackle for 2 yards (tackle by Sione Pouha),6.280,5.720
3,9:56,2,2,NYJ 2,10,7,Matthew Stafford pass complete short left to Jahvid Best for -1 yards (tackle by Bryan Thomas),5.720,4.720
3,9:15,3,3,NYJ 3,10,7,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew (defended by Brodney Pool),4.720,3.040
3,9:09,4,3,NYJ 3,10,7,"Jason Hanson 21 yard field goal good. Penalty on Trevor Pryce: Roughing the Kicker, 2 yards (no play)",3.040,6.970
3,9:04,1,1,NYJ 1,10,13,"Matthew Stafford right end for 1 yard, touchdown",6.970,7.000
3,,,,NYJ 2,10,13,Ndamukong Suh kicks extra point no good,0.000,-1.000
3,,,,DET 30,10,13,"Nick Harris kicks off 47 yards, returned by John Conner for 10 yards (tackle by Vinny Ciurciu). Penalty on Dwight Lowery: Offensive Holding, 10 yards",0.000,0.480
3,8:51,1,10,NYJ 23,10,13,LaDainian Tomlinson left end for 2 yards (tackle by Corey Williams),0.480,0.200
3,8:13,2,8,NYJ 25,10,13,"LaDainian Tomlinson right end for 13 yards (tackle by Amari Spievey). Penalty on Wayne Hunter: Illegal Substitution, 5 yards (no play)",0.200,-0.470
3,7:41,2,13,NYJ 20,10,13,Mark Sanchez pass complete deep middle to Santonio Holmes for 21 yards (tackle by Amari Spievey),-0.470,1.660
3,7:02,1,10,NYJ 41,10,13,LaDainian Tomlinson right tackle for no gain (tackle by Amari Spievey),1.660,1.120
3,6:23,2,10,NYJ 41,10,13,Mark Sanchez pass incomplete short right intended for Jerricho Cotchery (defended by Chris Houston),1.120,0.430
3,6:14,3,10,NYJ 41,10,13,Mark Sanchez pass complete deep right to Dustin Keller for 17 yards (tackle by Amari Spievey),0.430,2.790
3,5:33,1,10,DET 42,10,13,Brad Smith right end for 5 yards (tackle by Nathan Vasher),2.790,2.920
3,4:48,2,5,DET 37,10,13,Mark Sanchez pass incomplete deep left intended for Santonio Holmes is intercepted by Alphonso Smith and returned for 2 yards,2.920,0.380
3,4:38,1,10,DET 1,10,13,Jerome Felton right tackle for 1 yard (tackle by Bart Scott),-0.380,-0.710
3,3:59,2,9,DET 2,10,13,Matthew Stafford pass incomplete short right intended for Jahvid Best,-0.710,-1.300
3,3:51,3,9,DET 2,10,13,Matthew Stafford pass complete short right to Bryant Johnson for 7 yards (tackle by Antonio Cromartie). Penalty on Stephen Peterman: Chop Block (Declined),-1.300,-2.490
3,3:34,4,2,DET 9,10,13,"Penalty on Landon Johnson: False Start, 4 yards (no play)",-2.490,-2.490
3,3:20,4,6,DET 5,10,13,"Nick Harris punts 47 yards, fair catch by Jim Leonhard",-2.490,-2.130
3,3:12,1,10,NYJ 48,10,13,Shonn Greene right tackle for 3 yards (tackle by Ndamukong Suh),2.130,1.990
3,2:34,2,7,DET 49,10,13,"Penalty on D'Brickashaw Ferguson: False Start, 5 yards (no play)",1.990,1.310
3,2:15,2,12,NYJ 46,10,13,Mark Sanchez pass complete short right to Jerricho Cotchery for 11 yards (tackle by Chris Houston),1.310,2.080
3,1:34,3,1,DET 43,10,13,Shonn Greene middle for 1 yard (tackle by Kyle Vanden Bosch),2.080,2.790
3,1:03,1,10,DET 42,10,13,LaDainian Tomlinson left end for 2 yards (tackle by Kyle Vanden Bosch),2.790,2.510
3,0:24,2,8,DET 40,10,13,Mark Sanchez pass incomplete short middle intended for LaDainian Tomlinson,2.510,1.820
3,0:19,3,8,DET 40,10,13,Mark Sanchez pass incomplete short left intended for Santonio Holmes,1.820,0.590
3,0:15,4,8,DET 40,10,13,"Steve Weatherford punts 30 yards, fair catch by Stefan Logan",0.590,0.380
3,0:08,1,10,DET 10,10,13,Jahvid Best left end for 7 yards (tackle by David Harris),-0.380,-0.090
Quarter,Time,Down,ToGo,Location,NYJ,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,DET 17,10,13,Jahvid Best left tackle for 15 yards (tackle by Antonio Cromartie),-0.090,1.070
4,14:29,1,10,DET 32,10,13,Matthew Stafford pass incomplete short right intended for Bryant Johnson,1.070,0.530
4,14:25,2,10,DET 32,10,13,Kevin Smith left tackle for 4 yards (tackle by Jason Taylor),0.530,0.370
4,13:44,3,6,DET 36,10,13,Matthew Stafford pass complete short right to Nate Burleson for 36 yards (tackle by Jim Leonhard),0.370,3.710
4,12:56,1,10,NYJ 28,10,13,Matthew Stafford pass incomplete deep right intended for Bryant Johnson,3.710,3.170
4,12:51,2,10,NYJ 28,10,13,"Matthew Stafford pass incomplete deep right intended for Brandon Pettigrew. Penalty on Eric Smith: Defensive Pass Interfere, 27 yards (no play)",3.170,6.970
4,12:44,1,1,NYJ 1,10,13,Kevin Smith right tackle for -1 yards (tackle by Sione Pouha),6.970,5.720
4,11:59,,,,10,13,Timeout #1 by New York Jets,0.000,5.720
4,11:59,2,2,NYJ 2,10,13,Matthew Stafford pass incomplete short right intended for Calvin Johnson,5.720,4.950
4,11:53,,,,10,13,Timeout #2 by New York Jets,0.000,4.950
4,11:53,3,2,NYJ 2,10,19,"Matthew Stafford pass complete short left to Nate Burleson for 2 yards, touchdown",4.950,7.000
4,,,,NYJ 2,10,20,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,10,20,"Nick Harris kicks off 59 yards, returned by Brad Smith for 21 yards (tackle by Vinny Ciurciu)",0.000,1.070
4,11:43,1,10,NYJ 32,10,20,LaDainian Tomlinson right end for 2 yards (tackle by Louis Delmas),1.070,0.800
4,11:02,2,8,NYJ 34,10,20,Mark Sanchez pass incomplete deep right intended for Braylon Edwards,0.800,0.100
4,10:55,3,8,NYJ 34,10,20,Mark Sanchez pass incomplete short middle intended for LaDainian Tomlinson,0.100,-1.110
4,10:51,4,8,NYJ 34,10,20,Steve Weatherford punts 33 yards,-1.110,-1.140
4,10:43,1,10,DET 33,10,20,"Matthew Stafford for no gain. Matthew Stafford fumbles, recovered by Jahvid Best at DET-28",1.140,-0.080
4,10:05,2,15,DET 28,10,20,Matthew Stafford pass complete short left to Jahvid Best for 2 yards (tackle by David Harris),-0.080,-0.490
4,9:21,3,13,DET 30,10,20,Matthew Stafford pass complete short middle to Brandon Pettigrew for no gain,-0.490,-1.370
4,8:43,4,13,DET 30,10,20,"Nick Harris punts 54 yards, returned by Jim Leonhard for 11 yards (tackle by Ashlee Palmer)",-1.370,-0.740
4,8:34,1,10,NYJ 27,10,20,Shonn Greene middle for 8 yards (tackle by Ashlee Palmer),0.740,1.280
4,8:12,2,2,NYJ 35,10,20,Mark Sanchez pass incomplete short left intended for Santonio Holmes,1.280,0.560
4,8:07,3,2,NYJ 35,10,20,Shonn Greene left tackle for 7 yards (tackle by DeAndre Levy),0.560,1.730
4,7:37,1,10,NYJ 42,10,20,Mark Sanchez pass incomplete short middle intended for Dustin Keller,1.730,1.190
4,7:30,2,10,NYJ 42,10,20,LaDainian Tomlinson left tackle for 3 yards (tackle by DeAndre Levy),1.190,0.890
4,7:00,3,7,NYJ 45,10,20,Mark Sanchez pass incomplete short left intended for Braylon Edwards,0.890,-0.390
4,6:54,4,7,NYJ 45,10,20,Steve Weatherford punts 48 yards,-0.390,0.380
4,6:45,1,10,DET 7,10,20,Jahvid Best right tackle for -1 yards (tackle by Mike DeVito and Calvin Pace),-0.380,-0.850
4,6:06,2,11,DET 6,10,20,Matthew Stafford right end for 1 yard (tackle by Bryan Thomas),-0.850,-1.420
4,5:19,,,,10,20,Timeout #1 by Detroit Lions,0.000,-1.420
4,5:19,3,10,DET 7,10,20,Drew Stanton middle for 6 yards (tackle by Jim Leonhard),-1.420,-2.490
4,4:36,4,4,DET 13,10,20,"Nick Harris punts 47 yards, returned by Jim Leonhard for 4 yards (tackle by Brandon McDonald)",-2.490,-1.860
4,4:26,1,10,NYJ 44,10,20,"Penalty on Damien Woody: False Start, 5 yards (no play)",1.860,1.530
4,4:26,1,15,NYJ 39,10,20,Mark Sanchez pass complete short middle to Jerricho Cotchery for 18 yards (tackle by DeAndre Levy),1.530,2.720
4,4:11,1,10,DET 43,10,20,Mark Sanchez pass complete short left to Dustin Keller for 6 yards (tackle by Alphonso Smith),2.720,2.990
4,3:46,2,4,DET 37,10,20,Mark Sanchez pass complete short left to LaDainian Tomlinson for 6 yards (tackle by Louis Delmas),2.990,3.510
4,3:38,1,10,DET 31,10,20,Mark Sanchez pass complete deep middle to Dustin Keller for 25 yards (tackle by Julian Peterson),3.510,5.830
4,3:16,1,6,DET 6,10,20,LaDainian Tomlinson right tackle for 5 yards (tackle by Brandon McDonald),5.830,5.910
4,3:00,2,1,DET 1,16,20,"Mark Sanchez middle for 1 yard, touchdown",5.910,7.000
4,,,,DET 2,17,20,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 30,17,20,"Nick Folk kicks off 69 yards, returned by Stefan Logan for 33 yards (tackle by James Ihedigbo)",0.000,1.200
4,2:37,1,10,DET 34,17,20,Jahvid Best right tackle for -2 yards (tackle by Shaun Ellis),1.200,0.390
4,2:33,,,,17,20,Timeout #3 by New York Jets,0.000,0.390
4,2:33,2,12,DET 32,17,20,Jahvid Best left end for 6 yards (tackle by Brodney Pool),0.390,0.500
4,2:00,3,6,DET 38,17,20,Drew Stanton pass incomplete short right intended for Jerome Felton,0.500,-0.850
4,1:54,4,6,DET 38,17,20,"Nick Harris punts 51 yards, returned by Kyle Wilson for 11 yards (tackle by Bobby Carpenter)",-0.850,-0.410
4,1:40,1,10,NYJ 22,17,20,Mark Sanchez pass complete short left to LaDainian Tomlinson for 1 yard (tackle by Alphonso Smith),0.410,0.000
4,1:34,2,9,NYJ 23,17,20,Mark Sanchez pass incomplete short right intended for LaDainian Tomlinson,0.000,-0.690
4,1:30,3,9,NYJ 23,17,20,Mark Sanchez pass complete short left to Dustin Keller for 11 yards (tackle by Alphonso Smith and Julian Peterson),-0.690,1.200
4,1:08,1,10,NYJ 34,17,20,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 10 yards (tackle by Brandon McDonald),1.200,1.860
4,0:49,1,10,NYJ 44,17,20,"Mark Sanchez pass complete short left to LaDainian Tomlinson for 13 yards (tackle by Julian Peterson). Penalty on Julian Peterson: Unnecessary Roughness, 15 yards",1.860,3.710
4,0:40,,,,17,20,Timeout #2 by Detroit Lions,0.000,3.710
4,0:40,1,10,DET 28,17,20,Shonn Greene middle for 8 yards (tackle by DeAndre Levy),3.710,4.250
4,0:20,2,2,DET 20,17,20,Mark Sanchez pass complete short left to Shonn Greene for 2 yards (tackle by Julian Peterson),4.250,4.370
4,0:07,1,10,DET 18,17,20,Mark Sanchez spiked the ball,4.370,3.800
4,0:04,2,10,DET 18,20,20,Nick Folk 36 yard field goal good,3.800,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NYJ,DET,Detail,EPB,EPA
,,,,,,,"Jets won the coin toss, Jets to receive the overtime kickoff.",,
OT,,,,DET 30,20,20,"Nick Harris kicks off 62 yards, returned by Brad Smith for 24 yards (tackle by John Wendling)",0.000,1.070
OT,14:53,1,10,NYJ 32,20,20,Mark Sanchez pass incomplete short left intended for Santonio Holmes,1.070,0.530
OT,14:50,2,10,NYJ 32,20,20,Mark Sanchez pass complete deep left to Santonio Holmes for 52 yards (tackle by DeAndre Levy),0.530,4.510
OT,14:07,1,10,DET 16,20,20,LaDainian Tomlinson left end for 1 yard (tackle by Ashlee Palmer),4.510,4.050
OT,13:28,2,9,DET 15,20,20,LaDainian Tomlinson left tackle for 3 yards (tackle by Sammie Lee Hill),4.050,3.730
OT,12:47,,,,20,20,Timeout #1 by Detroit Lions,0.000,3.730
OT,12:47,3,6,DET 12,23,20,Nick Folk 30 yard field goal good. Penalty on Ndamukong Suh: Leverage (Declined),3.730,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
