0,1
Game Info,Game Info
Won Toss,Bills
Roof,outdoors
Surface,astroplay
Duration,3:12
Attendance,54765
Weather,"39 degrees, relative humidity 78%, wind 15 mph"
Vegas Line,Buffalo Bills -5.5
Over/Under,38.0 (over)
