Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
1,8:04,2,7,BUF 22,6,3,"Vince Young pass complete deep right to Bobby Wade for 22 yards, touchdown",3.770,7.000
1,,,,BUF 2,7,3,Rob Bironas kicks extra point good,0.000,0.000
1,,,,TEN 30,7,3,"Rob Bironas kicks off 47 yards, returned by Andre' Davis for 6 yards (tackle by Calvin Lowry)",0.000,0.870
1,7:50,1,10,BUF 29,7,3,Willis McGahee middle for no gain (tackle by Kyle Vanden Bosch),0.870,0.330
1,7:17,2,10,BUF 29,7,3,J.P. Losman pass complete short right to Josh Reed for 18 yards (tackle by Cortland Finnegan),0.330,2.060
1,6:48,1,10,BUF 47,7,3,Willis McGahee right end for 8 yards (tackle by Chris Hope),2.060,2.600
1,6:18,2,2,TEN 45,7,3,Willis McGahee middle for no gain (tackle by Chris Hope and Peter Sirmon),2.600,1.880
1,5:42,3,2,TEN 45,7,3,J.P. Losman pass complete short right to Willis McGahee for 1 yard (tackle by Lamont Thompson),1.880,0.330
1,5:09,4,1,TEN 44,7,3,Willis McGahee right tackle for 4 yards (tackle by Adam Jones),0.330,2.920
1,4:26,1,10,TEN 40,7,3,J.P. Losman pass complete deep left to Peerless Price for 22 yards (tackle by Reynaldo Hill),2.920,4.370
1,4:02,1,10,TEN 18,7,3,J.P. Losman pass complete short right to Robert Royal for 13 yards (tackle by Chris Hope and Adam Jones),4.370,6.060
1,3:17,1,5,TEN 5,7,3,Willis McGahee left end for 4 yards (tackle by Peter Sirmon and Chris Hope),6.060,5.910
1,2:34,2,1,TEN 1,7,9,"Willis McGahee left end for 1 yard, touchdown",5.910,7.000
1,,,,TEN 2,7,10,Rian Lindell kicks extra point good,0.000,0.000
1,,,,BUF 30,7,10,"Rian Lindell kicks off 61 yards, returned by Bobby Wade for 25 yards (tackle by Rian Lindell)",0.000,1.200
1,2:22,1,10,TEN 34,7,10,Travis Henry left guard for 5 yards (tackle by Ryan Denney and Donte Whitner),1.200,1.330
1,1:45,2,5,TEN 39,7,10,Travis Henry right tackle for -1 yards (tackle by Keith Ellison and Ryan Denney),1.330,0.500
1,1:04,3,6,TEN 38,7,10,Vince Young pass complete short left to Ben Hartsock for 7 yards (tackle by Kiwaukee Thomas),0.500,1.930
1,0:32,1,10,TEN 45,7,10,Travis Henry right tackle for 30 yards (tackle by Ko Simpson),1.930,3.910
Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BUF 25,7,10,"Vince Young for no gain. Vince Young fumbles, recovered by Adam Jones at BUF-25",3.910,3.500
2,14:31,2,9,BUF 24,7,10,"LenDale White middle for 3 yards (tackle by Takeo Spikes). Penalty on Travis Henry: Offensive Holding, 10 yards (no play)",3.500,2.150
2,14:07,2,19,BUF 34,7,10,Travis Henry middle for 2 yards (tackle by Ryan Denney),2.150,1.750
2,13:28,3,17,BUF 32,7,10,Vince Young pass complete short right to Ben Hartsock for 8 yards (tackle by Kiwaukee Thomas and Ko Simpson),1.750,1.870
2,12:39,4,9,BUF 24,10,10,Rob Bironas 42 yard field goal good,1.870,3.000
2,,,,TEN 30,10,10,"Rob Bironas kicks off 35 yards, returned by Terrence McGee for 1 yard (tackle by LeVar Woods)",0.000,1.330
2,12:32,1,10,BUF 36,10,10,J.P. Losman pass complete short left to Lee Evans for 6 yards (tackle by Peter Sirmon),1.330,1.600
2,11:58,2,4,BUF 42,10,10,"Anthony Thomas middle for 5 yards (tackle by Keith Bulluck and Lamont Thompson). Penalty on Mike Gandy: Offensive Holding, 10 yards (no play)",1.600,0.250
2,11:34,2,14,BUF 32,10,10,J.P. Losman pass incomplete deep middle intended for Brad Cieslak is intercepted by Chris Hope at TEN-38 and returned for 25 yards,0.250,-3.120
2,11:20,1,10,BUF 37,10,10,Vince Young pass complete deep right to Brandon Jones for 32 yards (tackle by Ko Simpson),3.120,6.060
2,10:35,1,5,BUF 5,10,10,Travis Henry right end for no gain (tackle by Donte Whitner and Kiwaukee Thomas),6.060,5.150
2,10:09,2,5,BUF 5,10,10,Travis Henry left guard for 3 yards,5.150,4.950
2,9:25,3,2,BUF 2,10,10,Vince Young pass incomplete short middle intended for Ben Hartsock,4.950,3.250
2,9:19,4,2,BUF 2,13,10,Rob Bironas 20 yard field goal good,3.250,3.000
2,,,,TEN 30,13,10,"Rob Bironas kicks off 34 yards, returned by Andre' Davis for 2 yards (tackle by Donnie Nickey)",0.000,1.470
2,9:09,1,10,BUF 38,13,10,Josh Reed left end for 15 yards (tackle by Kyle Vanden Bosch and Cortland Finnegan),1.470,2.460
2,8:36,1,10,TEN 47,13,10,J.P. Losman pass complete short right to Peerless Price for 12 yards (tackle by Adam Jones),2.460,3.250
2,8:16,1,10,TEN 35,13,10,Willis McGahee right end for 5 yards (tackle by Adam Jones),3.250,3.380
2,7:49,2,5,TEN 30,13,10,J.P. Losman pass complete short right to Peerless Price for 7 yards (tackle by Adam Jones),3.380,4.040
2,7:15,1,10,TEN 23,13,10,J.P. Losman pass incomplete deep middle intended for Peerless Price (defended by Chris Hope),4.040,3.500
2,7:09,2,10,TEN 23,13,10,J.P. Losman pass complete short left to Lee Evans for 5 yards (tackle by Reynaldo Hill),3.500,3.490
2,6:36,3,5,TEN 18,13,10,J.P. Losman pass incomplete short left intended for Roscoe Parrish,3.490,2.300
2,6:31,4,5,TEN 18,13,13,Rian Lindell 36 yard field goal good,2.300,3.000
2,,,,BUF 30,13,13,"Rian Lindell kicks off 73 yards, returned by Adam Jones for 43 yards (tackle by Jabari Greer). Penalty on Stephen Tulloch: Offensive Holding, 7 yards",0.000,-0.380
2,6:18,1,10,TEN 7,13,13,Travis Henry right guard for 5 yards (tackle by Donte Whitner and Ryan Denney),-0.380,-0.420
2,5:49,2,5,TEN 12,13,13,Travis Henry right end for 4 yards,-0.420,-0.370
2,5:14,3,1,TEN 16,13,13,"Vince Young sacked by Aaron Schobel for -10 yards. Penalty on Aaron Schobel: Face Mask (15 Yards), 15 yards",-0.370,0.870
2,4:52,1,10,TEN 29,13,13,Vince Young pass complete short right to Brandon Jones for 14 yards (tackle by Nate Clements),0.870,1.800
2,4:06,1,10,TEN 43,13,13,"Penalty on Brandon Jones: False Start, 5 yards (no play)",1.800,1.470
2,3:43,1,15,TEN 38,13,13,LenDale White middle for 1 yard (tackle by Donte Whitner and Kyle Williams),1.470,0.710
2,3:00,2,14,TEN 39,13,13,Vince Young pass complete short right to LenDale White for -2 yards (tackle by Aaron Schobel and Kyle Williams),0.710,-0.230
2,2:13,3,16,TEN 37,13,13,Vince Young pass complete short right to LenDale White for 6 yards (tackle by Nate Clements),-0.230,-0.520
2,2:00,4,10,TEN 43,13,13,Craig Hentrich punts 22 yards,-0.520,-1.270
2,1:49,1,10,BUF 35,13,13,J.P. Losman pass complete to Peerless Price for 4 yards (tackle by Cortland Finnegan and David Thornton),1.270,1.260
2,1:28,2,6,BUF 39,13,13,"J.P. Losman pass complete short right to Peerless Price for 12 yards (tackle by Adam Jones). Penalty on Adam Jones: Unnecessary Roughness, 15 yards",1.260,3.310
2,1:23,1,10,TEN 34,13,13,J.P. Losman pass incomplete deep left intended for Lee Evans,3.310,2.770
2,1:16,,,,13,13,Timeout #1 by Tennessee Titans,0.000,2.770
2,1:16,2,10,TEN 34,13,13,Anthony Thomas middle for 7 yards (tackle by David Thornton),2.770,3.010
2,1:11,,,,13,13,Timeout #2 by Buffalo Bills,0.000,3.010
2,1:11,3,3,TEN 27,13,13,J.P. Losman pass incomplete deep left intended for Peerless Price,3.010,1.770
2,1:06,4,3,TEN 27,13,16,Rian Lindell 45 yard field goal good,1.770,3.000
2,,,,BUF 30,13,16,"Rian Lindell kicks off 72 yards, returned by Adam Jones for 45 yards (tackle by Rian Lindell)",0.000,1.800
2,0:53,1,10,TEN 43,13,16,Vince Young pass complete short middle to LenDale White for 13 yards (tackle by Keith Ellison),1.800,2.650
2,0:29,1,10,BUF 44,13,16,Vince Young pass incomplete deep right intended for Ben Hartsock (defended by Ko Simpson),2.650,2.110
2,0:26,2,10,BUF 44,13,16,Vince Young middle for 8 yards (tackle by Chris Kelsay and Keith Ellison),2.110,2.480
2,0:19,,,,13,16,Timeout #2 by Tennessee Titans,0.000,2.480
2,0:19,3,2,BUF 36,13,16,Vince Young pass incomplete short right intended for Drew Bennett (defended by Nate Clements),2.480,0.890
2,0:14,4,2,BUF 36,19,16,"Vince Young left tackle for 36 yards, touchdown",0.890,7.000
2,,,,BUF 2,20,16,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 30,20,16,Rob Bironas kicks off 41 yards,0.000,1.600
2,0:01,,,,20,16,Timeout #3 by Buffalo Bills,0.000,1.600
2,0:01,1,10,BUF 40,20,16,"J.P. Losman pass complete deep left to Josh Reed for 52 yards (tackle by Cortland Finnegan). Penalty on Tony Brown: Face Mask (15 Yards), 5 yards",1.600,6.510
2,0:00,1,3,TEN 3,20,19,Rian Lindell 21 yard field goal good,6.510,3.000
Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 30,20,19,"Rian Lindell kicks off 68 yards, returned by Adam Jones for 8 yards (tackle by Kiwaukee Thomas)",0.000,-0.380
3,14:54,1,10,TEN 10,20,19,Travis Henry right guard for 3 yards (tackle by Donte Whitner and Aaron Schobel),-0.380,-0.560
3,14:13,2,7,TEN 13,20,19,Travis Henry left tackle for 5 yards (tackle by Ko Simpson and Takeo Spikes),-0.560,-0.480
3,13:27,,,,20,19,Timeout #1 by Tennessee Titans,0.000,-0.480
3,13:27,3,2,TEN 18,20,19,Vince Young pass incomplete short right intended for Ahmard Hall (defended by Takeo Spikes),-0.480,-2.240
3,13:23,4,2,TEN 18,20,19,"Craig Hentrich punts 40 yards, returned by Roscoe Parrish for no gain",-2.240,-1.730
3,13:13,1,10,BUF 42,20,19,Willis McGahee right end for 1 yard (tackle by Kyle Vanden Bosch and Adam Jones),1.730,1.320
3,12:37,2,9,BUF 43,20,19,J.P. Losman pass complete short middle to Peerless Price for 11 yards (tackle by Keith Bulluck and Peter Sirmon),1.320,2.520
3,12:01,1,10,TEN 46,20,19,J.P. Losman pass complete short middle to Brad Cieslak for 9 yards (tackle by Keith Bulluck),2.520,3.190
3,11:25,2,1,TEN 37,20,19,Willis McGahee left end for 3 yards (tackle by Peter Sirmon and Keith Bulluck),3.190,3.310
3,10:42,1,10,TEN 34,20,19,J.P. Losman sacked by Travis LaBoy for -2 yards,3.310,2.500
3,10:07,2,12,TEN 36,20,19,"Penalty on Randy Starks: Encroachment, 5 yards (no play)",2.500,3.180
3,9:47,2,7,TEN 31,20,19,J.P. Losman sacked by Randy Starks for -6 yards,3.180,1.690
3,9:18,3,13,TEN 37,20,25,"J.P. Losman pass complete deep middle to Lee Evans for 37 yards, touchdown",1.690,7.000
3,,,,TEN 2,20,26,Rian Lindell kicks extra point good,0.000,0.000
3,,,,BUF 30,20,26,"Rian Lindell kicks off 68 yards, returned by Adam Jones for 24 yards (tackle by Coy Wire)",0.000,0.670
3,9:04,1,10,TEN 26,20,26,Vince Young pass incomplete short right intended for Ben Hartsock,0.670,0.130
3,8:58,2,10,TEN 26,20,26,Travis Henry middle for 4 yards (tackle by Donte Whitner and Terrence McGee),0.130,-0.030
3,8:21,3,6,TEN 30,20,26,Vince Young pass incomplete short right intended for Travis Henry,-0.030,-1.370
3,8:16,4,6,TEN 30,20,26,Craig Hentrich punts 19 yards,-1.370,-2.320
3,8:10,1,10,TEN 49,20,26,Willis McGahee middle for 5 yards (tackle by David Thornton and Kyle Vanden Bosch),2.320,2.460
3,7:39,2,5,TEN 44,20,26,"J.P. Losman pass complete short left to Willis McGahee for 14 yards (tackle by Adam Jones). Penalty on Terrance Pennington: Offensive Holding, 10 yards (no play)",2.460,1.110
3,7:09,2,15,BUF 46,20,26,J.P. Losman pass complete short left to Peerless Price for 5 yards (tackle by Reynaldo Hill and Cortland Finnegan),1.110,1.090
3,6:29,3,10,TEN 49,20,26,J.P. Losman pass incomplete short middle intended for Roscoe Parrish (defended by Cortland Finnegan),1.090,0.000
3,6:25,4,10,TEN 49,20,26,Brian Moorman punts 47 yards,0.000,0.380
3,6:15,1,10,TEN 2,20,26,Travis Henry middle for 1 yard (tackle by Ryan Denney and Coy Wire). Penalty on Michael Roos: Illegal Formation (Declined),-0.380,-0.710
3,5:56,2,9,TEN 3,20,26,"Travis Henry right end for 60 yards (tackle by Nate Clements). Penalty on David Stewart: Offensive Holding, 1 yards (no play)",-0.710,-0.780
3,5:21,2,10,TEN 2,20,26,LenDale White left tackle for 3 yards,-0.780,-1.070
3,4:41,3,7,TEN 5,20,26,Vince Young middle for -3 yards (tackle by Ryan Denney),-1.070,-2.490
3,4:08,4,10,TEN 2,20,26,Craig Hentrich punts 37 yards,-2.490,-2.980
3,4:01,1,10,TEN 39,20,26,Willis McGahee left tackle for 2 yards (tackle by Albert Haynesworth and Randy Starks),2.980,2.710
3,3:27,2,8,TEN 37,20,26,J.P. Losman pass incomplete short right intended for Peerless Price,2.710,2.020
3,3:23,3,8,TEN 37,20,26,J.P. Losman pass complete short left to Lee Evans for 15 yards (tackle by Reynaldo Hill),2.020,4.110
3,2:54,1,10,TEN 22,20,26,J.P. Losman pass incomplete short right intended for Willis McGahee,4.110,3.560
3,2:46,2,10,TEN 22,20,26,Willis McGahee middle for 12 yards (tackle by Peter Sirmon and Lamont Thompson),3.560,4.910
3,2:03,1,10,TEN 10,20,26,"Willis McGahee left end for 3 yards (tackle by Keith Bulluck and Chris Hope). Penalty on Robert Royal: Illegal Block Above the , 10 yards",4.910,4.260
3,1:34,1,17,TEN 17,20,26,Lee Evans pass incomplete intended for Robert Royal,4.260,3.240
3,1:27,,,,20,26,Timeout #1 by Buffalo Bills,0.000,3.240
3,1:27,2,17,TEN 17,20,26,J.P. Losman pass incomplete short right intended for Andre' Davis,3.240,2.740
3,1:18,3,17,TEN 17,20,26,Willis McGahee middle for 11 yards (tackle by David Thornton),2.740,2.990
3,0:34,4,6,TEN 6,20,29,Rian Lindell 24 yard field goal good,2.990,3.000
3,,,,BUF 30,20,29,"Rian Lindell kicks off 65 yards, returned by Adam Jones for 33 yards (tackle by Jim Leonhard)",0.000,1.470
3,0:22,1,10,TEN 38,20,29,Travis Henry right end for 3 yards (tackle by Takeo Spikes),1.470,1.330
Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,TEN 41,20,29,Vince Young pass incomplete short middle intended for Ben Hartsock,1.330,0.630
4,14:56,3,7,TEN 41,20,29,Vince Young left end for 9 yards (tackle by Anthony Hargrove),0.630,2.260
4,14:31,1,10,BUF 50,20,29,"Penalty on Benji Olson: False Start, 5 yards (no play)",2.260,1.930
4,14:12,1,15,TEN 45,20,29,Travis Henry left guard for 6 yards (tackle by Donte Whitner and Kyle Williams),1.930,1.850
4,13:39,2,9,BUF 49,20,29,Travis Henry left guard for 19 yards,1.850,3.580
4,12:58,1,10,BUF 30,20,29,LenDale White left guard for 5 yards (tackle by Keith Ellison),3.580,3.710
4,12:26,2,5,BUF 25,20,29,"LenDale White left end for 2 yards (tackle by Nate Clements). Penalty on Ahmard Hall: Offensive Holding, 10 yards",3.710,2.630
4,12:01,2,13,BUF 33,20,29,Vince Young pass complete short right to Brandon Jones for 4 yards (tackle by Donte Whitner),2.630,2.480
4,11:22,3,9,BUF 29,26,29,"Vince Young pass complete deep middle to Brandon Jones for 29 yards, touchdown",2.480,7.000
4,,,,BUF 2,27,29,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,27,29,"Rob Bironas kicks off 61 yards, returned by Terrence McGee for 35 yards (tackle by Donnie Nickey)",0.000,1.860
4,11:05,1,10,BUF 44,27,29,Willis McGahee left end for 7 yards (tackle by Keith Bulluck),1.860,2.260
4,10:22,2,3,TEN 49,27,29,Willis McGahee right guard for 2 yards (tackle by Keith Bulluck and Sean Conover),2.260,1.820
4,9:44,3,1,TEN 47,27,29,J.P. Losman pass incomplete short right intended for Robert Royal,1.820,0.130
4,9:34,4,1,TEN 47,27,29,"Brian Moorman punts 33 yards, returned by Adam Jones for -2 yards (tackle by Andre' Davis)",0.130,0.350
4,9:25,1,10,TEN 12,27,29,Travis Henry right tackle for 11 yards (tackle by Takeo Spikes and Aaron Schobel),-0.350,0.480
4,8:51,1,10,TEN 23,27,29,"Travis Henry left guard for 4 yards (tackle by Takeo Spikes). Penalty on Larry Tripplett: Defensive Holding, 5 yards",0.480,1.070
4,8:23,1,10,TEN 32,27,29,Travis Henry right guard for 3 yards (tackle by Larry Tripplett and Anthony Hargrove),1.070,0.930
4,7:50,2,7,TEN 35,27,29,--,0.930,0.890
4,7:06,3,2,TEN 40,27,29,Vince Young pass complete short middle to Ahmard Hall for 12 yards (tackle by Keith Ellison and Jim Leonhard),0.890,2.390
4,6:29,1,10,BUF 48,27,29,Travis Henry middle for 6 yards (tackle by Donte Whitner and Chris Kelsay),2.390,2.660
4,5:57,2,4,BUF 42,27,29,Travis Henry right guard for 6 yards (tackle by Larry Tripplett and Donte Whitner),2.660,3.180
4,5:15,1,10,BUF 36,27,29,LenDale White middle for 3 yards (tackle by Donte Whitner),3.180,3.040
4,4:37,2,7,BUF 33,27,29,LenDale White right guard for 2 yards (tackle by Donte Whitner and Kyle Williams),3.040,2.610
4,3:57,3,5,BUF 31,27,29,Vince Young right end for 9 yards (tackle by Donte Whitner),2.610,4.110
4,3:16,1,10,BUF 22,27,29,--,4.110,3.560
4,3:03,,,,27,29,Timeout #2 by Buffalo Bills,0.000,3.560
4,3:03,2,10,BUF 22,27,29,Travis Henry left tackle for 6 yards (tackle by Larry Tripplett),3.560,3.740
4,2:56,,,,27,29,Timeout #3 by Buffalo Bills,0.000,3.740
4,2:56,3,4,BUF 16,27,29,Vince Young middle for 3 yards (tackle by Kyle Williams),3.740,2.720
4,2:15,4,1,BUF 13,30,29,Rob Bironas 30 yard field goal good,2.720,3.000
4,,,,TEN 30,30,29,Rob Bironas kicks off 52 yards,0.000,1.600
4,2:10,1,10,BUF 40,30,29,J.P. Losman pass complete short left to Willis McGahee for 19 yards (tackle by Cortland Finnegan),1.600,2.850
4,2:02,1,10,TEN 41,30,29,"J.P. Losman sacked by Albert Haynesworth for -9 yards. Penalty on Albert Haynesworth: Face Mask (15 Yards), 15 yards",2.850,3.380
4,1:56,1,10,TEN 33,30,29,Willis McGahee left end for 4 yards (tackle by Cortland Finnegan and Keith Bulluck),3.380,3.380
4,1:29,2,6,TEN 29,30,29,J.P. Losman pass complete short right to Lee Evans for 1 yard (tackle by Reynaldo Hill),3.380,2.810
4,1:02,3,5,TEN 28,30,29,J.P. Losman pass incomplete deep right intended for Peerless Price,2.810,1.630
4,0:57,4,5,TEN 28,30,29,J.P. Losman pass incomplete deep left intended for Josh Reed is intercepted by Reynaldo Hill at TEN-2 and returned for 11 yards,1.630,0.320
4,0:41,1,10,TEN 13,30,29,Vince Young kneels for -1 yards,-0.320,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
