Quarter,Time,Down,ToGo,Location,WAS,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Redskins won the coin toss and deferred, Cowboys to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,DAL 20,0,0,DeMarco Murray left guard for 2 yards (tackle by Jarvis Jenkins),0.280,0.000
1,14:30,2,8,DAL 22,0,0,Tony Romo pass complete short middle to Jason Witten for 14 yards (tackle by David Amerson),0.000,1.330
1,13:52,1,10,DAL 36,0,0,DeMarco Murray right tackle for 5 yards (tackle by Keenan Robinson and Jarvis Jenkins),1.330,1.470
1,13:18,2,5,DAL 41,0,0,Tony Romo pass incomplete short right intended for Devin Street,1.470,0.760
1,13:12,3,5,DAL 41,0,0,Tony Romo sacked by Brandon Meriweather for -12 yards,0.760,-1.440
1,12:38,4,17,DAL 29,0,0,"Chris Jones punts 56 yards, returned by Andre Roberts for 37 yards (tackle by Chris Jones)",-1.440,-2.390
1,12:27,1,10,DAL 48,0,0,Alfred Morris left guard for 3 yards (tackle by Rolando McClain and Jeremy Mincey),2.390,2.250
1,11:49,2,7,DAL 45,0,0,Colt McCoy pass complete short left to Niles Paul for 20 yards (tackle by J.J. Wilcox),2.250,3.910
1,11:21,1,10,DAL 25,0,0,Alfred Morris right tackle for -1 yards (tackle by Justin Durant),3.910,3.230
1,10:42,2,11,DAL 26,0,0,Colt McCoy right end for no gain (tackle by Brandon Carr),3.230,2.540
1,10:00,3,11,DAL 26,0,0,Colt McCoy pass incomplete deep left intended for Andre Roberts,2.540,1.740
1,9:52,4,11,DAL 26,3,0,Kai Forbath 44 yard field goal good,1.740,3.000
1,9:52,,,WAS 35,3,0,"Kai Forbath kicks off 68 yards, returned by Dwayne Harris for 18 yards (tackle by E.J. Biggers)",0.000,0.220
1,9:40,1,10,DAL 15,3,0,DeMarco Murray right tackle for 8 yards (tackle by Ryan Kerrigan),-0.220,0.480
1,9:03,2,2,DAL 23,3,0,Tony Romo pass complete short left to Terrance Williams for 13 yards (tackle by David Amerson),0.480,1.330
1,8:26,1,10,DAL 36,3,0,DeMarco Murray right guard for 2 yards (tackle by Trent Murphy and Chris Baker),1.330,1.060
1,7:53,2,8,DAL 38,3,0,DeMarco Murray up the middle for 12 yards (tackle by Bashaud Breeland),1.060,2.260
1,7:14,1,10,WAS 50,3,0,"Tony Romo for 1 yard (tackle by Perry Riley). Penalty on Brandon Meriweather: Illegal Contact, 5 yards",2.260,2.650
1,6:54,1,10,WAS 44,3,0,DeMarco Murray up the middle for 2 yards (tackle by Stephen Bowen),2.650,2.380
1,6:16,2,8,WAS 42,3,0,Tony Romo pass incomplete deep middle intended for Jason Witten,2.380,1.690
