Quarter,Time,Down,ToGo,Location,DEN,CIN,Detail,EPB,EPA
1,4:39,1,10,DEN 23,3,0,Peyton Manning pass complete short middle to Jacob Tamme for 5 yards (tackle by Emmanuel Lamur),0.480,0.610
1,4:15,2,5,DEN 28,3,0,Peyton Manning pass incomplete short right intended for Demaryius Thomas (defended by Terence Newman),0.610,-0.100
1,4:08,3,5,DEN 28,3,0,"Peyton Manning pass complete short left to Willis McGahee for 10 yards (tackle by Leon Hall). Penalty on Eric Decker: Offensive Pass Interference, 10 yards (no play)",-0.100,-1.560
1,3:51,3,15,DEN 18,3,0,Peyton Manning pass incomplete deep middle intended for Brandon Stokley (defended by Nate Clements),-1.560,-2.240
1,3:42,4,15,DEN 18,3,0,"Britton Colquitt punts 48 yards, returned by Adam Jones for -1 yards (tackle by Omar Bolden)",-2.240,-1.140
1,3:35,1,10,CIN 33,3,0,Andy Dalton pass complete deep right to A.J. Green for 37 yards (tackle by Mike Adams),1.140,3.580
1,3:05,1,10,DEN 30,3,0,BenJarvus Green-Ellis right end for 2 yards (tackle by Robert Ayers and Danny Trevathan),3.580,3.300
1,2:30,2,8,DEN 28,3,0,BenJarvus Green-Ellis right guard for 5 yards (tackle by Wesley Woodyard),3.300,3.270
1,1:56,3,3,DEN 23,3,0,Andy Dalton pass complete short right to A.J. Green for 5 yards (tackle by Mike Adams),3.270,4.370
1,1:28,1,10,DEN 18,3,0,Brian Leonard left guard for 6 yards (tackle by Wesley Woodyard),4.370,4.810
1,1:08,2,4,DEN 12,3,0,Brian Leonard right guard for 4 yards (tackle by Von Miller and Mike Adams),4.810,0.000
1,0:28,,,,3,0,Timeout #1 by Cincinnati Bengals,0.000,5.370
1,0:28,1,8,DEN 8,3,0,Andrew Hawkins left end for -2 yards (tackle by Chris Harris),5.370,4.190
Quarter,Time,Down,ToGo,Location,DEN,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,DEN 10,3,0,Andy Dalton pass incomplete short left intended for BenJarvus Green-Ellis (defended by Justin Bannan),4.190,3.130
2,14:57,3,10,DEN 10,3,0,Andy Dalton sacked by Danny Trevathan for 0 yards,3.130,2.760
2,14:16,4,10,DEN 10,3,3,Mike Nugent 28 yard field goal good,2.760,3.000
2,14:12,,,CIN 35,3,3,"Mike Nugent kicks off 70 yards, touchback",0.000,0.280
2,14:12,1,10,DEN 20,3,3,Willis McGahee right tackle for 3 yards (tackle by Geno Atkins),0.280,0.140
2,13:41,2,7,DEN 23,3,3,Peyton Manning pass complete short left to Demaryius Thomas for 5 yards (tackle by Leon Hall),0.140,0.100
2,13:03,3,2,DEN 28,3,3,Peyton Manning pass complete short middle to Demaryius Thomas for 3 yards (tackle by Rey Maualuga),0.100,1.000
2,12:35,1,10,DEN 31,3,3,Willis McGahee right tackle for 3 yards (tackle by Rey Maualuga),1.000,0.870
2,12:07,2,7,DEN 34,3,3,Peyton Manning pass complete deep left to Demaryius Thomas for 45 yards (tackle by Chris Crocker),0.870,4.170
2,11:32,1,10,CIN 21,3,3,Willis McGahee right guard for 1 yard (tackle by Carlos Dunlap),4.170,3.760
2,11:03,2,9,CIN 20,3,3,Peyton Manning pass complete short right to Joel Dreessen for 7 yards (tackle by Terence Newman),3.760,4.240
2,10:23,3,2,CIN 13,9,3,"Peyton Manning pass complete short left to Eric Decker for 13 yards, touchdown",4.240,7.000
2,10:23,,,CIN 2,10,3,Matt Prater kicks extra point good,0.000,0.000
2,10:15,,,DEN 35,10,3,"Matt Prater kicks off 64 yards, returned by Brandon Tate for 43 yards (tackle by Tony Carter)",0.000,1.860
2,10:08,1,10,CIN 44,10,3,Andy Dalton pass incomplete short right intended for Jermaine Gresham,1.860,1.320
2,10:03,2,10,CIN 44,10,3,"A.J. Green left end for 6 yards (tackle by Chris Harris). Penalty on Armon Binns: Offensive Holding, 10 yards",1.320,0.780
2,9:41,2,14,CIN 40,10,3,Andy Dalton sacked by Von Miller for -8 yards,0.780,-0.960
2,9:05,3,22,CIN 32,10,3,Andy Dalton pass complete short left to Mohamed Sanu for -5 yards (tackle by Rahim Moore),-0.960,-1.570
2,8:34,4,27,CIN 27,10,3,"Kevin Huber punts 48 yards, returned by Trindon Holliday for 2 yards (tackle by Jeromy Miles)",-1.570,-0.740
2,8:23,1,10,DEN 27,10,3,Willis McGahee right end for 2 yards (tackle by Reggie Nelson),0.740,0.470
2,8:00,2,8,DEN 29,10,3,Peyton Manning pass complete short middle to Eric Decker for 19 yards (tackle by Chris Crocker),0.470,2.130
2,7:35,1,10,DEN 48,10,3,Willis McGahee left tackle for no gain (tackle by Devon Still),2.130,1.580
2,6:56,2,10,DEN 48,10,3,Peyton Manning pass incomplete deep middle intended for Eric Decker (defended by Emmanuel Lamur),1.580,0.890
2,6:50,3,10,DEN 48,10,3,Peyton Manning pass complete short left to Eric Decker for 1 yard (tackle by Leon Hall),0.890,-0.130
2,6:12,4,9,DEN 49,10,3,"Britton Colquitt punts 43 yards, returned by Brandon Tate for 8 yards (tackle by Aaron Brewer). Penalty on Dan Skuta: Offensive Holding, 4 yards",-0.130,0.380
2,6:02,1,10,CIN 4,10,3,Andy Dalton pass complete short right to Jermaine Gresham for 10 yards (tackle by Von Miller),-0.380,-0.280
2,5:49,1,10,CIN 14,10,3,BenJarvus Green-Ellis left guard for 5 yards (tackle by Justin Bannan),-0.280,-0.040
2,5:13,2,5,CIN 19,10,3,Andy Dalton pass complete short middle to Jermaine Gresham for 8 yards (tackle by Wesley Woodyard and Keith Brooking),-0.040,0.740
2,4:40,1,10,CIN 27,10,3,Andy Dalton pass complete short left to Andrew Hawkins for 4 yards (tackle by Rahim Moore),0.740,0.740
2,4:09,2,6,CIN 31,10,3,Andy Dalton pass incomplete deep left intended for Brandon Tate,0.740,0.040
2,4:03,3,6,CIN 31,10,3,Andy Dalton pass incomplete short right intended for Jermaine Gresham,0.040,-1.310
2,3:57,4,6,CIN 31,10,3,"Kevin Huber punts 58 yards, returned by Trindon Holliday for 10 yards (tackle by Dan Skuta). Penalty on Tony Carter: Unsportsmanlike Conduct, 5 yards",-1.310,0.380
2,3:47,1,10,DEN 6,10,3,Peyton Manning pass complete short middle to Joel Dreessen for 18 yards (tackle by Reggie Nelson),-0.380,0.540
2,3:12,1,10,DEN 24,10,3,Willis McGahee right tackle for 3 yards (tackle by Reggie Nelson and Rey Maualuga),0.540,0.400
2,2:44,2,7,DEN 27,10,3,Peyton Manning pass complete short left to Jacob Tamme for 1 yard (tackle by Chris Crocker),0.400,-0.160
2,2:00,3,6,DEN 28,10,3,Peyton Manning pass incomplete deep middle intended for Jacob Tamme (defended by Reggie Nelson),-0.160,-1.500
2,1:54,4,6,DEN 28,10,3,"Britton Colquitt punts 49 yards, returned by Adam Jones for no gain",-1.500,-0.480
2,1:45,1,10,CIN 23,10,3,Andy Dalton sacked by Von Miller for -3 yards,0.480,-0.470
2,1:18,2,13,CIN 20,10,3,Andy Dalton pass incomplete short right intended for Brandon Tate,-0.470,-1.150
2,1:13,3,13,CIN 20,10,3,Andy Dalton pass complete short left to Andrew Hawkins for 18 yards (tackle by Jim Leonhard and Chris Harris),-1.150,0.000
2,0:58,,,,10,3,Timeout #2 by Cincinnati Bengals,0.000,1.470
2,0:58,1,10,CIN 38,10,3,Andy Dalton pass complete short right to A.J. Green for 9 yards (tackle by Champ Bailey),1.470,2.140
2,0:53,2,1,CIN 47,10,3,Andy Dalton pass incomplete deep left intended for Andrew Hawkins,2.140,1.420
2,0:47,3,1,CIN 47,10,3,Andy Dalton pass complete short middle to Brian Leonard for 3 yards (tackle by Derek Wolfe),1.420,0.000
2,0:31,,,,10,3,Timeout #1 by Denver Broncos,0.000,2.260
2,0:31,1,10,,10,3,Andy Dalton up the middle for 5 yards (tackle by Elvis Dumervil),2.260,0.000
2,0:22,,,,10,3,Timeout #3 by Cincinnati Bengals,0.000,2.390
2,0:22,2,5,DEN 45,10,3,Andy Dalton pass complete deep right to Brandon Tate for 17 yards (tackle by Tony Carter),2.390,3.710
2,0:04,1,10,DEN 28,10,3,Andy Dalton spiked the ball,3.710,0.000
2,0:03,,,,10,3,Timeout #2 by Denver Broncos,0.000,3.170
2,0:03,2,10,DEN 28,10,3,Mike Nugent 46 yard field goal no good,3.170,1.270
Quarter,Time,Down,ToGo,Location,DEN,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,16,3,"Mike Nugent kicks off 70 yards, returned by Trindon Holliday for 105 yards, touchdown",0.000,7.000
3,15:00,,,CIN 2,17,3,Matt Prater kicks extra point good,0.000,0.000
3,14:49,,,DEN 35,17,3,"Matt Prater kicks off 73 yards, touchback",0.000,0.280
3,14:49,1,10,CIN 20,17,3,Andy Dalton pass complete short right to Orson Charles for 4 yards (tackle by Champ Bailey),0.280,0.270
3,14:11,2,6,CIN 24,17,3,Andy Dalton right tackle for 11 yards (tackle by Kevin Vickerson),0.270,1.270
3,13:41,1,10,CIN 35,17,3,BenJarvus Green-Ellis left guard for 2 yards (tackle by Chris Harris and Wesley Woodyard),1.270,0.990
3,13:03,2,8,CIN 37,17,3,Andy Dalton pass complete short left to Jermaine Gresham for 52 yards (tackle by Champ Bailey),0.990,4.840
3,12:18,1,10,DEN 11,17,3,BenJarvus Green-Ellis up the middle for 1 yard (tackle by Keith Brooking and Justin Bannan),4.840,4.320
3,11:39,2,9,DEN 10,17,9,"Andy Dalton pass complete short right to A.J. Green for 10 yards, touchdown",4.320,7.000
3,11:39,,,DEN 2,17,10,Mike Nugent kicks extra point good,0.000,0.000
3,11:33,,,CIN 35,17,10,"Mike Nugent kicks off 62 yards, returned by Trindon Holliday for 14 yards (tackle by Emmanuel Lamur)",0.000,-0.060
3,11:16,1,10,DEN 17,17,10,Peyton Manning pass complete short left to Jacob Tamme for 12 yards (tackle by Chris Crocker),-0.060,0.870
3,10:45,1,10,DEN 29,17,10,Willis McGahee left end for -4 yards (tackle by Geno Atkins),0.870,-0.210
3,10:12,2,14,DEN 25,17,10,Peyton Manning pass complete short left to Joel Dreessen for 12 yards (tackle by Reggie Nelson and Leon Hall),-0.210,0.700
3,9:28,3,2,DEN 37,17,10,Peyton Manning pass complete short right to Brandon Stokley for 8 yards (tackle by Nate Clements),0.700,1.930
3,9:09,1,10,DEN 45,17,10,Peyton Manning pass complete short middle to Eric Decker for 5 yards (tackle by Nate Clements),1.930,2.060
3,8:26,2,5,,17,10,Peyton Manning pass incomplete short right intended for Demaryius Thomas (defended by Terence Newman),2.060,1.360
3,8:22,3,5,,17,10,Peyton Manning pass complete short left to Ronnie Hillman for 5 yards (tackle by Rey Maualuga and Chris Crocker),1.360,2.590
3,7:55,1,10,CIN 45,17,10,Willis McGahee right guard for 3 yards (tackle by Domata Peko and Carlos Dunlap),2.590,2.450
3,7:16,2,7,CIN 42,17,10,Willis McGahee right end for 10 yards (tackle by Nate Clements),2.450,3.450
3,6:47,1,10,CIN 32,17,10,Peyton Manning pass complete deep middle to Brandon Stokley for 20 yards (tackle by Reggie Nelson),3.450,4.780
3,6:13,1,10,CIN 12,17,10,Willis McGahee up the middle for 3 yards (tackle by Domata Peko),4.780,4.640
3,5:37,2,7,CIN 9,17,10,Peyton Manning pass incomplete short middle intended for Eric Decker is intercepted by Terence Newman at CIN--1,4.640,-0.280
3,5:30,1,10,CIN 20,17,10,BenJarvus Green-Ellis up the middle for 5 yards (tackle by Wesley Woodyard and Derek Wolfe),0.280,0.410
3,4:55,2,5,CIN 25,17,10,Andy Dalton pass complete short left to BenJarvus Green-Ellis for -2 yards (tackle by Elvis Dumervil and Wesley Woodyard),0.410,-0.560
3,4:10,3,7,CIN 23,17,10,Andy Dalton pass complete deep right to Mohamed Sanu for 34 yards (tackle by Rahim Moore),-0.560,2.720
3,3:37,1,10,DEN 43,17,10,BenJarvus Green-Ellis up the middle for 4 yards (tackle by Wesley Woodyard and Von Miller),2.720,2.720
3,3:12,2,6,DEN 39,17,10,Andy Dalton pass complete short right to A.J. Green for 11 yards (tackle by Champ Bailey),2.720,3.710
3,2:42,1,10,DEN 28,17,10,BenJarvus Green-Ellis up the middle for 4 yards (tackle by Danny Trevathan and Wesley Woodyard),3.710,3.710
3,2:00,2,6,DEN 24,17,10,Andy Dalton pass incomplete short left intended for Brandon Tate (defended by Tony Carter),3.710,3.010
3,1:54,3,6,DEN 24,17,10,Andy Dalton sacked by Von Miller for -7 yards,3.010,1.320
3,1:22,4,13,DEN 31,17,13,Mike Nugent 49 yard field goal good,1.320,3.000
3,1:17,,,CIN 35,17,13,Mike Nugent kicks off 64 yards,0.000,-0.380
3,1:16,1,10,DEN 1,17,13,Willis McGahee left guard for 2 yards (tackle by Carlos Dunlap),-0.380,-0.630
3,0:49,2,8,DEN 3,17,13,Willis McGahee left tackle for no gain (tackle by Vontaze Burfict and Wallace Gilberry),-0.630,-1.190
3,0:08,3,8,DEN 3,17,13,Peyton Manning pass incomplete deep right intended for Eric Decker is intercepted by Terence Newman at DEN-27,-1.190,-3.780
3,0:01,1,10,DEN 27,17,13,BenJarvus Green-Ellis left tackle for 6 yards (tackle by Derek Wolfe and Keith Brooking),3.780,4.040
Quarter,Time,Down,ToGo,Location,DEN,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,DEN 21,17,13,Andy Dalton pass complete short middle to A.J. Green for 19 yards (tackle by Chris Harris),4.040,6.740
4,14:24,1,2,DEN 2,17,13,Andy Dalton pass incomplete short left intended for Mohamed Sanu,6.740,5.720
4,14:19,2,2,DEN 2,17,19,"BenJarvus Green-Ellis up the middle for 2 yards, touchdown",5.720,7.000
4,14:19,,,DEN 2,17,20,Mike Nugent kicks extra point good,0.000,0.000
4,14:10,,,CIN 35,17,20,"Mike Nugent kicks off 71 yards, touchback. Penalty on Dre Kirkpatrick: Offensive Offside, 5 yards (no play)",0.000,0.000
4,14:10,,,CIN 30,17,20,"Mike Nugent kicks off 77 yards, touchback",0.000,0.280
4,14:10,1,10,DEN 20,17,20,Peyton Manning pass complete short middle to Demaryius Thomas for 6 yards (tackle by Emmanuel Lamur and Rey Maualuga),0.280,0.540
4,13:33,2,4,DEN 26,17,20,Willis McGahee right tackle for 1 yard (tackle by Vontaze Burfict and Robert Geathers),0.540,0.000
4,13:05,,,,17,20,Timeout #1 by Cincinnati Bengals,0.000,-0.030
4,13:05,3,3,DEN 27,17,20,Peyton Manning pass complete short middle to Eric Decker for 30 yards (tackle by Carlos Dunlap),-0.030,2.720
4,12:28,1,10,CIN 43,17,20,Peyton Manning pass complete short middle to Demaryius Thomas for 13 yards (tackle by Taylor Mays),2.720,3.580
4,11:59,1,10,CIN 30,17,20,"Peyton Manning pass incomplete deep left intended for Demaryius Thomas (defended by Adam Jones). Penalty on Adam Jones: Defensive Pass Interference, 29 yards (no play)",3.580,6.970
4,11:51,1,1,CIN 1,23,20,"Peyton Manning pass complete short right to Joel Dreessen for 1 yard, touchdown",6.970,7.000
4,11:51,,,CIN 2,24,20,Matt Prater kicks extra point good,0.000,0.000
4,11:47,,,DEN 35,24,20,"Matt Prater kicks off 66 yards, returned by Brandon Tate for 28 yards (tackle by Lance Ball)",0.000,0.740
4,11:42,1,10,CIN 27,24,20,BenJarvus Green-Ellis left guard for 5 yards (tackle by Wesley Woodyard and Danny Trevathan),0.740,0.870
4,11:03,2,5,CIN 32,24,20,BenJarvus Green-Ellis left tackle for 4 yards (tackle by Justin Bannan),0.870,0.700
4,10:35,3,1,CIN 36,24,20,BenJarvus Green-Ellis up the middle for 2 yards (tackle by Danny Trevathan and Derek Wolfe),0.700,1.470
4,10:00,1,10,CIN 38,24,20,"Andy Dalton pass complete short right to BenJarvus Green-Ellis for 8 yards (tackle by Wesley Woodyard). Penalty on Andrew Whitworth: Offensive Holding, 10 yards (no play)",1.470,0.810
4,9:32,1,20,CIN 28,24,20,"Andy Dalton pass incomplete deep right intended for A.J. Green. Penalty on Champ Bailey: Defensive Holding, 5 yards (no play)",0.810,1.140
4,9:26,1,10,CIN 33,24,20,Andy Dalton pass incomplete short right intended for Brandon Tate,1.140,0.590
4,9:20,2,10,CIN 33,24,20,Andy Dalton pass incomplete deep left intended for A.J. Green,0.590,-0.100
4,9:15,3,10,CIN 33,24,20,"Penalty on Andrew Whitworth: False Start, 5 yards (no play)",-0.100,-0.760
4,9:15,3,15,CIN 28,24,20,"Andy Dalton pass complete deep middle to A.J. Green for 19 yards (tackle by Champ Bailey). Penalty on Jeff Faine: Offensive Holding, 10 yards (no play)",-0.760,-2.350
4,8:46,3,25,CIN 18,24,20,Andy Dalton pass incomplete deep right intended for A.J. Green is intercepted by Champ Bailey at CIN-46,-2.350,-2.520
4,8:38,1,10,CIN 46,24,20,Willis McGahee right guard for 9 yards (tackle by Rey Maualuga),2.520,3.190
4,8:12,2,1,CIN 37,24,20,Willis McGahee right guard for no gain (tackle by Domata Peko and Devon Still),3.190,2.480
4,7:32,3,1,CIN 37,24,20,"Penalty on Ryan Clady: False Start, 4 yards (no play)",2.480,1.950
4,7:11,3,5,CIN 41,24,20,Peyton Manning pass complete short right to Brandon Stokley for 15 yards (tackle by Leon Hall),1.950,3.840
4,6:33,1,10,CIN 26,24,20,Willis McGahee right tackle for 3 yards (tackle by Robert Geathers and Vontaze Burfict),3.840,3.700
4,5:49,2,7,CIN 23,24,20,Willis McGahee right guard for 6 yards (tackle by Geno Atkins),3.700,3.950
4,5:02,3,1,CIN 17,24,20,Willis McGahee right tackle for 12 yards (tackle by Chris Crocker),3.950,6.060
4,4:20,1,5,CIN 5,24,20,Willis McGahee left guard for 1 yard (tackle by Devon Still),6.060,5.340
4,3:41,2,4,CIN 4,30,20,"Peyton Manning pass complete short right to Eric Decker for 4 yards, touchdown. Penalty on Terence Newman: Defensive Pass Interference (Declined)",5.340,7.000
4,3:41,,,CIN 2,31,20,Matt Prater kicks extra point good,0.000,0.000
4,3:36,,,DEN 35,31,20,"Matt Prater kicks off 43 yards, returned by Chris Pressley for 8 yards (tackle by Duke Ihenacho)",0.000,0.940
4,3:32,1,10,CIN 30,31,20,Andy Dalton pass complete short left to Andrew Hawkins for 7 yards (tackle by Jim Leonhard),0.940,1.340
4,3:26,2,3,CIN 37,31,20,Andy Dalton pass complete short right to Jermaine Gresham for 14 yards (tackle by Champ Bailey),1.340,2.320
4,3:04,1,10,DEN 49,31,20,Andy Dalton pass incomplete short middle intended for Brian Leonard,2.320,1.780
4,2:59,2,10,DEN 49,31,20,Andy Dalton pass complete short left to Jermaine Gresham for 9 yards (tackle by Mike Adams),1.780,2.280
,,,,,,,"DEN challenged the first down ruling, and the original play was overturned.",,
4,2:31,3,1,DEN 40,31,20,Brian Leonard up the middle for no gain (tackle by Derek Wolfe),2.280,0.590
4,2:08,4,1,DEN 40,31,20,Brian Leonard right guard for 5 yards (tackle by Wesley Woodyard and Jim Leonhard),0.590,3.250
4,2:00,1,10,DEN 35,31,20,Andy Dalton pass complete short right to Brian Leonard for 8 yards (tackle by Wesley Woodyard),3.250,3.780
4,1:36,2,2,DEN 27,31,20,Andy Dalton pass complete short middle to A.J. Green for 8 yards (tackle by Chris Harris),3.780,4.310
4,1:17,1,10,DEN 19,31,20,Andy Dalton pass incomplete short middle intended for Andrew Hawkins (defended by Derek Wolfe),4.310,3.750
4,1:12,2,10,DEN 19,31,20,Andy Dalton pass complete short left to Brian Leonard for 2 yards (tackle by Wesley Woodyard and Derek Wolfe),3.750,0.000
4,1:03,,,,31,20,Timeout #2 by Cincinnati Bengals,0.000,3.260
4,1:03,3,8,DEN 17,31,20,Andy Dalton sacked by Elvis Dumervil for -6 yards,3.260,0.000
4,0:56,,,,31,20,Timeout #3 by Cincinnati Bengals,0.000,1.930
4,0:56,4,14,DEN 23,31,23,Mike Nugent 41 yard field goal good,1.930,3.000
4,0:52,,,CIN 35,31,23,"Mike Nugent kicks onside 15 yards, recovered by David Bruton",0.000,2.260
4,0:51,1,10,,31,23,Peyton Manning kneels for -1 yards,2.260,1.580
4,0:29,2,11,DEN 49,31,23,Peyton Manning kneels for -1 yards,1.580,0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
