Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Eric Rowe,MIA,0,6,6,100.0%,74,12.3,12.3,0,118.1,5.0,30,44,0,0,0,0.0,0,10,1,9.1%
Xavien Howard,MIA,1,10,4,40.0%,92,23.0,9.2,0,34.2,15.6,49,43,0,0,0,0.0,0,7,0,0.0%
Nik Needham,MIA,0,6,3,50.0%,46,15.3,7.7,0,75.7,13.0,37,9,2,0,0,0.0,0,4,0,0.0%
Elandon Roberts,MIA,0,2,2,100.0%,38,19.0,19.0,0,118.7,5.5,11,27,2,0,0,0.0,0,5,3,37.5%
Byron Jones,MIA,0,4,2,50.0%,10,5.0,2.5,0,56.2,14.0,7,3,1,0,0,0.0,0,3,1,25.0%
Kyle Van Noy,MIA,0,2,1,50.0%,15,15.0,7.5,0,75.0,1.5,1,14,7,0,2,0.0,2,4,0,0.0%
Jerome Baker,MIA,0,2,1,50.0%,4,4.0,2.0,0,56.2,2.0,4,0,3,1,0,0.0,1,2,0,0.0%
Andrew Van Ginkel,MIA,0,0,0,,,,,,,,,,6,0,1,0.0,1,2,1,33.3%
Jason Strowbridge,MIA,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Shaq Lawson,MIA,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Bobby McCain,MIA,0,0,0,,,,,,,,,,2,1,0,0.0,1,6,0,0.0%
Kamu Grugier-Hill,MIA,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Brandon Jones,MIA,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,1,33.3%
Jamal Perry,MIA,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Justin Simmons,DEN,1,7,5,71.4%,46,9.2,6.6,0,49.4,8.1,35,11,0,0,0,0.0,0,7,0,0.0%
Kareem Jackson,DEN,0,5,3,60.0%,36,12.0,7.2,0,82.1,10.4,20,16,0,0,0,0.0,0,3,1,25.0%
Bryce Callahan,DEN,0,10,3,30.0%,15,5.0,1.5,0,39.6,14.7,15,0,0,0,0,0.0,0,5,0,0.0%
A.J. Bouye,DEN,0,4,3,75.0%,25,8.3,6.3,1,130.2,7.8,22,3,0,0,0,0.0,0,2,0,0.0%
Malik Reed,DEN,0,2,2,100.0%,11,5.5,5.5,0,89.6,1.5,3,8,12,0,1,1.5,3,6,0,0.0%
Essang Bassey,DEN,0,2,2,100.0%,20,10.0,10.0,0,108.3,5.5,11,9,3,1,0,0.0,1,3,0,0.0%
Josey Jewell,DEN,0,2,2,100.0%,21,10.5,10.5,0,110.4,2.0,4,17,5,1,0,0.0,1,3,0,0.0%
Alexander Johnson,DEN,0,4,2,50.0%,17,8.5,4.3,0,61.5,4.5,7,10,7,0,0,0.0,0,6,0,0.0%
Alijah Holder,DEN,0,2,1,50.0%,9,9.0,4.5,0,62.5,2.0,4,5,0,0,0,0.0,0,1,0,0.0%
DeShawn Williams,DEN,0,0,0,,,,,,,,,,0,0,1,2.0,3,3,0,0.0%
Bradley Chubb,DEN,0,0,0,,,,,,,,,,12,1,0,1.0,2,5,0,0.0%
Dre'Mont Jones,DEN,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
DeMarcus Walker,DEN,0,0,0,,,,,,,,,,0,0,0,0.5,1,2,0,0.0%
