Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
1,10:14,1,3,DEN 3,6,0,"Tua Tagovailoa pass complete short right to DeVante Parker for 3 yards, touchdown",6.510,7.000
1,10:08,,,DEN 15,7,0,Jason Sanders kicks extra point good,0.000,0.000
1,10:08,,,MIA 35,7,0,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,10:08,1,10,DEN 25,7,0,Melvin Gordon up the middle for 1 yard (tackle by Raekwon Davis and Brandon Jones),0.610,0.200
1,9:30,2,9,DEN 26,7,0,Drew Lock pass incomplete deep middle intended for Tim Patrick,0.200,-0.490
1,9:22,3,9,DEN 26,7,0,Drew Lock pass incomplete short left intended for Jerry Jeudy (defended by Nik Needham),-0.490,-1.630
1,9:14,4,9,DEN 26,7,0,Sam Martin punts 48 yards out of bounds,-1.630,-0.670
1,9:06,1,10,MIA 26,7,0,Matt Breida up the middle for 4 yards (tackle by DeShawn Williams),0.670,0.670
1,8:24,2,6,MIA 30,7,0,Tua Tagovailoa pass incomplete short left intended for DeVante Parker,0.670,-0.030
1,8:18,3,6,MIA 30,7,0,Tua Tagovailoa sacked by Dre'Mont Jones for no gain,-0.030,-1.370
1,7:42,4,6,MIA 30,7,0,Matt Haack punts 43 yards out of bounds,-1.370,-0.740
1,7:34,1,10,DEN 27,7,0,Drew Lock pass incomplete short right intended for Tim Patrick,0.740,0.200
1,7:27,2,10,DEN 27,7,0,Drew Lock pass incomplete deep left intended for Jerry Jeudy,0.200,-0.490
1,7:22,3,10,DEN 27,7,0,Drew Lock pass complete short middle to KJ Hamler for 15 yards (tackle by Nik Needham),-0.490,1.730
1,6:49,1,10,DEN 42,7,0,Drew Lock pass complete short left to Noah Fant for 2 yards,1.730,1.460
1,6:19,2,8,DEN 44,7,0,Phillip Lindsay right tackle for 20 yards (tackle by Bobby McCain),1.460,3.180
1,5:39,1,10,MIA 36,7,0,"Penalty on Troy Fumagalli: False Start, 5 yards (no play)",3.180,2.850
1,5:21,1,15,MIA 41,7,0,"Penalty on Demar Dotson: False Start, 5 yards (no play)",2.850,2.520
1,5:05,1,20,MIA 46,7,0,Phillip Lindsay left end for -2 yards (tackle by Brandon Jones),2.520,1.020
1,4:18,2,22,MIA 48,7,0,Drew Lock pass complete short right to Jerry Jeudy for 9 yards (tackle by Xavien Howard),1.020,1.550
1,3:43,3,13,MIA 39,7,0,Drew Lock right end for 14 yards (tackle by Jamal Perry),1.550,3.910
1,3:06,1,10,MIA 25,7,0,Melvin Gordon right tackle for 9 yards (tackle by Bobby McCain),3.910,4.750
1,2:27,2,1,MIA 16,7,0,Drew Lock pass complete short right to Nick Vannett for 15 yards (tackle by Bobby McCain and Eric Rowe),4.750,6.970
1,1:38,1,1,MIA 1,7,6,"Melvin Gordon up the middle for 1 yard, touchdown",6.970,7.000
1,1:34,,,MIA 15,7,7,Brandon McManus kicks extra point good,0.000,0.000
1,1:34,,,DEN 35,7,7,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
1,1:34,1,10,MIA 25,7,7,Tua Tagovailoa pass incomplete short right intended for Jakeem Grant (defended by A.J. Bouye),0.610,0.060
1,1:30,2,10,MIA 25,7,7,Tua Tagovailoa sacked by Malik Reed for -8 yards,0.060,-1.930
1,0:44,3,18,MIA 17,7,7,Tua Tagovailoa pass complete short right to Salvon Ahmed for 13 yards (tackle by Alexander Johnson),-1.930,-1.370
1,0:14,4,5,MIA 30,7,7,"Matt Haack punts 51 yards, returned by Diontae Spencer for 9 yards (tackle by Kamu Grugier-Hill and Clayton Fejedelem)",-1.370,-0.810
1,0:02,1,10,DEN 28,7,7,Phillip Lindsay right end for 2 yards (tackle by Kyle Van Noy),0.810,0.530
Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,DEN 30,7,7,Phillip Lindsay right tackle for 3 yards (tackle by Eric Rowe),0.530,0.230
2,14:16,3,5,DEN 33,7,7,Drew Lock pass complete short right to KJ Hamler for 4 yards (tackle by Jerome Baker),0.230,-0.910
2,13:29,4,1,DEN 37,7,7,"Sam Martin punts 52 yards, returned by Jakeem Grant for 6 yards (tackle by Alijah Holder)",-0.910,0.060
2,13:18,1,10,MIA 17,7,7,Salvon Ahmed up the middle for 3 yards (tackle by Bradley Chubb),-0.060,-0.060
2,12:43,2,7,MIA 20,7,7,Salvon Ahmed up the middle for -3 yards (tackle by Malik Reed),-0.060,-1.250
2,12:02,3,10,MIA 17,7,7,Tua Tagovailoa pass incomplete short left intended for Patrick Laird,-1.250,-2.320
2,11:57,4,10,MIA 17,7,7,"Matt Haack punts 42 yards, fair catch by Diontae Spencer at DEN-41",-2.320,-1.660
2,11:49,1,10,DEN 41,7,7,Drew Lock pass complete short middle to Tim Patrick for 41 yards (tackle by Xavien Howard),1.660,4.370
2,11:16,1,10,MIA 18,7,7,Drew Lock pass complete short right to Noah Fant for 9 yards (tackle by Eric Rowe),4.370,5.420
2,10:39,2,1,MIA 9,7,7,Melvin Gordon up the middle for -2 yards (tackle by Xavien Howard),5.420,4.260
2,10:02,3,3,MIA 11,7,7,Drew Lock pass incomplete short right intended for Noah Fant,4.260,2.800
2,9:59,4,3,MIA 11,7,10,Brandon McManus 29 yard field goal good,2.800,3.000
2,9:55,,,DEN 35,7,10,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,9:55,1,10,MIA 25,7,10,Tua Tagovailoa pass complete short right to Mike Gesicki for 8 yards (tackle by Justin Simmons),0.610,1.140
2,9:21,2,2,MIA 33,7,10,Salvon Ahmed up the middle for 3 yards (tackle by Alexander Johnson and Jeremiah Attaochu),1.140,1.330
2,8:51,1,10,MIA 36,7,10,Tua Tagovailoa pass complete short right to Mike Gesicki for 4 yards (tackle by Justin Simmons),1.330,1.330
2,8:09,2,6,MIA 40,7,10,Salvon Ahmed left guard for 2 yards (tackle by Jeremiah Attaochu),1.330,0.890
2,7:28,3,4,MIA 42,7,10,Tua Tagovailoa pass complete short right to DeVante Parker for 9 yards (tackle by A.J. Bouye),0.890,2.320
2,6:47,1,10,DEN 49,7,10,Salvon Ahmed left end for 14 yards (tackle by Bryce Callahan),2.320,3.250
2,6:12,1,10,DEN 35,7,10,Tua Tagovailoa pass complete short right to Malcolm Perry for 3 yards (tackle by Justin Simmons),3.250,3.110
2,5:38,2,7,DEN 32,7,10,Salvon Ahmed left guard for 2 yards (tackle by Dre'Mont Jones),3.110,2.680
2,4:56,3,5,DEN 30,7,10,Tua Tagovailoa pass complete short left to DeVante Parker for 6 yards (tackle by Bryce Callahan),2.680,3.970
2,4:13,1,10,DEN 24,7,10,Tua Tagovailoa pass complete short left to Jakeem Grant for 10 yards (tackle by Malik Reed),3.970,4.650
2,3:33,1,10,DEN 14,7,10,Tua Tagovailoa pass incomplete short left intended for Durham Smythe,4.650,4.000
2,3:26,2,10,DEN 14,7,10,Tua Tagovailoa pass incomplete short right,4.000,3.110
2,3:23,3,10,DEN 14,7,10,Tua Tagovailoa sacked by and Malik Reed for -9 yards and DeMarcus Walker for -9 yards,3.110,1.930
2,2:39,4,19,DEN 23,10,10,Jason Sanders 41 yard field goal good,1.930,3.000
2,2:34,,,MIA 35,10,10,"Jason Sanders kicks off 66 yards, returned by Diontae Spencer for 22 yards (tackle by Clayton Fejedelem). Penalty on Michael Ojemudia: Illegal Blindside Block, 10 yards",0.000,-0.370
2,2:28,1,10,DEN 11,10,10,Phillip Lindsay right end for 5 yards (tackle by Eric Rowe),-0.370,-0.300
2,2:00,2,5,DEN 16,10,10,Melvin Gordon right tackle for 25 yards (tackle by Bobby McCain),-0.300,1.660
2,1:53,1,10,DEN 41,10,10,Drew Lock pass incomplete short right intended for KJ Hamler (defended by Nik Needham),1.660,1.120
2,1:47,2,10,DEN 41,10,10,Drew Lock pass incomplete short left intended for Jerry Jeudy (defended by Xavien Howard),1.120,0.430
2,1:43,3,10,DEN 41,10,10,Drew Lock pass complete deep left to Jerry Jeudy for 22 yards,0.430,3.120
2,1:37,1,10,MIA 37,10,10,Drew Lock pass incomplete deep right intended for KJ Hamler,3.120,2.570
2,1:31,,,,,,Timeout #1 by Miami Dolphins,,
2,1:31,2,10,MIA 37,10,10,Drew Lock pass complete short left to Tim Patrick for 1 yard (tackle by Byron Jones),2.570,2.010
2,0:51,3,9,MIA 36,10,10,Melvin Gordon right tackle for 7 yards (tackle by Zach Sieler),2.010,1.600
2,0:05,,,,,,Timeout #2 by Denver Broncos,,
2,0:05,4,2,MIA 29,10,13,Brandon McManus 47 yard field goal good,1.600,3.000
Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,10,13,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DEN 25,10,13,Phillip Lindsay up the middle for 5 yards (tackle by Emmanuel Ogbah and Byron Jones),0.610,0.740
3,14:22,2,5,DEN 30,10,13,Phillip Lindsay right guard for 18 yards (tackle by Bobby McCain and Kyle Van Noy),0.740,2.130
3,13:40,1,10,DEN 48,10,13,Melvin Gordon up the middle for 3 yards (tackle by Eric Rowe),2.130,1.990
3,12:54,2,7,MIA 49,10,13,Drew Lock pass complete short right to Noah Fant for 15 yards (tackle by Eric Rowe),1.990,3.310
3,12:24,1,10,MIA 34,10,13,Melvin Gordon up the middle for 2 yards (tackle by Zach Sieler),3.310,3.040
3,11:45,2,8,MIA 32,10,13,Drew Lock pass complete short right to Nick Vannett for 9 yards (tackle by Nik Needham),3.040,4.040
3,11:01,1,10,MIA 23,10,13,Phillip Lindsay left tackle for 3 yards (tackle by Benito Jones and Jason Strowbridge),4.040,3.900
3,10:20,2,7,MIA 20,10,13,Drew Lock pass incomplete short right intended for Troy Fumagalli,3.900,3.200
3,10:14,3,7,MIA 20,10,13,Drew Lock pass complete short left to Jerry Jeudy for 6 yards (tackle by Xavien Howard),3.200,2.660
3,9:30,4,1,MIA 14,10,13,Melvin Gordon up the middle for no gain (tackle by Raekwon Davis and Elandon Roberts),2.660,0.280
3,9:20,1,10,MIA 14,10,13,Matt Breida left tackle for no gain (tackle by Josey Jewell),-0.280,-0.750
3,8:41,2,10,MIA 14,10,13,Tua Tagovailoa sacked by DeShawn Williams for -5 yards,-0.750,-2.010
3,7:57,3,15,MIA 9,10,13,Tua Tagovailoa pass complete short right to Patrick Laird for 8 yards (tackle by Josey Jewell),-2.010,-2.320
3,7:28,4,7,MIA 17,10,13,"Matt Haack punts 54 yards, returned by Diontae Spencer for no gain (tackle by Calvin Munson). Penalty on Alijah Holder: Offensive Holding, 10 yards",-2.320,-0.150
3,7:17,1,10,DEN 19,10,13,Drew Lock pass complete short left to Tim Patrick for 9 yards (tackle by Elandon Roberts),0.150,0.880
3,6:37,2,1,DEN 28,10,13,Melvin Gordon up the middle for -1 yards (tackle by Zach Sieler and Shaq Lawson),0.880,-0.030
3,5:55,3,2,DEN 27,10,13,Drew Lock pass complete short left to KJ Hamler for 16 yards (tackle by Xavien Howard),-0.030,1.800
3,5:26,1,10,DEN 43,10,13,Melvin Gordon right end for 9 yards (tackle by Kyle Van Noy),1.800,2.470
3,4:47,2,1,MIA 48,10,13,Phillip Lindsay right tackle for 4 yards (tackle by Kyle Van Noy and Elandon Roberts),2.470,2.650
3,4:04,1,10,MIA 44,10,13,Drew Lock pass incomplete deep right intended for Jerry Jeudy,2.650,2.110
3,3:58,2,10,MIA 44,10,13,Phillip Lindsay left end for 2 yards (tackle by Andrew Van Ginkel and Jerome Baker),2.110,1.690
3,3:18,3,8,MIA 42,10,13,"Drew Lock pass incomplete short right intended for KJ Hamler (defended by Noah Igbinoghene). Penalty on Jason Strowbridge: Roughing the Passer, 15 yards. Penalty on Noah Igbinoghene: Defensive Pass Interference, 15 yards (no play)",1.690,3.780
3,3:12,1,10,MIA 27,10,13,Drew Lock pass complete short right to Tim Patrick for 7 yards (tackle by Eric Rowe),3.780,4.180
3,2:38,2,3,MIA 20,10,19,"Melvin Gordon right tackle for 20 yards, touchdown",4.180,7.000
3,2:31,,,MIA 15,10,20,Brandon McManus kicks extra point good,0.000,0.000
3,2:31,,,DEN 35,10,20,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,2:31,1,10,MIA 25,10,20,Tua Tagovailoa pass incomplete short left intended for Salvon Ahmed,0.610,0.060
3,2:24,2,10,MIA 25,10,20,Tua Tagovailoa pass incomplete deep left intended for Jakeem Grant,0.060,-0.620
3,2:18,3,10,MIA 25,10,20,Tua Tagovailoa pass complete short right to Antonio Callaway for 13 yards (tackle by A.J. Bouye),-0.620,1.470
3,1:38,1,10,MIA 38,10,20,Salvon Ahmed up the middle for 4 yards (tackle by Alexander Johnson and Sylvester Williams),1.470,1.460
3,0:55,2,6,MIA 42,10,20,Jakeem Grant right end for 3 yards (tackle by Essang Bassey),1.460,1.160
3,0:10,3,3,MIA 45,10,20,"Tua Tagovailoa pass incomplete deep right intended for DeVante Parker. Penalty on A.J. Bouye: Defensive Pass Interference, 15 yards (no play)",1.160,2.920
3,0:04,1,10,DEN 40,10,20,"Tua Tagovailoa left end for 10 yards (tackle by DeShawn Williams). Penalty on Austin Jackson: Offensive Holding, 10 yards (no play)",2.920,2.260
Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,20,MIA 50,10,20,Tua Tagovailoa sacked by DeShawn Williams for -2 yards,2.260,0.750
4,14:25,2,22,MIA 48,10,20,Tua Tagovailoa pass complete short middle to Salvon Ahmed for 6 yards (tackle by Alexander Johnson),0.750,0.890
4,13:42,3,16,DEN 46,10,20,"Penalty on Mike Gesicki: False Start, 5 yards (no play)",0.890,0.230
4,13:41,3,21,MIA 49,10,20,Tua Tagovailoa sacked by Bradley Chubb for -9 yards,0.230,-0.720
4,13:02,4,30,MIA 40,10,20,Matt Haack punts 42 yards out of bounds,-0.720,-0.040
4,12:53,1,10,DEN 18,10,20,Drew Lock pass complete short right to KJ Hamler for no gain (tackle by Eric Rowe and Xavien Howard),0.040,-0.490
4,12:12,2,10,DEN 18,10,20,Phillip Lindsay up the middle for 1 yard (tackle by Emmanuel Ogbah),-0.490,-1.040
4,11:32,3,9,DEN 19,10,20,Melvin Gordon right tackle for 4 yards (tackle by Byron Jones),-1.040,-1.830
4,10:52,4,5,DEN 23,10,20,Sam Martin punts 56 yards out of bounds,-1.830,-0.340
4,10:44,1,10,MIA 21,10,20,Ryan Fitzpatrick pass complete short left to DeVante Parker for 7 yards (tackle by Bryce Callahan),0.340,0.750
4,10:21,2,3,MIA 28,10,20,Ryan Fitzpatrick pass complete short left to Salvon Ahmed for no gain (tackle by Kareem Jackson),0.750,0.040
4,9:49,3,3,MIA 28,10,20,Ryan Fitzpatrick pass complete deep right to Mike Gesicki for 25 yards (tackle by Justin Simmons),0.040,2.460
4,9:22,1,10,DEN 47,10,20,Ryan Fitzpatrick pass complete short left to Salvon Ahmed for 11 yards (tackle by Alexander Johnson),2.460,3.180
4,8:49,1,10,DEN 36,10,20,Ryan Fitzpatrick pass incomplete short left intended for DeVante Parker (defended by Sylvester Williams),3.180,2.640
4,8:45,2,10,DEN 36,10,20,Ryan Fitzpatrick pass incomplete short middle intended for Mack Hollins,2.640,1.950
4,8:40,3,10,DEN 36,10,20,Ryan Fitzpatrick right end for 1 yard (tackle by Bradley Chubb),1.950,0.970
4,7:57,4,9,DEN 35,13,20,Jason Sanders 53 yard field goal good,0.970,3.000
4,7:51,,,MIA 35,13,20,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,7:51,1,10,DEN 25,13,20,Drew Lock pass complete short right to Noah Fant for 29 yards (tackle by Shaq Lawson and Bobby McCain),0.610,2.520
4,7:05,1,10,MIA 46,13,20,Drew Lock left end for 9 yards (tackle by Nik Needham),2.520,3.190
4,6:26,2,1,MIA 37,13,20,Phillip Lindsay left tackle for 20 yards (tackle by Nik Needham),3.190,4.440
4,5:51,1,10,MIA 17,13,20,Melvin Gordon left guard for -2 yards (tackle by Elandon Roberts),4.440,3.600
4,5:47,,,,,,Timeout #1 by Miami Dolphins,,
4,5:47,2,12,MIA 19,13,20,"Drew Lock sacked by Andrew Van Ginkel for no gain. Penalty on Andrew Van Ginkel: Unnecessary Roughness, 10 yards. Penalty on Andrew Van Ginkel: Defensive Holding, 10 yards (no play)",3.600,5.140
4,5:22,1,9,MIA 9,13,20,"Melvin Gordon up the middle for 8 yards (tackle by Andrew Van Ginkel). Melvin Gordon fumbles (forced by Andrew Van Ginkel), recovered by Eric Rowe at MIA-1",5.140,0.380
4,5:13,1,10,MIA 1,13,20,Ryan Fitzpatrick pass incomplete short left intended for Malcolm Perry,-0.380,-0.780
4,5:09,2,10,MIA 1,13,20,Ryan Fitzpatrick pass complete short left to DeVante Parker for 15 yards (tackle by Alexander Johnson),-0.780,-0.140
4,4:48,1,10,MIA 16,13,20,"Ryan Fitzpatrick up the middle for 5 yards (tackle by Bradley Chubb). Penalty on Bradley Chubb: Unnecessary Roughness, 15 yards",-0.140,1.330
4,4:43,1,10,MIA 36,13,20,Ryan Fitzpatrick pass complete short right to Salvon Ahmed for 1 yard (tackle by Malik Reed),1.330,0.930
4,4:11,2,9,MIA 37,13,20,Ryan Fitzpatrick pass complete short left to Malcolm Perry for 8 yards (tackle by Essang Bassey),0.930,1.290
4,4:05,3,1,MIA 45,13,20,Ryan Fitzpatrick pass complete short middle to Mike Gesicki for 6 yards (tackle by Justin Simmons),1.290,2.320
4,3:31,1,10,DEN 49,13,20,Ryan Fitzpatrick pass incomplete short left intended for Malcolm Perry (defended by Justin Simmons),2.320,1.780
4,3:26,2,10,DEN 49,13,20,"Ryan Fitzpatrick pass incomplete deep middle intended for Mack Hollins. Penalty on Robert Hunt: Offensive Holding, 10 yards (no play)",1.780,0.430
4,3:19,2,20,MIA 41,13,20,Ryan Fitzpatrick pass complete short right to Mack Hollins for 9 yards (tackle by Justin Simmons),0.430,0.960
4,2:50,3,11,MIA 50,13,20,Ryan Fitzpatrick pass complete short left to DeVante Parker for 21 yards (tackle by Kareem Jackson),0.960,3.640
4,2:11,1,10,DEN 29,13,20,Ryan Fitzpatrick pass complete short right to Malcolm Perry for 12 yards (tackle by Essang Bassey and Josey Jewell),3.640,4.440
4,2:00,1,10,DEN 17,13,20,Ryan Fitzpatrick pass incomplete deep left intended for Mike Gesicki (defended by Kareem Jackson),4.440,3.850
4,1:55,2,10,DEN 17,13,20,Ryan Fitzpatrick pass complete short middle to Jakeem Grant for 2 yards (tackle by Bryce Callahan),3.850,3.340
4,1:10,3,8,DEN 15,13,20,Ryan Fitzpatrick pass deep middle intended for DeVante Parker is intercepted by Justin Simmons at DEN-0 and returned for no gain,3.340,-0.280
4,1:03,1,10,DEN 20,13,20,Phillip Lindsay left tackle for no gain (tackle by Eric Rowe),0.280,-0.270
4,0:58,,,,,,Timeout #2 by Miami Dolphins,,
4,0:58,2,10,DEN 20,13,20,Phillip Lindsay right guard for 3 yards (tackle by Elandon Roberts),-0.270,-0.560
4,0:51,,,,,,Timeout #3 by Miami Dolphins,,
4,0:51,3,7,DEN 23,13,20,Phillip Lindsay right guard for -2 yards (tackle by Emmanuel Ogbah),-0.560,-1.960
4,0:04,4,9,DEN 21,13,20,"Penalty on DEN: Delay of Game, 5 yards (no play)",-1.960,-2.390
4,0:04,,,,,,Timeout #1 by Denver Broncos,,
4,0:04,4,14,DEN 16,13,20,Drew Lock pass complete deep right to Tim Patrick for 61 yards (tackle by Xavien Howard),-2.390,4.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
