Quarter,Time,Down,ToGo,Location,NYG,BUF,Detail,EPB,EPA
1,6:05,4,2,NYG 12,3,0,Brad Wing punts 36 yards,-2.490,-2.390
1,5:54,1,10,NYG 48,3,0,Karlos Williams left end for 11 yards (tackle by Prince Amukamara),2.390,3.120
1,5:28,1,10,NYG 37,3,0,Tyrod Taylor pass incomplete deep right intended for Charles Clay,3.120,2.570
1,5:21,2,10,NYG 37,3,0,Karlos Williams middle for 4 yards (tackle by Johnathan Hankins and Owamagbe Odighizuwa),2.570,2.410
1,4:44,3,6,NYG 33,3,0,Tyrod Taylor pass incomplete deep right intended for Robert Woods (defended by Prince Amukamara),2.410,1.160
1,4:38,4,6,NYG 33,3,3,Dan Carpenter 51 yard field goal good,1.160,3.000
1,4:38,,,BUF 35,3,3,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
1,4:33,1,10,NYG 20,3,3,Andre Williams left tackle for 2 yards (tackle by Preston Brown),0.280,0.000
1,3:52,2,8,NYG 22,3,3,Eli Manning pass complete short left to Rueben Randle for 22 yards (tackle by Nigel Bradham),0.000,1.860
1,3:14,1,10,NYG 44,3,3,"Eli Manning pass complete short right to Dwayne Harris for 13 yards (tackle by Ronald Darby). Penalty on Shane Vereen: Offensive Pass Interference, 10 yards (no play)",1.860,1.200
1,2:41,1,20,NYG 34,3,3,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",1.200,0.870
1,2:30,1,25,NYG 29,3,3,Eli Manning pass complete short right to Rueben Randle for -2 yards (tackle by Ronald Darby and Nickell Robey-Coleman),0.870,-0.980
1,1:57,2,27,NYG 27,3,3,Eli Manning pass incomplete short left intended for Odell Beckham,-0.980,-1.620
1,1:55,3,27,NYG 27,3,3,Eli Manning pass complete short middle to Larry Donnell for 7 yards (tackle by Nigel Bradham),-1.620,-1.110
1,1:22,4,20,NYG 34,3,3,"Brad Wing punts 55 yards, returned by Marcus Thigpen for 7 yards (tackle by Mark Herzlich). Penalty on Chris Hogan: Offensive Holding, 5 yards",-1.110,0.380
1,1:10,1,10,BUF 6,3,3,Tyrod Taylor pass incomplete deep left intended for Charles Clay is intercepted by Devon Kennard at BUF-32,-0.380,-3.450
1,1:02,1,10,BUF 32,3,3,Eli Manning pass complete short middle to Dwayne Harris for 11 yards (tackle by Corey Graham and Preston Brown),3.450,4.170
1,0:31,1,10,BUF 21,9,3,"Eli Manning pass complete deep middle to Dwayne Harris for 21 yards, touchdown",4.170,7.000
1,0:31,1,10,BUF 21,9,3,"Penalty on Geoff Schwartz: False Start, 5 yards (no play)",4.170,0.000
1,0:31,,,BUF 21,9,3,Josh Brown kicks extra point no good,0.000,-1.000
1,0:31,,,NYG 35,9,3,"Josh Brown kicks off 65 yards, returned by Percy Harvin for 20 yards (tackle by Orleans Darkwa)",0.000,-0.280
1,0:18,1,10,BUF 20,9,3,Tyrod Taylor pass incomplete short right intended for Percy Harvin,0.280,-0.270
1,0:11,2,10,BUF 20,9,3,Karlos Williams middle for 4 yards (tackle by Johnathan Hankins and Devon Kennard),-0.270,-0.430
Quarter,Time,Down,ToGo,Location,NYG,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,BUF 24,9,3,"Penalty on Cyrus Kouandjio: False Start, 5 yards (no play)",-0.430,-1.140
2,15:00,3,11,BUF 19,9,3,Tyrod Taylor pass incomplete short middle intended for Karlos Williams (defended by Devon Kennard),-1.140,-2.140
2,14:52,4,11,BUF 19,9,3,"Colton Schmidt punts 57 yards, returned by Dwayne Harris for no gain",-2.140,-0.540
2,14:44,1,10,NYG 24,9,3,Andre Williams left guard for 9 yards (tackle by Marcell Dareus),0.540,1.210
2,14:02,2,1,NYG 33,9,3,Andre Williams middle for 5 yards (tackle by Corey Graham and Preston Brown),1.210,1.470
2,13:27,1,10,NYG 38,9,3,Eli Manning pass incomplete short left intended for Andre Williams,1.470,0.920
2,13:22,2,10,NYG 38,9,3,"Rashad Jennings middle for 14 yards (tackle by Corey Graham and Bacarri Rambo). Penalty on Jerry Hughes: Unnecessary Roughness, 15 yards",0.920,3.380
2,12:59,1,10,BUF 33,9,3,Rashad Jennings left guard for 4 yards (tackle by Nigel Bradham and Preston Brown),3.380,3.380
2,12:32,2,6,BUF 29,9,3,Rashad Jennings middle for 4 yards (tackle by Preston Brown and Corbin Bryant),3.380,3.200
2,12:06,3,2,BUF 25,9,3,Eli Manning pass incomplete short left intended for Odell Beckham,3.200,1.930
2,12:03,4,2,BUF 25,9,3,"Josh Brown 44 yard field goal good. Penalty on Kyle Williams: Illegal Formation, 5 yards (no play)",1.930,4.240
2,12:03,1,10,BUF 20,9,3,Eli Manning pass complete short left to Larry Donnell for no gain,4.240,3.690
2,11:26,2,10,BUF 20,9,3,"Eli Manning pass incomplete deep middle intended for Dwayne Harris. Penalty on Ronald Darby: Defensive Holding, 5 yards (no play)",3.690,4.580
2,11:20,1,10,BUF 15,9,3,Eli Manning pass complete short middle to Dwayne Harris for 4 yards (tackle by Nickell Robey-Coleman),4.580,4.640
2,10:44,2,6,BUF 11,15,3,"Eli Manning pass complete short left to Rueben Randle for 11 yards, touchdown",4.640,7.000
2,10:44,,,BUF 11,16,3,Josh Brown kicks extra point good,0.000,0.000
2,10:44,,,NYG 35,16,3,"Josh Brown kicks off 59 yards, returned by Marcus Thigpen for 14 yards (tackle by Jayron Hosley)",0.000,-0.280
2,10:36,1,10,BUF 20,16,3,Karlos Williams middle for 4 yards (tackle by Jon Beason),0.280,0.270
2,9:52,2,6,BUF 24,16,3,Karlos Williams left guard for 2 yards (tackle by Jon Beason and Brandon Meriweather),0.270,-0.160
2,9:14,3,4,BUF 26,16,3,Tyrod Taylor pass incomplete deep left intended for Robert Woods,-0.160,-1.630
2,9:07,4,4,BUF 26,16,3,"Colton Schmidt punts 52 yards, returned by Dwayne Harris for 3 yards (tackle by Randell Johnson). Penalty on Duke Williams: Player Out of Bounds on Punt, 5 yards",-1.630,-0.940
2,8:57,1,10,NYG 30,16,3,Andre Williams right guard for 9 yards (tackle by Manny Lawson),0.940,1.610
2,8:17,2,1,NYG 39,16,3,Eli Manning pass incomplete deep right intended for Rueben Randle,1.610,0.890
2,8:09,3,1,NYG 39,16,3,Andre Williams right guard for 6 yards (tackle by Stephon Gilmore and Corey Graham),0.890,1.930
2,7:36,1,10,NYG 45,16,3,Andre Williams left guard for 1 yard (tackle by Marcell Dareus),1.930,1.520
2,7:03,2,9,NYG 46,16,3,Eli Manning pass incomplete short left intended for Odell Beckham,1.520,0.830
2,7:00,3,9,NYG 46,16,3,Shane Vereen middle for 2 yards (tackle by Nigel Bradham),0.830,-0.190
2,6:24,4,7,NYG 48,16,3,"Brad Wing punts 45 yards, muffed catch by Marcus Thigpen, recovered by Marcus Thigpen and returned for no gain",-0.190,0.380
2,6:15,1,10,BUF 7,16,3,Karlos Williams middle for 1 yard (tackle by Kerry Wynn and Jay Bromley),-0.380,-0.710
2,5:43,2,9,BUF 8,16,3,Tyrod Taylor pass complete short left to Chris Hogan for 5 yards (tackle by Trumaine McBride),-0.710,-0.720
2,5:05,3,4,BUF 13,16,3,"Tyrod Taylor pass complete short left to Charles Clay for 15 yards (tackle by Jonathan Casillas). Penalty on Charles Clay: Offensive Pass Interference, 6 yards (no play)",-0.720,-1.420
2,4:41,3,10,BUF 7,16,3,Tyrod Taylor pass complete short right to Percy Harvin for 13 yards (tackle by Dominique Rodgers-Cromartie),-1.420,0.280
2,3:58,1,10,BUF 20,16,3,Karlos Williams middle for 2 yards (tackle by Uani Unga and Devon Kennard),0.280,0.000
2,3:21,2,8,BUF 22,16,3,Tyrod Taylor left guard for 2 yards (tackle by Owamagbe Odighizuwa),0.000,-0.430
2,2:46,3,6,BUF 24,16,3,Tyrod Taylor pass complete short middle to Chris Hogan for 4 yards (tackle by Damontre Moore and George Selvie),-0.430,-0.430
2,2:35,3,6,BUF 24,16,3,Timeout #1 by New York Giants,-0.430,-1.500
2,2:35,4,2,BUF 28,16,3,"Colton Schmidt punts 43 yards, fair catch by Dwayne Harris",-1.500,-0.870
2,2:26,1,10,NYG 29,16,3,Shane Vereen middle for 5 yards (tackle by Kyle Williams),0.870,1.000
2,2:04,2,5,NYG 34,16,3,Eli Manning pass incomplete short middle intended for Dwayne Harris,1.000,0.300
2,2:02,3,5,NYG 34,16,3,Eli Manning pass incomplete short right intended for Odell Beckham (defended by Ronald Darby),0.300,-1.110
2,1:58,4,5,NYG 34,16,3,"Brad Wing punts 44 yards, returned by Marcus Thigpen for 3 yards (tackle by Craig Dahl)",-1.110,-0.610
2,1:48,1,10,BUF 25,16,3,Karlos Williams right guard for 5 yards (tackle by Kerry Wynn and Jonathan Casillas),0.610,0.740
2,1:24,2,5,BUF 30,16,3,Tyrod Taylor pass complete short left to Charles Clay for 4 yards (tackle by Trumaine McBride),0.740,0.560
2,1:04,3,1,BUF 34,16,3,Tyrod Taylor middle for no gain (tackle by Landon Collins),0.560,-1.110
2,0:25,4,1,BUF 34,16,3,"Penalty on Cyrus Kouandjio: False Start, 5 yards (no play)",-1.110,-1.440
2,0:24,4,6,BUF 29,16,3,Colton Schmidt punts 57 yards,-1.440,0.280
2,0:11,1,10,NYG 14,16,3,Eli Manning kneels for -1 yards,-0.280,-0.850
Quarter,Time,Down,ToGo,Location,NYG,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,16,3,"Jordan Gay kicks off 65 yards, out of bounds",0.000,0.280
3,15:00,1,10,NYG 20,16,3,Eli Manning pass complete short right to Larry Donnell for 16 yards (tackle by Ronald Darby),0.280,1.330
3,14:40,1,10,NYG 36,16,3,Rashad Jennings left guard for 10 yards (tackle by Bacarri Rambo and Kyle Williams),1.330,1.990
3,13:59,1,10,NYG 46,16,3,Eli Manning pass complete short right to Odell Beckham for 9 yards (tackle by Duke Williams),1.990,2.670
3,13:26,2,1,BUF 45,16,3,Eli Manning pass incomplete short left intended for Will Tye,2.670,2.670
3,13:22,2,1,BUF 45,16,3,Timeout #1 by New York Giants,2.670,1.950
3,13:21,3,1,BUF 45,16,3,Andre Williams middle for -1 yards (tackle by Nigel Bradham and Corey Graham),1.950,0.200
3,12:38,4,2,BUF 46,16,3,"Brad Wing punts 39 yards, fair catch by Marcus Thigpen",0.200,0.380
3,12:30,1,10,BUF 7,16,3,Karlos Williams right end for -1 yards (tackle by Dominique Rodgers-Cromartie),-0.380,-0.850
3,12:04,2,11,BUF 6,16,3,Tyrod Taylor pass complete short middle to MarQueis Gray for 2 yards (tackle by J.T. Thomas),-0.850,-1.300
3,11:25,3,9,BUF 8,16,3,"Penalty on Tyrod Taylor: Illegal Forward Pass, 2 yards, Penalty on Kraig Urbik: Offensive Holding (Declined)",-1.300,-2.490
3,11:14,4,11,BUF 6,16,3,"Colton Schmidt punts 62 yards, returned by Dwayne Harris for 15 yards (tackle by Ron Brooks)",-2.490,-2.060
3,11:01,1,10,NYG 47,16,3,"Eli Manning pass complete short right to Shane Vereen for 28 yards (tackle by Jerry Hughes). Penalty on Geoff Schwartz: Ineligible Downfield Pass, 5 yards (no play)",2.060,1.730
3,10:24,1,15,NYG 42,16,3,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",1.730,1.400
3,10:09,1,20,NYG 37,16,3,Shane Vereen right guard for 4 yards (tackle by Stefan Charles),1.400,0.710
3,9:38,2,16,NYG 41,16,3,Eli Manning sacked by Corey Graham for -1 yards,0.710,-0.100
3,9:02,3,17,NYG 40,16,3,Shane Vereen right guard for 7 yards (tackle by Corey Graham),-0.100,-0.260
3,8:26,4,10,NYG 47,16,3,"Brad Wing punts 43 yards, fair catch by Marcus Thigpen",-0.260,0.380
3,8:19,1,10,BUF 10,16,3,Tyrod Taylor pass incomplete short right intended for Charles Clay,-0.380,-0.780
3,8:13,2,10,BUF 10,16,3,Tyrod Taylor pass complete deep left to Charles Clay for 21 yards (tackle by Prince Amukamara),-0.780,1.000
3,7:48,1,10,BUF 31,16,3,Tyrod Taylor pass complete short right to Percy Harvin for 8 yards,1.000,1.540
3,7:29,2,2,BUF 39,16,3,Karlos Williams middle for 1 yard (tackle by Jay Bromley and Johnathan Hankins),1.540,0.960
3,6:56,3,1,BUF 40,16,3,Karlos Williams right guard for 3 yards (tackle by Jon Beason and Mark Herzlich),0.960,1.800
3,6:22,1,10,BUF 43,16,3,Karlos Williams left tackle for 3 yards (tackle by Johnathan Hankins),1.800,1.660
3,5:51,2,7,BUF 46,16,3,"Tyrod Taylor pass incomplete deep right intended for Percy Harvin (defended by Jayron Hosley). Penalty on Jayron Hosley: Defensive Pass Interference, 28 yards (no play)",1.660,3.840
3,5:45,1,10,NYG 26,16,3,"Penalty on MarQueis Gray: False Start, 5 yards (no play)",3.840,3.510
3,5:45,1,15,NYG 31,16,3,"Tyrod Taylor right end for 31 yards. Penalty on Kraig Urbik: Offensive Holding, 10 yards (no play)",3.510,2.850
3,5:33,1,25,NYG 41,16,3,Tyrod Taylor pass incomplete short right intended for Charles Clay (defended by Landon Collins),2.850,1.270
3,5:29,2,25,NYG 41,16,3,Tyrod Taylor pass complete short left to Chris Hogan for 13 yards (tackle by Brandon Meriweather),1.270,2.350
3,4:47,3,12,NYG 28,16,3,Tyrod Taylor pass complete short left to Robert Woods for 13 yards (tackle by Prince Amukamara),2.350,4.580
3,4:10,1,10,NYG 15,16,3,"Penalty on Devon Kennard: Defensive 12 On-field, 5 yards (no play)",4.580,5.740
3,3:55,1,5,NYG 10,16,3,Tyrod Taylor pass incomplete short right intended for Marcus Easley,5.740,4.840
3,3:51,2,5,NYG 10,16,3,Karlos Williams right tackle for -7 yards (tackle by Kerry Wynn),4.840,2.980
3,3:09,3,12,NYG 17,16,3,Tyrod Taylor pass complete short left to Percy Harvin for 5 yards (tackle by Kerry Wynn and Jonathan Casillas),2.980,2.630
3,2:24,4,7,NYG 12,16,3,Dan Carpenter 30 yard field goal no good,2.630,-0.280
3,2:20,1,10,NYG 20,16,3,Eli Manning pass incomplete short right intended for Larry Donnell (defended by Ronald Darby),0.280,-0.270
3,2:17,2,10,NYG 20,16,3,Rashad Jennings right guard for -3 yards (tackle by Mario Williams),-0.270,-1.510
3,1:36,3,13,NYG 17,16,3,"Penalty on Ereck Flowers: False Start, 5 yards (no play)",-1.510,-2.360
3,1:11,3,18,NYG 12,16,3,Eli Manning pass complete short left to Dwayne Harris for 2 yards (tackle by Corey Graham),-2.360,-2.470
3,0:32,4,16,NYG 14,16,3,"Brad Wing punts 48 yards, returned by Marcus Thigpen for 9 yards (tackle by Devon Kennard)",-2.470,-2.060
3,0:21,1,10,BUF 47,16,3,Tyrod Taylor pass complete deep left to Charles Clay for 20 yards (tackle by J.T. Thomas),2.060,3.380
Quarter,Time,Down,ToGo,Location,NYG,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 33,16,3,Karlos Williams right tackle for -3 yards (tackle by Kerry Wynn and Landon Collins),3.380,2.430
4,14:34,2,13,NYG 36,16,3,Tyrod Taylor pass complete deep left to Charles Clay for 27 yards (tackle by Prince Amukamara),2.430,5.140
4,14:04,1,9,NYG 9,16,3,Karlos Williams left tackle for 4 yards (tackle by Brandon Meriweather and Jon Beason),5.140,5.150
4,13:21,2,5,NYG 5,16,3,Tyrod Taylor pass complete short right to Robert Woods for 3 yards (tackle by Landon Collins),5.150,4.950
4,12:45,3,2,NYG 2,16,3,Tyrod Taylor right end for 1 yard (tackle by Kerry Wynn),4.950,3.550
4,12:13,4,1,NYG 1,16,3,Tyrod Taylor pass complete short right to Karlos Williams for no gain,3.550,0.380
4,12:08,1,10,NYG 2,16,3,Andre Williams middle for 3 yards (tackle by Marcell Dareus and Corey Graham),-0.380,-0.560
4,11:29,2,7,NYG 5,16,3,Andre Williams middle for 1 yard (tackle by Preston Brown and Corey Graham),-0.560,-0.950
4,10:52,3,6,NYG 6,16,3,Eli Manning pass incomplete deep right intended for Odell Beckham,-0.950,-2.490
4,10:47,4,6,NYG 6,16,3,"Brad Wing punts 45 yards, returned by Marcus Thigpen for 8 yards (tackle by J.T. Thomas)",-2.490,-2.720
4,10:35,1,10,NYG 43,16,3,Tyrod Taylor pass complete short right to Chris Hogan for 13 yards (tackle by Trumaine McBride),2.720,3.580
4,10:09,1,10,NYG 30,16,3,Tyrod Taylor right end for 7 yards (tackle by Brandon Meriweather),3.580,3.980
4,9:46,2,3,NYG 23,16,9,"Tyrod Taylor pass complete deep right to Karlos Williams for 23 yards, touchdown",3.980,7.000
4,9:46,,,NYG 23,16,10,Dan Carpenter kicks extra point good,0.000,0.000
4,9:46,,,BUF 35,16,10,"Jordan Gay kicks off 62 yards, returned by Shane Vereen for 25 yards (tackle by Mario Butler)",0.000,-0.810
4,9:34,1,10,NYG 28,16,10,Eli Manning pass complete short middle to Odell Beckham for 5 yards (tackle by Nickell Robey-Coleman),0.810,0.940
4,9:01,2,5,NYG 33,16,10,Eli Manning pass complete short right to Larry Donnell for 9 yards (tackle by Ronald Darby),0.940,1.730
4,8:32,1,10,NYG 42,16,10,Rashad Jennings left end for 7 yards (tackle by Jerry Hughes),1.730,2.130
4,7:57,2,3,NYG 49,16,10,Eli Manning pass incomplete short left intended for Rueben Randle (defended by Stephon Gilmore),2.130,1.420
4,7:54,3,3,NYG 49,22,10,"Eli Manning pass complete short left to Rashad Jennings for 51 yards, touchdown",1.420,7.000
4,7:54,3,,NYG 49,24,10,"Two Point Attempt: Andre Williams middle, conversion succeeds",1.420,1.000
4,7:54,,,NYG 35,24,10,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,7:42,1,10,BUF 20,24,10,Tyrod Taylor pass complete short left to Cierre Wood for -6 yards (tackle by Jonathan Casillas),0.280,-1.180
4,7:11,2,16,BUF 14,24,10,Tyrod Taylor left end for 5 yards (tackle by Devon Kennard),-1.180,-1.140
4,6:41,3,11,BUF 19,24,10,"Tyrod Taylor pass complete short left to Robert Woods for 17 yards (tackle by Prince Amukamara). Robert Woods fumbles (forced by Prince Amukamara), recovered by Prince Amukamara at BUF-40 (tackle by Cierre Wood)",-1.140,-2.920
4,6:22,1,10,BUF 40,24,10,"Andre Williams right guard for 1 yard (tackle by Corey Graham and Nigel Bradham). Penalty on Preston Brown: Unnecessary Roughness, 15 yards, Penalty on Jerry Hughes: Unsportsmanlike Conduct, 12 yards",2.920,4.780
4,6:04,1,10,BUF 12,24,10,"Andre Williams middle for 1 yard (tackle by Preston Brown and Duke Williams). Penalty on Marshall Newhouse: Offensive Holding, 10 yards (no play)",4.780,4.110
4,5:41,1,20,BUF 22,24,10,Eli Manning pass complete short left to Dwayne Harris for 13 yards (tackle by Duke Williams),4.110,4.640
4,5:03,2,7,BUF 9,24,10,Rashad Jennings left guard for 1 yard (tackle by Mario Williams and Kyle Williams),4.640,3.930
4,4:15,3,6,BUF 8,24,10,"Eli Manning for no gain. Eli Manning fumbles, recovered by Eli Manning at BUF-14. Penalty on Preston Brown: Unsportsmanlike Conduct, 7 yards",3.930,5.600
4,4:02,1,7,BUF 7,24,10,Rashad Jennings right end for -1 yards (tackle by Preston Brown and Corey Graham),5.600,4.570
4,3:55,2,8,BUF 8,24,10,Eli Manning pass incomplete short right intended for Odell Beckham (defended by Ronald Darby),4.570,3.580
4,3:51,3,8,BUF 8,24,10,Eli Manning pass incomplete short left intended for Rueben Randle is intercepted by Stephon Gilmore at BUF-1 and returned for 29 yards,3.580,-0.940
4,3:41,1,10,BUF 30,24,10,Tyrod Taylor pass complete short right to Charles Clay for 2 yards (tackle by Jonathan Casillas),0.940,0.660
4,3:33,2,8,BUF 32,24,10,Tyrod Taylor pass complete short middle to Chris Hogan for 8 yards (tackle by Landon Collins),0.660,1.600
4,3:02,1,10,BUF 40,24,10,Tyrod Taylor pass complete short middle to Karlos Williams for 7 yards (tackle by Craig Dahl and Jonathan Casillas),1.600,2.000
4,2:49,2,3,BUF 47,24,10,Tyrod Taylor sacked by Cullen Jenkins for -2 yards,2.000,1.030
4,2:42,3,5,BUF 45,24,10,Tyrod Taylor pass incomplete deep right intended for Percy Harvin,1.030,-0.390
4,2:35,4,5,BUF 45,24,10,Tyrod Taylor pass complete short left to Charles Clay for 7 yards (tackle by Prince Amukamara and Jonathan Casillas),-0.390,2.390
4,2:06,1,10,NYG 48,24,10,"Tyrod Taylor sacked by Kerry Wynn for -2 yards. Penalty on Richie Incognito: Offensive Holding, 10 yards (no play)",2.390,1.730
4,1:58,1,20,BUF 42,24,10,Tyrod Taylor pass complete short middle to Anthony Dixon for 6 yards (tackle by Damontre Moore and Jonathan Casillas),1.730,1.310
4,1:20,2,14,BUF 48,24,10,Tyrod Taylor pass complete deep right to Charles Clay for 20 yards (tackle by Dominique Rodgers-Cromartie),1.310,3.450
4,0:57,1,10,NYG 32,24,10,"Tyrod Taylor pass complete deep middle to Charles Clay for 32 yards. Penalty on Richie Incognito: Chop Block, 15 yards (no play)",3.450,2.460
4,0:50,1,25,NYG 47,24,10,Tyrod Taylor pass complete short left to Chris Gragg for 15 yards (tackle by Landon Collins),2.460,2.460
4,0:45,1,25,NYG 47,24,10,Timeout #1 by Buffalo Bills,2.460,2.900
4,0:45,2,10,NYG 32,24,10,Tyrod Taylor pass complete short middle to Anthony Dixon for 14 yards (tackle by Craig Dahl),2.900,2.900
4,0:36,2,10,NYG 32,24,10,Timeout #2 by Buffalo Bills,2.900,4.370
4,0:35,1,10,NYG 18,24,10,Tyrod Taylor pass incomplete deep left intended for Anthony Dixon (defended by Prince Amukamara),4.370,3.800
4,0:29,2,10,NYG 18,24,10,Tyrod Taylor pass incomplete short left intended for Percy Harvin,3.800,3.050
4,0:22,3,10,NYG 18,24,10,"Tyrod Taylor sacked by Damontre Moore for -2 yards. Penalty on Damontre Moore: Defensive Offside, 5 yards (no play)",3.050,3.820
4,0:20,3,5,NYG 13,24,10,Tyrod Taylor sacked by Nikita Whitlock for -14 yards,3.820,3.820
4,0:11,3,5,NYG 13,24,10,Timeout #3 by Buffalo Bills,3.820,1.670
4,0:11,4,19,NYG 27,24,10,Tyrod Taylor pass incomplete deep left intended for Percy Harvin,1.670,-0.740
4,0:01,1,10,NYG 27,24,10,Eli Manning kneels for -1 yards,0.740,0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
