Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Lions won the coin toss, Lions to receive the opening kickoff.",,
1,15:00,,,CHI 30,0,0,"Robbie Gould kicks off 59 yards, returned by Eddie Drummond for 28 yards (tackle by Gabe Reid)",0.000,1.530
1,14:53,1,10,DET 39,0,0,Kevin Jones up the middle for 4 yards (tackle by Tommie Harris),1.530,1.530
1,14:17,2,6,DET 43,0,0,Jeff Garcia pass complete to Scottie Vines for 27 yards (tackle by Mike Brown and Brian Urlacher),1.530,3.580
1,13:33,1,10,CHI 30,0,0,"Jeff Garcia sacked by Alex Brown for -3 yards. Penalty on Adewale Ogunleye: Defensive Holding, 5 yards (no play)",3.580,3.910
1,13:14,1,10,CHI 25,0,0,Jeff Garcia pass complete to Kevin Jones for 3 yards (tackle by Brian Urlacher),3.910,3.770
1,12:36,2,7,CHI 22,0,0,Shawn Bryson left tackle for -1 yards (tackle by Tank Johnson),3.770,2.940
1,11:57,3,8,CHI 23,0,0,Jeff Garcia sacked by Tank Johnson for -4 yards,2.940,1.670
1,11:23,4,12,CHI 27,0,0,Jason Hanson 46 yard field goal no good,1.670,-1.330
1,11:20,1,10,CHI 36,0,0,Kyle Orton pass incomplete intended for Desmond Clark (defended by Boss Bailey),1.330,0.790
1,11:16,2,10,CHI 36,0,0,Kyle Orton pass complete to Mark Bradley for 2 yards (tackle by Andre' Goodman),0.790,0.370
1,10:34,3,8,CHI 38,0,0,Kyle Orton pass incomplete intended for Thomas Jones,0.370,-0.850
1,10:28,4,8,CHI 38,0,0,Brad Maynard punts 32 yards,-0.850,-0.940
1,10:20,1,10,DET 30,0,0,Kevin Jones right tackle for 4 yards (tackle by Hunter Hillenmeyer),0.940,0.930
1,9:42,2,6,DET 34,0,0,Jeff Garcia pass complete to Marcus Pollard for 8 yards (tackle by Brian Urlacher),0.930,1.730
1,9:07,1,10,DET 42,0,0,Kevin Jones right end for 9 yards (tackle by Charles Tillman),1.730,2.400
