Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kerryon Johnson,DET,12,37,0,1,24,2.0,13,1.1,0,
LeGarrette Blount,DET,5,8,0,,4,0.8,4,0.8,0,
Matthew Stafford,DET,5,6,0,2,6,1.2,0,0.0,0,
Kenny Golladay,DET,1,8,0,0,8,8.0,0,0.0,0,
Tavon Wilson,DET,1,7,0,1,7,7.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Dalvin Cook,MIN,10,89,0,1,80,8.0,9,0.9,0,
Latavius Murray,MIN,10,31,1,1,23,2.3,8,0.8,1,10.0
Kirk Cousins,MIN,2,3,0,1,3,1.5,0,0.0,0,
Adam Thielen,MIN,1,5,0,0,5,5.0,0,0.0,0,
