Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA
2,12:34,2,6,HOU 41,7,0,Joe Flacco pass incomplete short left intended for T.J. Houshmandzadeh,2.580,1.880
2,12:29,3,6,HOU 41,7,0,Joe Flacco pass incomplete short left intended for Derrick Mason,1.880,0.530
2,12:24,4,6,HOU 41,7,0,Sam Koch punts 37 yards,0.530,0.380
2,12:15,1,10,HOU 4,7,0,"Penalty on Eric Winston: False Start, 2 yards (no play)",-0.380,-0.460
2,12:15,1,12,HOU 2,7,0,Arian Foster middle for 1 yard (tackle by Haloti Ngata),-0.460,-0.850
2,11:30,2,11,HOU 3,7,0,Matt Schaub pass complete deep middle to Owen Daniels for 30 yards (tackle by Ed Reed),-0.850,1.140
2,10:47,1,10,HOU 33,7,0,Arian Foster left tackle for 1 yard (tackle by Cory Redding and Ray Lewis),1.140,0.730
2,10:03,2,9,HOU 34,7,0,Arian Foster left guard for 5 yards (tackle by Terrell Suggs and Dawan Landry),0.730,0.700
2,9:21,3,4,HOU 39,7,0,Matt Schaub sacked by Cory Redding for -12 yards,0.700,-1.570
2,8:54,4,16,HOU 27,7,0,"Matt Turk punts 54 yards, returned by Lardarius Webb for 22 yards (tackle by Joel Dreessen). Penalty on Sherrick McManis: Unsportsmanlike Conduct, 15 yards",-1.570,-2.650
2,8:38,1,10,HOU 44,7,0,Ray Rice left guard for 1 yard (tackle by Tim Jamison and Kevin Bentley),2.650,2.250
2,7:59,2,9,HOU 43,7,0,Ray Rice left end for 16 yards (tackle by Glover Quin),2.250,3.780
2,7:18,1,10,HOU 27,7,0,Joe Flacco pass complete short right to T.J. Houshmandzadeh for 14 yards (tackle by Glover Quin),3.780,4.710
2,6:56,1,10,HOU 13,7,0,Ray Rice right guard for 1 yard (tackle by Brian Cushing and Darryl Sharpton),4.710,4.220
2,6:14,2,9,HOU 12,7,0,Joe Flacco pass complete short right to Le'Ron McClain for 3 yards (tackle by Brian Cushing),4.220,3.880
2,5:28,3,6,HOU 9,13,0,"Joe Flacco pass complete short middle to Derrick Mason for 9 yards, touchdown",3.880,7.000
2,,,,HOU 2,14,0,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,BAL 30,14,0,"Billy Cundiff kicks off 74 yards, touchback",0.000,0.280
2,5:23,1,10,HOU 20,14,0,Matt Schaub pass incomplete short middle intended for Arian Foster,0.280,-0.270
2,5:15,2,10,HOU 20,14,0,Matt Schaub pass incomplete short left intended for Arian Foster (defended by Haloti Ngata),-0.270,-0.960
2,5:11,3,10,HOU 20,14,0,Matt Schaub pass incomplete deep right intended for Jacoby Jones (defended by Lardarius Webb),-0.960,-2.030
2,5:04,4,10,HOU 20,14,0,"Matt Turk punts 47 yards, fair catch by Lardarius Webb",-2.030,-1.140
2,4:55,1,10,BAL 33,14,0,Joe Flacco pass complete short middle to Ray Rice for 5 yards (tackle by Earl Mitchell and Damione Lewis),1.140,1.270
2,4:16,2,5,BAL 38,14,0,Ray Rice middle for -1 yards (tackle by Tim Jamison),1.270,0.430
2,3:37,3,6,BAL 37,14,0,Joe Flacco pass incomplete short middle intended for Anquan Boldin,0.430,-0.910
2,3:32,4,6,BAL 37,14,0,"Sam Koch punts 52 yards, returned by Jacoby Jones for 10 yards (tackle by David Reed)",-0.910,-0.340
2,3:19,1,10,HOU 21,14,0,Arian Foster right tackle for 8 yards (tackle by Ray Lewis),0.340,0.880
2,2:57,2,2,HOU 29,14,0,Matt Schaub pass complete short right to Arian Foster for 3 yards (tackle by Lardarius Webb),0.880,1.070
2,2:21,1,10,HOU 32,14,0,Matt Schaub pass incomplete short middle intended for Owen Daniels is intercepted by Chris Carr at HOU-39 and returned for 1 yard,1.070,-3.050
2,2:11,1,10,HOU 38,14,0,Joe Flacco pass complete deep middle to Derrick Mason for 18 yards (tackle by Bernard Pollard),3.050,4.240
2,2:00,1,10,HOU 20,14,0,Joe Flacco pass complete short right to Ray Rice for -1 yards (tackle by Zach Diles and Kevin Bentley),4.240,3.560
2,1:53,,,,14,0,Timeout #1 by Houston Texans,0.000,3.560
2,1:53,2,11,HOU 21,14,0,"Joe Flacco pass incomplete short right intended for Ray Rice. Penalty on Amobi Okoye: Defensive Offside, 5 yards (no play)",3.560,4.280
2,1:49,2,6,HOU 16,14,0,"Joe Flacco sacked by Bernard Pollard for -10 yards. Joe Flacco fumbles (forced by Bernard Pollard), recovered by Michael Oher at HOU-26",4.280,2.210
2,1:43,,,,14,0,Timeout #2 by Houston Texans,0.000,2.210
2,1:43,3,16,HOU 26,20,0,"Joe Flacco pass complete deep left to Derrick Mason for 26 yards, touchdown",2.210,7.000
2,,,,HOU 2,21,0,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,BAL 30,21,0,"Billy Cundiff kicks off 73 yards, touchback",0.000,0.280
2,1:37,1,10,HOU 20,21,0,Matt Schaub pass incomplete deep middle intended for Andre Johnson (defended by Josh Wilson),0.280,-0.270
2,1:32,2,10,HOU 20,21,0,Matt Schaub pass incomplete short right intended for Jacoby Jones,-0.270,-0.960
2,1:28,3,10,HOU 20,21,0,Matt Schaub pass complete short left to Andre Johnson for 16 yards (tackle by Josh Wilson and Ed Reed),-0.960,1.330
2,1:07,1,10,HOU 36,21,0,Matt Schaub pass incomplete short middle intended for Jacoby Jones,1.330,0.790
2,1:02,2,10,HOU 36,21,0,Matt Schaub pass incomplete deep middle intended for Owen Daniels,0.790,0.100
2,0:56,3,10,HOU 36,21,0,Matt Schaub pass complete deep right to Kevin Walter for 18 yards (tackle by Lardarius Webb),0.100,2.520
2,0:51,1,10,BAL 46,21,6,"Matt Schaub pass complete deep left to Andre Johnson for 46 yards, touchdown",2.520,7.000
2,,,,BAL 2,21,7,Neil Rackers kicks extra point good,0.000,0.000
2,,,,HOU 30,21,7,"Neil Rackers kicks off 66 yards, returned by David Reed for 24 yards (tackle by James Casey)",0.000,0.810
2,0:36,1,10,BAL 28,21,7,Joe Flacco pass complete short middle to Ray Rice for 6 yards (tackle by Kareem Jackson and Sherrick McManis),0.810,1.070
2,0:36,2,4,BAL 34,21,7,Joe Flacco pass incomplete deep right intended for Donte' Stallworth,1.070,0.370
2,0:06,3,4,BAL 34,21,7,Joe Flacco pass complete short right to Ray Rice for 6 yards (tackle by Kareem Jackson),0.370,1.600
Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,27,7,"Neil Rackers kicks off 73 yards, returned by David Reed for 103 yards, touchdown",0.000,7.000
3,,,,HOU 2,28,7,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,BAL 30,28,7,"Billy Cundiff kicks off 71 yards, returned by Sherrick McManis for 25 yards (tackle by Donte' Stallworth)",0.000,0.540
3,14:37,1,10,HOU 24,28,7,Arian Foster left tackle for 3 yards (tackle by Haloti Ngata and Cory Redding),0.540,0.400
3,14:00,2,7,HOU 27,28,7,Matt Schaub pass complete short middle to Owen Daniels for 11 yards (tackle by Josh Wilson),0.400,1.470
3,13:21,1,10,HOU 38,28,7,Arian Foster left tackle for 6 yards (tackle by Jarret Johnson),1.470,1.730
3,12:44,2,4,HOU 44,28,7,Matt Schaub pass complete short middle to Owen Daniels for 2 yards (tackle by Jameel McClain),1.730,1.290
3,12:04,3,2,HOU 46,28,7,Arian Foster right tackle for 6 yards (tackle by Dawan Landry),1.290,2.390
3,11:35,1,10,BAL 48,28,7,Arian Foster left guard for 7 yards (tackle by Dawan Landry and Ray Lewis),2.390,2.790
3,11:00,2,3,BAL 41,28,7,Matt Schaub pass incomplete deep left intended for Kevin Walter,2.790,2.080
3,10:51,3,3,BAL 41,28,7,Matt Schaub pass incomplete short left intended for Joel Dreessen,2.080,0.530
3,10:46,4,3,BAL 41,28,7,Matt Schaub pass complete short middle to Jacoby Jones for 26 yards (tackle by Lardarius Webb),0.530,4.580
3,10:04,1,10,BAL 15,28,7,"Arian Foster left guard for 2 yards (tackle by Dawan Landry). Arian Foster fumbles (forced by Dawan Landry), recovered by Jacoby Jones at BAL-13",4.580,4.280
3,9:19,2,8,BAL 13,28,7,Matt Schaub pass complete short middle to Kevin Walter for 6 yards (tackle by Jameel McClain and Ray Lewis),4.280,4.680
3,8:42,3,2,BAL 7,28,7,Derrick Ward middle for 3 yards (tackle by Cory Redding),4.680,6.280
3,8:04,1,4,BAL 4,28,7,Matt Schaub pass incomplete short right intended for Vonta Leach,6.280,5.340
3,7:58,2,4,BAL 4,28,7,Arian Foster right end for -2 yards (tackle by Lardarius Webb),5.340,4.040
3,7:17,3,6,BAL 6,28,7,Matt Schaub pass incomplete short left intended for Jacoby Jones,4.040,2.990
3,7:11,4,6,BAL 6,28,10,Neil Rackers 24 yard field goal good,2.990,3.000
3,,,,HOU 30,28,10,"Neil Rackers kicks off 73 yards, returned by David Reed for 25 yards (tackle by Sherrick McManis)",0.000,0.410
3,7:02,1,10,BAL 22,28,10,Ray Rice left guard for no gain (tackle by Kevin Bentley and Bernard Pollard),0.410,-0.130
3,6:22,2,10,BAL 22,28,10,Joe Flacco sacked by Darryl Sharpton for -9 yards,-0.130,-2.420
3,5:51,3,19,BAL 13,28,10,Joe Flacco pass complete short middle to Ray Rice for 12 yards (tackle by Kevin Bentley and Mark Anderson),-2.420,-1.700
3,5:18,4,7,BAL 25,28,10,"Sam Koch punts 49 yards, returned by Jacoby Jones for 9 yards (tackle by Marcus Smith)",-1.700,-1.270
3,5:04,1,10,HOU 35,28,10,Matt Schaub pass complete short right to Kevin Walter for 12 yards (tackle by Dawan Landry),1.270,2.060
3,4:25,1,10,HOU 47,28,10,Matt Schaub pass incomplete short middle intended for Joel Dreessen (defended by Ed Reed),2.060,1.520
3,4:20,2,10,HOU 47,28,10,Arian Foster right guard for -3 yards (tackle by Tavares Gooden),1.520,0.430
3,3:38,3,13,HOU 44,28,10,Matt Schaub pass complete deep middle to Andre Johnson for 14 yards (tackle by Lardarius Webb),0.430,2.790
3,2:58,1,10,BAL 42,28,10,Arian Foster right guard for 3 yards (tackle by Terrell Suggs and Ray Lewis),2.790,2.650
3,2:26,2,7,BAL 39,28,10,Matt Schaub pass complete short left to David Anderson for 5 yards (tackle by Ed Reed),2.650,2.610
3,1:53,3,2,BAL 34,28,10,"Matt Schaub sacked by Lardarius Webb for 0 yards. Penalty on Chris Carr: Defensive Holding, 5 yards (no play)",2.610,3.640
3,1:34,1,10,BAL 29,28,10,Matt Schaub pass incomplete short right intended for Vonta Leach,3.640,3.100
3,1:28,2,10,BAL 29,28,10,Matt Schaub pass complete short left to Andre Johnson for 6 yards (tackle by Josh Wilson and Ray Lewis),3.100,3.200
3,0:48,3,4,BAL 23,28,10,Matt Schaub pass incomplete deep left intended for Kevin Walter,3.200,2.000
,,,,,,,"HOU challenged the incomplete pass ruling, and the play was upheld.",,
3,0:40,4,4,BAL 23,28,13,Neil Rackers 42 yard field goal good,2.000,3.000
3,,,,HOU 30,28,13,"Neil Rackers kicks off 69 yards, returned by David Reed for 26 yards (tackle by Vonta Leach)",0.000,0.740
3,0:29,1,10,BAL 27,28,13,Ray Rice left guard for 4 yards (tackle by Kareem Jackson and Brian Cushing),0.740,0.740
Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,BAL 31,28,13,"Joe Flacco pass incomplete deep left intended for Dennis Pitta. Penalty on Glover Quin: Defensive Holding, 5 yards (no play)",0.740,1.330
4,14:55,1,10,BAL 36,28,13,Ray Rice left tackle for 3 yards (tackle by Kareem Jackson and Bernard Pollard),1.330,1.200
4,14:14,2,7,BAL 39,28,13,Joe Flacco pass incomplete deep middle intended for Anquan Boldin (defended by Troy Nolan),1.200,0.500
4,14:14,3,7,BAL 39,28,13,Joe Flacco pass complete short middle to Ray Rice for 18 yards (tackle by Troy Nolan),0.500,2.720
4,13:20,1,10,HOU 43,28,13,Ray Rice right guard for 2 yards (tackle by Earl Mitchell and Damione Lewis),2.720,2.450
4,12:41,2,8,HOU 41,28,13,Joe Flacco sacked by Brian Cushing for -9 yards. Penalty on Derrick Mason: Illegal Formation (Declined),2.450,0.560
4,12:41,3,17,,28,13,"Penalty on Antonio Smith: Neutral Zone Infraction, 5 yards (no play)",0.560,1.220
4,11:59,3,12,HOU 45,28,13,Joe Flacco pass complete short right to Ed Dickson for 7 yards (tackle by Kevin Bentley),1.220,0.720
4,11:13,4,5,HOU 38,28,13,Sam Koch punts 37 yards,0.720,0.380
4,11:03,1,10,HOU 1,28,13,Matt Schaub pass complete deep right to Owen Daniels for 23 yards (tackle by Chris Carr),-0.380,0.540
4,10:25,1,10,HOU 24,28,13,Matt Schaub pass incomplete deep right intended for Andre Johnson (defended by Lardarius Webb),0.540,0.000
4,10:15,2,10,HOU 24,28,13,Matt Schaub pass complete short middle to Jacoby Jones for 7 yards (tackle by Chris Carr),0.000,0.230
4,9:38,3,3,HOU 31,28,13,Matt Schaub pass complete short right to David Anderson for 10 yards (tackle by Chris Carr and Ray Lewis),0.230,1.660
4,9:01,1,10,HOU 41,28,13,Arian Foster middle for 16 yards (tackle by Ed Reed),1.660,2.720
4,8:38,1,10,BAL 43,28,13,Matt Schaub pass incomplete short left intended for Arian Foster,2.720,2.180
4,8:32,2,10,BAL 43,28,13,Matt Schaub pass incomplete deep right intended for Owen Daniels,2.180,1.490
4,8:26,3,10,BAL 43,28,13,Matt Schaub pass complete short middle to Arian Foster for 8 yards (tackle by Tavares Gooden),1.490,0.990
4,7:48,,,,28,13,Timeout #2 by Houston Texans,0.000,0.990
4,7:48,4,2,BAL 35,28,13,Matt Schaub pass complete short middle to Andre Johnson for 13 yards (tackle by Josh Wilson),0.990,4.110
4,7:27,1,10,BAL 22,28,13,Matt Schaub pass incomplete short left intended for David Anderson (defended by Dawan Landry),4.110,3.560
4,7:22,2,10,BAL 22,28,13,Arian Foster middle for 10 yards (tackle by Jarret Johnson and Ray Lewis),3.560,4.780
4,6:49,1,10,BAL 12,28,13,Matt Schaub pass incomplete short right intended for Kevin Walter,4.780,4.100
4,6:44,2,10,BAL 12,28,13,Matt Schaub pass complete short left to Kevin Walter for 5 yards (tackle by Josh Wilson),4.100,4.160
4,6:12,3,5,BAL 7,28,13,Matt Schaub pass incomplete short middle intended for Andre Johnson (defended by Dawan Landry),4.160,2.980
4,6:05,4,5,BAL 7,28,19,"Matt Schaub pass complete short right to Jacoby Jones for 7 yards, touchdown",2.980,7.000
4,,,,BAL 2,28,20,Neil Rackers kicks extra point good,0.000,0.000
4,,,,HOU 30,28,20,"Neil Rackers kicks off 71 yards, returned by David Reed for 26 yards (tackle by Troy Nolan)",0.000,0.610
4,5:50,1,10,BAL 25,28,20,Joe Flacco pass complete short left to Derrick Mason for 13 yards (tackle by Kareem Jackson),0.610,1.470
4,5:09,1,10,BAL 38,28,20,Ray Rice left tackle for -1 yards (tackle by Brian Cushing),1.470,0.790
4,4:28,2,11,BAL 37,28,20,Joe Flacco pass complete short right to Anquan Boldin for 11 yards,0.790,2.130
4,3:41,1,10,BAL 48,28,20,Ray Rice left guard for 4 yards (tackle by Shaun Cody and Bernard Pollard),2.130,2.120
4,3:03,2,6,HOU 48,28,20,Ray Rice right end for 4 yards (tackle by Darryl Sharpton),2.120,1.950
4,2:58,,,,28,20,Timeout #3 by Houston Texans,0.000,1.950
4,2:58,3,2,HOU 44,28,20,Joe Flacco pass incomplete short left intended for Anquan Boldin (defended by Glover Quin),1.950,0.330
4,2:54,4,2,HOU 44,28,20,"Sam Koch punts 35 yards, returned by Jacoby Jones for no gain. Penalty on Kareem Jackson: Illegal Block Above the , 4 yards",0.330,0.380
4,2:42,1,10,HOU 5,28,20,Matt Schaub pass complete short middle to Kevin Walter for 16 yards (tackle by Ed Reed),-0.380,0.340
4,2:19,1,10,HOU 21,28,20,Matt Schaub pass incomplete,0.340,-0.200
4,2:11,2,10,HOU 21,28,20,Matt Schaub pass complete short middle to Arian Foster for 4 yards (tackle by Jameel McClain),-0.200,-0.360
4,2:00,3,6,HOU 25,28,20,Matt Schaub pass complete short left to Jacoby Jones for 5 yards (tackle by Ray Lewis),-0.360,-1.370
4,1:38,,,,28,20,Timeout #1 by Baltimore Ravens,0.000,-1.370
4,1:38,4,1,HOU 30,28,20,Matt Schaub pass complete short right to Jacoby Jones for 7 yards (tackle by Chris Carr),-1.370,1.400
4,1:34,1,10,HOU 37,28,20,Matt Schaub pass complete deep right to Andre Johnson for 20 yards (tackle by Dawan Landry),1.400,2.720
4,1:26,1,10,BAL 43,28,20,Matt Schaub pass complete short middle to Andre Johnson for 8 yards (tackle by Chris Carr),2.720,3.260
4,1:07,2,2,BAL 35,28,20,Matt Schaub right end for 8 yards (tackle by Jarret Johnson),3.260,3.780
4,1:00,1,10,BAL 27,28,20,Matt Schaub pass complete short middle to Arian Foster for 10 yards (tackle by Jameel McClain),3.780,4.440
4,0:52,1,10,BAL 17,28,20,Matt Schaub pass complete short right to Andre Johnson for 12 yards (tackle by Chris Carr and Ed Reed),4.440,6.060
4,0:52,1,5,BAL 5,28,20,Matt Schaub spiked the ball,6.060,5.150
4,0:29,2,5,BAL 5,28,26,"Matt Schaub pass complete short middle to Andre Johnson for 5 yards, touchdown",5.150,7.000
4,,,,,28,28,"Two Point Attempt: Matt Schaub pass complete to Jacoby Jones, conversion succeeds",1.000,1.000
4,,,,HOU 30,28,28,"Neil Rackers kicks off 69 yards, returned by David Reed for 29 yards (tackle by Vonta Leach)",0.000,0.940
4,0:13,1,10,BAL 30,28,28,Ray Rice middle for 2 yards (tackle by Antonio Smith),0.940,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA
,,,,,,,"Ravens won the coin toss, Ravens to receive the overtime kickoff.",,
OT,,,,HOU 30,28,28,"Neil Rackers kicks off 75 yards, touchback",0.000,0.280
OT,15:00,1,10,BAL 20,28,28,Joe Flacco pass complete short right to Derrick Mason for 6 yards (tackle by Kareem Jackson and Tim Jamison),0.280,0.540
OT,14:15,2,4,BAL 26,28,28,Ray Rice left guard for -1 yards (tackle by Bernard Pollard),0.540,-0.300
OT,13:34,3,5,BAL 25,28,28,Joe Flacco pass complete short left to Anquan Boldin for 16 yards (tackle by Glover Quin),-0.300,1.660
OT,12:50,1,10,BAL 41,28,28,Joe Flacco pass incomplete short right intended for Derrick Mason (defended by Bernard Pollard),1.660,1.120
OT,12:47,2,10,BAL 41,28,28,Joe Flacco pass incomplete deep left intended for Derrick Mason,1.120,0.430
OT,12:41,3,10,BAL 41,28,28,Joe Flacco sacked by Mark Anderson for -11 yards,0.430,-1.370
OT,12:20,4,21,BAL 30,28,28,"Sam Koch punts 58 yards, returned by Jacoby Jones for -3 yards (tackle by Haruki Nakamura)",-1.370,0.380
OT,12:06,1,10,HOU 9,28,28,Matt Schaub pass incomplete short right intended for Owen Daniels,-0.380,-0.780
OT,12:01,2,10,HOU 9,34,28,"Matt Schaub pass incomplete short left intended for Kevin Walter is intercepted by Josh Wilson at HOU-12 and returned for 12 yards, touchdown",-0.780,-6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
