Quarter,Time,Down,ToGo,Location,DEN,CIN,Detail,EPB,EPA
2,10:43,2,2,DEN 12,0,7,Reuben Droughns up the middle for 3 yards (tackle by Brian Simmons and Caleb Miller),-0.200,-0.220
2,9:58,1,10,DEN 15,0,7,Jake Plummer pass complete to Rod Smith for 15 yards (tackle by Tory James),-0.220,0.940
2,9:17,1,10,DEN 30,0,7,Reuben Droughns left end for no gain (tackle by Madieu Williams and Duane Clemons),0.940,0.390
2,8:36,2,10,DEN 30,0,7,Jake Plummer pass complete to Ashley Lelie for 12 yards (tackle by Brian Simmons),0.390,1.730
2,7:56,1,10,DEN 42,0,7,"Reuben Droughns left guard for 31 yards (tackle by Deltha O'Neal and Madieu Williams). Penalty on Ben Hamilton: Offensive Holding, 10 yards (no play)",1.730,1.070
2,7:28,1,20,DEN 32,0,7,Jake Plummer pass incomplete intended for Ashley Lelie is intercepted by Deltha O'Neal at CIN-47 and returned for 29 yards (tackle by Jake Plummer),1.070,-3.970
2,7:14,1,10,DEN 24,0,7,Rudi Johnson right guard for 4 yards (tackle by Kelly Herndon and D.J. Williams),3.970,3.970
2,6:44,2,6,DEN 20,0,7,Rudi Johnson left end for -5 yards (tackle by John Lynch),3.970,2.610
2,6:06,3,11,DEN 25,0,7,Carson Palmer sacked by Al Wilson for -10 yards,2.610,0.970
2,5:41,4,21,DEN 35,0,10,Shayne Graham 53 yard field goal good,0.970,3.000
2,,,,CIN 30,0,10,"Shayne Graham kicks off 63 yards, returned by Quentin Griffin for 21 yards (tackle by Kenny Watson)",0.000,0.810
2,5:30,1,10,DEN 28,0,10,"Reuben Droughns left tackle for 7 yards (tackle by Carl Powell). Penalty on Carl Powell: Defensive Holding, 5 yards",0.810,1.600
2,5:05,1,10,DEN 40,0,10,Reuben Droughns left tackle for 6 yards (tackle by Carl Powell),1.600,1.860
2,4:24,2,4,DEN 46,0,10,Jake Plummer pass incomplete,1.860,1.160
2,4:16,3,4,DEN 46,0,10,"Jake Plummer pass complete to Darius Watts for 19 yards (tackle by Tory James). Penalty on Duane Clemons: Personal Foul, 15 yards",1.160,4.240
2,3:51,1,10,CIN 20,0,10,Reuben Droughns left tackle for 5 yards (tackle by Landon Johnson),4.240,4.450
2,3:11,2,5,CIN 15,0,10,Jake Plummer pass complete to Darius Watts for 3 yards (tackle by Tory James),4.450,4.340
2,2:31,3,2,CIN 12,0,10,Reuben Droughns right guard for 9 yards (tackle by Kevin Kaesviharn),4.340,6.510
2,2:00,1,3,CIN 3,6,10,"Jake Plummer pass complete to Rod Smith for 3 yards, touchdown",6.510,7.000
2,,,,CIN 2,7,10,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,7,10,"Micah Knorr kicks off 60 yards, returned by Cliff Russell for 22 yards (tackle by Sam Brandon). Cliff Russell fumbles (forced by Sam Brandon), recovered by Cliff Russell at CIN-32",0.000,1.070
2,1:46,1,10,CIN 32,7,10,Carson Palmer pass incomplete intended for Kenny Watson (defended by Kenoy Kennedy),1.070,0.530
2,1:42,2,10,CIN 32,7,10,Carson Palmer pass complete to Kenny Watson for -1 yards (tackle by Luther Elliss),0.530,-0.290
2,1:06,3,11,CIN 31,7,10,Kenny Watson up the middle for 9 yards (tackle by Anton Palepoi),-0.290,-0.720
2,0:58,,,,7,10,Timeout #1 by Denver Broncos,0.000,-0.720
2,0:58,4,2,CIN 40,7,10,"Kyle Larson punts 45 yards, fair catch by Triandos Luke",-0.720,0.220
2,0:49,1,10,DEN 15,7,10,Reuben Droughns up the middle for 9 yards (tackle by John Thornton and Kevin Kaesviharn),-0.220,0.620
2,0:35,,,,7,10,Timeout #2 by Denver Broncos,0.000,0.620
2,0:35,2,1,DEN 24,7,10,"Reuben Droughns left tackle for 5 yards (tackle by Brian Simmons). Reuben Droughns fumbles (forced by Brian Simmons), recovered by Madieu Williams at DEN-35 (tackle by Ashley Lelie)",0.620,-3.050
2,0:27,1,10,DEN 38,7,10,"Penalty on Matt Schobel: False Start, 5 yards (no play)",3.050,2.720
2,0:27,1,15,DEN 43,7,10,Carson Palmer pass complete to Kelley Washington for 16 yards (tackle by Willie Middlebrooks),2.720,3.780
2,0:20,,,,7,10,Timeout #1 by Cincinnati Bengals,0.000,3.780
2,0:20,1,10,DEN 27,7,10,Carson Palmer pass complete to T.J. Houshmandzadeh for 13 yards (tackle by Champ Bailey),3.780,4.650
2,0:14,,,,7,10,Timeout #2 by Cincinnati Bengals,0.000,4.650
2,0:14,1,10,DEN 14,7,10,Carson Palmer pass incomplete intended for Kelley Washington (defended by Willie Middlebrooks),4.650,4.000
2,0:09,2,10,DEN 14,7,10,Kenny Watson up the middle for -2 yards (tackle by Ellis Johnson),4.000,3.000
2,0:04,,,,7,10,Timeout #3 by Cincinnati Bengals,0.000,0.000
2,0:04,,,,7,10,Timeout #3 by Denver Broncos,0.000,3.000
2,0:04,3,12,DEN 16,7,13,Shayne Graham 34 yard field goal good,3.000,3.000
Quarter,Time,Down,ToGo,Location,DEN,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,7,13,"Shayne Graham kicks off 58 yards, returned by Quentin Griffin for 12 yards (tackle by Reggie Myles)",0.000,0.540
3,14:56,1,10,DEN 24,7,13,Reuben Droughns left tackle for 6 yards (tackle by Justin Smith),0.540,0.810
3,14:20,2,4,DEN 30,7,13,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Landon Johnson),0.810,0.100
3,14:13,3,4,DEN 30,7,13,Jake Plummer pass incomplete intended for Rod Smith (defended by John Thornton),0.100,-1.370
3,14:09,4,4,DEN 30,7,13,"Penalty on Roc Alexander: False Start, 5 yards (no play)",-1.370,-1.700
3,14:09,4,9,DEN 25,7,13,Micah Knorr punts 47 yards,-1.700,-0.810
3,13:58,1,10,CIN 28,7,13,Carson Palmer for 4 yards (tackle by Al Wilson),0.810,0.800
3,13:26,2,6,CIN 32,7,13,Rudi Johnson left tackle for 2 yards (tackle by Reggie Hayward),0.800,0.370
3,12:48,3,4,CIN 34,7,13,"Penalty on T.J. Houshmandzadeh: False Start, 5 yards (no play)",0.370,-0.300
3,12:26,3,9,CIN 29,7,13,Carson Palmer pass complete to Chad Ochocinco for 4 yards (tackle by Champ Bailey),-0.300,-1.180
3,11:55,4,5,CIN 33,7,13,"Kyle Larson punts 44 yards, returned by Triandos Luke for 2 yards (tackle by Marcus Wilkins)",-1.180,-0.610
3,11:46,1,10,DEN 25,7,13,Reuben Droughns right end for 5 yards (tackle by Duane Clemons and Landon Johnson),0.610,0.740
3,11:09,2,5,DEN 30,7,13,Reuben Droughns left tackle for 1 yard (tackle by John Thornton),0.740,0.170
3,10:30,3,4,DEN 31,7,13,Jake Plummer pass complete to Ashley Lelie for 5 yards (tackle by Deltha O'Neal),0.170,1.330
3,9:54,1,10,DEN 36,7,13,Jake Plummer pass complete to Ashley Lelie for 10 yards (tackle by Kevin Kaesviharn),1.330,1.990
3,9:20,1,10,DEN 46,7,13,Jake Plummer pass incomplete intended for Darius Watts,1.990,1.450
3,9:12,,,,7,13,Timeout #1 by Denver Broncos,0.000,1.450
3,9:12,2,10,DEN 46,7,13,Jake Plummer pass incomplete intended for Rod Smith (defended by Kevin Kaesviharn),1.450,0.760
3,9:08,3,10,DEN 46,7,13,Jake Plummer pass complete to Ashley Lelie for 35 yards (tackle by Kevin Kaesviharn),0.760,4.310
3,8:33,1,10,CIN 19,7,13,Reuben Droughns right tackle for no gain (tackle by Langston Moore),4.310,3.750
3,7:56,2,10,CIN 19,7,13,Jake Plummer pass complete to Rod Smith for 9 yards (tackle by Madieu Williams),3.750,4.690
3,7:28,,,,7,13,Timeout #2 by Denver Broncos,0.000,4.690
3,7:28,3,1,CIN 10,7,13,Reuben Droughns right end for -1 yards (tackle by Landon Johnson and Langston Moore),4.690,2.820
3,6:52,4,2,CIN 11,10,13,Jason Elam 29 yard field goal good,2.820,3.000
3,,,,DEN 30,10,13,"Micah Knorr kicks off 61 yards, returned by Kenny Watson for 25 yards (tackle by Kyle Johnson)",0.000,1.200
3,6:42,1,10,CIN 34,10,13,Rudi Johnson right tackle for -3 yards (tackle by Ellis Johnson),1.200,0.250
3,6:07,2,13,CIN 31,10,13,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh (defended by D.J. Williams),0.250,-0.430
3,6:02,3,13,CIN 31,10,13,Carson Palmer pass complete to Kenny Watson for 7 yards (tackle by Champ Bailey),-0.430,-0.850
3,5:22,4,6,CIN 38,10,13,"Kyle Larson punts 37 yards, fair catch by Triandos Luke",-0.850,-0.610
3,5:14,1,10,DEN 25,10,13,Reuben Droughns right guard for 11 yards (tackle by Madieu Williams),0.610,1.330
3,4:40,1,10,DEN 36,10,13,Reuben Droughns left tackle for 13 yards (tackle by Madieu Williams),1.330,2.190
3,4:02,1,10,DEN 49,10,13,"Jake Plummer pass complete to Darius Watts for 8 yards (tackle by Justin Smith). Darius Watts fumbles (forced by Justin Smith), ball out of bounds at CIN-43",2.190,2.730
3,3:53,2,2,CIN 43,10,13,Reuben Droughns left guard for no gain (tackle by Kevin Kaesviharn and Brian Simmons),2.730,2.010
3,3:11,3,2,CIN 43,10,13,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Deltha O'Neal),2.010,0.400
3,3:05,4,2,CIN 43,10,13,"Micah Knorr punts 43 yards, touchback. Penalty on Kyle Johnson: Offensive Holding (Declined)",0.400,-0.280
3,2:57,1,10,CIN 20,10,13,Carson Palmer pass complete to Chad Ochocinco for 6 yards (tackle by Al Wilson),0.280,0.540
3,2:20,2,4,CIN 26,10,13,Rudi Johnson right tackle for 1 yard (tackle by Anton Palepoi),0.540,-0.030
3,1:44,3,3,CIN 27,10,13,Carson Palmer pass complete to Chad Ochocinco for 23 yards (tackle by Champ Bailey),-0.030,2.260
3,0:53,1,10,CIN 50,10,13,Carson Palmer pass complete to Reggie Kelly for 14 yards (tackle by D.J. Williams),2.260,3.180
3,0:12,1,10,DEN 36,10,19,"Rudi Johnson right end for 36 yards, touchdown",3.180,7.000
3,,,,DEN 2,10,20,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,10,20,"Shayne Graham kicks off 58 yards, returned by Triandos Luke for 18 yards (tackle by Marcus Wilkins)",0.000,0.940
Quarter,Time,Down,ToGo,Location,DEN,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 30,10,20,Jake Plummer pass complete to Reuben Droughns for 8 yards (tackle by Caleb Miller),0.940,1.470
4,14:20,2,2,DEN 38,10,20,"Penalty on Langston Moore: Encroachment, 5 yards (no play)",1.470,1.800
4,14:06,1,10,DEN 43,10,20,"Jake Plummer pass incomplete. Penalty on Jake Plummer: Intentional Grounding, 16 yards",1.800,-0.910
4,13:59,2,26,DEN 27,10,20,Jake Plummer pass complete to Nate Jackson for 6 yards (tackle by Kim Herring),-0.910,-0.760
4,13:22,3,20,DEN 33,10,20,Jake Plummer sacked by Brian Simmons and Keiwan Ratliff for -9 yards,-0.760,-1.770
4,12:56,4,29,DEN 24,10,20,"Micah Knorr punts 42 yards, returned by Deltha O'Neal for 7 yards (tackle by D.J. Williams)",-1.770,-1.660
4,12:45,1,10,CIN 41,10,20,Rudi Johnson right tackle for 3 yards (tackle by Marco Coleman),1.660,1.530
4,12:01,2,7,CIN 44,10,20,Rudi Johnson right tackle for 17 yards (tackle by Kenoy Kennedy),1.530,2.980
4,11:22,1,10,DEN 39,10,20,Carson Palmer pass incomplete intended for Peter Warrick,2.980,2.440
4,11:15,2,10,DEN 39,10,20,Rudi Johnson right tackle for 2 yards (tackle by Reggie Hayward),2.440,2.020
4,10:30,3,8,DEN 37,10,20,Carson Palmer pass incomplete intended for Chad Ochocinco,2.020,0.790
4,10:23,4,8,DEN 37,10,20,"Penalty on Robert Geathers: False Start, 5 yards (no play)",0.790,0.460
4,10:23,4,13,DEN 42,10,20,Kyle Larson punts 32 yards,0.460,0.380
4,10:13,1,10,DEN 10,10,20,Jake Plummer pass incomplete intended for Reuben Droughns,-0.380,-0.780
4,10:07,2,10,DEN 10,10,20,Jake Plummer pass complete to Reuben Droughns for 3 yards (tackle by Kevin Hardy),-0.780,-1.070
4,9:20,3,7,DEN 13,10,20,Jake Plummer pass incomplete intended for Rod Smith is intercepted by Tory James at DEN-39 and returned for 19 yards (tackle by Ben Hamilton),-1.070,-4.240
4,9:05,1,10,DEN 20,10,20,Rudi Johnson left end for 2 yards (tackle by Mario Fatafehi),4.240,3.960
4,8:24,2,8,DEN 18,10,20,Rudi Johnson right end for 1 yard (tackle by Donnie Spragan),3.960,3.360
4,7:41,3,7,DEN 17,10,20,Carson Palmer pass incomplete intended for Kenny Watson,3.360,2.310
4,7:36,4,7,DEN 17,10,23,Shayne Graham 35 yard field goal good,2.310,3.000
4,,,,CIN 30,10,23,"Shayne Graham kicks off 62 yards, returned by Triandos Luke for 17 yards (tackle by Landon Johnson)",0.000,0.610
4,7:26,1,10,DEN 25,10,23,"Jake Plummer pass complete to Darius Watts for 6 yards (tackle by Kim Herring). Penalty on Duane Clemons: Roughing the Passer, 15 yards",0.610,1.990
4,7:03,1,10,DEN 46,10,23,Jake Plummer pass complete to Nate Jackson for 11 yards (tackle by Keiwan Ratliff),1.990,2.720
4,6:40,1,10,CIN 43,10,23,"Penalty on George Foster: False Start, 5 yards (no play)",2.720,2.390
4,6:20,1,15,CIN 48,10,23,Jake Plummer pass complete to Nate Jackson for 8 yards (tackle by Kim Herring),2.390,2.580
4,5:56,2,7,CIN 40,10,23,Jake Plummer pass complete to Nate Jackson for 8 yards (tackle by Keiwan Ratliff),2.580,3.450
4,5:27,1,10,CIN 32,10,23,"Jake Plummer pass complete to Nate Jackson for 5 yards (tackle by Keiwan Ratliff). Penalty on Dan Neil: Illegal Use of Hands, 10 yards (no play)",3.450,2.790
4,5:12,1,20,CIN 42,10,23,Jake Plummer pass incomplete intended for Rod Smith,2.790,1.550
4,5:09,2,20,CIN 42,10,23,Jake Plummer pass complete to Ashley Lelie for 13 yards (tackle by Kevin Kaesviharn),1.550,2.610
4,4:44,3,7,CIN 29,10,23,Jake Plummer sacked by Justin Smith for -10 yards,2.610,0.660
4,4:11,4,17,CIN 39,10,23,Jake Plummer sacked by Justin Smith for -7 yards,0.660,-1.990
4,4:05,1,10,CIN 46,10,23,Rudi Johnson up the middle for 4 yards (tackle by John Lynch),1.990,1.990
4,3:57,,,,10,23,Timeout #3 by Denver Broncos,0.000,1.990
4,3:57,2,6,CIN 50,10,23,Rudi Johnson right tackle for 21 yards (tackle by Kenoy Kennedy),1.990,3.640
4,3:51,1,10,DEN 29,10,23,Rudi Johnson right guard for -1 yards (tackle by Champ Bailey),3.640,2.970
4,3:08,2,11,DEN 30,10,23,Kenny Watson right end for 4 yards (tackle by Donnie Spragan),2.970,2.810
4,2:33,3,7,DEN 26,10,23,Kenny Watson up the middle for 11 yards (tackle by Al Wilson),2.810,4.580
4,2:00,1,10,DEN 15,10,23,Carson Palmer kneels for -2 yards,4.580,3.680
4,1:20,2,12,DEN 17,10,23,Carson Palmer kneels for -1 yards,3.680,2.890
4,0:41,3,13,DEN 18,10,23,Carson Palmer kneels for -1 yards,2.890,2.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
