Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Cooper Kupp,LAR,8,5,66,0,2,16,3.2,50,10.0,6.4,0,,0,0.0,1,49.0
Gerald Everett,LAR,4,4,90,0,4,19,4.8,71,17.8,4.8,3,1.3,0,0.0,0,118.7
Robert Woods,LAR,5,4,71,1,1,42,10.5,29,7.3,11.6,0,,1,20.0,0,158.3
Darrell Henderson,LAR,4,3,30,1,2,1,0.3,29,9.7,-1.3,0,,0,0.0,0,135.4
Tyler Higbee,LAR,2,2,12,0,,8,4.0,4,2.0,4.0,0,,0,0.0,0,91.7
Josh Reynolds,LAR,4,2,46,0,2,37,18.5,9,4.5,13.5,0,,0,0.0,0,91.7
Malcolm Brown,LAR,2,1,-6,0,0,-6,-6.0,0,0.0,-1.0,0,,0,0.0,0,56.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
J.D. McKissic,WAS,8,6,46,0,1,4,0.7,42,7.0,0.1,0,,0,0.0,0,88.5
Antonio Gibson,WAS,5,5,24,0,1,-17,-3.4,41,8.2,-3.4,3,1.7,0,0.0,0,86.7
Terry McLaurin,WAS,7,3,26,0,2,14,4.7,12,4.0,13.9,0,,0,0.0,0,53.3
Temarrick Hemingway,WAS,1,1,10,0,1,4,4.0,6,6.0,4.0,0,,0,0.0,0,108.3
Dontrelle Inman,WAS,1,1,-2,0,,-5,-5.0,3,3.0,-5.0,0,,0,0.0,0,79.2
Logan Thomas,WAS,4,1,4,0,,4,4.0,0,0.0,8.0,0,,0,0.0,0,39.6
Isaiah Wright,WAS,1,1,3,0,,5,5.0,-2,-2.0,5.0,0,,0,0.0,0,79.2
Jeremy Sprinkle,WAS,1,0,0,0,,0,,0,,4.0,0,,1,100.0,0,39.6
