Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Sony Michel,NWE,21,83,1,7,61,2.9,22,1.0,0,
Rex Burkhead,NWE,5,21,0,1,14,2.8,7,1.4,1,5.0
James White,NWE,3,10,0,0,10,3.3,0,0.0,0,
Tom Brady,NWE,2,1,1,1,1,0.5,0,0.0,0,
James Develin,NWE,2,3,0,1,3,1.5,0,0.0,0,
Antonio Brown,NWE,1,5,0,1,5,5.0,0,0.0,0,
Julian Edelman,NWE,1,1,0,0,1,1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kenyan Drake,MIA,6,19,0,0,16,2.7,3,0.5,0,
Kalen Ballage,MIA,4,6,0,1,6,1.5,0,0.0,1,4.0
Mark Walton,MIA,3,15,0,1,11,3.7,4,1.3,0,
Ryan Fitzpatrick,MIA,1,6,0,1,6,6.0,0,0.0,0,
Jakeem Grant,MIA,1,-4,0,0,-4,-4.0,0,0.0,0,
