Quarter,Time,Tm,Detail,NWE,MIA
1.0,7:46,Patriots,Sony Michel 1 yard rush (Stephen Gostkowski kick),7,0
2.0,1:19,Patriots,Antonio Brown 20 yard pass from Tom Brady (Stephen Gostkowski kick failed),13,0
3.0,8:45,Patriots,Stephen Gostkowski 28 yard field goal,16,0
,2:18,Patriots,Tom Brady 1 yard rush (Stephen Gostkowski kick),23,0
4.0,10:45,Patriots,Stephon Gilmore 54 yard interception return (Stephen Gostkowski kick),30,0
,8:57,Patriots,Jamie Collins 69 yard interception return (Stephen Gostkowski kick),37,0
,2:10,Patriots,James White 10 yard pass from Tom Brady (Stephen Gostkowski kick failed),43,0
