Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
1,6:00,1,10,CHI 20,6,0,Matt Forte left end for no gain (tackle by David Hawthorne),0.280,-0.270
1,5:17,2,10,CHI 20,6,0,Jay Cutler pass complete short left to Alshon Jeffery for 5 yards (tackle by Ramon Humber),-0.270,-0.300
1,4:44,3,5,CHI 25,6,0,Jay Cutler left end for 9 yards (tackle by Corey White),-0.300,1.200
1,4:05,1,10,CHI 34,6,0,Jay Cutler pass incomplete deep right intended for Alshon Jeffery (defended by Kenny Vaccaro),1.200,0.660
1,3:59,2,10,CHI 34,6,0,Jay Cutler sacked by David Hawthorne for -7 yards,0.660,-0.960
1,3:21,3,17,CHI 27,6,0,Jay Cutler pass complete short middle to Brandon Marshall for 8 yards (tackle by Keenan Lewis),-0.960,-1.040
1,2:54,4,9,CHI 35,6,0,"Adam Podlesh punts 54 yards, out of bounds",-1.040,0.370
1,2:44,1,10,NOR 11,6,0,Drew Brees pass complete short right to Jimmy Graham for 5 yards (tackle by Lance Briggs),-0.370,-0.300
1,2:09,2,5,NOR 16,6,0,Khiry Robinson right end for 8 yards (tackle by Shea McClellin and Nate Collins),-0.300,0.540
1,1:25,1,10,NOR 24,6,0,Pierre Thomas right end for 9 yards (tackle by Shea McClellin),0.540,1.210
1,0:51,2,1,NOR 33,6,0,Pierre Thomas right end for -6 yards (tackle by Lance Briggs),1.210,-0.300
1,0:10,3,7,NOR 27,6,0,Drew Brees pass complete short left to Marques Colston for 6 yards (tackle by Chris Conte),-0.300,-0.300
Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,NOR 27,6,0,Timeout #1 by New Orleans Saints,-0.300,-1.180
2,15:00,4,1,NOR 33,6,0,"Thomas Morstead punts 42 yards, out of bounds",-1.180,-0.610
2,14:53,1,10,CHI 25,6,0,Matt Forte right guard for 1 yard (tackle by Cameron Jordan),0.610,0.200
2,14:16,2,9,CHI 26,6,0,Jay Cutler sacked by Kenny Vaccaro for -8 yards,0.200,0.200
2,13:42,2,9,CHI 26,6,0,Timeout #1 by Chicago Bears,0.200,-1.720
2,13:42,3,17,CHI 18,6,0,Jay Cutler pass complete short right to Matt Forte for 12 yards (tackle by Curtis Lofton),-1.720,-1.370
2,13:06,4,5,CHI 30,6,0,"Adam Podlesh punts 42 yards, fair catch by Darren Sproles",-1.370,-0.810
2,12:58,1,10,NOR 28,6,0,Pierre Thomas left end for 2 yards (tackle by Nate Collins and Lance Briggs),0.810,0.530
2,12:20,2,8,NOR 30,6,0,Drew Brees pass complete short left to Pierre Thomas for no gain. Penalty on Charles Brown: Offensive Holding (Declined),0.530,-0.160
2,11:50,3,8,NOR 30,6,0,Drew Brees pass complete short left to Jimmy Graham for 6 yards (tackle by Lance Briggs),-0.160,-0.980
2,11:12,4,2,NOR 36,6,0,"Thomas Morstead punts 56 yards, returned by Devin Hester for 17 yards (tackle by David Hawthorne). Penalty on Eric Weems: Unnecessary Roughness, 12 yards",-0.980,0.320
2,11:00,1,10,CHI 13,6,0,Matt Forte left guard for 2 yards (tackle by Curtis Lofton),-0.320,-0.570
2,10:23,2,8,CHI 15,6,0,Jay Cutler pass complete short left to Earl Bennett for 14 yards,-0.570,0.870
2,10:14,1,10,CHI 29,6,0,Jay Cutler pass incomplete short left intended for Brandon Marshall,0.870,0.330
2,10:10,2,10,CHI 29,6,0,Jay Cutler pass complete short left to Martellus Bennett for 2 yards (tackle by Curtis Lofton),0.330,-0.100
2,9:33,3,8,CHI 31,6,0,Jay Cutler pass incomplete short middle intended for Matt Forte,-0.100,-1.310
2,9:29,4,8,CHI 31,6,0,"Adam Podlesh punts 43 yards, returned by Darren Sproles for 2 yards (tackle by Zackary Bowman)",-1.310,-0.810
2,9:19,1,10,NOR 28,6,0,Drew Brees sacked by Lance Briggs for -2 yards,0.810,-0.010
2,8:43,2,12,NOR 26,6,0,Drew Brees pass complete deep right to Jimmy Graham for 29 yards (tackle by Major Wright),-0.010,2.590
2,7:58,1,10,CHI 45,6,0,Khiry Robinson left tackle for no gain (tackle by Lance Briggs),2.590,2.040
2,7:23,2,10,CHI 45,6,0,Drew Brees pass complete deep left to Jimmy Graham for 38 yards (tackle by Major Wright and Chris Conte),2.040,5.600
2,6:36,1,7,CHI 7,6,0,Drew Brees pass complete right to Jed Collins for 5 yards (tackle by James Anderson),5.600,5.720
2,6:02,2,2,CHI 2,12,0,"Drew Brees pass complete short right to Pierre Thomas for 2 yards, touchdown. Penalty on D.J. Williams: Horse Collar Tackle, 15 yards",5.720,7.000
2,6:02,,,CHI 2,13,0,Garrett Hartley kicks extra point good,0.000,0.000
2,6:02,,,CHI 2,13,0,"Thomas Morstead kicks off 50 yards, touchback",0.000,-0.280
2,5:57,1,10,CHI 20,13,0,Jay Cutler pass complete short right to Martellus Bennett for 18 yards (tackle by Malcolm Jenkins),0.280,1.470
2,5:27,1,10,CHI 38,13,0,Jay Cutler pass complete short left to Matt Forte for 15 yards (tackle by David Hawthorne),1.470,2.460
2,4:45,1,10,NOR 47,13,0,Michael Bush right guard for 5 yards (tackle by John Jenkins and Curtis Lofton),2.460,2.590
2,4:05,2,5,NOR 42,13,0,Jay Cutler pass incomplete short right intended for Dante Rosario,2.590,1.880
2,4:01,3,5,NOR 42,13,0,Jay Cutler pass complete deep middle to Alshon Jeffery for 31 yards (tackle by Kenny Vaccaro),1.880,4.840
2,3:19,1,10,NOR 11,13,0,Jay Cutler pass complete short right to Brandon Marshall for 8 yards (tackle by Malcolm Jenkins),4.840,5.660
2,2:47,2,2,NOR 3,13,6,"Jay Cutler pass complete short left to Alshon Jeffery for 3 yards, touchdown",5.660,7.000
2,2:47,,,NOR 2,13,7,Robbie Gould kicks extra point good,0.000,0.000
2,2:47,,,CHI 35,13,7,"Robbie Gould kicks off 55 yards, returned by Darren Sproles for 19 yards (tackle by Blake Costanzo)",0.000,-0.870
2,2:36,1,10,NOR 29,13,7,Drew Brees pass complete deep left to Nick Toon for 35 yards (tackle by Chris Conte),0.870,3.180
2,2:04,1,10,CHI 36,13,7,Drew Brees pass incomplete deep left intended for Robert Meachem,3.180,2.640
2,1:57,2,10,CHI 36,13,7,"Drew Brees pass complete short middle to Darren Sproles for 10 yards (tackle by Charles Tillman). Penalty on NOR: Illegal Formation, 5 yards (no play)",2.640,1.960
2,1:51,2,15,CHI 41,13,7,Drew Brees pass complete short middle to Jimmy Graham for 11 yards (tackle by James Anderson),1.960,2.740
2,1:09,3,4,CHI 30,13,7,Drew Brees pass complete short right to Darren Sproles for 3 yards (tackle by Lance Briggs),2.740,2.740
2,0:46,3,4,CHI 30,13,7,Timeout #2 by New Orleans Saints,2.740,1.820
2,0:46,4,1,CHI 27,13,7,Pierre Thomas left end for 2 yards (tackle by James Anderson),1.820,1.820
2,0:38,4,1,CHI 27,13,7,Timeout #3 by New Orleans Saints,1.820,3.910
2,0:38,1,10,CHI 25,13,7,Drew Brees pass incomplete deep right intended for Kenny Stills (defended by Tim Jennings),3.910,3.360
2,0:32,2,10,CHI 25,19,7,"Drew Brees pass complete short left to Pierre Thomas for 25 yards, touchdown",3.360,7.000
2,0:32,,,CHI 2,20,7,Garrett Hartley kicks extra point good,0.000,0.000
2,0:32,,,NOR 35,20,7,"Thomas Morstead kicks off 60 yards, returned by Devin Hester for 26 yards (tackle by Kevin Reddick)",0.000,-1.000
2,0:17,1,10,CHI 31,20,7,Jay Cutler pass complete short left to Alshon Jeffery for 11 yards (tackle by Jabari Greer),1.000,1.000
2,0:09,1,10,CHI 31,20,7,Timeout #2 by Chicago Bears,1.000,1.730
2,0:09,1,10,CHI 42,20,7,Jay Cutler pass complete short right to Martellus Bennett for 14 yards (tackle by Curtis Lofton),1.730,1.730
2,0:02,1,10,CHI 42,20,7,Timeout #3 by Chicago Bears,1.730,2.650
2,0:02,1,10,NOR 44,20,7,Jay Cutler pass complete deep left to Alshon Jeffery for 25 yards (tackle by Jabari Greer). Penalty on Jermon Bushrod: Ineligible Downfield Pass (Declined),2.650,1.000
Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,20,7,"Robbie Gould kicks off 62 yards, returned by Darren Sproles for 19 yards (tackle by Craig Steltz)",0.000,-0.410
3,14:55,1,10,NOR 22,20,7,Drew Brees pass complete short middle to Pierre Thomas for 7 yards (tackle by Major Wright and D.J. Williams),0.410,0.810
3,14:09,2,3,NOR 29,20,7,Drew Brees pass complete short left to Pierre Thomas for 2 yards (tackle by James Anderson),0.810,0.370
3,14:03,3,1,NOR 31,20,7,Jed Collins left guard for 4 yards (tackle by Shea McClellin),0.370,1.270
3,13:17,1,10,NOR 35,20,7,Drew Brees pass complete short right to Jed Collins for 8 yards (tackle by D.J. Williams),1.270,1.800
3,12:35,2,2,NOR 43,20,7,Drew Brees pass incomplete short right intended for Jimmy Graham,1.800,1.090
3,12:31,3,2,NOR 43,20,7,Drew Brees pass complete short right to Darren Sproles for 19 yards (tackle by Chris Conte),1.090,3.050
3,11:49,1,10,CHI 38,20,7,Pierre Thomas left guard for 4 yards (tackle by David Bass),3.050,3.050
3,11:04,2,6,CHI 34,20,7,Pierre Thomas right guard for -2 yards (tackle by Lance Briggs),3.050,3.050
3,10:29,2,6,CHI 34,20,7,Timeout #1 by New Orleans Saints,3.050,2.080
3,10:29,3,8,CHI 36,20,7,Drew Brees pass complete short right to Marques Colston for 9 yards (tackle by Tim Jennings),2.080,3.780
3,9:52,1,10,CHI 27,20,7,Khiry Robinson left end for 1 yard (tackle by Nate Collins),3.780,3.370
3,9:17,2,9,CHI 26,20,7,Drew Brees pass complete short left to Jed Collins for -1 yards (tackle by James Anderson),3.370,2.540
3,8:30,3,10,CHI 27,20,7,Drew Brees pass complete short middle to Jimmy Graham for 9 yards (tackle by Chris Conte),2.540,2.400
3,8:08,4,1,CHI 18,23,7,Garrett Hartley 36 yard field goal good,2.400,3.000
3,8:08,,,NOR 35,23,7,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
3,8:03,1,10,CHI 20,23,7,Matt Forte left end for 2 yards (tackle by Curtis Lofton),0.280,0.000
3,7:36,2,8,CHI 22,23,7,Jay Cutler left end for 6 yards (tackle by Jabari Greer),0.000,0.100
3,7:08,3,2,CHI 28,23,7,Matt Forte left end for 14 yards (tackle by Rafael Bush),0.100,1.730
3,6:41,1,10,CHI 42,23,7,Jay Cutler pass complete deep middle to Alshon Jeffery for 42 yards (tackle by Jabari Greer),1.730,4.510
3,5:56,1,10,NOR 16,23,7,Jay Cutler pass complete short middle to Martellus Bennett for 12 yards (tackle by Rafael Bush),4.510,6.280
3,5:20,1,4,NOR 4,23,7,"Jay Cutler pass incomplete short right intended for Earl Bennett. Penalty on Kyle Long: Ineligible Downfield Pass, 5 yards (no play)",6.280,5.140
3,5:16,1,9,NOR 9,23,7,Jay Cutler pass incomplete short right intended for Alshon Jeffery,5.140,4.380
3,5:10,2,9,NOR 9,23,7,Jay Cutler pass incomplete short right intended for Matt Forte (defended by Corey White),4.380,3.360
3,5:06,3,9,NOR 9,23,7,Jay Cutler pass incomplete short right intended for Alshon Jeffery,3.360,2.830
3,5:00,4,9,NOR 9,23,10,Robbie Gould 27 yard field goal good,2.830,3.000
3,5:00,,,CHI 35,23,10,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
3,4:56,1,10,NOR 20,23,10,Drew Brees pass complete short middle to Pierre Thomas for 9 yards (tackle by Lance Briggs and Charles Tillman),0.280,0.950
3,4:10,2,1,NOR 29,23,10,Pierre Thomas left end for no gain (tackle by D.J. Williams),0.950,0.230
3,3:26,3,1,NOR 29,23,10,Darren Sproles left guard for 5 yards (tackle by James Anderson),0.230,1.200
3,2:47,1,10,NOR 34,23,10,Drew Brees pass complete short middle to Pierre Thomas for 8 yards (tackle by Lance Briggs),1.200,1.740
3,2:07,2,2,NOR 42,23,10,Pierre Thomas left tackle for 1 yard (tackle by Corey Wootton),1.740,1.160
3,1:33,3,1,NOR 43,23,10,Pierre Thomas right end for no gain (tackle by D.J. Williams),1.160,-0.520
3,0:49,4,1,NOR 43,23,10,"Thomas Morstead punts 55 yards, out of bounds. Penalty on Charles Tillman: Offensive Holding, 1 yards",-0.520,0.380
3,0:41,1,10,CHI 1,23,10,Matt Forte left guard for 3 yards (tackle by Martez Wilson),-0.380,-0.560
Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,CHI 4,23,10,Jay Cutler pass complete short left to Brandon Marshall for 12 yards (tackle by Ramon Humber),-0.560,-0.140
4,14:38,1,10,CHI 16,23,10,Jay Cutler pass complete short middle to Matt Forte for 4 yards (tackle by Curtis Lofton),-0.140,0.010
4,13:56,2,6,CHI 20,23,10,Matt Forte right guard for 12 yards (tackle by Ramon Humber),0.010,1.070
4,13:20,1,10,CHI 32,23,10,Matt Forte left end for 7 yards (tackle by Junior Galette),1.070,1.470
4,12:37,2,3,CHI 39,23,10,Jay Cutler right end for 12 yards (tackle by Cameron Jordan),1.470,2.320
4,12:04,1,10,NOR 49,23,10,Michael Bush right end for 7 yards (tackle by Kenny Vaccaro),2.320,2.730
4,11:24,2,3,NOR 42,23,10,Matt Forte left end for -1 yards (tackle by David Hawthorne),2.730,1.880
4,10:38,3,4,NOR 43,23,10,Jay Cutler pass complete short left to Martellus Bennett for 10 yards (tackle by Kenny Vaccaro),1.880,3.380
4,10:13,1,10,NOR 33,23,10,Matt Forte right guard for 6 yards (tackle by Rafael Bush),3.380,3.650
4,9:32,2,4,NOR 27,23,10,Matt Forte left tackle for 2 yards (tackle by Parys Haralson),3.650,3.200
4,8:50,3,2,NOR 25,23,10,Jay Cutler pass incomplete short right intended for Earl Bennett (defended by Keenan Lewis),3.200,3.200
4,8:45,3,2,NOR 25,23,10,Timeout #1 by Chicago Bears,3.200,1.930
4,8:45,4,2,NOR 25,23,10,Jay Cutler pass incomplete short right intended for Earl Bennett,1.930,-0.670
4,8:40,1,10,NOR 26,23,10,Drew Brees pass complete short right to Pierre Thomas for 3 yards (tackle by James Anderson),0.670,0.540
4,8:04,2,7,NOR 29,23,10,Drew Brees pass complete short right to Jimmy Graham for 9 yards (tackle by Lance Briggs),0.540,1.470
4,7:22,1,10,NOR 38,23,10,Pierre Thomas left guard for -2 yards (tackle by Shea McClellin),1.470,0.650
4,6:46,2,12,NOR 36,23,10,Drew Brees pass incomplete short left intended for Kenny Stills,0.650,-0.030
4,6:41,3,12,NOR 36,23,10,Drew Brees pass complete short middle to Jimmy Graham for 11 yards (tackle by D.J. Williams),-0.030,-0.260
4,6:41,4,1,NOR 47,23,10,"Penalty on Lance Briggs: Neutral Zone Infraction, 5 yards (no play)",-0.260,2.390
4,5:38,1,10,CHI 48,23,10,Pierre Thomas left tackle for no gain (tackle by Charles Tillman and Lance Briggs),2.390,1.850
4,4:53,2,10,CHI 48,23,10,"Penalty on Corey Wootton: Neutral Zone Infraction, 5 yards (no play)",1.850,2.520
4,4:52,2,5,CHI 43,23,10,Pierre Thomas right tackle for 4 yards (tackle by Lance Briggs),2.520,2.340
4,4:06,3,1,CHI 39,23,10,Jed Collins right guard for 5 yards (tackle by D.J. Williams),2.340,3.310
4,3:23,1,10,CHI 34,23,10,Pierre Thomas right tackle for 2 yards (tackle by D.J. Williams and Shea McClellin),3.310,3.310
4,3:17,1,10,CHI 34,23,10,Timeout #2 by Chicago Bears,3.310,3.040
4,3:17,2,8,CHI 32,23,10,Drew Brees pass incomplete deep right intended for Ben Watson,3.040,2.350
4,3:12,3,8,CHI 32,23,10,Pierre Thomas left guard for 2 yards (tackle by D.J. Williams and Charles Tillman),2.350,2.350
4,3:06,3,8,CHI 32,23,10,Timeout #3 by Chicago Bears,2.350,1.430
4,3:06,4,6,CHI 30,26,10,Garrett Hartley 48 yard field goal good,1.430,3.000
4,3:06,,,NOR 35,26,10,"Thomas Morstead kicks off 70 yards, returned by Devin Hester for 23 yards (tackle by Ramon Humber)",0.000,-0.040
4,2:58,1,10,CHI 18,26,10,Jay Cutler pass complete short left to Alshon Jeffery for 9 yards (tackle by Jabari Greer),0.040,0.820
4,2:51,2,1,CHI 27,26,10,Jay Cutler pass complete short left to Alshon Jeffery for 13 yards (tackle by Kenny Vaccaro),0.820,1.600
4,2:24,1,10,CHI 40,26,10,Jay Cutler pass complete deep left to Alshon Jeffery for 58 yards (tackle by Kenny Vaccaro),1.600,1.600
4,2:15,1,10,CHI 40,26,10,Timeout #2 by New Orleans Saints,1.600,6.740
4,2:15,1,2,NOR 2,26,16,"Jay Cutler pass complete short left to Brandon Marshall for 2 yards, touchdown",6.740,7.000
4,2:15,,,,26,18,"Two Point Attempt: Matt Forte left guard, conversion succeeds",0.000,1.000
4,2:15,,,CHI 35,26,18,"Robbie Gould kicks onside 10 yards, recovered by Ben Watson",0.000,-2.590
4,2:10,1,10,CHI 45,26,18,Pierre Thomas right end for -1 yards (tackle by Charles Tillman),2.590,1.910
4,2:00,2,11,CHI 46,26,18,Jed Collins right guard for 2 yards (tackle by Shea McClellin),1.910,1.910
4,1:14,2,11,CHI 46,26,18,Timeout #3 by New Orleans Saints,1.910,1.490
4,1:14,3,9,CHI 44,26,18,Pierre Thomas right tackle for 7 yards (tackle by Major Wright),1.490,0.790
4,0:28,4,2,CHI 37,26,18,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",0.790,0.460
4,0:28,4,7,CHI 42,26,18,"Thomas Morstead punts 42 yards, touchback",0.460,-0.280
4,0:21,1,10,CHI 20,26,18,Jay Cutler pass complete deep middle to Alshon Jeffery for 21 yards (tackle by Curtis Lofton),0.280,1.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
