Quarter,Time,Tm,Detail,WAS,PHI
1.0,10:09,Eagles,Jeremy Maclin 27 yard pass from Nick Foles (Alex Henery kick),0,7
2.0,11:25,Redskins,Kai Forbath 45 yard field goal,3,7
,7:37,Redskins,Kai Forbath 42 yard field goal,6,7
,3:30,Redskins,Josh Morgan 11 yard pass from Robert Griffin III (Kai Forbath kick),13,7
,0:18,Eagles,Alex Henery 38 yard field goal,13,10
3.0,12:33,Redskins,Alfred Morris 10 yard rush (Kai Forbath kick),20,10
,8:01,Eagles,Alex Henery 30 yard field goal,20,13
,1:31,Redskins,Santana Moss 22 yard pass from Robert Griffin III (Kai Forbath kick),27,13
4.0,8:55,Eagles,Dion Lewis 17 yard rush (Alex Henery kick),27,20
