Quarter,Time,Tm,Detail,BAL,PIT
1.0,9:21,Steelers,Jeff Reed 26 yard field goal,0,3
,5:18,Ravens,Billy Cundiff 27 yard field goal,3,3
,1:09,Steelers,Jeff Reed 39 yard field goal,3,6
2.0,12:52,Steelers,Rashard Mendenhall 4 yard rush (Jeff Reed kick),3,13
,9:55,Ravens,Todd Heap 30 yard pass from Joe Flacco (Billy Cundiff kick),10,13
,0:35,Steelers,Santonio Holmes 24 yard pass from Ben Roethlisberger (Jeff Reed kick),10,20
3.0,9:30,Ravens,Todd Heap 7 yard pass from Joe Flacco (Billy Cundiff kick),17,20
,6:16,Ravens,Billy Cundiff 35 yard field goal,20,20
4.0,5:25,Steelers,Jeff Reed 38 yard field goal,20,23
