Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss and deferred, Eagles to receive the opening kickoff.",,
1,15:00,,,ATL 35,0,0,"Matthew Bosher kicks off 62 yards, returned by Corey Clement for 22 yards (tackle by LaRoy Reynolds)",0.000,-0.610
1,14:54,1,10,PHI 25,0,0,"Nick Foles pass incomplete deep right intended for Torrey Smith. Penalty on Brian Poole: Defensive Pass Interference, 42 yards (no play)",0.610,3.380
1,14:46,1,10,ATL 33,0,0,"Jay Ajayi middle for 6 yards (tackle by Ricardo Allen). Jay Ajayi fumbles (forced by Ricardo Allen), recovered by Keanu Neal at ATL-26 (tackle by Stefen Wisniewski)",3.380,-0.670
1,14:36,1,10,ATL 26,0,0,Matt Ryan pass complete short left to Levine Toilolo for 12 yards (tackle by Ronald Darby),0.670,1.470
1,13:59,1,10,ATL 38,0,0,Devonta Freeman right end for 3 yards (tackle by Fletcher Cox and Vinny Curry),1.470,1.330
1,13:20,2,7,ATL 41,0,0,Devonta Freeman left end for 2 yards (tackle by Vinny Curry),1.330,0.890
1,12:37,3,5,ATL 43,0,0,Matt Ryan pass complete short left to Mohamed Sanu for 17 yards (tackle by Rodney McLeod),0.890,2.920
1,12:06,1,10,PHI 40,0,0,Matt Ryan pass complete short left to Julio Jones for 6 yards (tackle by Ronald Darby),2.920,3.180
1,11:40,2,4,PHI 34,0,0,Tevin Coleman for 5 yards (tackle by Rodney McLeod),3.180,3.640
1,11:09,1,10,PHI 29,0,0,Tevin Coleman right end for 12 yards (tackle by Mychal Kendricks),3.640,4.440
1,10:38,1,10,PHI 17,0,0,Devonta Freeman right end for -1 yards (tackle by Fletcher Cox),4.440,3.720
1,9:58,2,11,PHI 18,0,0,Matt Ryan pass complete short right to Austin Hooper for 3 yards (tackle by Malcolm Jenkins),3.720,3.340
1,9:14,3,8,PHI 15,0,0,Matt Ryan pass incomplete short left intended for Taylor Gabriel (defended by Nigel Bradham),3.340,2.440
1,9:08,4,8,PHI 15,3,0,Matt Bryant 33 yard field goal good,2.440,3.000
1,9:04,,,ATL 35,3,0,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
1,9:04,1,10,PHI 25,3,0,Jay Ajayi middle for no gain (tackle by Takkarist McKinley),0.610,0.060
1,8:26,2,10,PHI 25,3,0,Nick Foles pass incomplete short right intended for Zach Ertz,0.060,-0.620
1,8:23,3,10,PHI 25,3,0,"Nick Foles pass incomplete short right intended for Mack Hollins. Penalty on Desmond Trufant: Defensive Pass Interference, 21 yards (no play)",-0.620,1.990
1,8:18,1,10,PHI 46,3,0,Jay Ajayi left end for 7 yards (tackle by De'Vondre Campbell),1.990,2.400
1,7:37,2,3,ATL 47,3,0,Jay Ajayi left tackle for 11 yards (tackle by Robert Alford and Deion Jones),2.400,3.180
1,6:54,1,10,ATL 36,3,0,"Nick Foles for no gain. Nick Foles fumbles, recovered by LeGarrette Blount at ATL-43",3.180,1.690
1,6:11,2,17,ATL 43,3,0,Nick Foles pass complete short left to Zach Ertz for 10 yards (tackle by Robert Alford),1.690,2.350
1,5:40,3,7,ATL 33,3,0,Nick Foles sacked by Takkarist McKinley for -8 yards,2.350,0.530
1,5:15,4,15,ATL 41,3,0,"Donnie Jones punts 29 yards, fair catch by Andre Roberts",0.530,0.350
1,5:09,1,10,ATL 12,3,0,Matt Ryan pass complete short middle to Tevin Coleman for 14 yards (tackle by Malcolm Jenkins),-0.350,0.670
1,4:29,1,10,ATL 26,3,0,Matt Ryan pass complete deep left to Julio Jones for 21 yards (tackle by Ronald Darby),0.670,2.060
1,4:03,1,10,ATL 47,3,0,Tevin Coleman middle for 6 yards (tackle by Dannell Ellerbe),2.060,2.330
1,3:23,2,4,PHI 47,3,0,Matt Ryan pass incomplete short right intended for Nick Williams,2.330,1.620
1,3:19,3,4,PHI 47,3,0,Devonta Freeman middle for 2 yards (tackle by Fletcher Cox),1.620,0.270
1,2:31,4,2,PHI 45,3,0,"Penalty on Matt Ryan: Delay of Game, 5 yards (no play)",0.270,-0.060
1,2:18,4,7,,3,0,"Matthew Bosher punts 36 yards, fair catch by Kenjon Barner",-0.060,0.280
1,2:12,1,10,PHI 14,3,0,Jay Ajayi middle for 10 yards (tackle by Brooks Reed),-0.280,0.540
1,1:38,1,10,PHI 24,3,0,Jay Ajayi right tackle for 8 yards (tackle by Ricardo Allen),0.540,1.080
1,1:01,2,2,PHI 32,3,0,Jay Ajayi left end for 7 yards (tackle by Kemal Ishmael),1.080,1.530
1,0:21,1,10,PHI 39,3,0,Nick Foles pass complete short left to Jay Ajayi for 9 yards (tackle by De'Vondre Campbell),1.530,2.200
Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,PHI 48,3,0,LeGarrette Blount middle for 8 yards (tackle by Duke Riley),2.200,2.650
2,14:18,1,10,ATL 44,3,0,Nick Foles pass complete short left to Torrey Smith for 6 yards (tackle by Robert Alford),2.650,2.920
2,13:50,2,4,ATL 38,3,0,Nick Foles pass complete short left to Corey Clement for 7 yards (tackle by Robert Alford),2.920,0.000
2,13:29,,,,,,Timeout #1 by Atlanta Falcons,0.000,-3.510
2,13:29,1,10,ATL 31,3,0,Jay Ajayi left end for 1 yard (tackle by Grady Jarrett),3.510,3.100
2,12:46,2,9,ATL 30,3,0,Nick Foles pass complete short right to Brent Celek for 6 yards (tackle by De'Vondre Campbell),3.100,3.200
2,12:13,3,3,ATL 24,3,0,Nelson Agholor left end for 21 yards (tackle by Ricardo Allen),3.200,0.000
2,11:40,,,,,,Timeout #2 by Atlanta Falcons,0.000,-6.510
2,11:40,1,3,ATL 3,3,0,Nick Foles pass incomplete short right intended for Zach Ertz (defended by Derrick Shelby),6.510,5.530
2,11:36,2,3,ATL 3,3,0,LeGarrette Blount middle for 1 yard (tackle by Derrick Shelby),5.530,4.950
2,10:51,3,2,ATL 2,3,0,"Nick Foles for no gain. Nick Foles fumbles, recovered by Nick Foles at ATL-1",4.950,3.550
2,10:32,4,1,ATL 1,3,6,"LeGarrette Blount right end for 1 yard, touchdown",3.550,7.000
2,10:28,,,ATL 15,3,6,Jake Elliott kicks extra point no good,0.000,-1.000
2,10:28,,,PHI 35,3,6,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
2,10:28,1,10,ATL 25,3,6,Devonta Freeman middle for no gain (tackle by Timmy Jernigan and Chris Long),0.610,0.060
2,9:47,2,10,ATL 25,3,6,Matt Ryan pass complete short left to Mohamed Sanu for 24 yards (tackle by Mychal Kendricks),0.060,2.190
2,9:17,1,10,ATL 49,3,6,Matt Ryan pass incomplete deep right intended for Julio Jones (defended by Jalen Mills),2.190,1.650
2,9:09,2,10,ATL 49,3,6,Matt Ryan pass complete short left to Taylor Gabriel for -3 yards (tackle by Ronald Darby),1.650,0.560
2,8:24,3,13,ATL 46,3,6,Matt Ryan pass complete short middle to Julio Jones for 6 yards (tackle by Malcolm Jenkins),0.560,0.070
2,7:41,4,7,PHI 48,3,6,"Matthew Bosher punts 30 yards, muffed catch by Bryan Braman, recovered by LaRoy Reynolds and returned for no gain",0.070,4.370
2,7:31,1,10,PHI 18,3,6,"Matt Ryan pass incomplete deep left intended for Mohamed Sanu. Penalty on Rodney McLeod: Unnecessary Roughness, 9 yards (no play)",4.370,5.140
2,7:26,1,9,PHI 9,3,6,Tevin Coleman right end for -4 yards (tackle by Malcolm Jenkins),5.140,3.720
2,6:43,2,13,PHI 13,3,6,"Matt Ryan pass incomplete short right intended for Julio Jones (defended by Jalen Mills). Penalty on Jalen Mills: Defensive Holding, 5 yards (no play)",3.720,5.370
2,6:35,1,8,PHI 8,3,6,Matt Ryan pass incomplete short right intended for Levine Toilolo,5.370,3.720
2,6:26,2,13,PHI 13,3,6,"Matt Ryan pass incomplete short right intended for Julio Jones (defended by Jalen Mills). Penalty on Jalen Mills: Defensive Holding, 5 yards (no play)",3.720,4.570
2,6:26,2,8,PHI 8,3,6,Devonta Freeman middle for 2 yards (tackle by Fletcher Cox),4.570,4.040
2,5:46,3,6,PHI 6,9,6,"Matt Ryan pass complete short left to Devonta Freeman for 6 yards, touchdown",4.040,7.000
2,5:41,,,PHI 15,10,6,Matt Bryant kicks extra point good,0.000,0.000
2,5:41,,,ATL 35,10,6,"Matthew Bosher kicks off 61 yards, returned by Kenjon Barner for 26 yards (tackle by Kemal Ishmael)",0.000,-0.940
2,5:36,1,10,PHI 30,10,6,LeGarrette Blount left end for -4 yards (tackle by Adrian Clayborn),0.940,-0.150
2,4:56,2,14,PHI 26,10,6,Nick Foles pass complete short left to Corey Clement for 11 yards (tackle by Robert Alford),-0.150,0.630
2,4:16,3,3,PHI 37,10,6,Nick Foles pass complete short left to Corey Clement for 4 yards (tackle by Keanu Neal),0.630,1.660
2,3:37,1,10,PHI 41,10,6,LeGarrette Blount left guard for -1 yards (tackle by Keanu Neal),1.660,0.990
2,3:00,2,11,PHI 40,10,6,Nick Foles pass complete short right to Nelson Agholor for 6 yards (tackle by Deion Jones),0.990,1.090
2,2:20,3,5,PHI 46,10,6,Nick Foles pass incomplete deep left intended for Trey Burton,1.090,-0.320
2,2:15,4,5,PHI 46,10,6,"Donnie Jones punts 54 yards, touchback",-0.320,-0.280
2,2:08,1,10,ATL 20,10,6,Tevin Coleman for 23 yards (tackle by Malcolm Jenkins),0.280,1.800
2,2:00,1,10,ATL 43,10,6,Matt Ryan pass complete short left to Julio Jones for 10 yards (tackle by Rodney McLeod),1.800,2.460
2,1:40,1,10,PHI 47,10,6,Matt Ryan sacked by Fletcher Cox for -3 yards,2.460,1.510
2,1:08,2,13,,10,6,Matt Ryan pass incomplete short left intended for Julio Jones,1.510,0.830
