Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
2,1:04,3,13,,10,6,Matt Ryan pass complete short left to Devonta Freeman for no gain,0.830,0.000
2,0:55,,,,,,Timeout #1 by Philadelphia Eagles,0.000,0.060
2,0:55,4,13,,10,6,Matthew Bosher punts 22 yards,-0.060,-0.810
2,0:46,1,10,PHI 28,10,6,Nick Foles pass complete short right to Corey Clement for 7 yards (tackle by Vic Beasley),0.810,1.210
2,0:22,2,3,PHI 35,10,6,"Penalty on Halapoulivaati Vaitai: False Start, 5 yards (no play)",1.210,0.530
2,0:22,2,8,PHI 30,10,6,Nick Foles pass complete short middle to Torrey Smith for 20 yards (tackle by Keanu Neal),0.530,0.000
2,0:22,,,,,,Timeout #2 by Philadelphia Eagles,0.000,-2.260
2,0:12,1,10,,10,6,Nick Foles pass incomplete deep right intended for Alshon Jeffery,2.260,0.000
2,0:12,,,,,,Timeout #3 by Philadelphia Eagles,0.000,-1.710
2,0:05,2,10,,10,6,Nick Foles pass complete short right to Alshon Jeffery for 15 yards,1.710,3.250
2,0:01,1,10,ATL 35,10,9,Jake Elliott 53 yard field goal good,3.250,3.000
Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,10,9,"Jake Elliott kicks off 53 yards, returned by Andre Roberts for 8 yards (tackle by Corey Graham)",0.000,-0.280
3,14:52,1,10,ATL 20,10,9,Devonta Freeman left end for 2 yards (tackle by Fletcher Cox),0.280,0.000
3,14:17,2,8,ATL 22,10,9,Matt Ryan pass complete short left to Devonta Freeman for 2 yards (tackle by Nigel Bradham),0.000,-0.430
3,13:31,3,6,ATL 24,10,9,Matt Ryan pass incomplete deep left intended for Justin Hardy (defended by Jalen Mills),-0.430,-1.770
3,13:23,4,6,ATL 24,10,9,"Matthew Bosher punts 36 yards, fair catch by Kenjon Barner",-1.770,-1.600
3,13:15,1,10,PHI 40,10,9,Jay Ajayi right end for -2 yards (tackle by Kemal Ishmael),1.600,0.780
3,12:36,2,12,PHI 38,10,9,Nick Foles pass complete short middle to Nelson Agholor for 8 yards (tackle by Keanu Neal),0.780,1.160
3,11:53,3,4,PHI 46,10,9,Jay Ajayi middle for 2 yards (tackle by Vic Beasley),1.160,-0.190
3,11:14,4,2,PHI 48,10,9,"Donnie Jones punts 40 yards, fair catch by Andre Roberts",-0.190,0.350
3,11:08,1,10,ATL 12,10,9,Tevin Coleman right end for 18 yards (tackle by Malcolm Jenkins),-0.350,0.940
3,10:39,1,10,ATL 30,10,9,Tevin Coleman left end for -1 yards (tackle by Nigel Bradham),0.940,0.260
3,9:59,2,11,ATL 29,10,9,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Mychal Kendricks),0.260,-0.430
3,9:56,3,11,ATL 29,10,9,Matt Ryan pass complete short left to Julio Jones for 12 yards (tackle by Ronald Darby),-0.430,1.660
3,9:14,1,10,ATL 41,10,9,Devonta Freeman left end for 2 yards (tackle by Mychal Kendricks),1.660,1.390
3,8:40,2,8,ATL 43,10,9,Matt Ryan pass complete short middle to Devonta Freeman for 5 yards (tackle by Vinny Curry),1.390,1.360
3,7:55,3,3,ATL 48,10,9,Tevin Coleman middle for 3 yards (tackle by Rodney McLeod),1.360,2.320
3,7:22,1,10,PHI 49,10,9,Matt Ryan pass incomplete deep left intended for Julio Jones,2.320,1.780
3,7:14,2,10,PHI 49,10,9,"Devonta Freeman right end for 5 yards (tackle by Mychal Kendricks). Penalty on Timmy Jernigan: Defensive Offside, 5 yards (no play)",1.780,2.460
3,6:55,2,5,PHI 44,10,9,Matt Ryan pass incomplete deep right intended for Mohamed Sanu,2.460,1.750
3,6:50,3,5,PHI 44,10,9,Matt Ryan sacked by Nigel Bradham for -2 yards,1.750,0.200
3,6:03,4,7,PHI 46,10,9,Matthew Bosher punts 39 yards,0.200,0.380
3,5:53,1,10,PHI 7,10,9,Jay Ajayi right end for 2 yards (tackle by Vic Beasley),-0.380,-0.630
3,5:18,2,8,PHI 9,10,9,Nick Foles pass complete short right to Alshon Jeffery for 12 yards (tackle by Desmond Trufant),-0.630,0.340
3,4:41,1,10,PHI 21,10,9,Nick Foles pass complete short right to Alshon Jeffery for 13 yards (tackle by Desmond Trufant),0.340,1.200
3,4:14,1,10,PHI 34,10,9,Jay Ajayi middle for 2 yards (tackle by Grady Jarrett),1.200,0.930
3,3:36,2,8,PHI 36,10,9,Jay Ajayi left end for no gain (tackle by Ahtyba Rubin),0.930,0.230
3,2:54,3,8,PHI 36,10,9,Nick Foles pass complete short left to Alshon Jeffery for 21 yards (tackle by Robert Alford),0.230,2.720
3,2:21,1,10,ATL 43,10,9,Nick Foles pass complete short left to Zach Ertz for 11 yards (tackle by Robert Alford),2.720,3.450
3,1:35,1,10,ATL 32,10,9,Nick Foles pass complete short left to Torrey Smith for 13 yards (tackle by Brian Poole),3.450,4.310
3,1:05,1,10,ATL 19,10,9,Jay Ajayi middle for no gain (tackle by Dontari Poe),4.310,3.750
3,0:23,2,10,ATL 19,10,9,Nick Foles pass incomplete short left intended for Jay Ajayi,3.750,3.030
3,0:19,3,10,ATL 19,10,9,Nick Foles pass incomplete short right intended for Jay Ajayi,3.030,2.180
3,0:15,4,10,ATL 19,10,12,Jake Elliott 37 yard field goal good,2.180,3.000
3,0:11,,,PHI 35,10,12,"Jake Elliott kicks off 48 yards, out of bounds",0.000,-1.600
3,0:11,1,10,ATL 40,10,12,Matt Ryan sacked by Rodney McLeod for -10 yards,1.600,-0.300
Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,20,ATL 30,10,12,Matt Ryan pass incomplete deep left intended for Julio Jones,-0.300,-0.960
4,14:53,3,20,ATL 30,10,12,Matt Ryan pass complete short middle to Devonta Freeman for 13 yards (tackle by Malcolm Jenkins and Nigel Bradham),-0.960,-0.520
4,14:06,4,7,ATL 43,10,12,"Matthew Bosher punts 40 yards, fair catch by Kenjon Barner",-0.520,0.060
4,13:59,1,10,PHI 17,10,12,Nick Foles pass incomplete deep left intended for Torrey Smith,-0.060,-0.580
4,13:55,2,10,PHI 17,10,12,Nick Foles pass complete short left to Jay Ajayi for 3 yards (tackle by Deion Jones),-0.580,-0.870
4,13:16,3,7,PHI 20,10,12,Nick Foles pass complete short left to Jay Ajayi for 32 yards (tackle by Robert Alford),-0.870,2.390
4,12:38,1,10,ATL 48,10,12,Jay Ajayi left tackle for no gain (tackle by Brooks Reed),2.390,1.850
4,11:59,2,10,ATL 48,10,12,LeGarrette Blount middle for 3 yards (tackle by Ahtyba Rubin),1.850,1.550
4,11:14,3,7,ATL 45,10,12,Nick Foles pass complete short left to Zach Ertz for 11 yards (tackle by Ricardo Allen),1.550,3.310
4,10:29,1,10,ATL 34,10,12,Nick Foles pass complete short right to Nelson Agholor for 10 yards (tackle by Brian Poole and Keanu Neal),3.310,3.970
4,9:59,1,10,ATL 24,10,12,Nick Foles pass complete short right to Mack Hollins for 9 yards (tackle by Desmond Trufant),3.970,4.850
4,9:25,2,1,ATL 15,10,12,Nelson Agholor left end for -1 yards (tackle by Dontari Poe),4.850,3.950
4,8:46,3,2,ATL 16,10,12,LeGarrette Blount right tackle for 4 yards (tackle by De'Vondre Campbell),3.950,4.780
4,8:04,1,10,ATL 12,10,12,LeGarrette Blount middle for 7 yards (tackle by De'Vondre Campbell),4.780,5.410
4,7:29,2,3,ATL 5,10,12,LeGarrette Blount middle for no gain (tackle by Keanu Neal),5.410,4.610
4,6:50,3,3,ATL 5,10,12,Nick Foles pass complete short right to Corey Clement for 2 yards (tackle by Desmond Trufant),4.610,0.000
4,6:05,,,,,,Timeout #1 by Philadelphia Eagles,0.000,-3.060
4,6:05,4,1,ATL 3,10,15,Jake Elliott 21 yard field goal good,3.060,3.000
4,6:02,,,PHI 35,10,15,"Jake Elliott kicks off 64 yards, returned by Andre Roberts for 23 yards (tackle by Najee Goode)",0.000,-0.540
4,5:57,1,10,ATL 24,10,15,Tevin Coleman right end for 7 yards (tackle by Dannell Ellerbe),0.540,0.940
4,5:20,2,3,ATL 31,10,15,Matt Ryan pass complete short left to Julio Jones for 7 yards (tackle by Ronald Darby),0.940,1.470
4,4:38,1,10,ATL 38,10,15,Devonta Freeman right end for -5 yards (tackle by Brandon Graham),1.470,0.000
4,4:10,,,,,,Timeout #1 by Atlanta Falcons,0.000,-0.250
4,4:10,2,15,ATL 33,10,15,Matt Ryan pass complete short right to Mohamed Sanu for 9 yards (tackle by Mychal Kendricks),0.250,0.760
4,3:34,3,6,ATL 42,10,15,Matt Ryan pass incomplete short left intended for Mohamed Sanu (defended by Ronald Darby),0.760,-0.590
,,,,,,,"PHI challenged the pass completion ruling, and the original play was overturned.",,
4,3:30,4,6,ATL 42,10,15,Matt Ryan pass complete deep right to Julio Jones for 20 yards (tackle by Rodney McLeod),-0.590,3.050
4,2:51,1,10,PHI 38,10,15,Devonta Freeman right end for no gain (tackle by Brandon Graham),3.050,2.510
4,2:14,2,10,PHI 38,10,15,Matt Ryan pass complete short right to Julio Jones for 12 yards (tackle by Jalen Mills),2.510,3.840
4,2:00,1,10,PHI 26,10,15,Matt Ryan pass complete short left to Taylor Gabriel for 7 yards (tackle by Fletcher Cox and Malcolm Jenkins),3.840,4.270
4,1:25,2,3,PHI 19,10,15,Tevin Coleman left end for 10 yards (tackle by Rodney McLeod),4.270,0.000
4,1:19,,,,,,Timeout #2 by Philadelphia Eagles,0.000,-5.140
4,1:19,1,9,PHI 9,10,15,Matt Ryan pass incomplete short left intended for Julio Jones,5.140,4.380
4,1:15,2,9,PHI 9,10,15,Matt Ryan pass incomplete short left intended for Terron Ward,4.380,3.360
4,1:11,3,9,PHI 9,10,15,Matt Ryan pass complete short left to Julio Jones for 7 yards (tackle by Ronald Darby),3.360,0.000
4,1:05,,,,,,Timeout #3 by Philadelphia Eagles,0.000,-3.250
4,1:05,4,2,PHI 2,10,15,Matt Ryan pass incomplete short right intended for Julio Jones,3.250,0.380
4,0:58,1,10,PHI 2,10,15,"Penalty on Grady Jarrett: Encroachment, 5 yards (no play)",-0.380,-0.190
4,0:58,1,5,PHI 7,10,15,Corey Clement middle for 5 yards (tackle by Brooks Reed),-0.190,0.000
4,0:54,,,,,,Timeout #2 by Atlanta Falcons,0.000,0.350
4,0:53,1,10,PHI 12,10,15,Nick Foles kneels for -1 yards,-0.350,0.000
4,0:52,,,,,,Timeout #3 by Atlanta Falcons,0.000,0.850
4,0:52,2,11,PHI 11,10,15,Nick Foles kneels for -1 yards,-0.850,-1.650
4,0:26,3,12,PHI 10,10,15,Nick Foles kneels for -1 yards,-1.650,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
