Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
1,0:20,,,CAR 35,0,21,"Graham Gano kicks off 70 yards, returned by Devin Hester for 27 yards (tackle by Ben Jacobs)",0.000,-0.410
1,0:08,1,10,ATL 22,0,21,Matt Ryan pass complete short left to Patrick DiMarco for 10 yards (tackle by Bene Benwikere),0.410,1.070
Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 32,0,21,Devonta Freeman left tackle for no gain (tackle by Luke Kuechly),1.070,0.530
2,14:26,2,10,ATL 32,0,21,Matt Ryan pass complete short middle to Devonta Freeman for 12 yards (tackle by Thomas Davis),0.530,1.860
2,13:48,1,10,ATL 44,0,21,Devonta Freeman middle for 4 yards (tackle by Kurt Coleman and Kyle Love),1.860,1.860
2,13:11,2,6,ATL 48,0,21,Devonta Freeman right guard for no gain (tackle by Thomas Davis),1.860,1.160
2,12:29,3,6,ATL 48,0,21,Matt Ryan pass complete short middle to Roddy White for 5 yards (tackle by Cortland Finnegan),1.160,0.130
2,11:53,4,1,CAR 47,0,21,"Matt Ryan pass complete short middle to Roddy White for 12 yards (tackle by Roman Harper). Penalty on Roman Harper: Unsportsmanlike Conduct, 15 yards",0.130,4.240
2,11:21,1,10,CAR 20,0,21,"Matt Ryan sacked by Kawann Short for -8 yards. Matt Ryan fumbles (forced by Kawann Short), recovered by Julio Jones at CAR-46",4.240,0.180
2,10:28,2,36,CAR 46,0,21,Matt Ryan pass complete short right to Julio Jones for 6 yards (tackle by Cortland Finnegan),0.180,0.370
2,9:42,3,30,CAR 40,0,21,Matt Ryan pass incomplete short right intended for Devonta Freeman,0.370,0.590
2,9:37,4,30,CAR 40,0,21,"Matthew Bosher punts 32 yards, fair catch by Ted Ginn",0.590,0.380
2,9:30,1,10,CAR 8,0,21,Cam Newton pass complete short left to Devin Funchess for 6 yards (tackle by Robert Alford),-0.380,-0.380
2,9:14,1,10,CAR 8,0,21,Timeout #1 by Carolina Panthers,-0.380,-0.320
2,9:14,2,4,CAR 14,0,21,Jonathan Stewart left guard for 2 yards (tackle by Paul Worrilow and Grady Jarrett),-0.320,-0.480
2,8:29,3,2,CAR 16,0,21,Cam Newton pass incomplete,-0.480,-2.390
2,8:21,4,2,CAR 16,0,21,"Brad Nortman punts 49 yards, returned by Devin Hester for no gain. Penalty on Kemal Ishmael: Unnecessary Roughness, 15 yards",-2.390,-0.280
2,8:07,1,10,ATL 20,0,21,Matt Ryan pass complete short right to Julio Jones for 14 yards (tackle by Kurt Coleman and Josh Norman),0.280,1.200
2,7:30,1,10,ATL 34,0,21,Matt Ryan pass incomplete deep left intended for Roddy White,1.200,0.660
2,7:24,2,10,ATL 34,0,21,Devonta Freeman middle for 1 yard (tackle by Kurt Coleman and Star Lotulelei),0.660,0.100
2,6:43,3,9,ATL 35,0,21,Matt Ryan pass complete short left to Roddy White for 14 yards (tackle by Luke Kuechly),0.100,2.190
2,6:03,1,10,ATL 49,0,21,"Matt Ryan pass complete short left to Justin Hardy for 9 yards (tackle by Cortland Finnegan). Penalty on Patrick DiMarco: Illegal Substitution, 6 yards (no play)",2.190,1.800
2,5:34,1,16,ATL 43,0,21,Matt Ryan pass complete short left to Julio Jones for 5 yards (tackle by Kurt Coleman and Josh Norman),1.800,1.510
2,4:52,2,11,ATL 48,0,21,Matt Ryan pass complete short left to Jacob Tamme for 7 yards (tackle by Bene Benwikere),1.510,1.750
2,4:33,3,4,CAR 45,0,21,Matt Ryan sacked by Thomas Davis and Mario Addison for -10 yards,1.750,-0.390
2,3:53,4,14,ATL 45,0,21,"Matthew Bosher punts 36 yards, fair catch by Ted Ginn",-0.390,-0.150
2,3:44,1,10,CAR 19,0,21,Jonathan Stewart right guard for 3 yards (tackle by Paul Worrilow and Justin Durant),0.150,0.070
2,3:13,2,7,CAR 22,0,21,Cam Newton pass complete short right to Jonathan Stewart for 14 yards (tackle by Jonathan Babineaux and Robenson Therezie),0.070,1.330
2,2:36,1,10,CAR 36,0,21,Cam Newton pass complete short middle to Mike Tolbert for 9 yards (tackle by Paul Worrilow),1.330,2.010
2,2:00,2,1,CAR 45,0,21,Cam Newton right end for no gain (tackle by Kemal Ishmael),2.010,1.290
2,1:24,3,1,CAR 45,0,21,Cam Newton middle for 1 yard (tackle by Justin Durant),1.290,1.990
2,0:45,1,10,CAR 46,0,21,Cam Newton pass incomplete short right intended for Corey Brown,1.990,1.450
2,0:40,2,10,CAR 46,0,21,Cam Newton pass complete deep left to Corey Brown for 26 yards (tackle by Ricardo Allen),1.450,1.450
2,0:40,2,10,CAR 46,0,21,Timeout #2 by Carolina Panthers,1.450,3.710
2,0:33,1,10,ATL 28,0,21,Derek Anderson pass complete deep left to Corey Brown for 24 yards (tackle by Ricardo Allen),3.710,3.710
2,0:33,1,10,ATL 28,0,21,Timeout #3 by Carolina Panthers,3.710,6.280
2,0:26,1,4,ATL 4,0,21,Cam Newton pass incomplete short middle intended for Greg Olsen (defended by Ricardo Allen),6.280,5.340
2,0:22,2,4,ATL 4,0,27,"Cam Newton pass complete short left to Ed Dickson for 4 yards, touchdown. Penalty on Robert Alford: Defensive Pass Interference (Declined)",5.340,7.000
2,0:22,,,ATL 4,0,28,Graham Gano kicks extra point good,0.000,0.000
2,0:22,,,CAR 35,0,28,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
2,0:17,1,10,ATL 20,0,28,Matt Ryan kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,0,28,"Graham Gano kicks off 63 yards, returned by Devin Hester for 35 yards (tackle by Graham Gano)",0.000,1.400
3,14:53,1,10,ATL 37,0,28,Matt Ryan pass incomplete short right intended for Levine Toilolo (defended by Roman Harper),1.400,0.860
3,14:49,2,10,ATL 37,0,28,Matt Ryan pass complete short right to Jacob Tamme for 8 yards (tackle by Bene Benwikere),0.860,1.220
3,14:13,3,2,ATL 45,0,28,Matt Ryan pass incomplete short right intended for Julio Jones,1.220,-0.390
3,14:08,4,2,ATL 45,0,28,"Matthew Bosher punts 55 yards, touchback",-0.390,-0.280
3,14:00,1,10,CAR 20,0,28,Fozzy Whittaker left guard for 1 yard (tackle by Tyson Jackson and Paul Worrilow),0.280,-0.130
3,13:17,2,9,CAR 21,0,28,Mike Tolbert right end for 2 yards (tackle by Jonathan Babineaux),-0.130,-0.560
3,12:40,3,7,CAR 23,0,28,Cam Newton sacked by Vic Beasley for -13 yards,-0.560,-2.490
3,11:57,4,20,CAR 10,0,28,"Brad Nortman punts 65 yards, returned by Devin Hester for -1 yards (tackle by Teddy Williams)",-2.490,-0.540
3,11:42,1,10,ATL 24,0,28,Matt Ryan pass complete short right to Devonta Freeman for 8 yards (tackle by Josh Norman),0.540,1.080
3,11:13,2,2,ATL 32,0,28,Devonta Freeman right guard for 9 yards (tackle by Kurt Coleman),1.080,1.660
3,10:42,1,10,ATL 41,0,28,"Matt Ryan pass complete short right to Devonta Freeman for 2 yards (tackle by A.J. Klein). Devonta Freeman fumbles (forced by A.J. Klein), recovered by Kony Ealy at ATL-43 (tackle by Devonta Freeman)",1.660,-2.720
3,10:31,1,10,ATL 43,0,28,Cam Newton pass complete short right to Mike Tolbert for 4 yards (tackle by Kemal Ishmael),2.720,2.720
3,9:50,2,6,ATL 39,0,28,Corey Brown left end for 9 yards (tackle by Desmond Trufant),2.720,3.580
3,9:08,1,10,ATL 30,0,28,Ted Ginn left end for 5 yards (tackle by Robert Alford),3.580,3.710
3,8:40,2,5,ATL 25,0,28,Cam Newton pass complete short left to Jerricho Cotchery for 4 yards (tackle by Robenson Therezie),3.710,3.530
3,7:59,3,1,ATL 21,0,28,Cam Newton pass complete short left to Devin Funchess for 11 yards (tackle by Robert Alford). Penalty on Robert Alford: Defensive Pass Interference (Declined),3.530,4.910
3,7:32,1,10,ATL 10,0,28,"Cam Newton sacked by O'Brien Schofield for -1 yards. Penalty on Mike Remmers: Offensive Holding, 10 yards (no play)",4.910,4.240
3,7:03,1,20,ATL 20,0,28,Fozzy Whittaker middle for 6 yards (tackle by Vic Beasley),4.240,3.580
3,6:23,2,14,ATL 14,0,28,Cam Newton sacked by Jonathan Babineaux for -6 yards. Penalty on Mike Remmers: Illegal Use of Hands (Declined),3.580,2.340
3,5:53,3,20,ATL 20,0,28,Cam Newton pass incomplete short left intended for Devin Funchess,2.340,2.120
3,5:50,4,20,ATL 20,0,31,Graham Gano 38 yard field goal good,2.120,3.000
3,5:50,,,CAR 35,0,31,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,5:46,1,10,ATL 20,0,31,Matt Ryan pass complete short left to Jacob Tamme for 5 yards (tackle by Thomas Davis),0.280,0.410
3,5:31,2,5,ATL 25,0,31,Devonta Freeman left guard for 1 yard (tackle by Star Lotulelei and Thomas Davis),0.410,-0.160
3,5:00,3,4,ATL 26,0,31,Matt Ryan pass complete short left to Julio Jones for 6 yards (tackle by Josh Norman),-0.160,1.070
3,4:33,1,10,ATL 32,0,31,Matt Ryan pass incomplete short middle intended for Justin Hardy,1.070,0.530
3,4:29,2,10,ATL 32,0,31,Matt Ryan pass incomplete short left intended for Justin Hardy,0.530,-0.160
3,4:22,3,10,ATL 32,0,31,"Matt Ryan sacked by Kawann Short for -6 yards. Matt Ryan fumbles (forced by Kawann Short), recovered by Kawann Short at ATL-26 (tackle by Jake Matthews)",-0.160,-3.840
,,,,,,,"CAR challenged the fumble ruling, and the original play was overturned.",,
3,4:15,1,10,ATL 26,0,31,Mike Tolbert middle for 5 yards (tackle by Ra'Shede Hageman and Grady Jarrett),3.840,3.970
3,3:54,2,5,ATL 21,0,31,Mike Tolbert middle for 4 yards (tackle by Tyson Jackson),3.970,3.950
3,3:16,3,1,ATL 17,0,31,Fozzy Whittaker right guard for 1 yard (tackle by Paul Worrilow),3.950,4.510
3,2:26,1,10,ATL 16,0,37,"Fozzy Whittaker right tackle for 16 yards, touchdown",4.510,7.000
3,2:26,,,ATL 16,0,38,Graham Gano kicks extra point good,0.000,0.000
3,2:26,,,CAR 35,0,38,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,2:18,1,10,ATL 20,0,38,Devonta Freeman middle for 3 yards (tackle by Thomas Davis and Luke Kuechly),0.280,0.140
3,1:46,2,7,ATL 23,0,38,"Matt Ryan pass complete short left to Devonta Freeman for 3 yards (tackle by Thomas Davis). Penalty on Cortland Finnegan: Defensive Holding (Offsetting), Penalty on Roddy White: Unnecessary Roughness (Offsetting) (no play)",0.140,0.140
3,1:32,2,7,ATL 23,0,38,Matt Ryan pass incomplete deep left intended for Julio Jones,0.140,-0.560
3,1:26,3,7,ATL 23,0,38,Matt Ryan pass complete short left to Julio Jones for 8 yards (tackle by Luke Kuechly and Josh Norman),-0.560,1.000
3,0:55,1,10,ATL 31,0,38,"Matt Ryan pass incomplete deep middle intended for Justin Hardy is intercepted by Luke Kuechly at CAR-43. Penalty on Bene Benwikere: Unnecessary Roughness, 15 yards",1.000,-0.810
3,0:48,1,10,CAR 28,0,38,Fozzy Whittaker right tackle for 3 yards (tackle by Kemal Ishmael),0.810,0.670
3,0:02,2,7,CAR 31,0,38,Derek Anderson pass incomplete deep right intended for Corey Brown,0.670,-0.030
Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,CAR 31,0,38,Derek Anderson pass complete short left to Scott Simonson for 10 yards (tackle by Adrian Clayborn),-0.030,1.660
4,14:16,1,10,CAR 41,0,38,"Mike Tolbert right tackle for 2 yards (tackle by Justin Durant). Penalty on Devin Funchess: Illegal Formation, 5 yards (no play)",1.660,1.330
4,13:48,1,15,CAR 36,0,38,Fozzy Whittaker right end for no gain (tackle by Kemal Ishmael),1.330,0.450
4,13:03,2,15,CAR 36,0,38,Derek Anderson pass complete short right to Fozzy Whittaker for -6 yards (tackle by Paul Worrilow),0.450,-1.020
4,12:23,3,21,CAR 30,0,38,Derek Anderson pass complete short left to Devin Funchess for 8 yards (tackle by Phillip Adams),-1.020,-0.850
4,12:07,4,13,CAR 38,0,38,"Brad Nortman punts 33 yards. Penalty on Philip Wheeler: Offensive Holding, 10 yards",-0.850,-0.150
4,11:57,1,10,ATL 19,0,38,Matt Ryan pass complete short right to Julio Jones for 46 yards (tackle by A.J. Klein),0.150,3.250
4,11:20,1,10,CAR 35,0,38,Matt Ryan pass complete short left to Nick Williams for 29 yards (tackle by Kurt Coleman),3.250,5.830
4,10:47,1,6,CAR 6,0,38,Devonta Freeman right tackle for no gain (tackle by Ben Jacobs and A.J. Klein),5.830,4.950
4,10:04,2,6,CAR 6,0,38,Matt Ryan pass incomplete short middle intended for Justin Hardy,4.950,4.040
4,9:59,3,6,CAR 6,0,38,Matt Ryan pass incomplete short left intended for Devonta Freeman,4.040,2.990
4,9:55,4,6,CAR 6,0,38,Matt Ryan pass complete short left to Roddy White for 4 yards (tackle by Tre Boston and Dwan Edwards),2.990,0.380
4,9:49,1,10,CAR 2,0,38,Mike Tolbert middle for 4 yards (tackle by Joey Mbu and Grady Jarrett),-0.380,-0.490
4,9:03,2,6,CAR 6,0,38,Mike Tolbert middle for no gain (tackle by Kroy Biermann and Kemal Ishmael). Penalty on Devin Funchess: Illegal Formation (Declined),-0.490,-0.950
4,8:36,3,6,CAR 6,0,38,Derek Anderson pass incomplete deep left intended for Corey Brown,-0.950,-2.490
4,8:30,4,6,CAR 6,0,38,"Brad Nortman punts 49 yards, returned by Devin Hester for 11 yards (tackle by Kurt Coleman)",-2.490,-2.650
4,8:17,1,10,CAR 44,0,38,"Sean Renfree pass complete short right to Nick Williams for 11 yards (tackle by A.J. Klein and Ben Jacobs). Penalty on Ryan Schraeder: Unsportsmanlike Conduct, 15 yards",2.650,2.390
4,7:40,1,10,CAR 48,0,38,Sean Renfree pass incomplete short right intended for Tevin Coleman,2.390,1.850
4,7:35,2,10,CAR 48,0,38,Tevin Coleman middle for 11 yards (tackle by Tre Boston),1.850,3.120
4,6:57,1,10,CAR 37,0,38,Sean Renfree pass complete short left to Nick Williams for -4 yards (tackle by Teddy Williams),3.120,2.030
4,6:18,2,14,CAR 41,0,38,Sean Renfree pass incomplete short left intended for Justin Hardy,2.030,1.360
4,6:13,3,14,CAR 41,0,38,Tevin Coleman middle for 6 yards (tackle by Ben Jacobs),1.360,0.970
4,5:29,4,8,CAR 35,0,38,"Sean Renfree pass complete short right to Justin Hardy for 10 yards (tackle by Josh Norman). Penalty on Nick Williams: False Start, 5 yards (no play)",0.970,0.590
4,5:10,4,13,CAR 40,0,38,Sean Renfree sacked by Kyle Love for -9 yards,0.590,-2.190
4,5:01,1,10,CAR 49,0,38,Fozzy Whittaker left end for 6 yards (tackle by Kemal Ishmael),2.190,2.460
4,4:16,2,4,ATL 45,0,38,Fozzy Whittaker left end for 1 yard (tackle by Justin Durant),2.460,1.880
4,3:31,3,3,ATL 44,0,38,Mike Tolbert left tackle for 2 yards (tackle by Justin Durant),1.880,0.460
4,2:44,4,1,ATL 42,0,38,Derek Anderson middle for no gain (tackle by Grady Jarrett and Tyson Jackson),0.460,-1.730
4,2:19,1,10,ATL 42,0,38,Sean Renfree pass complete short left to Nick Williams for 4 yards (tackle by Mario Addison),1.730,1.730
4,2:00,2,6,ATL 46,0,38,Sean Renfree sacked by A.J. Klein for -8 yards,1.730,-0.030
4,1:37,3,14,ATL 38,0,38,Sean Renfree pass incomplete short right intended for Jacob Tamme,-0.030,-0.850
4,1:33,4,14,ATL 38,0,38,Sean Renfree pass incomplete deep right intended for Justin Hardy is intercepted by Kurt Coleman at CAR-36 and returned for 10 yards,-0.850,-1.990
4,1:22,1,10,CAR 46,0,38,Derek Anderson kneels for -1 yards,1.990,1.320
4,0:40,2,11,CAR 45,0,38,Derek Anderson kneels for -1 yards,1.320,0.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
