Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
2,8:23,1,10,STL 19,14,9,"Matt Hasselbeck pass complete to Bobby Engram for 19 yards, touchdown",4.310,7.000
2,,,,STL 2,14,10,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,14,10,"Josh Brown kicks off 68 yards, returned by Aveion Cason for 16 yards (tackle by Michael Boulware)",0.000,0.040
2,8:14,1,10,STL 18,14,10,Marc Bulger pass complete to Kevin Curtis for 13 yards (tackle by Niko Koutouvides),0.040,1.000
2,7:30,1,10,STL 31,14,10,Marc Bulger pass incomplete intended for Isaac Bruce,1.000,0.460
2,7:25,2,10,STL 31,14,10,"Marc Bulger pass incomplete. Penalty on Chad Brown: Illegal Contact (Offsetting), Penalty on Steven Jackson: Chop Block (Offsetting) (no play)",0.460,0.460
2,7:16,2,10,STL 31,14,10,Marc Bulger pass incomplete intended for Steven Jackson,0.460,-0.230
2,7:12,3,10,STL 31,14,10,Marc Bulger pass complete to Isaac Bruce for 21 yards (tackle by Michael Boulware),-0.230,2.390
2,6:32,1,10,SEA 48,14,10,Marc Bulger sacked by Cedric Woodard and Craig Terrill for -1 yards,2.390,1.710
2,5:54,2,11,SEA 49,14,10,Marc Bulger pass incomplete intended for Shaun McDonald,1.710,1.030
2,5:48,3,11,SEA 49,14,10,Marc Bulger pass complete to Torry Holt for 11 yards (tackle by Michael Boulware),1.030,3.050
2,5:15,1,10,SEA 38,14,10,Marshall Faulk right tackle for 1 yard (tackle by Antonio Cochran),3.050,2.640
2,4:31,2,9,SEA 37,14,10,Marc Bulger pass incomplete intended for Joey Goodspeed,2.640,1.950
2,4:26,3,9,SEA 37,14,10,Marc Bulger pass incomplete intended for Isaac Bruce,1.950,0.790
2,4:23,4,9,SEA 37,14,10,"Kevin Stemke punts 22 yards, fair catch by Bobby Engram",0.790,0.220
2,4:17,1,10,SEA 15,14,10,Shaun Alexander right tackle for 9 yards (tackle by Tommy Polley),-0.220,0.620
2,3:44,2,1,SEA 24,14,10,Shaun Alexander up the middle for 5 yards (tackle by Tommy Polley),0.620,0.870
2,3:09,1,10,SEA 29,14,10,Matt Hasselbeck pass incomplete intended for Maurice Morris,0.870,0.330
2,3:05,2,10,SEA 29,14,10,Matt Hasselbeck pass complete to Koren Robinson for 8 yards (tackle by Robert W. Thomas),0.330,0.700
2,2:20,3,2,SEA 37,14,10,Matt Hasselbeck pass incomplete intended for Itula Mili (defended by Adam Archuleta),0.700,-0.910
2,2:15,4,2,SEA 37,14,10,"Ken Walter punts 45 yards, returned by Shaun McDonald for 4 yards (tackle by Marquand Manuel)",-0.910,-0.410
2,2:03,1,10,STL 22,14,10,Marc Bulger pass incomplete intended for Shaun McDonald,0.410,-0.130
2,1:57,2,10,STL 22,14,10,Marshall Faulk left end for 3 yards (tackle by Ken Lucas),-0.130,-0.430
2,1:53,3,7,STL 25,14,10,"Marc Bulger sacked by Chike Okeafor for -9 yards. Penalty on Ken Lucas: Illegal Use of Hands, 5 yards (no play)",-0.430,0.940
2,1:45,1,10,STL 30,14,10,Marc Bulger pass incomplete intended for Kevin Curtis,0.940,0.390
2,1:40,2,10,STL 30,14,10,"Penalty on Kevin Curtis: False Start, 5 yards (no play)",0.390,-0.280
2,1:40,2,15,STL 25,14,10,Marshall Faulk left tackle for 2 yards (tackle by Chad Brown and Antonio Cochran),-0.280,-0.690
2,1:32,,,,14,10,Timeout #2 by Seattle Seahawks,0.000,-0.690
2,1:32,3,13,STL 27,14,10,Marc Bulger left tackle for 4 yards (tackle by Chad Brown),-0.690,-1.310
2,1:17,,,,14,10,Timeout #3 by Seattle Seahawks,0.000,-1.310
2,1:17,4,9,STL 31,14,10,"Kevin Stemke punts 41 yards, returned by Bobby Engram for 9 yards (tackle by Chris Massey). Penalty on Jordan Babineaux: Illegal Block Above the Waist, 10 yards",-1.310,-0.740
2,1:08,1,10,SEA 27,14,10,Matt Hasselbeck pass complete to Itula Mili for 17 yards (tackle by Pisa Tinoisamoa),0.740,1.860
2,0:47,1,10,SEA 44,14,10,Matt Hasselbeck left tackle for 9 yards (tackle by Pisa Tinoisamoa),1.860,2.530
2,0:30,2,1,STL 47,14,10,Matt Hasselbeck spiked the ball,2.530,1.820
2,0:29,3,1,STL 47,14,10,Maurice Morris up the middle for 4 yards (tackle by Leonard Little),1.820,2.720
2,0:20,1,10,STL 43,14,10,Matt Hasselbeck spiked the ball,2.720,2.180
2,0:19,2,10,STL 43,14,10,Matt Hasselbeck pass incomplete intended for Koren Robinson,2.180,1.490
2,0:14,3,10,STL 43,14,10,Matt Hasselbeck pass incomplete intended for Bobby Engram,1.490,0.400
2,0:09,4,10,STL 43,14,10,Matt Hasselbeck sacked by Damione Lewis for -1 yards,0.400,-1.860
2,0:01,1,10,STL 44,14,10,Marc Bulger pass incomplete intended for Kevin Curtis (defended by Ken Lucas),1.860,1.320
Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,14,10,"Jeff Wilkins kicks off 65 yards, returned by Maurice Morris for 19 yards (tackle by Trev Faulk)",0.000,0.540
3,14:56,1,10,SEA 24,14,10,Matt Hasselbeck pass complete to Jerramy Stevens for 16 yards (tackle by Jerametrius Butler),0.540,1.600
3,14:38,1,10,SEA 40,14,10,Shaun Alexander right guard for no gain (tackle by Leonard Little and Ryan Pickett),1.600,1.050
3,14:11,2,10,SEA 40,14,10,Matt Hasselbeck pass complete to Darrell Jackson for 13 yards (tackle by Leonard Little),1.050,2.460
3,13:35,1,10,STL 47,14,10,Matt Hasselbeck pass incomplete intended for Itula Mili,2.460,1.910
3,13:32,2,10,STL 47,14,10,Shaun Alexander left end for -3 yards (tackle by Anthony Hargrove),1.910,0.830
3,12:51,3,13,SEA 50,14,10,Matt Hasselbeck pass complete to Koren Robinson for 15 yards (tackle by Antuan Edwards),0.830,3.250
3,12:14,,,,14,10,Timeout #1 by St. Louis Rams,0.000,3.250
3,12:14,1,10,STL 35,14,10,"Matt Hasselbeck pass complete to Koren Robinson for 6 yards (tackle by Travis Fisher). Koren Robinson fumbles (forced by Travis Fisher), ball out of bounds at STL-21",3.250,3.510
3,11:59,2,4,STL 29,14,10,Shaun Alexander up the middle for 5 yards (tackle by Tommy Polley),3.510,3.970
3,11:30,1,10,STL 24,14,10,Matt Hasselbeck pass complete to Itula Mili for 9 yards (tackle by Tommy Polley),3.970,4.850
3,10:59,2,1,STL 15,14,10,Mack Strong up the middle for 6 yards (tackle by Bryce Fisher),4.850,5.140
3,10:25,1,9,STL 9,14,10,Matt Hasselbeck pass complete to Darrell Jackson for 4 yards (tackle by Travis Fisher),5.140,5.150
3,9:49,2,5,STL 5,14,10,Matt Hasselbeck sacked by Robert W. Thomas and Bryce Fisher for -2 yards,5.150,3.810
3,9:16,3,7,STL 7,14,10,"Penalty on Floyd Womack: False Start, 5 yards (no play)",3.810,3.100
3,8:58,3,12,STL 12,14,10,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by DeJuan Groce),3.100,2.630
3,8:54,4,12,STL 12,14,13,Josh Brown 30 yard field goal good,2.630,3.000
3,,,,SEA 30,14,13,"Josh Brown kicks off 62 yards, returned by Aveion Cason for 24 yards (tackle by Michael Boulware)",0.000,1.070
3,8:46,1,10,STL 32,14,13,Steven Jackson up the middle for 4 yards (tackle by Rocky Bernard),1.070,1.070
3,8:06,2,6,STL 36,14,13,Steven Jackson up the middle for 2 yards (tackle by Niko Koutouvides),1.070,0.630
3,7:21,,,,14,13,Timeout #2 by St. Louis Rams,0.000,0.630
3,6:58,3,4,STL 38,14,13,Marc Bulger pass complete to Torry Holt for 8 yards (tackle by Marcus Trufant),0.630,1.990
3,6:46,1,10,STL 46,14,13,Marc Bulger pass complete to Steven Jackson for -2 yards (tackle by Marcus Trufant),1.990,1.180
3,6:00,2,12,STL 44,14,13,Marc Bulger pass complete to Kevin Curtis for 31 yards (tackle by Michael Boulware),1.180,3.910
3,5:15,1,10,SEA 25,14,13,Marc Bulger sacked by Chad Brown for -2 yards,3.910,3.090
3,4:41,,,,14,13,Timeout #3 by St. Louis Rams,0.000,3.090
3,4:41,2,12,SEA 27,14,13,Marshall Faulk left guard for 7 yards (tackle by Chad Brown and Marquand Manuel),3.090,3.340
3,4:01,3,5,SEA 20,14,13,Marc Bulger pass complete to Torry Holt for 9 yards (tackle by Brandon Mitchell),3.340,4.840
3,3:20,1,10,SEA 11,14,13,Marc Bulger sacked by Chike Okeafor for -9 yards,4.840,3.070
3,2:48,2,19,SEA 20,14,13,Marc Bulger pass incomplete intended for Isaac Bruce,3.070,2.410
3,2:42,3,19,SEA 20,14,13,Marc Bulger pass incomplete intended for Torry Holt,2.410,2.120
3,2:38,4,19,SEA 20,17,13,Jeff Wilkins 38 yard field goal good,2.120,3.000
3,,,,STL 30,17,13,"Jeff Wilkins kicks off 63 yards, returned by Maurice Morris for 17 yards (tackle by Trev Faulk)",0.000,0.540
3,2:30,1,10,SEA 24,17,13,Matt Hasselbeck pass complete to Shaun Alexander for 25 yards (tackle by Tommy Polley),0.540,2.190
3,1:46,1,10,SEA 49,17,13,Matt Hasselbeck pass complete to Darrell Jackson for 6 yards (tackle by Travis Fisher),2.190,2.460
3,1:12,2,4,STL 45,17,13,Shaun Alexander up the middle for no gain (tackle by Ryan Pickett and Damione Lewis),2.460,1.750
3,0:34,3,4,STL 45,17,13,Matt Hasselbeck pass complete to Darrell Jackson for 11 yards (tackle by Jerametrius Butler),1.750,3.310
Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 34,17,13,Shaun Alexander right guard for 1 yard (tackle by Erik Flowers),3.310,2.910
4,14:27,2,9,STL 33,17,13,Matt Hasselbeck pass complete to Darrell Jackson for 10 yards (tackle by Travis Fisher),2.910,4.040
4,13:49,1,10,STL 23,17,19,"Matt Hasselbeck pass complete to Darrell Jackson for 23 yards, touchdown",4.040,7.000
4,,,,STL 2,17,20,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,17,20,"Josh Brown kicks off 62 yards, returned by Aveion Cason for 23 yards (tackle by Kerry Carter)",0.000,1.000
4,13:38,1,10,STL 31,17,20,Marc Bulger pass complete to Isaac Bruce for 7 yards (tackle by Orlando Huff),1.000,1.410
4,12:58,2,3,STL 38,17,20,Steven Jackson left end for 1 yard (tackle by Chad Brown),1.410,0.830
4,12:30,3,2,STL 39,17,20,Steven Jackson right guard for 4 yards (tackle by Michael Boulware and Brandon Mitchell),0.830,1.800
4,11:52,1,10,STL 43,17,20,Marc Bulger pass incomplete intended for Kevin Curtis,1.800,1.250
4,11:45,2,10,STL 43,17,20,"Marc Bulger pass incomplete intended for Brandon Manumaleuna. Penalty on Ken Lucas: Illegal Contact, 6 yards (no play)",1.250,2.190
4,11:41,1,10,STL 49,17,20,Marshall Faulk right end for 4 yards (tackle by Chike Okeafor),2.190,2.190
4,11:00,2,6,SEA 47,17,20,Marc Bulger pass complete to Isaac Bruce for 12 yards,2.190,3.250
4,10:32,1,10,SEA 35,17,20,"Marc Bulger pass incomplete intended for Isaac Bruce. Penalty on Marcus Trufant: Illegal Contact, 5 yards (no play)",3.250,3.580
4,10:25,1,10,SEA 30,17,20,Marshall Faulk right guard for 13 yards (tackle by Michael Boulware),3.580,4.440
4,9:43,1,10,SEA 17,17,20,Marc Bulger left guard for 7 yards (tackle by Michael Boulware),4.440,5.100
4,8:59,2,3,SEA 10,17,20,Steven Jackson left tackle for 1 yard (tackle by Rashad Moore and Brandon Mitchell),5.100,4.570
4,8:15,3,2,SEA 9,17,20,Marc Bulger pass incomplete intended for Brandon Manumaleuna (defended by Michael Boulware),4.570,2.950
4,8:10,4,2,SEA 9,20,20,Jeff Wilkins 27 yard field goal good,2.950,3.000
4,,,,STL 30,20,20,"Jeff Wilkins kicks off 69 yards, returned by Maurice Morris for 20 yards (tackle by Drew Wahlroos)",0.000,0.340
4,8:01,1,10,SEA 21,20,20,Matt Hasselbeck pass complete to Itula Mili for 22 yards (tackle by Antuan Edwards),0.340,1.800
4,7:26,1,10,SEA 43,20,20,Shaun Alexander right guard for 1 yard (tackle by Ryan Pickett),1.800,1.390
4,6:44,2,9,SEA 44,20,20,Matt Hasselbeck pass complete to Darrell Jackson for 2 yards (tackle by Tommy Polley),1.390,0.960
4,5:57,3,7,SEA 46,20,20,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Jimmy Kennedy),0.960,-0.320
4,5:53,4,7,SEA 46,20,20,"Ken Walter punts 40 yards, returned by Shaun McDonald for 10 yards (tackle by Marquand Manuel)",-0.320,-0.540
4,5:42,1,10,STL 24,20,20,Marshall Faulk up the middle for 5 yards (tackle by Chad Brown and Chike Okeafor),0.540,0.670
4,5:07,2,5,STL 29,20,20,Marshall Faulk up the middle for 3 yards (tackle by Brandon Mitchell and Rocky Bernard),0.670,0.370
4,4:36,3,2,STL 32,20,20,Marc Bulger pass complete to Shaun McDonald for 31 yards (tackle by Ken Hamlin),0.370,3.120
4,4:29,1,10,SEA 37,20,20,Marc Bulger pass complete to Kevin Curtis for 13 yards (tackle by Michael Boulware),3.120,3.970
4,3:42,1,10,SEA 24,20,20,Marshall Faulk right tackle for 4 yards (tackle by Rocky Bernard),3.970,3.970
4,2:58,2,6,SEA 20,20,20,Marshall Faulk right tackle for 3 yards (tackle by Niko Koutouvides),3.970,3.750
4,2:16,3,3,SEA 17,26,20,"Marc Bulger pass complete to Cam Cleeland for 17 yards, touchdown",3.750,7.000
4,,,,SEA 2,27,20,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,27,20,"Jeff Wilkins kicks off 55 yards, returned by Maurice Morris for 21 yards (tackle by Erik Flowers)",0.000,1.330
4,2:06,1,10,SEA 36,27,20,Matt Hasselbeck pass complete to Itula Mili for 19 yards (tackle by Pisa Tinoisamoa),1.330,2.590
4,1:59,1,10,STL 45,27,20,Matt Hasselbeck pass incomplete intended for Darrell Jackson,2.590,2.040
4,1:55,2,10,STL 45,27,20,Matt Hasselbeck pass complete to Darrell Jackson for 20 yards (tackle by Tommy Polley),2.040,3.910
4,1:22,1,10,STL 25,27,20,Matt Hasselbeck pass complete to Itula Mili for 14 yards (tackle by Pisa Tinoisamoa),3.910,4.840
4,0:46,1,10,STL 11,27,20,Matt Hasselbeck sacked by Jimmy Kennedy for -6 yards,4.840,3.330
4,0:37,,,,27,20,Timeout #1 by Seattle Seahawks,0.000,3.330
4,0:37,2,16,STL 17,27,20,Matt Hasselbeck pass incomplete intended for Darrell Jackson,3.330,2.790
4,0:33,3,16,STL 17,27,20,Matt Hasselbeck pass complete to Bobby Engram for 12 yards (tackle by Pisa Tinoisamoa),2.790,3.010
4,0:27,,,,27,20,Timeout #2 by Seattle Seahawks,0.000,3.010
4,0:27,4,4,STL 5,27,20,Matt Hasselbeck pass incomplete intended for Bobby Engram,3.010,0.380
4,0:21,1,10,STL 5,27,20,Marc Bulger kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
