Quarter,Time,Down,ToGo,Location,IND,SDG,Detail,EPB,EPA
2,9:28,1,5,IND 5,0,16,LaDainian Tomlinson right tackle for 1 yard (tackle by Keyunta Dawson),6.060,5.340
2,8:51,2,4,IND 4,0,22,"LaDainian Tomlinson right end for 4 yards, touchdown",5.340,7.000
2,8:51,,,IND 2,0,23,Nate Kaeding kicks extra point good,0.000,0.000
2,8:51,,,SDG 30,0,23,"Nate Kaeding kicks off 58 yards, returned by Craphonso Thorpe for 21 yards (tackle by Clinton Hart)",0.000,1.140
2,8:40,1,10,IND 33,0,23,Joseph Addai left end for 3 yards (tackle by Marques Harris),1.140,1.000
2,8:05,2,7,IND 36,0,23,Peyton Manning pass incomplete short left intended for Craphonso Thorpe,1.000,0.300
2,8:01,3,7,IND 36,0,23,"Peyton Manning pass incomplete short left intended for Craphonso Thorpe. Penalty on Eric Weddle: Illegal Contact, 5 yards (no play)",0.300,1.660
2,7:56,1,10,IND 41,0,23,Peyton Manning pass complete short middle to Bryan Fletcher for 12 yards (tackle by Stephen Cooper),1.660,2.460
2,7:23,1,10,SDG 47,0,23,Joseph Addai left tackle for 4 yards (tackle by Clinton Hart),2.460,2.450
2,6:43,2,6,SDG 43,0,23,Peyton Manning pass complete short left to Craphonso Thorpe for 5 yards (tackle by Marlon McCree),2.450,2.410
2,6:10,3,1,SDG 38,0,23,Joseph Addai right tackle for 2 yards (tackle by Ryon Bingham),2.410,3.180
2,5:32,1,10,SDG 36,0,23,Peyton Manning sacked by Carlos Polk for -4 yards,3.180,2.100
2,4:59,2,14,SDG 40,0,23,Peyton Manning pass complete short left to Craphonso Thorpe for 10 yards (tackle by Antonio Cromartie),2.100,2.740
2,4:37,3,4,SDG 30,0,23,Peyton Manning pass complete short middle to Bryan Fletcher for 8 yards (tackle by Antonio Cromartie),2.740,4.110
2,3:54,1,10,SDG 22,0,23,Peyton Manning pass complete short middle to Bryan Fletcher for 10 yards (tackle by Stephen Cooper),4.110,4.780
2,3:22,1,10,SDG 12,0,23,Kenton Keith right tackle for 4 yards (tackle by Jacques Cesaire and Jamal Williams),4.780,4.830
2,2:47,2,6,SDG 8,6,23,"Peyton Manning pass complete short middle to Reggie Wayne for 8 yards, touchdown",4.830,7.000
2,2:47,,,SDG 2,7,23,Adam Vinatieri kicks extra point good,0.000,0.000
2,2:47,,,IND 30,7,23,"Adam Vinatieri kicks off 59 yards, returned by Darren Sproles for 19 yards (tackle by Rocky Boiman). Penalty on Tim Dobbins: Offensive Holding, 10 yards",0.000,0.280
2,2:37,1,10,SDG 20,7,23,Philip Rivers pass complete short right to Antonio Gates for 14 yards (tackle by Gary Brackett and Rocky Boiman),0.280,1.200
2,2:01,1,10,SDG 34,7,23,"Philip Rivers pass incomplete. Penalty on Philip Rivers: Intentional Grounding, 10 yards",1.200,-0.690
2,1:56,2,20,SDG 24,7,23,LaDainian Tomlinson middle for 2 yards (tackle by Bob Sanders and Edward Johnson),-0.690,-1.090
2,1:50,2,20,SDG 24,7,23,Timeout #1 by Indianapolis Colts,-0.690,-1.090
2,1:50,3,18,SDG 26,7,23,Philip Rivers pass complete short right to LaDainian Tomlinson for 12 yards (tackle by Antoine Bethea),-1.090,-0.850
2,1:43,3,18,SDG 26,7,23,Timeout #2 by Indianapolis Colts,-1.090,-0.850
2,1:43,4,6,SDG 38,7,23,"Mike Scifres punts 46 yards, returned by Craphonso Thorpe for -2 yards (tackle by Andrew Pinnock)",-0.850,0.280
2,1:30,1,10,IND 14,7,23,Peyton Manning pass complete short middle to Joseph Addai for -1 yards (tackle by Shawne Merriman),-0.280,-0.850
2,1:06,2,11,IND 13,7,23,Peyton Manning pass complete deep right to Reggie Wayne for 39 yards (tackle by Drayton Florence),-0.850,2.390
2,0:57,2,11,IND 13,7,23,Timeout #3 by Indianapolis Colts,-0.850,2.390
2,0:57,1,10,SDG 48,7,23,Peyton Manning pass complete deep right to Reggie Wayne for 17 yards (tackle by Clinton Hart),2.390,3.510
2,0:34,1,10,SDG 31,7,23,Peyton Manning pass incomplete short left intended for Craphonso Thorpe,3.510,2.970
2,0:29,2,10,SDG 31,7,23,Peyton Manning pass incomplete deep left intended for Craphonso Thorpe,2.970,2.280
2,0:23,3,10,SDG 31,7,23,Peyton Manning pass complete short right to Reggie Wayne for 7 yards (tackle by Steve Gregory),2.280,1.970
2,0:02,4,3,SDG 24,7,23,Adam Vinatieri 42 yard field goal no good,1.970,1.000
Quarter,Time,Down,ToGo,Location,IND,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,7,23,"Nate Kaeding kicks off 63 yards, returned by Craphonso Thorpe for 20 yards (tackle by Carlos Polk)",0.000,0.740
3,14:50,1,10,IND 27,7,23,Peyton Manning pass incomplete short right intended for Reggie Wayne (defended by Drayton Florence),0.740,0.200
3,14:42,2,10,IND 27,7,23,Peyton Manning pass complete short left to Craphonso Thorpe for 9 yards (tackle by Clinton Hart),0.200,0.700
3,14:26,3,1,IND 36,7,23,Joseph Addai middle for 10 yards (tackle by Stephen Cooper),0.700,1.990
3,13:45,1,10,IND 46,7,23,Joseph Addai right tackle for 3 yards (tackle by Jamal Williams and Jacques Cesaire),1.990,1.860
3,13:05,2,7,IND 49,7,23,Peyton Manning pass complete short middle to Aaron Moorehead for 5 yards (tackle by Stephen Cooper),1.860,1.820
3,12:23,3,2,SDG 46,7,23,Peyton Manning pass incomplete deep left intended for Reggie Wayne,1.820,0.200
3,12:20,4,2,SDG 46,7,23,Peyton Manning pass complete short right to Aaron Moorehead for 12 yards (tackle by Drayton Florence),0.200,3.310
3,11:35,1,10,SDG 34,7,23,Joseph Addai right tackle for 1 yard (tackle by Jamal Williams and Shaun Phillips),3.310,2.910
3,11:00,2,9,SDG 33,7,23,Peyton Manning pass incomplete short middle intended for Aaron Moorehead is intercepted by Matt Wilhelm at SDG-23 and returned for 4 yards,2.910,-0.740
3,10:52,1,10,SDG 27,7,23,Philip Rivers pass complete short right to Chris Chambers for 5 yards (tackle by Kelvin Hayden),0.740,0.870
3,10:18,2,5,SDG 32,7,23,LaDainian Tomlinson middle for 3 yards (tackle by Gary Brackett and Rocky Boiman),0.870,0.560
3,9:37,3,2,SDG 35,7,23,Philip Rivers pass complete short middle to Legedu Naanee for 9 yards (tackle by Bob Sanders and Rocky Boiman),0.560,1.860
3,8:56,1,10,SDG 44,7,23,LaDainian Tomlinson right end for 9 yards (tackle by Antoine Bethea),1.860,2.530
3,8:12,2,1,IND 47,7,23,"Michael Turner middle for no gain (tackle by Clint Session). Penalty on Cory Withrow: Offensive Holding, 10 yards (no play)",2.530,1.180
3,7:45,2,11,SDG 43,7,23,Philip Rivers pass complete short middle to Chris Chambers for 12 yards (tackle by Clint Session),1.180,2.590
3,7:07,1,10,IND 45,7,23,Philip Rivers sacked by Robert Mathis for -10 yards. Penalty on Marcus McNeill: Offensive Holding (Declined),2.590,0.690
3,6:40,2,20,SDG 45,7,23,LaDainian Tomlinson left end for 3 yards (tackle by Marlin Jackson),0.690,0.430
3,5:57,3,17,SDG 48,7,23,Philip Rivers pass complete short left to LaDainian Tomlinson for 1 yard (tackle by Tim Jennings),0.430,-0.130
3,5:21,4,16,SDG 49,7,23,Mike Scifres punts 41 yards,-0.130,0.380
3,5:09,1,10,IND 10,7,23,Joseph Addai right end for no gain (tackle by Shawne Merriman),-0.380,-0.780
3,4:32,2,10,IND 10,7,23,Peyton Manning pass incomplete short right intended for Reggie Wayne (defended by Jacques Cesaire),-0.780,-1.420
3,4:31,3,10,IND 10,7,23,Peyton Manning pass complete deep left to Reggie Wayne for 25 yards (tackle by Marlon McCree),-1.420,1.270
3,4:02,1,10,IND 35,7,23,Joseph Addai left tackle for 2 yards (tackle by Igor Olshansky),1.270,0.990
3,3:23,2,8,IND 37,7,23,Peyton Manning pass complete short right to Ben Utecht for 10 yards (tackle by Matt Wilhelm),0.990,2.060
3,2:52,1,10,IND 47,7,23,Peyton Manning pass complete short left to Reggie Wayne for 8 yards (tackle by Antonio Cromartie),2.060,2.600
3,2:11,2,2,SDG 45,7,23,Kenton Keith left tackle for 9 yards (tackle by Matt Wilhelm),2.600,3.180
3,1:35,1,10,SDG 36,7,23,Peyton Manning pass complete deep middle to Aaron Moorehead for 16 yards (tackle by Matt Wilhelm),3.180,4.240
3,1:03,1,10,SDG 20,7,23,Kenton Keith middle for 3 yards (tackle by Matt Wilhelm),4.240,4.120
3,0:28,2,7,SDG 17,7,23,Peyton Manning pass complete short left to Craphonso Thorpe for 7 yards (tackle by Eric Weddle),4.120,4.910
3,0:02,1,10,SDG 10,7,23,Kenton Keith middle for 3 yards (tackle by Matt Wilhelm),4.910,4.760
Quarter,Time,Down,ToGo,Location,IND,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,SDG 7,13,23,"Peyton Manning pass complete short middle to Kenton Keith for 7 yards, touchdown",4.760,7.000
4,15:00,,,,15,23,"Two Point Attempt: Peyton Manning pass complete to Bryan Fletcher, conversion succeeds. Penalty on Antonio Cromartie: Defensive Holding, 5 yards",1.000,1.000
4,15:00,,,IND 35,15,23,"Adam Vinatieri kicks off 66 yards, returned by Darren Sproles for 17 yards (tackle by Brandon Archer). Penalty on Tim Dobbins: Offensive Holding, 8 yards",0.000,-0.380
4,14:47,1,10,SDG 8,15,23,Philip Rivers pass incomplete short right intended for Chris Chambers,-0.380,-0.780
4,14:43,2,10,SDG 8,15,23,Philip Rivers pass incomplete deep right intended for Legedu Naanee,-0.780,-1.420
4,14:38,3,10,SDG 8,21,23,"Philip Rivers sacked for -8 yards. Philip Rivers fumbles, recovered by Gary Brackett at SDG-0, touchdown",-1.420,-7.000
4,14:28,,,,21,23,"Two Point Attempt: Joseph Addai right tackle, conversion fails",1.000,-1.000
4,14:28,,,IND 30,21,23,"Adam Vinatieri kicks off 52 yards, returned by Lorenzo Neal for 4 yards (tackle by Melvin Bullitt)",0.000,0.410
4,14:23,1,10,SDG 22,21,23,LaDainian Tomlinson right end for 7 yards (tackle by Clint Session),0.410,0.810
4,13:51,2,3,SDG 29,21,23,LaDainian Tomlinson left end for 6 yards (tackle by Keyunta Dawson),0.810,1.270
4,13:08,1,10,SDG 35,21,23,LaDainian Tomlinson left end for 3 yards (tackle by Clint Session),1.270,1.130
4,12:34,2,7,SDG 38,21,23,Philip Rivers pass incomplete short right intended for Michael Turner,1.130,0.430
4,12:28,3,7,SDG 38,21,23,Philip Rivers pass incomplete short right intended for Antonio Gates,0.430,-0.850
4,12:23,4,7,SDG 38,21,23,Mike Scifres punts 61 yards,-0.850,0.380
4,12:11,1,10,IND 1,21,23,Joseph Addai left tackle for 2 yards (tackle by Shaun Phillips),-0.380,-0.630
4,11:39,2,8,IND 3,21,23,Peyton Manning pass incomplete deep left intended for Reggie Wayne,-0.630,-1.190
4,11:32,3,8,IND 3,21,23,Peyton Manning pass complete deep middle to Reggie Wayne for 20 yards (tackle by Clinton Hart),-1.190,0.480
,,,,,,,"SDG challenged the pass completion ruling, and the play was upheld.",,
4,10:57,1,10,IND 23,21,23,Peyton Manning pass complete short right to Reggie Wayne for 8 yards (tackle by Drayton Florence),0.480,1.010
4,10:20,2,2,IND 31,21,23,Joseph Addai left tackle for 9 yards (tackle by Shaun Phillips),1.010,1.600
4,9:36,1,10,IND 40,21,23,Peyton Manning pass complete short left to Bryan Fletcher for 6 yards (tackle by Stephen Cooper),1.600,1.860
4,9:00,2,4,IND 46,21,23,Peyton Manning pass incomplete short right intended for Reggie Wayne,1.860,1.160
4,8:53,3,4,IND 46,21,23,Peyton Manning pass complete short left to Craphonso Thorpe for 10 yards (tackle by Antonio Cromartie),1.160,2.650
4,8:21,1,10,SDG 44,21,23,Joseph Addai right tackle for 2 yards (tackle by Jacques Cesaire and Stephen Cooper),2.650,2.380
4,7:41,2,8,SDG 42,21,23,Peyton Manning pass incomplete deep right intended for Reggie Wayne,2.380,1.690
4,7:35,3,8,SDG 42,21,23,Peyton Manning pass incomplete deep right intended for Aaron Moorehead (defended by Eric Weddle),1.690,0.460
4,7:29,4,8,SDG 42,21,23,"Hunter Smith punts 28 yards, fair catch by Darren Sproles",0.460,0.280
4,7:21,1,10,SDG 14,21,23,Philip Rivers pass complete short right to Vincent Jackson for 9 yards (tackle by Kelvin Hayden),-0.280,0.550
4,6:42,2,1,SDG 23,21,23,Lorenzo Neal middle for 10 yards (tackle by Gary Brackett),0.550,1.140
4,6:00,1,10,SDG 33,21,23,Philip Rivers pass incomplete short right intended for Antonio Gates is intercepted by Clint Session at SDG-45 and returned for 3 yards,1.140,-2.790
4,5:50,1,10,SDG 42,21,23,"Penalty on Ryon Bingham: Defensive 12 On-field, 5 yards (no play)",2.790,3.520
4,5:28,1,5,SDG 37,21,23,Joseph Addai right tackle for 1 yard (tackle by Igor Olshansky),3.520,3.050
4,4:57,2,4,SDG 36,21,23,Peyton Manning pass complete short right to Aaron Moorehead for 6 yards (tackle by Eric Weddle),3.050,3.580
4,4:17,1,10,SDG 30,21,23,Joseph Addai left tackle for 4 yards (tackle by Stephen Cooper),3.580,3.570
4,3:37,2,6,SDG 26,21,23,Joseph Addai middle for -2 yards (tackle by Clinton Hart),3.570,2.610
4,3:00,3,8,SDG 28,21,23,Peyton Manning pass complete short left to Joseph Addai for 12 yards (tackle by Clinton Hart),2.610,4.510
4,2:43,3,8,SDG 28,21,23,Timeout #2 by San Diego Chargers,2.610,4.510
4,2:43,1,10,SDG 16,21,23,Joseph Addai for no gain (tackle by Matt Wilhelm),4.510,3.900
4,2:36,1,10,SDG 16,21,23,Timeout #3 by San Diego Chargers,4.510,3.900
4,2:36,2,10,SDG 16,21,23,Joseph Addai middle for 7 yards (tackle by Marlon McCree and Matt Wilhelm),3.900,4.390
4,2:00,3,3,SDG 9,21,23,Joseph Addai middle for 2 yards (tackle by Clinton Hart and Marlon McCree),4.390,3.010
4,1:36,4,1,SDG 7,21,23,"Penalty on Ben Utecht: False Start, 4 yards (no play)",3.010,2.750
4,1:34,4,1,SDG 7,21,23,Timeout #1 by Indianapolis Colts,3.010,2.750
4,1:34,4,5,SDG 11,21,23,Adam Vinatieri 29 yard field goal no good,2.750,-0.280
4,1:31,1,10,SDG 20,21,23,Lorenzo Neal left end for 5 yards (tackle by Kelvin Hayden),0.280,0.410
4,1:22,1,10,SDG 20,21,23,Timeout #2 by Indianapolis Colts,0.280,0.410
4,1:22,2,5,SDG 25,21,23,LaDainian Tomlinson middle for -3 yards (tackle by Robert Mathis),0.410,-0.690
4,1:17,2,5,SDG 25,21,23,Timeout #3 by Indianapolis Colts,0.410,-0.690
4,1:17,3,8,SDG 22,21,23,LaDainian Tomlinson middle for 4 yards (tackle by Edward Johnson),-0.690,-1.630
4,0:35,4,4,SDG 26,21,23,Mike Scifres punts 41 yards,-1.630,-1.140
4,0:22,1,10,IND 33,21,23,Peyton Manning pass incomplete deep left intended for Craphonso Thorpe,1.140,0.590
4,0:16,2,10,IND 33,21,23,Peyton Manning pass incomplete deep left intended for Aaron Moorehead,0.590,-0.100
4,0:09,3,10,IND 33,21,23,Peyton Manning pass incomplete is intercepted by Clinton Hart at SDG-22,-0.100,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
