Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Johnson,ARI,17,63,0,5,37,2.2,26,1.5,1,17.0
Chase Edmonds,ARI,5,0,0,,-5,-1.0,5,1.0,1,5.0
Josh Rosen,ARI,2,-1,0,0,-1,-0.5,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Melvin Gordon,LAC,10,61,2,5,13,1.3,48,4.8,2,5.0
Justin Jackson,LAC,7,57,0,3,33,4.7,24,3.4,1,7.0
Austin Ekeler,LAC,5,35,1,2,15,3.0,20,4.0,0,
Detrez Newsome,LAC,4,15,0,1,7,1.8,8,2.0,0,
Geno Smith,LAC,3,7,0,,7,2.3,0,0.0,0,
Philip Rivers,LAC,1,3,0,0,1,1.0,2,2.0,0,
